title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Collection of texts on the calendar,,,,Collection of texts on the calendar
Collection of works by Aristotle and commentaries on Aristotle's works,,,,Philosophy;Works of Aristotle
"Collections of excerpts, including Liber scintillarum by Defensor of Ligugé",,,,Liber scintillarum
Comediae,,,,Comediae
Comitis Gabutii de Montealbodio juveniles & amatoriae epistolae,,,,Letters
Commentaria ad Rhetoricam Ciceronis,,,,Explanationes in Ciceronis Rhetoricam
Commentaria super praedicamenta Aristotelis,,,,"Commentary on Aristotle, Categories;Categories"
Commentaries on Acts of the Apostles,,,,Commentary on Acts;Acts
Commentaries on Aristotle,,,,Commentary on Aristotle
Commentaries on Aristotle and Porphyry,,,,Commentary on Aristotle;Commentary on Porphyry
Commentaries on canon law,,Corpus juris canonici,,Corpus juris canonici
Commentaries on De generatione et corruptione and Meteorologica,,,,Commentary on De generatione et corruptione;Commentary on Meteorologica
Commentaries on the De generatione et corruptione and Analytica,,,,Commentary on De generatione et corruptione;Commentary on Analytica
Commentarii in Politicorum Aristotelis libris,,,,"Commentary on Aristotle, Politics;Politics"
Commentariorum in Matthaeum Libri Octo,,,,Commentary on Matthew;Gospel of Matthew
Commentarium Biblicum,,,,Biblical commentary
Commentarius cum quaestionibus in universam Aristotelis philosophiam naturalem,,,,Commentarius cum quaestionibus in universam Aristotelis philosophiam naturalem
Commentarius in Ezechielem prophetam,,,,Commentary on Ezekiel;Ezekiel
Commentarius In Sphaeram Joannis de Sacrobosco,,,,Commentarius In Sphaeram
Commentary,,,,Commentary
"Commentary, Daniel 2:12-31, sections 8-11",,,,Commentary on Daniel;Daniel
"Commentary, literary or historical",,,,Commentary
"Commentary, Luke",,,,Commentary on Luke;Gospel of Luke
"Commentary, Matthew 8:1-4",,,,Commentary on Matthew;Gospel of Matthew
"Commentary, Psalms 136:7 - 137:4; Psalms 138:21 - 139:6",,,,Commentary on Psalms;Psalms
Commentary on Andria and Eunuch,,,,Commentary on Andria;Commentary on Eunuch
"Commentary on Aristotle, Analytica Priora (?)",,,,"Commentary on Aristotle, Prior Analytics;Prior Analytics"
Commentary on Canon Law: Chapter V (De Libellis Famosis),,,,Commentary on canon law
Commentary on Canon Law (dealing with the Mendicants),,,,Commentary on canon law
Commentary on Civil Law,,,,Commentary on civil law
Commentary on Genesis and 1-2 Kings,,,,Commentary on Genesis;Commentary on Kings;Genesis;Kings
Commentary on John 3:12-13,,,,Commentary on John;Gospel of John
Commentary on Luke 9:32-38,,,,Commentary on Luke;Gospel of Luke
Commentary on Psalm 82:10-13,,,,Commentary on Psalms;Psalms
Commentary on Romans 3-4,,,,Commentary on Romans;Epistles
Commentary on the altar at the temple,,,,Miniature
Commentary on the Apocalypse 16:1-3,,,,Commentary on Apocalypse;Apocalypse
Commentary on the Clementines,,,,Commentary on Corpus Juris Canonici
Commentary on the Doctrinale puerorum,,,,Commentary on the doctrinale puerorum
Commentary on the Ephemerides of Regiomontanus,,,,Commentary on the Ephemerides;Ephemerides
Commentary on the Ethica Nicomachea,,,,Commentary on Nichomachean Ethics
Commentary on the Lord's Prayer,,,,Commentary on the Lord's prayer
Commentary on the Pauline Epistles,,,,Commentary on Epistles;Epistles
Commentary on the Sentences of Peter Lombard,,,,Commentary on the Sentences
"Commentary or Homilies, John 21",,,,Commentary on John;Gospel of John;Homilies
Commission,,,,Commission
Commonplace book and recipe book,,,,Commonplace book;Recipe book
Communal Constitution,,,,Communal constitution
Comoediae,,,,Comedies
Compendio delle istorie di Pisa,,,,Compendio delle istorie di Pisa
"Compendiosa conjurationis nitrati pulveris narratio, a Jesuitis eorumque sequacibus in Britannia contra Regis, Regnique salutem machinata et fabricata",,,,Narrative of a Catholic plot against the Protestant monarch
Compendium historiae in genealogia Christi,,,,Compendium historiae in genealogia Christi
"Compendium historiae in genealogia Christi, incomplete /",,,,Compendium historiae in genealogia Christi
Compendium historiae in genealogia Christi (Historical Compendium of the Genealogy of Christ),,,,Compendium historiae in genealogia Christi
"Compendium historiae in genealogia christi (Historical compendium of the genealogy of Christ), with a treatise on the candelabrum",,,,Compendium historiae in genealogia christi;treatise on the candelabrum
Compendium historiae in genealogia Christi (The Compendium of History in the Genealogy of Christ); Explanation of the Wheel of Sevens,,,,Compendium historiae in genealogia Christi;explanation of the Wheel of Sevens
Compendium in Cantica canticorum,,,,Compendium in Cantica canticorum
Compendium iuris canonici,,,,Compendium iuris canonici
Compendium logicae (Compendium of logic),,,,Compendium logicae
Compendium moralitatum,,,,Compendium moralitatum
Compendium of legal texts,,,,Compendium of legal texts
Compendium of Logic,,,,Logic
Compendium religiosi vivendi,,,,Compendium religiosi vivendi
Compendium sensus litteralis totius Sacrae Scripturae,,,,Compendium sensus litteralis totius Sacrae Scripturae
Compendium theologicae veritatis,,,,Compendium theologicae veritatis
Compendium theologicae veritatis /,,,,Compendium theologicae veritatis
Complaint,,,,Complaint
Complementum in partem III Summae S. Thomae de Aquino (Complement to the third part of the Summae of St. Thomas Aquinas),,,,Complementum in partem III summae S. Thomae de Aquino
Compte des biens rentes et revenues de le livree du commun des chapellains de l'eglise Saint Ame en Douay,,,,Common book
Comptes Adrien de le Borve,,,,Accounts
Computus Cirometralis,,Ars computistica,,Ars computistica
"Concerning the Nature of the Authority, Jurisdiction, or Governing Power truly Inherent in the Apostolical Vicars in England",,,,Treatise on the authority of vicars
Concini family papers,,,,Family documents
Condition of Obligation,,,,Condition of obligation
Confessio amantis,,,,Confessio amantis
Confessionale,,Defecerunt scrutantes scrutinio,,Confessionale
Confessione generale,,,,Confessione generale
Confirmation,,,,Confirmation
Confirmation of grants,,,,Grant
Confirmation of sale,,,,Sale
"Confutatio libelli Philippi Melanchtonis cuius titulus est De officio principum, quod mandatum dei praecipiat eis tollere abusus ecclesiasticos /",,,,Confutatio libelli Philippi Melanchtonis cuius titulus est De officio principum
Consejo de Inquisición (Spain) genealogy for Bartholome Escola,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Marçal Traveria,,,,Spanish Inquisition
Consejo de Inquisición (Spain) genealogy for Miguel Ros Pelayre,,,,Spanish Inquisition
Consilium,,,,Consilium
Consilium generale decision,,,,Decision
Consilium generale grant of plenary power,,,,Grant
Consilium generale legal document,,,,Legal documents
Consilium notarial document,,,,Notarial documents
Constitution and rules,,,,Constitution and rules
Constitutiones clementinae (Clementine constitutions),,,,Constitutiones clementinae
Constitutiones fratrum celestinorum provincie gallicaneae,,,,Monastic constitutions
Constitutiones nonnullae magnificae communitatis Parmae /,,,,Constitutiones nonnullae magnificae communitatis
Contemplations of the dread and love of God ... etc,,Contemplations of the dread and love of God.,,Contemplations of the dread and love of God
Contra Appionem,,,,Against Apion
Contract,,,,Contracts
Contracti inter particulas personas,,,,Contracts
Contra impedimiam,,,,Contra impedimiam
Contra Iulianum,,Contra Julianum,,Argument
Contratti de beni di Firenze della famiglia Concini,,,,Contracts
Conventio inter rectores ospitalis civitatis placentie et D. Antonium Francescum Finellum,,,,Agreement
Cookery book,,De re coquinaria.,,De re coquinaria
Copia schedula,,,,Copia schedula
Copies of documents pertaining to the Ospedale della Misericordia in Lucca,,,,Documents
Copies of documents relating to water rights in Milan,,,,Documents
Coppetto Coppetti power of attorney,,,,Power of attorney
Coptic (from an Egyptian mummy case),,,,Coptic fragment
Coptic hymns and prayers.,,,,Coptic hymns and prayers
Copy of Pope Pius II bull,,,,Bull
Corpus iuris civilis (Corpus of Civil Law),,,,Corpus iuris civilis
Corpus iuris civilis (Corpus of civil law),,,,Corpus iuris civilis
"Corpus juris civilis. Digesta. Digestum vetus. Prooemium, leaf 1",,,,Corpus juris civilis
Corregidor of the Villa de Oropesa in the Valle de Cochabamba,,,,Corregidor of the Villa de Oropesa
Correspondence of Wilhelm IV,,,,Letters
Cose di geometria /,,"Summa de arithmetica, geometria, proportioni et proportionalità.",,"Summa de arithmetica, geometria, proportioni et proportionalità"
Cosmographia /,,De chorographia,,De chorographia
Cosmographies,,,,De chorographia
Council notarial document,,,,Notarial documents
Court record of proceedings in a lawsuit against Isabel Garcia,,,,Court proceedings
Court Scene,,,,Corpus iuris civilis;Miniature
Crestomazia di poeti italiani del Cinquecento,,,,Chrestomathy
Crispi Sallustii de Catheline conjuracione liber,,Bellum Catilinae,,De coniuratione Catilinae
Cristoforo di Guidantonio de Piccolomini rental agreement,,,,Agreement
Cronaca di Venezia,,,,Cronaca di Venezia
Cronica de origine et situ oppidi Montalbodi,,,,Chronicle
"Cronica di tutti li Dogi di Venetia sino á quello che hora vive, con le armi loro",,,,Chronicle
"Cronica dopo la morte del Duca Alessandro de' Medici, fino al 1555",,,,Chronicle
Cronica Venetiarum /,,,,Cronica Venetiarum
Cronicha de Frate Martino del ordine deli predicatori del stato degli summi pontifici et degli Imperatori,,Chronicon pontificum et imperatorum.,,Chronicon pontificum et imperatorum
Curationes particularium affectum Interprete Vinsentio Garsia Salat seu potius Ludouico Collada,,,,Treatise
Curia episcopalis notarial document,,,,Notarial documents
Curia Romana proclamation,,,,Proclamation
Cutting from a 13th-century antiphonal,,,,Antiphonal
Cutting from a 14th-century antiphonal,,,,Antiphonal
Cutting from a 15th-century antiphonal,,,,Antiphonal
Cutting from a 15th-century Bible,,Bible (Manuscript Boston Public Library. MS pb Med.175),,Bible
Cutting from a 15th-century gradual,,,,Gradual
Cutting from a 15th-century Italian choirbook,,,,Choirbook
Cutting from a ca. 15th-century ferial psalter,,,,Ferial Psalter
Cutting from an antiphonary,,,,Antiphonary
"Cynthia, seu, Elegarium libri tres",,,,Elegies
Dafu ji,大復集 :,,,Dafu ji
Daihan'nya haramittakyō,大般若波羅蜜多經.,Tripiṭaka.,,Tripiṭaka
Daihannya haramitakyō,大般若波羅蜜多經.,Tripiṭaka.,,Tripiṭaka
Daihannya haramitakyō /,大般若波羅蜜多經 /,Tripiṭaka.,,Tripiṭaka
Daihō kōbutsu Kegonkyō,大方廣佛華嚴經 :,Tripiṭaka.,,Tripiṭaka
Dalālat al-ʻāmil bi-rubʻ al-maqṭūʻ al-shamālī ilá al-mīqāt wa-ḥarakat al-samāwāt wa-al-sāʻāt al-zamānīyah ... etc,"دلالة العامل بربع المقطوع الشمالي الى الميقات وحركة السماوات والساعات
				الزمانية ... الخ.",,,Arabic book on astronomy
Dalāʼil al-khayrāt... etc,دلائل الخيرات... إلخ.,,,Dalāʼil al-khayrāt
Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār,دلائل الخيرات و شوارق الانوار في ذكر الصلاة على النبي المختار.,Dalāʼil al-khayrāt,دلائل الخيرات.,Dalāʼil al-khayrāt
Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār,دلائل الخيرات و شوارق الانوار في ذكر الصلوة على النبي المختار.,Dalāʼil al-khayrāt.,دلائل الخيرات.,Dalāʼil al-khayrāt
Dalāʼil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-Nabī al-mukhtār.,دلائل الخيرات وشوارق الانوار في ذكر الصلوة على النبي المختار,,,Dalāʼil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-Nabī al-mukhtār
Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalawāt ʻalá al-nabī al-mukhtār,دلائل الخيرات و شوارق الانوار في ذكر الصلوات على النبي المختار.,Dalāʼil al-khayrāt.,دلائل الخيرات.,Dalāʼil al-khayrāt
Da Ming ji li,大明集禮 :,,,Da Ming ji li
"Daniel 13:1-29, with part of Jerome's rubric and marginal and interlinear commentaries",,,,Bible;Daniel
Das Amtbuch,,,,Office book
Das Leiden unsers Herren Ihesu Christi,,,,Das Leiden unsers Herren Ihesu Christi
Davanzato di Fagno power of attorney,,,,Power of attorney
David and Bathsheba,,,,Miniature
Ḍawʼ al-maʻālī li-Badʼ al-amālī,ضوء المعالي لبدء الامالي.,,,Ḍawʼ al-maʻālī li-Badʼ al-amālī
Ḍawʼ al-Miṣbāh,ضوء المصباح.,,,Ḍawʼ al-Miṣbāḥ
Ḍawʼ al-Miṣbāḥ (incomplete),,Ḍawʼ al-Miṣbāḥ.,ضوء المصباح.,Ḍawʼ al-Miṣbāḥ
Ḍawʼ al-qabas al-munīr li-rumūz rijāl al-Jāmiʻ al-ṣaghīr /,ضوء القبس المنير لرموز رجال الجامع الصغير /,,,Ḍawʼ al-qabas al-munīr li-rumūz rijāl al-Jāmiʻ al-ṣaghīr
Ḍawʼ al-sirāj,ضوء السراج.,,,Ḍawʼ al-sirāj
De accidentibus animae rationalis,,,,De accidentibus animae rationalis
De Amore Dei,,,,De Amore Dei
De amore et dilectione Dei (On the love and favor of God); De doctrina dicendi et tacendi (On the doctrine of speaking and keeping silent); De ritu et moribus Indorum (On the rites and ways of the Indians); Historia de preliis Alexandri Magni (History of the battles of Alexander the Great); Pseudo-Sibylline Prophecy; Sermones quattuor (Four sermons),,,,De amore Dei;Liber de doctrina dicendi et tacendi;De ritu et moribus Indorum;Historia de preliis Alexandri Magni;Sibylline Oracles;Sermons
"De amore et dilectione dei et proximi, ac de forma vitae ... etc",,,,Liber de amore et dilectione dei et proximi et aliarum rerum et de forma vitae
De arca Noe morali et mystica,,,,De arca Noe
De arte metrica,,,,De arte metrica
"Death with armful of symbols of rank, in a churchyard",,,,Miniature
Débat sur le roman de la rose,,,,"The Debate on the ""Romance of the Rose"""
De Bello Catilinae and De Bello Jugurthinum,,,,De Bello Catilinae;De Bello Jugurthinum
Decameron,,Decamerone.,,Decameron
De Canticis canticorum,,,,Cantica Canticorum
De casibus conscientiae ... etc,,,,Summa de casibus conscientiae
De casu diaboli (On the Fall of the Devil),,,,De casu diaboli
Deccani portrait album.,,,,Deccani portrait album
De censuris ecclesiasticis; Three papal bulls,,,,Tractatus de censuris ecclesiasticis;Bull
De civitate Dei,,,,De civitate Dei
Declaration of receipt of dowry,,,,Receipt
Declaration of receipt of ox,,,,Receipt
Declaratorio sopra la regola del padre nostro sancto Benedetto ... etc,,,,Declaratorio sopra la regola del padre nostro sancto Benedetto
De claustro animae,,,,De claustro animae
De claustro animae (The cloister of the soul),,,,De claustro animae
De coloribus urinae ... etc,,,,De coloribus urinae
De conceptu virginali et de originali peccatu,,,,De conceptu virginali et originali peccato
De conscientia aedificandi,,,,De conscientia aedificandi
De Consideratione,,,,De consideratione
De consideratione (On Consideration),,,,De consideratione
De consolatione philosophiae,,,,De consolatione philosophiae
De consolatione philosophiae,,De consolatione philosophiae,,De consolatione philosophiae
De consolatione philosophiae; De mirabilis mundi; Grammatical treatise ?; Unidentified theological treatise; Miscellany,,,,De consolatione philosophiae;De mirabilibus mundi;Grammar;Theology;Miscellany
De consolatione philosophiae / Boetius,,De consolatione philosohiae,,De consolatione philosophiae
De Consolatione Philosophie /,,De consolatione philosophiae,,De consolatione philosophiae
De consuetudinibus et conditionibus orientalium regionum /,,Travels of Marco Polo.,,Travels of Marco Polo
De contemplatione Christi,,,,De contemplatione Christi
De contractibus mercatorum and other legal and theological texts /,,De contractibus mercatorum,,Legal texts;Theological texts
Decorated border detail,,,,Illuminated initial
Decorated initial A,,,,Decorated initial
Decorated initial B,,,,Decorated initial
Decorated initial C,,,,Decorated initial
Decorated initial D,,,,Decorated initial
Decorated initial G,,,,Decorated initial
Decorated initial H,,,,Decorated initial
Decorated initial I,,,,Decorated initial
Decorated initial L,,,,Decorated initial
Decorated initial M,,,,Decorated initial
Decorated Initial Music Fragment,,,,Decorated initial
Decorated initial N,,,,Decorated initial
Decorated initial O,,,,Decorated initial
Decorated initial P,,,,Decorated initial
Decorated initial Q,,,,Decorated initial
Decorated initial S,,,,Decorated initial
Decorated initial T,,,,Decorated initial
De corpore et sanguine Domini,,,,De corpore et sanguine Domini
Decretales abbreviate,,Decretales Gregorii IX.,,Decretales Gregorii IX
Decretales Gregorii IX,,Decretales Gregorii IX,,Decretales Gregorii IX
Decretals,,,,Decretals
Decretals and other fragments /,,,,Decretals;Fragments
Decretals with Glossa ordinaria of bernardo da parma,,,,Decretals
Decreto di banco feneratitio,,,,Decree
Decretum,,,,Decretals
Decretumor Concordantia discordantium canonum,,,,Decretum Gratiani
De decem praeceptis decalogi,,,,De decem praeceptis decalogi
De descriptione terre sancte ... etc,,,,De descriptione terre sancte
De die iudicii,,,,De die iudicii
De differentia translationis nostrae ab hebraica littera veteris testamentum,,,,De differentia translationis nostrae ab hebraica littera veteris testamentum
De duobus amantibus,,,,De duobus amantibus
De duodecim abusionibus claustri /,,,,De duodecim abusionibus claustri
De duodecim abusionibus saeculi,,,,De duodecim abusivis
Deed,,,,Deed
"Deed for a gift made by Iohannis, commander of Ravenna and his wife Stefania to Iohannia, abbess of the monastary of San Giovanni Battista (called ad Navicula)",,,,Deed
"Deed for sale of five arouras of land, at a cost of 200 silver drachmas, near the village of Bacchias in the topos of Pouatb",,,,Deed of sale
Deed for sale of land,,,,Deed of sale
"Deed of a dowry of 250,000 ducats to Maria de Urria",,,,Deed
Deed of confiscated property,,,,Deed
Deed of exchange,,,,Deed
"Deed of John Davnay, ca. 1600, granting all his lands, tenements and goods to his sons John and William",,,,Deed
Deed Recording a Grant (in French),,,,Deed
"Deed to two messuages in Candlewick Street, St. Mary's Abchurch, London, 1601 December 11",,,,Deed
De educatione liberorum et eorum claris morbis,,,,De educatione liberorum et eorum claris moribus
"De elevatione, note with signatures of Martin Luther and Johannes Bugenhagen (1485-1558)",,,,De elevatione
De Emendacione Vite sive Regula Vivendi,,,,Emendatio Vitae
De excellentibus ducibus exterarum gentium,,,,De excellentibus ducibus exterarum gentium
De fallaciis que sepius occurrunt in sacra pagina ... etc,,,,De fallaciis
Defensio Civitatis Neapolitane Petri Gravina Canonici Neapolitani Carmen quo Perthenope alloquitur,,,,Defensio Civitatis Neapolitanae
De finibus,,,,De finibus
De forma honestae vitae; De institutione monachorum,,,,De forma honestae vitae;De institutione monachorum
De Genesi ad litteram,,,,De Genesi ad litteram
De haeresibus,,,,De haeresibus
De heresis adversus chirstainum fidem,,,,De heresis adversus christianum fidem
De humana miseria,,,,De humana miseria
De Imitatione Christi and other devotional works,,,,De Imitatione Christi
De improbatione concentricorum et epicyclorum ... etc,,,,De improbatione concentricorum et epicyclorum
De institutione musica,,,,De institutione musica
De institutione religiosorum,,,,De institutione religiosorum
De intellectu,,,,De intellectu
De ira Dei,,,,De ira Dei
De la rapina di Proserpina,,De raptu Proserpinae.,,De raptu Proserpinae
De las doze cargas,,Aqui se contiene una disputa o controversia.,,Aqui se contiene una disputa o controversia
"Del bene de la vechiezza, Italian translation of De bono senectutis, made by Anchise Straccha of Bolzano (fl. 17th century)",,,,Libro del bene della Vecchiezza
De legibus,,,,De legibus
"Del estatuto Toledano, i çierta apologia",,,,Statute
De libero arbitrio,,,,De libero arbitrio
De locis et mirabilibus mundi,,,,De locis et mirabilibus mundi
Del Pero family deed,,,,Deed
Del risco cioe iÌƒmensa letitia de la gloriosa nostra donÌƒa: alma verzene Maria. ComaÌƒdameÌƒte X versified. Articoli ... de la fide versified,,,,Del risco cioe iÌƒmensa letitia
De ludo schacchorum seu de moribus hominum et officiis nobilium ... etc,,,,Liber super ludo scachorum
De medicina equorum,,,,De medicina equorum
De meditatione passionis christi per septem diei horas libellus ... etc.,,,,De meditatione passionis christi
de memoria et reminiscentia,,,,De memoria et reminiscentia
De Merles,,,,De Merles
De miseria condicionis humane,,,,De Miseria Condicionis Humane
"De miseria humane conditionis, and 20 other tracts or poems",,,,De miseria humane conditionis
De misericordia,,,,De misericordia
De miseriis curialium,,,,De miseriis curialium
De morte Hieronymi ad Damasum,,,,De morte Hieronymi ad Damasum
De morte Valerii Martialis,,,,De morte Valerii Martialis
De natura rerum,,De natura rerum.,,De natura rerum
De navigatione,,,,De navigatione
De Noe et Arca,,,,De noe et arca
De notariis et tabellionibus,,,,De notariis et tabellionibus
De Officiis,,,,De officiis
De officiis,,,,De officiis
De opificio Dei,,,,De opificio Dei
De Oratore,,,,De oratore
De origine rerum,,,,De origine rerum
De ortu et obitu sanctorum,,,,De ortu et obitu Patrum
De patriarchis,,,,De patriarchis
De perfectione vitae spiritualis,,,,De perfectione vitae spiritualis
De perversitate quorundam religiosorum,,,,De perversitate quorundam religiosorum
De philosophia mundi ... etc,,Philosophia mundi,,Philosophia mundi
De philosophia naturali,,,,De philosophia naturali
De planctu naturae,,,,De planctu naturae
De potentia,,,,De potentia
De precetti della lege divina sacramento simbolo et altre cose della dottrina christiana,,,,De precetti della lege divina sacramento simbolo et altre cose della dottrina christiana
De primo bello punico (On the first Punic War),,,,De primo bello punico
De processione Spiritus sancti,,,,De processione Spiritus sancti
De quattuor virtutibus caritatis (On the four virtues of charity),,,,De quattuor virtutibus caritatis
"Der Bischoff zue Cöllen, den Maleuolis vnd bellenden Hundtenn herwieder... etc",,,,Der Bischoff zue Cöllen
De regimine principium ... etc,,Secretum secretorum.,,Secretum secretorum
De re medicina,,Circa instans,,Circa instans
De re militari,,,,De re militari
De reparatione lapsi hominis,,,,De reparatione lapsi hominis
De republica Veneta /,,,,De republica Veneta
De resuscitatione Christi,,,,De resuscitatione Christi
De re uxoria,,,,De re uxoria
Der ordo iudiciarius,,,,Ordo iudiciarius
De rota verae et falsae religionis,,,,De rota verae et falsae religionis
De sacramentis ... etc,,,,De sacramentis
De sacro bello contra Turcos commentarius,,,,De sacro bello
"De Sancto Iacobo Minore, Chapter 2",,,,De sancto iacobo minore
Descriptio Terrae Sanctae,,,,Descriptio Terrae Sanctae
De secretis mulierum,,De secretis mulierum.,,De secretis mulierum
De sermone domini in monte habito (On the sermon on the mount) and other treatises; De superbia (On pride) and other treatises; Expositio dominice orationis (Exposition on the lord's prayer),,,,Sermons;De superbia;Orationes
De simplicibus,,,,De simplicibus
de somno et vigilia,,,,De somno et vigilia
De spectaculis,,,,De spectaculis
De spiritu et anima ... etc,,,,Liber de spiritu et anima
De summo bono,,,,De summo bono
De tribus diebus,,,,De tribus diebus
De Trinitate,,,,De Trinitate
Detti family papers,,,,Family documents
De uno confessore,,,,De uno confessore
De urinarum judiciis,,,,Carmina de urinarum iudiciis et de pulsibus
"Deuteronomy 4:14-18, 19-25, 27-33, 34-40, with marginal commentary of Saint Augustine",,,,Bible;Deuteronomy
De venatione divini amoris,,,,De venatione divini amoris
De vera religione,,,,De vera religione
De verbis apostolis,,,,De verbis apostolis
De Virginitate (prose version),,,,De virginitate
De Viribus Herbarum /,,,,De viribus herbarum
De viris illustribus /,,,,De viris illustribus
De viris illustribus urbis Romae,,,,De viris illustribus urbis Romae
De Virtutibus S. Martini,,,,De virtutibus sancti Martini
De vita christiana,,,,De vita christiana
De vita contemplativa,,,,De vita contemplativa
De vita contemplativa et activa,,,,De vita contemplativa
De Vita Imperatorum,,,,De vita imperatorum
De vita tirannica /,,Hieron.,,De vita tirannica
De vita xii Caesarum ... etc. /,,,,De vita Caesarum
Devotional book,,,,Devotional book
Devotional exercises on the life of Christ for the seven days of the week,,,,Devotional book
Devotional extracts from the bible,,,,Devotional text
Devotional Image (Andachtsbild),,,,Devotional image
Devotional miscellany,,,,Devotional book
Devotional picture book,,,,Devotional picture book
Devotional prayer book,,,,Devotional prayer book
Devotional prayers,,,,Devotional prayer book
Devotional roll,,,,Devotional book
Devotional text,,,,Devotional text
Dialogi,,,,Dialogues
Dialogorum libri IV,,,,Dialogues
Dialogus de scaccario,,,,Dialogue
"Diaria Pii Papae IV, Pii Papae V, Gregorii Papae XIII",,,,Papal diaries
Diario historico de successi del concilio di Trento,,,,Diary
"Diary and book of accounts, circa 1654-1666, written from Bedfordshire (Petenhall), Cambridgeshire (Tadlow), Portsmouth, and Windsor Parke near London?",,,,Accounts book
"Diatribe de heraldorum origine, officio, collegio, etc.",,,,Heraldry
Dībājat sharḥ Miṣbāḥ ʻawāmil,ديباجة شرح مصباح عوامل,Iʻrāb dībājat al-Miṣbāḥ.,اعراب ديباجة المصباح.,Iʻrāb dībājat al-Miṣbāḥ
Dicta aliquorum philosophorum,,,,Liber de dictis philosophorum antiquorum
Dictionary leaves,,,,Dictionary
Dictionary of synonyms,,,,Dictionary
Didactic poem on surveying and measurement of areas (taksīr),,,,Poem
Didactic Verse,,,,Didactic verse
Didactic verse,,,,Didactic verse
Die Klag vom Wolf am Hage,,,,Die Klag vom Wolf am Hage
Dieta salutis,,Diaeta salutis,,Dieta salutis
Dieudonné Cabanier homage,,,,Homage
Die Vierundzwanzig Alten oder Der goldene Thron (The Twenty-Four Elders or the Golden Throne),,,,Die vierundzwanzig alten oder der goldene thron
Digestum novumwith gloss,,,,Digestum novum
Diocese of Arezzo nomination,,,,Nomination
Diocese of Siena legal decision,,,,Legal documents
Diodori Siculi Historiarum Priscarum /,,Bibliotheca historica.,,Bibliotheca historica
"Diploma issued to Adam, son of Teutio",,,,Diploma
"Discrittione delle cose di Cipro, con le ragioni in favore, ò contra diverse openioni , et delle provisioni, che erano necessarie per quel Regno",,,,"Discrittione delle cose di Cipro, con le ragioni in favore, o contra diverse openioni, et delle provisioni, che erano necessarie per quel Regno"
"Disputations on the Physics, Metaphysics and De anima of Aristotle",,,,Disputations on physics;Disputations on metaphysics;Disputations on de anima
Distinctiones alphabeticae,,,,Distinctiones
Distribution of property,,,,Distribution of property
Dits des philosophes,,,,Dits des philosophes
Dits moraux des philosophes,,Dicta philosophorum.,,Dicta philosophorum
Diurnal,,,,Diurnal
Divan-i Bâkî.,ديوان باقى,,,Divan-i Bâkî
Dīvān-i Ḥāfiẓ.,[ديوان حافظ],,,Dīvān-i Ḥāfiẓ
Dīvān-i Khusraw va ʻIṣmat.,[دىوان خسرو و عصمت],,,Dīvān-i Khusraw va ʻIṣmat
Dīvān-i Viṣāl.,[ديوان وصال],,,Dīvān-i Viṣāl
Divina Commedia,,,,Divine Comedy
"Divina Commedia, with Latin gloss",,,,Divine Comedy
Divinae institutiones,,Works.,,Divinae institutiones
Divinae institutiones,,,,Divinae institutiones
"Divinae institutiones, incomplete /",,Divinae institutiones,,Divinae institutiones
Divine liturgies,,,,Divine liturgies
Dīwān,ديوان.,,,Dīwān
Dīwān,ديوان.,,,Dīwān
Dīwān /,ديوان /,,,Dīwān
Dīwān /,ديوان.,,,Dīwān
Dīwān /,ديوان /,,,Dīwān
Dīwān ... etc,,,,Dīwān
Dīwān al-Abīwardī,ديوان الابيوردي.,Dīwān,ديوان,Dīwān
Dīwān al-ʻĀrif billāh taʻālá quṭb al-ʻārifīn wa-minhāj jamīʻ al-nāsikīn imām al-ṭarīqah wa-shaykh shuyūkh al-ḥaqīqah waḥīd dahrihi wa-farīd ʻaṣrihi Sharaf al-Dīn Abī Ḥafṣ ʻUmar Ibn Abī al-Ḥasan ʻAlī al-Saʻdī al-shahīr bi-Ibn al-Fāriḍ ʻafá ʻanhu,"ديوان العارف بالله تعالى قطب العارفين ومنهاج جميع الناسكين امام الطريقة
				وشيخ شيوخ الحقيقة وحيد دهره وفريد عصره شرف الدين ابي حفص عمر ابن ابي الحسن علي
				السعدي الشهير بابن الفارض عفى عنه.",Dīwān,ديوان,Dīwān
Dīwān sayyidunā Saʻd al-Dīn ibn sayyidunā Muḥyī al-Dīn al-ʻArab,ديوان سيدنا سعد الدين بن سيدنا محيي الدين العرب.,Dīwān,ديوان,Dīwān
Dīwān Tāj al-ʻārifīn wa-sulṭān al-ʻāshiqīn min al-shuʻarāʼ bi-lā muʻāriḍ ʻUmar ibn Fāriḍ,ديوان تاج العارفين وسلطان العاشقين من الشعراء بلا معارض عمر بن فارض.,Poems,,Poems
