ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 18,"",https://iiif.archivelab.org/iiif/images_CA18_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: Feast of Ss. Peter and Paul (29 June).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132332.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 20,"",https://iiif.archivelab.org/iiif/images_CA20_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Collectarium,"",Collectarium,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.","f. 1r-v: The inner column, close to the gutter, of a 2-column codex.|f. 1r-v: Latin.|f. 1r-v: Recto: Easter Saturday (first Saturday after Easter) and Low Sunday; verso: Ascension Day, First Sunday after Ascension, vigil of Pentecost, and Pentecost.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132333.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 21,"",https://iiif.archivelab.org/iiif/images_CA21_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,"","",Psalter,"",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Gothic.",f. 1r-v: Latin.|f. 1r-v: Psalms 134-140.,We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132334.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 22,"",https://iiif.archivelab.org/iiif/images_CA22_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Layout, f. 1r-v: 24 long lines.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: Friday and Saturday in the Octave of Pentecost and Nativity of St. John the Baptist.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132335.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 23,"",https://iiif.archivelab.org/iiif/images_CA23_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Layout, f. 1r-v: 26 long lines.","f. 1r-v: Latin.|f. 1r-v: From the common of saints, for feasts of several martyrs.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132336.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 26,"",https://iiif.archivelab.org/iiif/images_CA26_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 25 long lines.","f. 1r-v: Latin.|f. 1r-v: Includes feasts of Sts. Cecilia (22 Novermber), Clement (23 November) and Felicity (23 November).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132337.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 28,"",https://iiif.archivelab.org/iiif/images_CA28_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Gothic.",f. 1r-v: Latin.|f. 1r-v: Second Sunday in Advent.,We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132338.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 29,"",https://iiif.archivelab.org/iiif/images_CA29_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","","ff. 1-2v: Latin.|ff. 1-2v: Masses or parts of masses for Epiphany, the first Sunday within the octave of Epiphany, the weekdays within the octave, the octave day itself (13 January).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132339.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 30,"",https://iiif.archivelab.org/iiif/images_CA30_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Gothic.","f. 1r-v: Latin.|f. 1r-v: Masses or parts of masses for Wednesday, Thursday, Friday and Saturday after Pentecost.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132340.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 31,"",https://iiif.archivelab.org/iiif/images_CA31_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, ff. 1-2v: Gothic.",ff. 1-2v: Latin.|ff. 1-2v: Folio 1r-v: Maundy Thursday; Easter Sunday; f. 2r-v: Feast of St. Matthias (24 Feb) and Feast of St. Benedict (21 March).,We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132341.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 33,"",https://iiif.archivelab.org/iiif/images_CA33_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Hymnary,"",Hymnary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Bequeathed to Conception Abbey by Dr. Charles D. Humberd of Barnard, Missouri.","","",Charles D. Humberd,Q116379117,human,"","","","Music, f. 1r-v: Square notation on 4-line red staves.","f. 1r-v: Latin.|f. 1r-v: ""Pange Lingua"" (ll. 3-17).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132342.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 34,"",https://iiif.archivelab.org/iiif/images_CA34_15/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",De vita contemplativa,"",De vita contemplativa,"",,,,"",,,Julianus Pomerius,"","",Q3189618,human,Julianus Pomerius,"","","","","","","","","","","","",Latin,Q397,Latin,"Bequeathed to Conception Abbey by Dr. Charles D. Humberd of Barnard, Missouri.","","",Charles D. Humberd,Q116379117,human,"","","","Script, f. 1r-v: Humanistic.","f. 1r-v: Latin.|f. 1r-v: From liber 2, cap. 1 (end) - cap. 3 (beginning): Quod, pro diversitate peccantium, alii portandi sunt, alii castigandi; De laude sanctorum sacerdotum; De testimoniis apostolicis et expositione eorum; PL59:444A-446B.|Incipit, f. 1r-v: nisi ut ecclesiasticus doctor dispositionem dei quam//.|Explicit, f. 1r-v: //temporalis invitat fragilitas nonnullos inclinat.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132343.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 03,"",,?,http://vocab.getty.edu/tgn/7544559,undetermined,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Psalter,"",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","","Manuscript note: Leaf not presently found; description based on the work of G. Ecker.|Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 23-24.|f. 1r-v: Latin.|f. 1r-v: Canticle of Moses (Exodus 15:1-9) beginning with verse 9 for Feria V (Thursday) at lauds; beginning of Canticle of Habacuc (Habacuc 3:1-2) for Feria VI (Friday) at lauds.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132344.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 04,"",https://iiif.archivelab.org/iiif/images_CA04_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. IX/X, 890-910",890^910,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,"","",Lectionary,"",Lectionary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, ff. 1-2v: Caroline minuscule.|Layout, ff. 1-2v: 26 long lines; the center bifolium of a gathering.","Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 25-30.|ff. 1-2v: F. 2 is somewhat smaller: 276 x 172 mm. The red ink of the rubrics is quite faded.|ff. 1-2v: Latin.|ff. 1-2v: Contains 1 Peter 1:4-7, Matthew 16:13-19 (as incipit, ""usque"" and the explicit), Hebrews 12:3-9, Matthew 12:30-37, Luke 17:20-37, Luke 21:34-36, I Corinthians 13:1-13.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132345.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 05,"",https://iiif.archivelab.org/iiif/images_CA05_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. IX/X, 890-910",890^910,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,"","",Lectionary,"",Lectionary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, ff. 1-2v: Caroline minuscule; rustic capitals.","Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 31-36.|ff. 1-2v: Latin.|ff. 1-2v: Contains readings for Easter week; the bifolium is folded the wrong way so that Friday and Saturday services preceed Monday and Tuesday physically; the corrected order is followed in numbering the leaves in this description.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132346.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 06,"",https://iiif.archivelab.org/iiif/images_CA06_15/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,"s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Other decoration, f. 1r-v: Red initials with yellow and green decoration.|Script, f. 1r-v: Caroline minuscule.|Music, f. 1r-v: Interlinear neumes.","Manuscript note: From same codex as CA 07.|Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 37-40.|f. 1r-v: Latin.|f. 1r-v: Contains versicle and hymn for first vespers of Passion Sunday, the Magnificat antiphon, the invitatory (from Psalm 94) with neumes, the vesper oration; the hymn at matins (Pange Lingua), and the first lesson at matins with its responsory, with neumes.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132347.xml
