genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
History,fast,,,,,History,http://id.worldcat.org/fast/1411628,Q279
"Manuscripts, Arabic--Turkey--Qusṭanṭinīyah--15th century",lcsh,,"Manuscripts, Arabic;Turkey--Istanbul;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204833;http://id.worldcat.org/fast/923962,Q256;Q4823;Q154,,,
"Manuscripts, Arabic--Lebanon--Tripoli--15th century",lcsh,,"Manuscripts, Arabic;Lebanon--Tripoli;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1223986;http://id.worldcat.org/fast/923962,Q256;Q19981;Q154,,,
Waqf--Books--Lebanon--Tripoli--15th century,lcsh,,Waqf;Books;Lebanon--Tripoli;Fifteenth century,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401;http://id.worldcat.org/fast/1223986;http://id.worldcat.org/fast/923962,Q11403;Q40000;Q19981;Q154,,,
Waqf--Books--15th century,lcsh,,,,,Waqf;Books;Fifteenth century,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401;http://id.worldcat.org/fast/923962,Q11403;Q40000;Q154
Dictionaries,fast,(OCoLC)fst01423826,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086(uri) http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Autographs (Provenance),rbprov,,,,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,Q38431
Blind tooled bindings (Binding),rbbin,,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
Gold tooled bindings (Binding),rbbin,,,,,Gold tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00551,Q5859
Certificates,rbgenr,,,,,Certificates,http://id.loc.gov/vocabulary/rbmscv/cv02106,Q11502
Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
"Manuscripts, Arabic--Egypt--Cairo--14th century",lcsh,,,,,"Manuscripts, Arabic;Egypt--Cairo;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/933420,Q256;Q11261;Q295
dictionaries,aat,,,,,dictionaries,http://vocab.getty.edu/aat/300026186,Q2970
"Criticism, interpretation, etc",fast,,,,,"Criticism, interpretation, etc.",http://id.worldcat.org/fast/1411635,Q177
Dictionaries,fast,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionaries,lcgft,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionnaires,rvmgf,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Poetry,lcgft,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
"Manuscripts, Arabic",lcsh,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
holographs (autographs),aat,,,,,holographs (autographs),http://vocab.getty.edu/aat/300028573,Q11544
poetry,aat,,,,,poetry,http://vocab.getty.edu/aat/300055931,Q11358
Poetry,fast,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poésie,rvmgf,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
"Manuscripts, Turkish",lcsh,,,,,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
"Manuscripts, Javanese",lcsh,,"Manuscripts, Javanese",http://id.worldcat.org/fast/1008382,Q38992,,,
Illuminated title pages--Islamic empire,local,,illuminations (paintings);title pages;Islamic Empire,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134,Q225;Q20371;Q11211,,,
Illuminated title pages--Islamic Empire--15th century,local,,,,,illuminations (paintings);title pages;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q225;Q20371;Q11211;Q154
"Manuscripts, Arabic--13th century",lcsh,,,,,"Manuscripts, Arabic;Thirteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1150138,Q256;Q245
Early works,fast,(OCoLC)fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Stamps (Provenance),rbprov,,,,,Stamps,http://id.loc.gov/vocabulary/rbmscv/cv00142,Q3075
Devotional literature,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026057,,,,Devotional literature,http://id.worldcat.org/fast/1423773,Q38696
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
tables (documents),aat,,,,,tables (documents),http://vocab.getty.edu/aat/300027364,Q252
magic squares,aat,,,,,magic squares,http://vocab.getty.edu/aat/300222283,Q11568
"Manuscripts, Arabic--19th century",lcsh,,,,,"Manuscripts, Arabic;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037841,Q256;Q3538
"Manuscripts, Arabic--Bulgaria--Sofia--17th century",lcsh,,"Manuscripts, Arabic;Bulgaria--Sofia;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1206893;http://id.worldcat.org/fast/1113663,Q256;Q64095;Q2771,,,
"Manuscripts, Arabic--Saudi Arabia--Mecca--Masjid al-Ḥarām--16th century",lcsh,,"Manuscripts, Arabic;Saudi Arabia--Mecca;Masjid al-Ḥarām;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204780;http://id.worldcat.org/fast/560924;http://id.worldcat.org/fast/1119851,Q256;Q11321;Q26868;Q335,,,
"Manuscripts, Arabic--Iran--19th century",lcsh,,,,,"Manuscripts, Arabic;Iran;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1037841,Q256;Q16384;Q3538
"Manuscripts, Arabic--Syria--Damascus--16th century",lcsh,,"Manuscripts, Arabic;Syria--Damascus;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/1119851,Q256;Q11409;Q335,,,
"Criticism, interpretation, etc",fast,(OCoLC)fst01411635,,,,"Criticism, interpretation, etc.",http://id.worldcat.org/fast/1411635,Q177
Watermarks (Paper),rbpap,,,,,Watermarks,http://id.loc.gov/vocabulary/rbmscv/cv01089,Q5815
Colored papers (Paper),rbpap,,,,,Colored papers,http://id.loc.gov/vocabulary/rbmscv/cv01138,Q11569
Leather doublures (Binding),rbbin,,,,,Leather doublures,http://id.loc.gov/vocabulary/rbmscv/cv00583,Q11348
Embossed papers (Paper),rbpap,,,,,Embossed papers,http://id.loc.gov/vocabulary/rbmscv/cv01281,Q11580
illuminated manuscripts,aat,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
headpieces (layout features),aat,,,,,headpieces (layout features),http://vocab.getty.edu/aat/300207342,Q11536
Bibliographies,lcgft,,Bibliographies,http://id.worldcat.org/fast/1919895,Q11383,,,
"Manuscripts, Arabic--12th century",lcsh,,,,,"Manuscripts, Arabic;Twelfth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159791,Q256;Q304
"Manuscripts, Arabic--Iraq--Mosul--19th century",lcsh,,"Manuscripts, Arabic;Iraq--Mosul;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1202687;http://id.worldcat.org/fast/1037841,Q256;Q64094;Q3538,,,
"Manuscripts, Arabic--Syria--Ḥamāh--14th century",lcsh,,"Manuscripts, Arabic;Syria--Ḥamāh;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1216159;http://id.worldcat.org/fast/933420,Q256;Q64099;Q295,,,
Slipcases--Islamic empire,aat,,,,,slipcases;Islamic Empire,http://vocab.getty.edu/aat/300200341;http://id.worldcat.org/fast/1244134,Q18319;Q11211
Texts,fast,,,,,Texts,http://id.worldcat.org/fast/1423705,Q3066
"Manuscripts, Arabic--Turkey--Qayṣarīyah--18th century",lcsh,,"Manuscripts, Arabic;Turkey--Kayseri;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1214648;http://id.worldcat.org/fast/904058,Q256;Q64098;Q3024,,,
Waqf--Books--19th century,lcsh,,,,,Waqf;Books;Nineteenth century,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401;http://id.worldcat.org/fast/1037841,Q11403;Q40000;Q3538
"Manuscripts, Arabic--Syria--Damascus--15th century",lcsh,,,,,"Manuscripts, Arabic;Syria--Damascus;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/923962,Q256;Q11409;Q154
"Manuscripts, Arabic--Syria--Damascus--12th century",lcsh,,"Manuscripts, Arabic;Syria--Damascus;Twelfth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/1159791,Q256;Q11409;Q304,,,
Waqf--Books--18th century,lcsh,,,,,Waqf;Books;Eighteenth century,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401;http://id.worldcat.org/fast/904058,Q11403;Q40000;Q3024
"Manuscripts, Arabic--Saudi Arabia--Mecca--17th century",lcsh,,"Manuscripts, Arabic;Saudi Arabia--Mecca;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204780;http://id.worldcat.org/fast/1113663,Q256;Q11321;Q2771,,,
Headpieces (layout features)--Islamic countries--19th century,aat,,,,,headpieces (layout features);Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q11536;Q2810;Q3538
Miniatures (Illuminations)--Islamic countries--19th century,gmgpc,,,,,miniatures (paintings);Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q262;Q2810;Q3538
Illuminated manuscripts--Islamic countries--19th century,aat,,,,,illuminated manuscripts;Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q4268;Q2810;Q3538
Poetry,fast,(OCoLC)fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Illuminated manuscripts--Islamic Empire--16th century,aat,,,,,illuminated manuscripts;Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q4268;Q11211;Q335
Headpieces (layout features)--Islamic Empire--16th century,aat,,,,,headpieces (layout features);Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q11536;Q11211;Q335
"Manuscripts, Persian--17th century",lcsh,,,,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771
"Manuscripts, Persian--19th century",lcsh,,,,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
"Manuscripts, Arabic--Syria--Damascus--13th century",lcsh,,"Manuscripts, Arabic;Syria--Damascus;Thirteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/1150138,Q256;Q11409;Q245,,,
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481(uri) http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
"Manuscripts, Arabic--Afghanistan--Herat--15th century",lcsh,,"Manuscripts, Arabic;Afghanistan--Herat;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/923962,Q256;Q48725;Q154,,,
"Manuscripts, Arabic--Syria--Damascus--Ṣāliḥīyah--15th century",lcsh,,"Manuscripts, Arabic;Syria--Damascus;Syria--Ṣāliḥīyah;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/1282383;http://id.worldcat.org/fast/923962,Q256;Q11409;Q64100;Q154,,,
Sources,fast,,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
"Manuscripts, Arabic--Safad--14th century",lcsh,,"Manuscripts, Arabic;Israel--Tsefat;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1209839;http://id.worldcat.org/fast/933420,Q256;Q64096;Q295,,,
"Manuscripts, Turkish--15th century",lcsh,,,,,"Manuscripts, Turkish;Fifteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/923962,Q3068;Q154
diagrams,aat,,,,,diagrams,http://vocab.getty.edu/aat/300015387,Q276
Headbands (Binding),rbbin,,,,,Headbands,http://id.loc.gov/vocabulary/rbmscv/cv00453,Q11385
Silver tooled bindings (Binding),rbbin,,,,,Silver tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00554,Q11541
Sprinkled papers (Paper),rbpap,,,,,Sprinkled papers,http://id.loc.gov/vocabulary/rbmscv/cv01920,Q11234
"Manuscripts, Arabic--Turkey--Constantinople--17th century",lcsh,,,,,"Manuscripts, Arabic;Turkey--Istanbul;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204833;http://id.worldcat.org/fast/1113663,Q256;Q4823;Q2771
Commonplace books--Islamic countries,aat,,commonplace books;Islamic countries,http://vocab.getty.edu/aat/300027093;http://id.worldcat.org/fast/1244130,Q7696;Q2810,,,
Early works,fast,,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Headpieces (layout features)--Islamic countries--18th century,aat,,,,,headpieces (layout features);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q11536;Q2810;Q3024
Miniatures (Illuminations)--Islamic countries--18th century,gmgpc,,,,,miniatures (paintings);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q262;Q2810;Q3024
Illuminated manuscripts--Islamic countries--18th century,aat,,,,,illuminated manuscripts;Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q4268;Q2810;Q3024
Illuminated title pages--Islamic countries--19th century,local,,illuminations (paintings);title pages;Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q225;Q20371;Q2810;Q3538,,,
"Manuscripts, Arabic--11th century",lcsh,,,,,"Manuscripts, Arabic;Eleventh century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/908096,Q256;Q306
Commentaries,fast,,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Biographies,fast,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Biographies,fast,(OCoLC)fst01919896,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Commentaries,fast,(OCoLC)fst01423723,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Texts,fast,(OCoLC)fst01423705,,,,Texts,http://id.worldcat.org/fast/1423705,Q3066
"Manuscripts, Arabic--Saudi Arabia--Medina--14th century",lcsh,,"Manuscripts, Arabic;Saudi Arabia--Medina;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1213531;http://id.worldcat.org/fast/933420,Q256;Q18323;Q295,,,
Autographs,aat,,,,,autographs (manuscripts),http://vocab.getty.edu/aat/300028571,Q3518
"Manuscripts, Arabic--India--Bandar Sūrat--17th century",lcsh,,"Manuscripts, Arabic;India--Surat;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1210504;http://id.worldcat.org/fast/1113663,Q256;Q48757;Q2771,,,
Miniatures (Illuminations)--Islamic Empire,gmgpc,,miniatures (paintings);Islamic Empire,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244134,Q262;Q11211,,,
"Manuscripts, Turkish--18th century",lcsh,,,,,"Manuscripts, Turkish;Eighteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/904058,Q3068;Q3024
Illuminated title pages--Islamic empire--15th century,local,,,,,illuminations (paintings);title pages;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q225;Q20371;Q11211;Q154
"Manuscripts, Arabic--Lebanon--Baʻlabakk--14th century",lcsh,,"Manuscripts, Arabic;Lebanon--Baʻlabakk;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1213873;http://id.worldcat.org/fast/933420,Q256;Q64097;Q295,,,
Islamic bookbinding--14th century,lcsh,,,,,Islamic bookbinding;Fourteenth century,http://id.worldcat.org/fast/1730288;http://id.worldcat.org/fast/933420,Q11127;Q295
"Manuscripts, Arabic--Turkey--Beyşehir--14th century",lcsh,,"Manuscripts, Arabic;Turkey--Beyşehir;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1303428;http://id.worldcat.org/fast/933420,Q256;Q64101;Q295,,,
"Manuscripts, Arabic--Iran--17th century",lcsh,,"Manuscripts, Arabic;Iran;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1113663,Q256;Q16384;Q2771,,,
"Manuscripts, Arabic--Saudi Arabia--Medina--16th century",lcsh,,,,,"Manuscripts, Arabic;Saudi Arabia--Medina;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1213531;http://id.worldcat.org/fast/1119851,Q256;Q18323;Q335
"Manuscripts, Turkish--17th century",lcsh,,,,,"Manuscripts, Turkish;Seventeenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1113663,Q3068;Q2771
Autographs (manuscripts)--Islamic countries--17th century,aat,,,,,autographs (manuscripts);Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300028571;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q3518;Q2810;Q2771
"Manuscripts, Turkish--19th century",lcsh,,,,,"Manuscripts, Turkish;Nineteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1037841,Q3068;Q3538
"Manuscripts, Arabic--Syria--Damascus--14th century",lcsh,,"Manuscripts, Arabic;Syria--Damascus;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/933420,Q256;Q11409;Q295,,,
"Manuscripts, Persian",lcsh,,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
"Manuscripts, Arabic--Egypt--Cairo--Jāmiʻ al-Azhar--15th century",lcsh,,"Manuscripts, Arabic;Egypt--Cairo;Jāmiʻ al-Azhar;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/560467;http://id.worldcat.org/fast/923962,Q256;Q11261;Q64093;Q154,,,
Headpieces (layout features)--Islamic Empire--14th century,aat,,headpieces (layout features);Islamic Empire;Fourteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/933420,Q11536;Q11211;Q295,,,
"Manuscripts, Urdu--19th century",lcsh,,,,,"Manuscripts, Urdu;Nineteenth century",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/1037841,Q48717;Q3538
