title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
De medendis morbis singularu[m] partium corporis humani methodus; aitiologikē ē pathologikē kai sēmeiōtikē kai therapeutikē /,,,,Medical text,Q20372,,
"Censier or rent roll of tenant farms in the parish of Payens in the bailliage of Troyes, France",,,,Rent roll,Q67713,,
Regula monachorum ex scriptis S. Hieronymi collecta,,,,Regula monachorum,Q39918,,
In Arist[otel]is libros de ortu et interitu per literatiss[im]um p[atr]em F. Jhoânem Capata magne religionis Augustiniane eremitam et liberalium artis meritiss[im]um M. S. P. N. Doct. Aug[ustinia]ni collegio interpretem,,,,Commentary on Aristotle,Q3120,,
Brevis posteriorum analiticor[um] Aristotelis resolutio,,,,Commentary on Aristotle,Q3120,,
Tractatus de natura anime per aliquas disputat[ion]es et questiones distributus,,,,Religious texts,Q5037,,
Tractatus divine sapiencie,,,,Religious texts,Q5037,,
Calligraphic manual of sample letters,,,,Calligraphy,Q39902,,
Gospels,,Bible,,,,Gospels,Q6034
Papyrus fragment of private accounts,,,,Accounts,Q7851,,
Compilation of religious texts from northern France,,,,Religious texts,Q5037,,
Universae logicae co[m]pendium ordine et filo Aristotelico traditum et distributu[m] in 8 tractatus quorum pr[imum] est De praedicabilibus,,,,Text on logic,Q20450,,
Sextus liber decretalium,,Liber sextus decretalium,,Liber sextus decretalium,Q39559,,
Explanatio super cosmographia Ptolemei,,,,Commentary on Ptolemy,Q67275,,
Unidentified manuscript fragment from northern Europe,,,,Fragment,Q20461,,
Concordantiae Bibliae,,,,Bible concordance,Q20472,,
C]esar in Commentariis Galliam tripartiens; loca Gallie provincie a Romanis tunc possesse Britanie maioris quam agliam dicimus : Hispanie etiam citerioris ac populorum cis Rhodanum ac Rhenum flumina sitorum annectit : qui omnes linguis institutis legib[us] inter se et tu[n]c differebat,,,,Historical texts,Q7021,,
"Tarih-i Yeni Dünya, el-musemma be hadis-i nev",,Tarih-i Hind-i garbi,,Tarihi-i Hind-i Garbi,Q67276,,
"Processional of Augustinian use; Abbey of Saint-Denis, Reims",,Processional (Augustinian),,Processional,Q1336,,
"Letter; Ferrara, to the Duchessa di Fiorenza e di Siena",,,,Letter,Q1454,,
Gradual,,Gradual,,Gradual,Q1121,,
Patents of gentility for Don Joseph Palomino Ochoa Torres Ladron de Guevara,,,,Patents of gentility,Q67714,,
Collectio textuum SS[anctae] Scripturae et SS[ancti] pp[atri] circa diversas materias,,,,Religious texts,Q5037,,
Compendium terminorum philosophicorum,,,,Philosophical text,Q5996,,
Proces d'amour,,,,Proces d'amour,Q67715,,
Instructions for performing the musical parts of the Mass throughout the church year,,,,Liturgical text,Q10839,,
Incipit tabula g[enera]lis o[mni]um sermonu[m] in hoc volumine [con]te[n]tor[um,,,,Sermons,Q1400,,
Theses theologice; de sÿncera ac solida verbi Dei in religionis potissimum controuersijs dirimendis interpretatione ad publicam disputationem propositae,,,,Theological texts,Q822,,
"Account book of the Real Caja in Verapaz, Guatemala for 1606",,,,Account book,Q1387,,
Latin Psalter,,Bible,,Bible,Q661,,
"Enquest et inquisition secretement faictes par le sindic du clerge de la ville et dioceze de Besiers contre les seditieux et rebelles nommes Huguenaux dud[it] Beziers et autres y nommes par haut et puisseant seigneur le viscomte Joyeuse a Narbonne; inquisitions secretement faites par nous, Barthelemy Oisset, notaire royal haut de Narbonne, commissaire en ceste partie, deppute par haut et puisseant seigneur monseigneur le Viscomte de Joyeuse, cappitaine de cinquante lancers, lieutenant pour le roy en Languedoc, pour le partie du s[eigneu]r clerge de la ville et dioceze de Beziers",,,,Inquisition texts,Q55179,,
"Letter; Valladolid, Spain, to Alonso de Montufar, Archbishop of Mexico, [Mexico City",,,,Letter,Q1454,,
La forma q[ue] los ynq[ui]sidore[s] deven guarda[r] en su p[ro]c[e]so p[ar]a faser lo q[ue] d[e]ve[n] en la q[ue] se sigue,,,,Inquisition texts,Q55179,,
"Register of property leases in Marmande, France",,,,Register,Q67326,,
Treatise on the government of princes,,,,Text on government,Q48630,,
De exaudibili & efficacissima or[ati]one corporis & animae saluberrimo medicami[n]e [tractatus] /,,,,Religious text,Q1465,,
Lease,,,,,,Lease,Q815
Receipt acknowledging cancellation of debt owed by Gaspar Costa,,,,Receipt,Q5981,,
"Ejecutoria de hidalguía a pedimento de don Luis de Bocanegra, vecino de la ciudad de Sevilla",,,,Carta ejecutoria,Q3718,,
Sentencia y carta ejecutoria de hidalguía de García de Naveda y sus hermanos vecinos de la villa de Belorado,,,,Carta ejecutoria,Q3718,,
"Petitions for nobility status by members of the Alvarez family of Villacañas, Spain; Granada",,,,Petitions,Q55156,,
"Carta executoria de hidalguía en propriedad a pedimento de Miguel de la Peña, vezino de la ciudad de Soria",,,,Carta ejecutoria,Q3718,,
Pour aymer dieu et son prochain,,,,Religious text,Q1465,,
Antiphonary,,Antiphonary,,Antiphonary,Q654,,
Carta executoria de hidalguía a pedimento de Juan Baptista de Gatica vecino de la ciudad de Sevilla,,,,Carta ejecutoria,Q3718,,
"Documents in support of the petition for nobility status by Gregorio, Francisco, and Nicolás de Oviedo of Seville",,,,Documents,Q5023,,
Carta executoria a pedimento de Alvar Gonçalez vezino de la villa de Campanario,,,,Carta ejecutoria,Q3718,,
Sentencia y carta ejecutoria de hidalguía de Pero Fernández de Matanco vecino de Segovia,,,,Carta ejecutoria,Q3718,,
Executoria a pedimento de Rodrigo de Rueda vezino de la villa de Carmona contra el fiscal y co[n]cejo della,,,,Carta ejecutoria,Q3718,,
Commentary on Book 4 of the Sententiae of Peter Lombard,,Scriptum super IV libros Sententiarum,,Commentary on Sentences,Q7516,,
"Sobrecarta a la carta de hidalguía de sangre en possesion general a pedimiento de García de Bargas Carvajal y Francisco de Bargas Corajo, hermanos vezinos de Almaraz",,,,Carta ejecutoria,Q3718,,
Heures de la crois; Domine labia mea aperies et os meum annuntiab[i]t laudem tuam,,Book of hours (Thérouanne),,Book of hours,Q795,,
Certification of the arms of Juan Ramón de Torres Bermúdez of Cádiz,,,,Certification of arms,Q67716,,
Petition for nobility status by Juan Perez Barahona; Granada,,,,Petition,Q8048,,
Petition for nobility status initiated by Miguel de Morales and Andrés de Morales of Mexico City,,,,Petition,Q8048,,
Carta executoria de hidalguía a pedimiento de Juan Hortiz Canpoy vecino de la villa del Haraal,,,,Carta ejecutoria,Q3718,,
Real carta egecutoria de ydalguía de sangre en propiedad posesoría ganada a pedimiento de Don Joseph Romero de Tejada y Artacho vecino de la villa de Cogolludo,,,,Carta ejecutoria,Q3718,,
Carta executoria a pedimiento de Alonso Bello vecino del lugar de Tres Juncos,,,,Carta ejecutoria,Q3718,,
"French university lecture notes in Latin based on readings of ancient authors of rhetoric, geography, and astronomy",,,,Notes,Q40007,,
Theological compendium,,,,Theological texts,Q822,,
Sermons,,,,,,Sermons,Q1400
Fragments of fourteenth-century Latin manuscripts,,,,Fragments,Q5962,,
Deed of gift,,,,Deed;Gift,Q1319;Q18511,,
Hore b[ea]t[a]e v[ir]ginis s[anctae] ad[que] usum ecclesie sancti Victoris Parisiensis,,"Book of hours (Abbaye de Saint-Victor, Paris, France)",,Book of hours,Q795,,
Aveu et dénombrement des biens de la seigneurie de Taillepied tenus par Robine Bordinelle,,,,Inventory,Q5073,,
Incipit speculu[m] a[n]i[m]e /,,Speculum anime,,Speculum anime,Q67277,,
Psalteriu[m,,Bible,,Bible,Q661,,
Elegia ad Ludovicum Patriarcham,,,,Elegies,Q39277,,
"Cicero, De officiis",,De officiis,,De officiis,Q10836,,
Leaf from the Digesta with commentary,,Digesta,,Corpus Juris Civilis,Q5057,,
Leaf from a commentary on the letter of St. Jerome to Paulinus,,,,Commentary on Jerome,Q67278,,
"Antonius de Carlenis, O.P., Questiones in libros I-II analyticorum posteriorum Aristotelis ; Thomas Aquinas, Super periermenias",,,,Commentary on Aristotle,Q3120,,
De ethica ad Nicomachum] /,,Nicomachean ethics,,Nicomachean ethics,Q369,,
Compendiosa historia Hispanica] /,,,,Compendiosa historia Hispanica,Q67279,,
Rule of Saint Benedict (in Italian),,Regula,,Regula,Q5997,,
"Sallust Bellum Iugurthinum, Catilinae Coniuratio",,Bellum Jugurthinum,,Bellum Jugurthinum,Q17597,,
"Book of hours, use of Rouen",,Book of hours,,Book of hours,Q795,,
Leaf from Aquinas' commentary on Aristotle's Metaphysics,,In duodecim libros Metaphysicorum Aristotelis expositio,,Commentary on Aristotle,Q3120,,
Noted Franciscan Breviary,,Breviary (Franciscan),,Breviary,Q657,,
"Book of hours, use of Le Mans",,Book of hours,,Book of hours,Q795,,
Noctes Atticae] /,,Noctes Atticae,,Noctes Atticae,Q67280,,
"Book of hours, use of Rome",,Book of hours,,Book of hours,Q795,,
Franciscan repertory of Papal Bulls,,,,Papal bull,Q1362,,
"Commentary on the Decretales, books I and II",,,,Commentary on Decretals of Gregory IX,Q42436,,
Getijdenboek] /,,,,Book of hours,Q795,,
Leaf from a theological glossary,,,,Glossary,Q1388,,
Collectarium,,,,,,Collectarium,Q658
"Book of hours, undetermined use",,Book of hours,,Book of hours,Q795,,
"Bartholomew of San Concordio alias of Pisa, Summa de casibus conscientiae",,Summa de casibus conscientiae,,Summa de casibus conscientiae,Q813,,
Leaf from a sermon,,,,Sermons,Q1400,,
"Plato, De republica, translation of Antonio Cassarino; etc.",,Republic,,Republic,Q67281,,
"Petrarch, De vita solitaria ; De otio religioso",,De vita solitaria,,De vita solitaria,Q54680,,
Breviary of the Congregation of Saint Justina,,Breviary (Benedictine),,Breviary,Q657,,
"Summa Confessionum, etc.",,Confessionale,,Confessional,Q39927,,
"Geoffrey de Vinsauf, De arte verificandi; Thomas Merke, De moderno dictamine",,Documentum de modo et arte dictandi et versificandi,,Documentum de modo et arte dictandi et versificandi,Q67282,,
"Francis of Meyronnes, Commentary on Book I of the Sententiae of Peter Lombard",,Super primo libro Sententiarum,,Commentary on Sentences,Q7516,,
Franciscan Breviary,,Breviary (Franciscan),,Breviary,Q657,,
"Leonardo Bruni, De bello punico (in Italian); Giovanni de' Bonsignori, Compendium of Roman History",,De primo bello punico,,De primo bello Punico,Q19970,,
Latin dictionary,,,,Dictionary,Q7823,,
"Book of hours, use of Rome (Order of Saint Francis)",,Book of hours,,Book of hours,Q795,,
"Antoninus of Florence, Summa confessionum, etc.",,Defecerunt scrutantes scrutinio,,Defecerunt scrutantes scrutinio,Q8058,,
Collection of Humanistic texts,,,,Humanist texts,Q39649,,
Collection,,,,Collection,Q67283,,
Hieronymite breviary,,Breviary (Hieronymites),,Breviary,Q657,,
Franciscan capitulary,,,,Service book,Q40008,,
"Johannes Hagen, collection of extracts",,,,Extracts,Q12725,,
"Thomas Aquinas, Epitome of the Summa theologica, De vita Christi; Heinrich von Langenstein, Responsum, etc.",,Summa theologica,,Summa theologica,Q39333,,
Lectionary and capitulary of the charterhouse of San Lorenzo,,,,Lectionary;Service book,Q663;Q40008,,
Camaldolese breviary,,Breviary (Camaldolese),,Breviary,Q657,,
Cosmographia,,Geographia,,,,Cosmographia,Q39151
Carthusian missal,,Missal (Carthusian),,Missal,Q662,,
Déclaration de Michel Mercier de tenue en bourgage de sa maison à Alençon,,,,Legal text,Q8041,,
Psalter hymnal,,Psalter,,Psalter,Q660,,
Quadripartitum; with the gloss of Haly ibn Ridwan,,Tetrabiblos,,Tetrabiblos,Q67284,,
Spanish antiphonary,,Antiphonary,,Antiphonary,Q654,,
"Jerome, Epistolae ; Pseudo Augustine, Opuscula",,Correspondence,,Correspondence,Q38385,,
"Book of hours, use of Rome, prayerbook of Margaret of Croy",,Book of hours,,Book of hours,Q795,,
Italian gradual,,Gradual (Pre-Vatican II),,Gradual,Q1121,,
Hymni monastici,,,,Hymns,Q3715,,
Book of hours,,Book of hours,,Book of hours,Q795,,
"Dedicatur Beate Virgini Marie ab uno indignisimo servoru[m] fuoru[m], atque B. Hyeronimo P. nostro",,Antiphonary,,Antiphonary,Q654,,
In festo assumptionis Beate Marie ad. vesperas & per horas dicitur an[tiphoni]a,,Antiphonary,,Antiphonary,Q654,,
Astronomical texts (in Catalan),,,,Astronomical texts,Q3129,,
Spanish psalter,,Psalter,,Psalter,Q660,,
Franciscan choir book,,,,Choir book,Q1449,,
Spanish Kyriale,,Kyriale (Pre-Vatican II),,Kyriale,Q67269,,
"Frossart, Chroniques",,Chroniques,,Chronicles,Q5963,,
Spanish antiphonary,,,,Antiphonary,Q654,,
"Hübscher lustiger newer deutscher vnd lateinischer Stücklein; mit sechs fünff vnd vier Stimmen, gantz lieblich vnd zum Theil anmüthlich zusingen, vnd auff allerleÿ Instrumenten accomodate vnd gar wol zugebrauchen /",,,,Music,Q20017,,
Antiphonal,,Antiphonary,,,,Antiphonary,Q654
Commonplace book,,,,Commonplace book,Q7822,,
Geographia,,Geographia,,Geographia,Q39706,,
"In festo Sa[n]cte Andree, apostoli, ad vesperas et per horas, antiphona",,Antiphonary,,Antiphonary,Q654,,
Kyriale sequentiary,,,,Kyriale,Q67269,,
Cistercian antiphonary,,Antiphonary,,Antiphonary,Q654,,
Sefer mitsṿot gadol fragment,,Sefer mitsṿot gadol,,Sefer Mitzvot Gadol,Q67285,,
French deed,,,,Deed,Q1319,,
Deed from Simon de Bon to Michel Le Demoiseau,,,,Deed,Q1319,,
Deed of sale from Guillaume Tyrel to Jacques Le Marchant,,,,Deed of sale,Q12738,,
Simon Canu deed of sale,,,,Deed of sale,Q12738,,
Louis Chaunicourt deed of sale,,,,Deed of sale,Q12738,,
Deed of sale,,,,Deed of sale,Q12738,,
Marriage contract of Martin Beaucousin and Catherine Amourrettes,,,,Marriage contract,Q40004,,
Carthusian gradual,,Gradual (Pre-Vatican II),,Gradual,Q1121,,
Summa confessorum,,Summa confessorum,,Summa confessorum,Q44118,,
First Chronicles in Hebrew,,Bible,,Bible,Q661,,
Offices for various feasts,,,,Offices,Q40010,,
Italian antiphonary,,Antiphonary,,Antiphonary,Q654,,
Deprecationes adversus infideles et contra omnia labantis vite discrimina pie decantanda,,,,Prayers,Q798,,
Camaldolese gradual,,Gradual (Pre-Vatican II),,Gradual,Q1121,,
Property contract,,,,Contract,Q39929,,
"Monasterio de San Jerónimo de la Murtra records, 1416-1641",,,,Records,Q5066,,
"Letter from Lorenzo de' Medici, Florence, to the Duke of Milan, Gian Galeazzo Sforza",,,,Letter,Q1454,,
"Almanach, oder, Calendarius auf alle Jar gestelt",,,,Almanac,Q39186,,
Codex Soranzo no. MDCCXCII,,,,Codex,Q1361,,
Book of Haggai fragment,,Bible,,Book of Haggai;Bible,Q39134;Q661,,
Concilium Ephesinum fragment,,,,Council of Ephesus,Q67327,,
"De generatione deorum, etc.",,,,Miscellany,Q3673,,
"Spanish manuscripts, 1487-1649",,,,Documents,Q5023,,
French cartulary,,,,Cartulary,Q3686,,
Bohun Bible fragments,,Bible,,Bible,Q661,,
Nahuatl comedic play,,,,Comedy play,Q67717,,
"Illuminated initial P, showing two women wearing girdle books",,,,Illuminated initial,Q20505,,
Incipit Memoriale Ordinis Fratrum Mi[n]o[rum,,Memoriale,,Memoriale,Q67286,,
De triplici vita,,De triplici vita,,De vita libri tres,Q67287,,
Storie venete del Caroldo,,,,History of Venice,Q67718,,
Document,,,,,,Document,Q8301
Letter of King of Castile to the King of Portugal,,,,Letter,Q1454,,
"Letter of Francisco Fernandes de Castilla, to Lope Hurtado de Mendonça, Spanish Ambassador to Portugal",,,,Letter,Q1454,,
Breve pro restitutione tormentorum bellicorum,,,,Texts on armaments and ballistics,Q17606,,
"Papal document, dated 3 March 1525, Rome",,,,Papal documents,Q67748,,
"Papal bull, dated 11 June 1514, Rome",,,,Papal bull,Q1362,,
Letter to Giovanni Caccini,,,,Letter,Q1454,,
Mare magnum [sive Bullarium augustinianum,,,,Bullarium Augustinianum,Q67330,,
"Certificate of nobility, issued to the brothers Petropaulo, Fabio Sisinnio and Pasquali de Santochiis] /",,,,Certificate of nobility,Q67746,,
Graduale cisterciense,,Gradual,,Gradual,Q1121,,
"Penitential Psalms, prayers, hymns, etc.",,,,Penitential psalms,Q7232,,
Notes on Petrarch,,,,Notes on Petrarch,Q67719,,
"Parer di Lodouico Casteluetro sopra una comedia di Aristophano, & sopra ciascuna di Plauto",,,,Commentary on Aristophanes;Commentary on Plautus,Q67720;Q67721,,
Parere di Lodouico Casteluetro intorno alla 'ntitolatione gratiosa de libri a spetiale persona,,,,Commentary on dedication,Q67722,,
Parere di Lodouico Casteluetro sopra un sonetto di Pietro Bembo a Benedetto Monteuarchi,,,,Commentary on Bembo,Q67723,,
"Ragionamento di Lodouico Casteluetro intorno alla domanda del soccorso, che fanno i poeti alle Muse, ne principi de lor uolumi",,,,Text on poetry,Q67724,,
Hie hebt sich an dz ambt der Heligen mess vnd vsslegung vff yetlichs teyl zusprechen em gebet vñ auch wz eynez gott ermant; Da mit der mensch seyn ordnũg schicken mag zu verdienen grosse genad vnd ablass /,,,,Liturgical text,Q10839,,
Indulgence,,,,,,Indulgence,Q8174
Hore beatissimi seraphici sancti Francisci ...,,Book of hours,,Book of hours,Q795,,
Laudi and sonetti] /,,,,Poetry,Q1330,,
Collection of Italian poetry,,,,Poetry,Q1330,,
Collection of medieval musical treatises,,,,Music,Q20017,,
Collection of medieval texts on mythology and allegory,,,,Allegorical texts;Mythological texts,Q67725;Q67726,,
Commonplace-book,,,,Commonplace book,Q7822,,
Manuscript portolan chart of the Mediterranean and Black Seas] /,,,,Portolan chart,Q38411,,
La sfera,,,,,,La sfera,Q6016
Manuscript portolan atlas of the world,,,,Portolan atlas,Q2828,,
Manuscript portolan atlas of the Mediterranean Sea,,,,Portolan atlas,Q2828,,
Manuscript portolan atlas of the Mediterranean Sea and the African coast] /,,,,Portolan atlas,Q2828,,
Manuscript portolan atlas of the Mediterranean Sea] /,,,,Portolan atlas,Q2828,,
Manuscript maps derived from an early 16th-century edition of Ptolemy's Geographia,,Geographia,,Geographia,Q39706,,
Copy-book,,,,Copy book,Q67288,,
Cronica compendiosa gestorum & ducum venetorum,,,,Chronicle,Q1475,,
Venetian chronicle to 1434,,,,Chronicle,Q1475,,
Cronica veneta d'autore incerto che comincia dall'anno CCCCXXI sino all'anno M.CCCCLXXXIII ueritiera in ogni cosa fuorche la fauola d'Atila,,,,Chronicle,Q1475,,
Collection of chronicles and documents pertaining to the Dukes of Burgundy,,,,Documents,Q5023,,
Armorial bearings of the kings and noble families of Great Britain from the reign of William the Conqueror to that of James I.,,,,Armorial,Q19940,,
Collection of historical and religious texts and prayers,,,,Historical texts;Religious texts,Q7021;Q5037,,
Questions on Aristotle's Nicomachean ethics,,,,On Questions in Aristotle’s Nicomachean Ethics,Q67289,,
"A description of the cities and villages in the six provinces of Portugal with their castles, walls and environs",,,,Description of Portuguese cities,Q67727,,
De cognitione l[itteris]r[om]a[no]r[um] in quadris antiquis,,,,,,,
Stephani Doleti ... Liber de imitatione Ciceroniana adversus Floridum Sabinum ...,,,,Text on Ciceronianism,Q67728,,
Liber de moribus hominum et officiis nobilium,,De ludo scachorum,,De ludo scachorum,Q39942,,
Epistolae] /,,Epistolae,,Epistolae,Q7234,,
"De oratione nuptiali, De oratione natalitia, De epithalamis",,Art of rhetoric,,Rhetoric text,Q54646,,
"Receipt by Guillaume Duru, ""clerc de Monsieur le tresorier de Normandie"", for six skins of parchment to be used for writing certain royal ordinances for the government of Normandy",,,,Receipt,Q5981,,
Certificate of award issued to Orazio Angelio upon his election into the Ordine de Cavalieri di Santo Stefano,,,,Certificate,Q67729,,
"Sinonima sententiarum, De compositione stili adornandi] /",,,,Sentences;Text on adornment,Q1119;Q67730,,
Fundament vnnd gründtliche Berichtung aller vnnd jeder Alphabet wo die jren ordenlichen Vhrsprung vnnd Herkomẽ haben,,,,Alphabet,Q39603,,
Formulario d'allocuzioni] /,,,,Address,Q63835,,
"Indenture of Marmaduke III, Abbot of Fountains Abbey, and of William Ingleby",,,,Indenture,Q8388,,
German folk-songs and instrumental compositions in lute tablature,,,,Music,Q20017,,
"Hieronymusleben, saints' lives, and sermons] /",,,,Lives of the Saints;Sermons,Q1483;Q1400,,
Commentarij & expositiones Georgij Trapezuntij in Aphorismis libri fructus Ptolomei ...,,,,Astronomical texts,Q3129,,
Humanistic miscellany,,,,Humanist texts,Q39649,,
Gironale e richordance dell'opera di S. Maria de [,,,,Journals,Q17559,,
Historia brevis Romae ejusque regem ab imperatorum a Romulo ad Sigismundum usque,,,,History of Rome,Q1324,,
Registre de la seigneurie de Gourdon tenue par Louis et François de Lombard,,,,Register,Q67326,,
Summa de vitiis,,,,Summa de vitiis,Q5074,,
Confessio amantis] /,,Confessio amantis,,Confessio amantis,Q12732,,
Vita Pvblii Virgilii poete Maronis maximi feliciter incipit,,,,Life of Virgil,Q67332,,
Epistolae,,Correspondence,,Correspondence,Q38385,,
Polycronycon and related texts,,Polychronicon,,Polychronicon,Q1120,,
"Hic est libellus; sive, Bastardellus accusationum et entrate syndacatorum et abbolitionum dict[star symbol] accusationum & Danielis Ant[ue] Fruosini [?] Bagniano ...",,,,Record,Q8300,,
"Letter of Luis Frois S. J. to Philip II, king of Portugal",,,,Letter,Q1454,,
Treatises on logic,,,,Text on logic,Q20450,,
Kurtze Vnterweissung artlichs vnnd andeutlichs Schreibens,,,,Copy book,Q67288,,
Autograph letters signed sent to Pietro Angelio,,,,Letters,Q5068,,
"Jerome, letters and tracts",,Correspondence,,Correspondence of Jerome,Q38383,,
Dell' Iliade d'Homero lib. p⁰[-vij] in lingua toscana composto [i.e. tradotto] p Ms Girmo Baccelli,,Iliad,,Iliad,Q67268,,
Book of homilies,,,,Homilies,Q1246,,
"Certified copy of privilege issued to Jacobus Superantio in Prague, 1561",,,,Privilege,Q39866,,
"Letters patent elevating Johannus Borsodius of Szendrö, Hungary, to an undeterminded rank in the nobility",,,,Letters patent,Q39988,,
Letters patent creating Hector Seyfridt Kornfaill a Freiherr of the Empire,,,,Letters patent,Q39988,,
Jornada de Portugal,,,,Travel writings,Q48579,,
Specimens of calligraphy,,,,Calligraphy,Q39902,,
"Autobiography with continuation in abbreviated diary form, and other pieces, principally political in nature",,,,Autobiography,Q39273,,
Eximio viro domino D. Davidi Lindsey ...; Nicolaus A. Gallus s. p. d,,,,Calligraphy,Q39902,,
The prick of conscience ; Lapidary of King Philip,,Prick of conscience,,Prick of conscience,Q40018,,
The Earle of Leicesters' ghoste,,Leicester's ghost,,Leicester's Ghost,Q67290,,
Le livre de bonnes moeurs,,Sophologium,,Sophologium,Q67291,,
Liber exoticvs sine extraeuropæus; mira colorum varietate picturisque distinctus et in papyro chinensi noua arte expressus,,,,,,,
Incipit liber qui dicit[ur] Imperialis,,Libro imperiale,,Libro imperiale,Q67292,,
Lexicon latinum,,,,Dictionary,Q7823,,
Biblia latina,,Bible,,,,Bible,Q661
Urban customary law for the city of Brno,,,,Legal texts,Q6030,,
Lucani Pharsalia,,Pharsalia,,Pharsalia,Q39930,,
Commentariolum in librum praedicamentorum; cum supra commentariolum,,,,Commentary on Aristotle,Q3120,,
Horae,,Book of hours,,Book of hours,Q795,,
De regimine principum,,,,De regimine principum,Q39992,,
Charters,,,,Charter,Q8385,,
Postillae super Psalterium,,,,Commentary on Psalms;Bible commentary,Q20442;Q1433,,
Postillae super Evangelium S. Johannis,,,,Commentary on John;Bible commentary,Q20515;Q1433,,
Expositio symboli Apostolorum,,,,Expositio symboli Apostolorum,Q67731,,
Diologus de somnio quodam,,,,Dialogue,Q17587,,
Glossa continua in Evangelium S. Marci,,,,Gospel of Mark,Q1347,,
Vita Sancti Gregorii Magni,,,,Life of Saint Gregory the Great,Q67293,,
Cartulary,,,,,,Cartulary,Q3686
Orationarium in vita domini nostri Jhesu Christi,,,,Devotional texts,Q5966,,
