genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Humanistic script,aat,,humanistic scripts,http://vocab.getty.edu/aat/300210204,Q10824,,,
Italian rotunda (script),aat,,Italian rotunda (script),http://vocab.getty.edu/aat/300417902,Q66718,,,
Treaties,lcgft,,Treaties,http://id.worldcat.org/fast/1423868,Q66719,,,
Armorial bindings,rbmscv,,,,,Armorial bindings,http://id.loc.gov/vocabulary/rbmscv/cv00132,Q12580
Miscellanies,aat,,,,,miscellanies,http://vocab.getty.edu/aat/300404026,Q17508
Speeches,lcgft,,,,,Speeches,http://id.worldcat.org/fast/1774286,Q10810
Clasps,rbmscv,,,,,Clasps,http://id.loc.gov/vocabulary/rbmscv/cv00448,Q12690
Pigskin bindings,rbmscv,,,,,Pigskin bindings,http://id.loc.gov/vocabulary/rbmscv/cv00624,Q12678
Quarter bindings,rbmscv,,Quarter bindings,http://id.loc.gov/vocabulary/rbmscv/cv00333,Q5846,,,
Armorial stamps,rbmscv,,,,,Armorial stamps,http://id.loc.gov/vocabulary/rbmscv/cv00139,Q16391
Sayings,lcgft,,,,,Sayings,http://id.worldcat.org/fast/1920779,Q5810
Painted bindings,rbmscv,,Painted bindings,http://id.loc.gov/vocabulary/rbmscv/cv00579,Q38514,,,
Tacketed bindings,rbmscv,,,,,Tacketed bindings,http://id.loc.gov/vocabulary/rbmscv/cv00677,Q5885
Miscellanites,aat,,miscellanies,http://vocab.getty.edu/aat/300404026,Q17508,,,
Armorial bookplates,rbmscv,,,,,Armorial bookplates,http://id.loc.gov/vocabulary/rbmscv/cv00136,Q16277
Bosses (Bindings),rbmscv,,,,,Bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00444,Q12679
Thumb indexes,rbmscv,,,,,Thumb indexes,http://id.loc.gov/vocabulary/rbmscv/cv00754,Q16314
Dictionaries,fast,(OCoLC)fst01423826,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionaries,lcgft,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Calf bindings,rbmsvc,,Calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00454,Q12556,,,
Epic poetry,lcgft,,,,,Epic poetry,http://id.worldcat.org/fast/1726596,Q38472
Volvelles,aat,,,,,volvelles,http://vocab.getty.edu/aat/300247651,Q3063
Prayer books,rbmscv,,,,,Prayer books,http://id.loc.gov/vocabulary/rbmscv/cv01759,Q38527
Statutes and codes,lcgft,,Statutes and codes,http://id.worldcat.org/fast/1774314,Q66720,,,
Ledger bindings,rbmscv,,Ledger bindings,http://id.loc.gov/vocabulary/rbmscv/cv00585,Q66721,,,
Sammelbands,rbmscv,,Sammelbands,http://id.loc.gov/vocabulary/rbmscv/cv01846,Q66722,,,
Rustic capitals,aat,,rustic capitals,http://vocab.getty.edu/aat/300196122,Q66723,,,
Epigrams,lcgft,,Epigrams,http://id.worldcat.org/fast/1921644,Q66724,,,
Stained vellum bindings,rbmscv,,Stained vellum bindings,http://id.loc.gov/vocabulary/rbmscv/cv00699,Q66725,,,
Tacketed bindings,aat,,Tacketed bindings,http://id.loc.gov/vocabulary/rbmscv/cv00677,Q5885,,,
Biographies,lcgft,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Odes,lcgft,,Odes,http://id.worldcat.org/fast/1922491,Q66726,,,
Advertisements,aat,,advertisements,http://vocab.getty.edu/aat/300193993,Q66727,,,
Bifolia,aat,,,,,bifolia,http://vocab.getty.edu/aat/300201054,Q1353
Georgics,lcgft,,Georgics,http://id.worldcat.org/fast/1982930,Q66728,,,
Legends,lcgft,,,,,Legends,http://id.worldcat.org/fast/1423803,Q5895
Pastoral poetry,lcgft,,,,,Pastoral poetry,http://id.worldcat.org/fast/1054630,Q38519
Double bands,rbmscv,,Double bands,http://id.loc.gov/vocabulary/rbmscv/cv00511,Q66729,,,
Evangeliaries,rbmscv,,Evangeliaries,http://id.loc.gov/vocabulary/rbmscv/cv01311,Q66730,,,
Raised bands,rbmscv,,Raised bands,http://id.loc.gov/vocabulary/rbmscv/cv00665,Q5936,,,
Insular scripts,aat,,Insular scripts,http://vocab.getty.edu/aat/300210136,Q66731,,,
Petitions,aat,,,,,petitions,http://vocab.getty.edu/aat/300027219,Q3594
Occasional verse,lcgft,,Occasional verse,http://id.worldcat.org/fast/1921726,Q66732,,,
Book hands,aat,,book hands,http://vocab.getty.edu/aat/300200668,Q48502,,,
Prayers and devotions,fast,(OCoLC)fst01423909,,,,Prayers and devotions,http://id.worldcat.org/fast/1423909,Q3052
Expurgated copies,rbmscv,,,,,Expurgated copies,http://id.loc.gov/vocabulary/rbmscv/cv00239,Q16270
Genealogical notes,rbmscv,,Genealogical notes,http://id.loc.gov/vocabulary/rbmscv/cv01397,Q66733,,,
False association copies,rbmscv,,False association copies,http://id.loc.gov/vocabulary/rbmscv/cv00158,Q66734,,,
Palm-leaf manuscripts,aat,,palm-leaf manuscripts,http://vocab.getty.edu/aat/300451691,Q66735,,,
Morocco bindings,aat,,Morocco bindings,http://id.loc.gov/vocabulary/rbmscv/cv00548,Q12652,,,
Penmanship specimen books,rbmscv,,Penmanship specimen books,http://id.loc.gov/vocabulary/rbmscv/cv01708,Q38523,,,
Girdle books,rbmscv,,Girdle books,http://id.loc.gov/vocabulary/rbmscv/cv01404,Q38476,,,
Music,aat,,music (discipline),http://vocab.getty.edu/aat/300417584,Q42404,,,
Glosses (annotations),aat,,,,,glosses (annotations),http://vocab.getty.edu/aat/300211708,Q4260
Textura (Gothic script),rbmscv,,textura (Gothic script),http://vocab.getty.edu/aat/300202638,Q10787,,,
Manuscripts (documents)--France--1250-1299,aat,,manuscripts (documents);France,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204289,Q10789;Q152,,,
Textura (Gothic script)--France--1250-1299,aat,,textura (Gothic script);France,http://vocab.getty.edu/aat/300202638;http://id.worldcat.org/fast/1204289,Q10787;Q152,,,
Bastarda--France--1250-1299,aat,,bastarda;France,http://vocab.getty.edu/aat/300210195;http://id.worldcat.org/fast/1204289,Q66697;Q152,,,
Palimpsests--1200-1299,aat,,palimpsests (manuscripts);Thirteenth century,http://vocab.getty.edu/aat/300028576;http://id.worldcat.org/fast/1150138,Q156;Q245,,,
Biographies,fast,(OCoLC)fst01919896,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Brass bosses (Bindings),rbmscv,,Brass bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00446,Q42541,,,
Almanacs,fast,(OCoLC)fst01423872,,,,Almanacs,http://id.worldcat.org/fast/1423872,Q2788
Calendars,fast,(OCoLC)fst01423764,Calendars,http://id.worldcat.org/fast/1423764,Q5901,,,
Handbooks and manuals,lcgft,,,,,Handbooks and manuals,http://id.worldcat.org/fast/1423877,Q212
Almanacs,aat,,,,,almanacs,http://vocab.getty.edu/aat/300026705,Q3025
Charters,aat,,,,,charters,http://vocab.getty.edu/aat/300027621,Q2793
Processionals (Service books),lcgft,,,,,Processionals (Service books),http://id.worldcat.org/fast/1920299,Q16327
Ties,rbmscv,,,,,Ties,http://id.loc.gov/vocabulary/rbmscv/cv00463,Q12522
Poetry,fast,(OCoLC)fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Translations,fast,(OCoLC)fst01423791,,,,Translations,http://id.worldcat.org/fast/1423791,Q18303
Manuscripts (documents)--France--1500,aat,,manuscripts (documents);France,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204289,Q10789;Q152,,,
Indulgences,aat,,,,,indulgences (documents),http://vocab.getty.edu/aat/300201452,Q8163
Blind stamped bindings,rbmscv,,Blind stamped bindings,http://id.loc.gov/vocabulary/rbmscv/cv00928,Q66736,,,
Copybooks,aat,,copybooks (instructional materials),http://vocab.getty.edu/aat/300115825,Q66737,,,
Shelf marks (Provenance),rbmscv,,Shelf marks,http://id.loc.gov/vocabulary/rbmscv/cv00268,Q16356,,,
Albums,rbmscv,,Albums,http://id.loc.gov/vocabulary/rbmscv/cv00071,Q66738,,,
Libri amicorum,rbmscv,,Libri amicorum,http://id.loc.gov/vocabulary/rbmscv/cv00189,Q66739,,,
Part books,rbmscv,,Part books,http://id.loc.gov/vocabulary/rbmscv/cv01682,Q66740,,,
Uncial,aat,,uncial,http://vocab.getty.edu/aat/300194424,Q66741,,,
Prayers,lcgft,,,,,Prayers,http://id.worldcat.org/fast/1939841,Q38528
Courtesy books,rbmscv,,Courtesy books,http://id.loc.gov/vocabulary/rbmscv/cv01192,Q66742,,,
Goatskin bindings,rbmscv,,,,,Goatskin bindings,http://id.loc.gov/vocabulary/rbmscv/cv00547,Q12526
Intabulations,lcgft,,Intabulations,http://id.worldcat.org/fast/1920436,Q66743,,,
Calf bindings (Binding),rbbin,,,,,Calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00454,Q12556
Gold tooled bindings (Binding),rbbin,,,,,Gold tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00551,Q5859
Decisions,aat,,decisions (judicial records),http://vocab.getty.edu/aat/300027857,Q66744,,,
Chronicles,aat,,,,,chronicles,http://vocab.getty.edu/aat/300026361,Q176
Transcripts,aat,,transcripts,http://vocab.getty.edu/aat/300027388,Q66745,,,
Essays,aat,,essays,http://vocab.getty.edu/aat/300026291,Q66746,,,
Drawings,aat,,,,,drawings (visual works),http://vocab.getty.edu/aat/300033973,Q192
Wills,aat,,,,,wills,http://vocab.getty.edu/aat/300027764,Q4900
Powers of attorney,aat,,powers of attorney,http://vocab.getty.edu/aat/300027761,Q66747,,,
Naskhī,aat,,,,,naskhī,http://vocab.getty.edu/aat/300195195,Q3579
Glazed papers,rbmscv,,Glazed papers,http://id.loc.gov/vocabulary/rbmscv/cv01406,Q66748,,,
Correspondence,rbmscv,,Correspondence,http://id.loc.gov/vocabulary/rbmscv/cv01184,Q17494,,,
Indentures,aat,,,,,indentures,http://vocab.getty.edu/aat/300027753,Q230
Lectionaries,fast,(OCoLC)fst01922449,,,,Lectionaries,http://id.worldcat.org/fast/1922449,Q38489
Manuscripts,fast,(OCoLC)fst01424060,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
Lectionaries,lcgft,,,,,Lectionaries,http://id.worldcat.org/fast/1922449,Q38489
Quotations,fast,(OCoLC)fst01423792,,,,Quotations,http://id.worldcat.org/fast/1423792,Q5944
Sermons,fast,(OCoLC)fst01423904,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
Gregorian chants,lcgft,,,,,Gregorian chants,http://id.worldcat.org/fast/1726631,Q38479
Martyrologies,lcgft,,Martyrologies,http://id.worldcat.org/fast/1922463,Q66749,,,
Graduals (Chants),fast,(OCoLC)fst01920167,Graduals (Chants),http://id.worldcat.org/fast/1920167,Q66708,,,
Gregorian chants,fast,(OCoLC)fst01726631,,,,Gregorian chants,http://id.worldcat.org/fast/1726631,Q38479
Service books (Music),fast,(OCoLC)fst01920350,,,,Service books (Music),http://id.worldcat.org/fast/1920350,Q10819
Bawdy poetry,lcgft,,Bawdy poetry,http://id.worldcat.org/fast/1921591,Q66750,,,
Gouaches,gmgpc,,gouaches (paintings),http://vocab.getty.edu/aat/300078928,Q66751,,,
Satires (Visual works),gmgpc,,Satire,http://id.worldcat.org/fast/1726731,Q7143,,,
Liturgies,fast,(OCoLC)fst01000586,Liturgies,http://id.worldcat.org/fast/1000586,Q18305,,,
Bible stories,lcgft,,Bible stories,http://id.worldcat.org/fast/1921594,Q66752,,,
Sacred vocal music,fast,(OCoLC)fst01103213,Sacred vocal music,http://id.worldcat.org/fast/1103213,Q26678,,,
Manuscript waste (Binding),aat,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q12559,,,
Paraphrases,fast,(OCoLC)fst01423839,,,,Paraphrases,http://id.worldcat.org/fast/1423839,Q5830
Hymns,fast,(OCoLC)fst01423701,,,,Hymns,http://id.worldcat.org/fast/1423701,Q6878
Breviaries,fast,(OCoLC)fst01922430,Breviaries,http://id.worldcat.org/fast/1922430,Q38440,,,
Catchwords,aat,,catchwords,http://vocab.getty.edu/aat/300206217,Q66753,,,
Kufic,aat,,,,,Kufic,http://vocab.getty.edu/aat/300194434,Q27026
Maghribī (script form),aat,,maghribī (script form),http://vocab.getty.edu/aat/300265538,Q66754,,,
Bifolium,aat,,bifolia,http://vocab.getty.edu/aat/300201054,Q1353,,,
Sermons,rbgenr,,,,,Sermons,http://id.loc.gov/vocabulary/rbmscv/cv00099,Q38542
Alum tawed thongs,rbmscv,,Alum tawed thongs (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00091,Q66755,,,
"Sermons, Greek",fast,(OCoLC)fst01113269,"Sermons, Greek",http://id.worldcat.org/fast/1113269,Q48969,,,
Hagiographies,lcgft,,,,,Hagiographies,http://id.worldcat.org/fast/1922442,Q6951
Songs and music,fast,(OCoLC)fst01985328,Songs and music,http://id.worldcat.org/fast/1985328,Q55351,,,
Genealogy,fast,(OCoLC)fst01423818,,,,Genealogy,http://id.worldcat.org/fast/1423818,Q183
Rotunda (script),aat,,,,,rotunda (script),http://vocab.getty.edu/aat/300417901,Q10820
Annotations (Provenance),aat,,annotations,http://vocab.getty.edu/aat/300026100,Q251,,,
Cords,rbmscv,,Cords,http://id.loc.gov/vocabulary/rbmscv/cv00484,Q16353,,,
Laudatory poetry,lcgft,,,,,Laudatory poetry,http://id.worldcat.org/fast/1922448,Q42554
Occasional poems,rbmscv,,Occasional poems,http://id.loc.gov/vocabulary/rbmscv/cv01645,Q66756,,,
Poems,rbmscv,,Poems,http://id.loc.gov/vocabulary/rbmscv/cv00203,Q17504,,,
Love poetry,lcgft,,Love poetry,http://id.worldcat.org/fast/1726661,Q66757,,,
Dialogues,rbmscv,,Dialogues,http://id.loc.gov/vocabulary/rbmscv/cv00936,Q42559,,,
Watercolors,gmgpc,,Watercolors,http://id.worldcat.org/fast/1986272,Q66758,,,
Cut-paper works,gmgpc,,cut-paper work,http://vocab.getty.edu/aat/300068579,Q11353,,,
Coated papers,rbmscv,,Coated papers,http://id.loc.gov/vocabulary/rbmscv/cv01130,Q66759,,,
Paste paper bindings,rbmscv,,,,,Paste paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00498,Q5821
