ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49088,Columbia University.,MS Or 47.|on1056627155,"",,"",,1650-1800,1650^1800,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,,"","",Risālah bar usṭurlāb.,رساله بر اسطرلاب.,"","",Codices.|Manuscripts.|Diagrams.|Tables (documents),Bookplates (Provenance),,"","Astronomy, Arab--Early works to 1800.|Astrolabes--Early works to 1800.|Manuscripts, Persian.",,"","",,"","",,"","",,Persian.,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 50 paginated and upaginated leaves : paper, illustrations ; 207 x 148 (160 x 93) mm, bound to 215 x 150 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_047-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 48.|on1056625870,"",,"",,1817,1817,19,http://vocab.getty.edu/aat/300404513,,,"","",Bīst bāb dar ʻilm-i usṭurlāb.,بیست باب در علم اسطرلاب.,"","",Codices.|Diagrams.|Tables (documents)|Manuscripts.,"",,"","Astronomy, Arab--Early works to 1800.|Astronomy, Arab--History.|Astrolabes--Early works to 1800.|Astrolabes--Islamic Empire.|Geography, Arab--Early works to 1800.|Manuscripts, Persian.",,"","",,"","",,"","",,Persian with two pages in Arabic (f. 23r/v).,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 27 paginated leaves : paper, illustrations ; 210 x 146 (150 x 96) mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_048-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 49.|on1055768547,"",,"",,[between 1830 and 1899?],1830^1899,19,http://vocab.getty.edu/aat/300404513,,,Elements.,"",Kitāb Uṣūl al-handasah wa-al-ḥisāb,كتاب اصول الهندسة والحساب \,"","",Manuscripts.|Codices.|Diagrams.,Presentation inscriptions (Provenance),,"","Geometry--Arab countries--History.|Geometry--Early works to 1800.|Manuscripts, Arabic.|Geometry.|Manuscripts, Arabic.|Arab countries.",,Euclid.,"",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 175 foliated leaves : paper, illustrations ; 205 x 140 (135 x 60) mm, bound to 205 x 135 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_049-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 52.|on1076493465,"",,"",,1725-1850,1725^1850,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,De sphaera quae movetur.,"",Kitāb al-kurah al-mutaḥarrikah /,كتاب الكرة المتحركة /,"","",Codices.|Diagrams.|Manuscripts.,"",,"","Geometry--Early works to 1800.|Mathematics, Greek--Translations into Arabic.|Mathematics, Arab--Early works to 1800.|Manuscripts, Arabic.",,"Autolycus, active 2nd century.","اوطولوقس, active 2nd century.",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"paper, diagrams ;","Extent: 7 foliated leaves : paper, diagrams ; 197 x 122 (173 x 65) mm, bound to 200 x 130 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_052-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 54.|on1076493505,"",,"",,1675,1675,17,http://vocab.getty.edu/aat/300404511,,,Līlāvatī.,"",Līlāvatī.,لیلاوتى.,"","",Codices.|Diagrams.|Tables (documents)|Manuscripts.,"",,"","Arithmetic--Early works to 1900.|Geometry--Early works to 1800.|Manuscripts, Persian.",,"Bhāskarācārya, 1114-",باسكراكاريا، - 1114-,,"","",,"","",,Persian.,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 75 foliated leaves : paper, illustrations ; 185 x 120 (140 x 85) mm, bound to 190 x 130 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_054-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 58.|on1076493439,"",,"",,1700-1799,1700^1799,18,http://vocab.getty.edu/aat/300404512,,,"","",Khulāṣat al-ḥisāb.,خلاصة الحساب.,"","",Codices.|Tables (documents)|Manuscripts.,"",,"","Arithmetic--Early works to 1900.|Mathematics, Arab--Early works to 1800.|Manuscripts, Arabic.",,"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621.",عاملي، بهاء الدين محمد بن حسين، 1547-1621.,,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,paper ;,"Extent: 68 leaves : paper ; 142 x 100 (95 x 52) mm, bound to 145 x 105 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_058-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 60.|on1076493506,"",,"",,1800-1899,1800^1899,19,http://vocab.getty.edu/aat/300404513,,,"","",Baḥr al-ʻUyūn.,بحر العیون.,"","",Codices.|Diagrams.|Manuscripts.,"",,"","Islamic magic--Early works to 1800.|Talismans--Early works to 1800.|Manuscripts, Persian.",,"","",,"","",,"","",,Persian.,per,"Smith, David Eugene, 1860-1944,","",,,"paper, illustrations ;","Extent: 75 paginated leaves : paper, illustrations ; 230 x 155 (180 x 110) mm, bound to 240 x 160 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_060-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 64.|on1076493432,"",,"",,1638,1638,17,http://vocab.getty.edu/aat/300404511,,,Elements.,"",Uṣūl al-handasah wa-al-ḥisāb. Fī bayān al-murabbaʻāt.,اصول الهندسة والحساب. في بيان المربعات.,"","",Codices.|Diagrams.|Manuscripts.,"",,"","Geometry--Arab countries--History.|Geometry--Early works to 1800.|Manuscripts, Arabic.",,Euclid.,"",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"paper, diagrams ;","Extent: 159 leaves : paper, diagrams ; 250 x 130 (175 x 67) mm, bound to 250 x 130 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_064-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 66.|on1055792580,"",,"",,1775,1775,18,http://vocab.getty.edu/aat/300404512,,,"","",Majmūʻah.,مجموعه.,"","",Manuscripts.|Codices.|Poems.,Stamps (Provenance)|Insertions (Provenance),,"","Persian poetry--Early works to 1800.|Ghazals, Persian--Early works to 1800.|Manuscripts, Persian.",,"","",,"","",,"","",,Persian.,per,"Smith, David Eugene, 1860-1944,","",,,paper ;,"Extent: 161 leaves : paper ; 299 x 194 (280 x 175) mm, bound to 295 x 203 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_066-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 69.|on1076493481,"",,"",,1495,1495,15,http://vocab.getty.edu/aat/300404465,,,Mas̲navī.,مثنوى.,al-Mujallad al-rābiʻ min al-mathnawī al-maʻnawī al-hādī ilá ṣirāṭ al-sawī,المجلّد الرابع من المثنوي المعنوي الهادي الى صراط السوي.,"","",Codices.|Poems.|Manuscripts.,Stamps (Provenance),,"","Persian poetry--Early works to 1800.|Manuscripts, Persian.",,"Jalāl al-Dīn Rūmī, Maulana, 1207-1273.",جلال الدین رومى، مولانا، 1207-1273.,,"","",,"ʻAbd al-Laṭīf Qalandar Ibn ʻAbd Allāh ibn Khaz̤r Sabzavārī,",عبد اللطیف قلندر ابن عبد الله بن خضر سبزوارى.,,Persian with two pages in Arabic (f. 1v-2r).,per,"Smith, David Eugene, 1860-1944,","",,,non-European laid paper ;,"Extent: 248 leaves : non-European laid paper ; 250 x 170 (120 x 90) mm, bound to 250 x 170 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_069-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 72.|on1055792474,"",,"",,1875,1875,19,http://vocab.getty.edu/aat/300404513,,,Poems,"",Dīwān Tāj al-ʻārifīn wa-sulṭān al-ʻāshiqīn min al-shuʻarāʼ bi-lā muʻāriḍ ʻUmar ibn Fāriḍ.,ديوان تاج العارفين وسلطان العاشقين من الشعراء بلا معارض عمر بن فارض.,"","",Manuscripts.|Codices.|Illuminations.|Poems.,Stamps (Provenance),,"","Arabic poetry--750-1258.|Manuscripts, Arabic.",,"Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235.","ابن الفارض، عمر بن علي, 1181 or 1182-1235.",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"Laid paper with embossed margin, illuminations ;","Extent: 2 + 47 foliated leaves + 1 : Laid paper with embossed margin, illuminations ; 194 x 132 (130 x 80) mm, bound to 194 x 132 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_072-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 83 - FOLIO/FLAT.|on1066258140,"",,"",,1500-1699,1500^1699,16;17,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511,,,Qurʼan.,"",al-Qurʼān.,القرآن.,"","",Detached leaves.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic and Persian.,ara|per,"Smith, David Eugene, 1860-1944,","",,,Non-European laid paper ;,Extent: 41 foliated leaves : Non-European laid paper ; 340 x 260 (300 x 190) mm.,,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_083-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 83a.|on1066257998,"",,"",,1650-1799,1650^1799,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,Qur'ān leaf.,"","","",Detached leaves.|Qurʼans.|Manuscripts.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,paper ;,Extent: 1 leaf : paper ; 200 x 140 (162 x 100 ) mm.,,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_083a-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 91.|on1055792625,"",,"",,1776,1776,18,http://vocab.getty.edu/aat/300404512,,,Qurʼan.,قرآن.,al-Qurʼān.,القرآن.,"","",Manuscripts.|Codices.|Illuminations.|Qurʼans.,Stamps (Provenance),,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,"paper, illuminations ;","Extent: 199 numbered leaves : paper, illuminations ; 185 x 117 (130 x 65) mm. bound to 185 x 115 x 20 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_091-marc.xml
,,,marc-xml,Q49088,Columbia University.,MS Or 94.|on1055792812,"",,"",,1675,1675,17,http://vocab.getty.edu/aat/300404511,,,Qurʼan.,قرآن.,al-Juzʼ al-rābiʻ wa-al-ʻishrūn.,الجزء الرابع والعشرون.,"","",Manuscripts.|Codices.|Qurʼans.,"",,"","Manuscripts, Arabic.",,"","",,"","",,"","",,Arabic.,ara,"Smith, David Eugene, 1860-1944,","",,,non-European laid paper ;,"Extent: 38 foliated leaves : non-European laid paper ; 215 x 155 (160 x 95) mm, bound to 205 x 155 x 15 mm.",,2022-04-04T09:34:56-04:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_094-marc.xml
