title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Bibl. (Epp. S. Pauli),,,,Bible;Pauline Epistles,Q661;Q38384,,
"?? Prosper, Epigrammata",,,,Epigrammata,Q6045,,
Comm. in Aporal,,,,,,,
Catholican,,,,Catholican,Q75976,,
?? De barbarionis (Comm. in Donat.),,,,,,,
Lectionar.,,,,Lectionary,Q663,,
?? Carma de poemitentia (Poemiteas rito ??),,,,Poetry,Q1330,,
Lectiones officii,,,,Lectionary,Q663,,
Equivoca(?) ; Synonyma,,,,,,,
Rhymed world Chronicle. Moral poem. Prayer book,,,,Chronicle;Poetry;Prayer book,Q1475;Q1330;Q1486,,
Psaltarium with German translation,,,,Psalter,Q660,,
Unidentified,,,,Unidentified,Q38408,,
"Sermons in German, ca. s. XV in. Liber Numerorum in Low German, saec. XV. Contemplat, Low German, s. XV.",,,,Sermons,Q1400,,
Law. Low German,,,,Legal text,Q8041,,
Asoetic,,,,,,,
Prayerbook,,,,,,Prayer book,Q1486
Jai: v. Meerlant (some sort of bestiary),,,,Bestiary,Q75975,,
Epistola Conventus Carthusienisis Sancti Salvatoris Erffordi,,,,Letter,Q1454,,
Commentaria in Amos.,,,,Commentary on Amos;Bible commentary,Q75973;Q1433,,
Bible. 2 Reg. 19:37-22:13,,,,Bible;Second Book of Kings,Q661;Q1117,,
"De Grammatica, XIV, 28-34",,,,Grammatical text,Q6010,,
Bible. Psalterius,,,,Bible;Psalms,Q661;Q5972,,
Comm. Bible. Vetus testamentum (libri Regum),,,,Commentary on Kings;Bible commentary,Q75977;Q1433,,
"Bible. Vetus testamentum. (Reg., Prov, etc.)",,,,Bible;Old Testament,Q661;Q664,,
Canon law (?),,,,,,Canon law text,Q1415
"Fragments taken from a binding from four separate books, parchment. Latin. (1) Large bifolium, possibly printed from (canon law?) (2) Two separate leaves, s. XIII. (3) Torn folio, later used as cover, in large calligraphic cursive, s. XV(?) (4) Small scrap in late formal Gothic, s. XV.",,,,Fragments;Canon law text;Calligraphy,Q5962;Q1415;Q39902,,
"Canon law extracts with marginal commentary. Many of the extracts appear in the compilation of Gregory IX of 1234; some belong to an earlier compilation, perhaps that of Bernard of Pavia of 1191-1192.",,,,Canon law text,Q1415,,
Liturgy in Latin,,,,Liturgical text,Q10839,,
Canon law?,,,,Canon law text,Q1415,,
"Document, perhaps a grant. Name and device of Girardus Hotmer (Botmer?) at the bottom. 15th or 16th century. ()",,,,Document,Q8301,,
Devotional or theological text.,,,,Devotional text;Theological text,Q19956;Q5950,,
Perhaps liturgy or psalms,,,,Liturgical text;Psalms,Q10839;Q5972,,
Legal texts,,,,Legal texts,Q6030,,
Bohemian chronicle (?),,,,Chronicle,Q1475,,
"Book of Hours, one 2-line initial.",,,,Book of hours,Q795,,
"Book of Hours, one 3-line initial and minor border decorations",,,,Book of hours,Q795,,
Old Testatment (Genesis),,,,Old Testament;Book of Genesis,Q664;Q7274,,
"Prayers, probably from a private devotional book",,,,Prayers,Q798,,
Glossary. Written in four columns.,,,,Glossary,Q1388,,
Apparently the opening leaf of Justinian's Institutiones (with surrounding commentary),,,,Institutiones juris civilis,Q17561,,
"Unidentified (letters and number like a calendar, table of contents?)",,,,Unidentified,Q38408,,
Theol?,,,,Theological text,Q5950,,
Canon Law (ut vid.),,,,Canon law text,Q1415,,
Variety of notes and names.,,,,Notes,Q40007,,
"Document in Italian of possibly 1547, written at Venice by the notary whose subscription and sign appears at the foot.",,,,Notarial document,Q5065,,
Articles on crops (from an encyclopedia?),,,,,,,
