title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
8 William Cratfeld Abbot (20-21 Rich II),,,,Document,Q8301,,
10 William Cratfeld Abbot (22-23 Rich II),,,,Document,Q8301,,
13 William Cratfeld Abbot (2 Hen IV) (Visus),,,,Document,Q8301,,
24 William Cratfeld Abbot (13 Hen IV - 1 Hen V),,,,Document,Q8301,,
25 William Cratfeld Abbot (1-2 Hen V),,,,Document,Q8301,,
2 William Exeter Abbot (4-5 Hen V),,,,Document,Q8301,,
4 William Exeter Abbot (6-7 Hen V),,,,Document,Q8301,,
5 William Exeter Abbott (7-8 Hen V) (Incomplete),,,,Document,Q8301,,
6 William Exeter Abbot (8-9 Hen V),,,,Document,Q8301,,
8 William Exeter Abbot (1-2 Hen VI),,,,Document,Q8301,,
9 William Exeter Abbot (2-3 Hen VI),,,,Document,Q8301,,
9 William Exeter Abbot (2-3 Hen VI) (Paper fragment of collector's account),,,,Accounts,Q7851,,
10 William Exeter Abbot (3-4 Hen VI),,,,Document,Q8301,,
13 William Exeter Abbot (6-7 Hen VI),,,,Document,Q8301,,
14 William Exeter Abbot (7-8 Hen VI),,,,Document,Q8301,,
14 William Exeter Abbot (7-8 Hen VI) (Incomplete),,,,Document,Q8301,,
14 William Exeter Abbot(7-8 Hen VI) (Paper fragment),,,,Document,Q8301,,
2 William Curtys Abbot (8-9 Hen VI),,,,Document,Q8301,,
3 William Curtys Abbot (9-10 Hen VI),,,,Document,Q8301,,
6 William Curtys Abbot (12-13 Hen VI),,,,Document,Q8301,,
10 William Curtys Abbot (16-17 Hen VI),,,,Document,Q8301,,
11 William Curtys Abbot (17-18 Hen VI),,,,Document,Q8301,,
15-16 William Curtys Abbot (21-23 Hen VI) (Fragment),,,,Document,Q8301,,
31-32 Henry VI (Paper fragment),,,,Document,Q8301,,
14 John Boon Abbot (6-7 Ed IV),,,,Document,Q8301,,
15 John Boon Abbot (7-8 Ed IV) (with Palgrave accounts),,,,Accounts,Q7851,,
12-13 Edward IV,,,,Document,Q8301,,
14-15 Edward IV,,,,Document,Q8301,,
16-17 Edward IV,,,,Document,Q8301,,
20-21 Edward IV,,,,Document,Q8301,,
5&6 Philip and Mary - 1 Elizabeth (paper),,,,Document,Q8301,,
Henry VI(Fragment),,,,Document,Q8301,,
"3 Henry VI, 6 November ?; John Tocay",,,,Document,Q8301,,
"23 Henry VI, 3 March; John and Johanna Dryver",,,,Document,Q8301,,
"26 Henry VI, 26 December; John Dunham and Isabella Lewyn",,,,Document,Q8301,,
"30 Henry VI, 6 November ?; Robert Candeler",,,,Document,Q8301,,
"33 Henry VI, 7 January; Richard Ekelyn",,,,Document,Q8301,,
"33 Henry VI, 8 May; Thomas Fuller",,,,Document,Q8301,,
"33 Henry VI, 8 May; John Fuller",,,,Document,Q8301,,
"33 Henry VI, 8 May; Robert Cynes",,,,Document,Q8301,,
"33 Henry VI, 8 May; John Corbald",,,,Document,Q8301,,
37 Henry VI; December 9; Edward Tabor ?,,,,Document,Q8301,,
"17 Edward IV, August 1; Robert Leche",,,,Document,Q8301,,
"19 Edward IV, July 27; Thomas and Agnes Hempman",,,,Document,Q8301,,
"19 Edward IV, July 27; Richard and Agnes Crane",,,,Document,Q8301,,
"9 Henry VII, September 3; Thomas Bronde, son and heir of Robert Bronde of Geslyngham",,,,Document,Q8301,,
"9 Henry VII, September 3; John Leche",,,,Document,Q8301,,
"11 Henry VII, 28 June; Richard Crane and John Leche",,,,Document,Q8301,,
"12 Henry VII, May 12; 1. Robert Tynton 2. Stephen Draper and William Coote",,,,Document,Q8301,,
"13 Henry VII, May 21; Margareta Masthon",,,,Document,Q8301,,
Undated; Thomas Goldfynch,,,,Document,Q8301,,
"16 Henry VII, May 25; John Chery",,,,Document,Q8301,,
"16 Henry VII, May 25; Stephen Draper and William Coote",,,,Document,Q8301,,
"17 Henry VII, April 12; William Barber and John Dune",,,,Document,Q8301,,
"17 Henry VII, April 12; Richard Notley",,,,Document,Q8301,,
"17 Henry VII, April 12; William Berbor and John Dune",,,,Document,Q8301,,
"20 Henry VII, April 15; William Wyx",,,,Document,Q8301,,
"20 Henry VII, April 15; John Neele",,,,Document,Q8301,,
"33 Henry VIII, May 20; John Hoberd Botcher and Margarete Hoberd",,,,Document,Q8301,,
"4 Henry VIII, May 6; Katherine Purdy",,,,Document,Q8301,,
"4 Henry VIII, May 6; Alicia Wawyn",,,,Document,Q8301,,
"5 Henry VIII, June 2; John Dune",,,,Document,Q8301,,
"6 Henry VIII, June 1; John Crane",,,,Document,Q8301,,
"6 Henry VIII, June 1; John Dune",,,,Document,Q8301,,
"6 Henry VIII, June 1; Robert Terree de Burgate",,,,Document,Q8301,,
"7 Henry VIII, April 24; John Hoberd, Thomas Ker",,,,Document,Q8301,,
"7 Henry VIII, April 24; John Marten",,,,Document,Q8301,,
"7 Henry VIII, April 24; Thomas Dedham",,,,Document,Q8301,,
"8 Henry VIII, June 5; John Hoberd, Thomas Ker",,,,Document,Q8301,,
"8 Henry VIII, June 5, John Hoberd, Thomas Ker",,,,Document,Q8301,,
"9 Henry VIII, June 15; Robert Wryght",,,,Document,Q8301,,
"12 Henry VIII, 23 July; Isabella Nole and Robert Tynton",,,,Document,Q8301,,
"15 Henry VIII, April 23; William and Elizabeth Arowsmyth",,,,Document,Q8301,,
"15 Henry VIII, April 5; Thomas and Leticia Revet",,,,Document,Q8301,,
"17 Henry VIII, May 29; Thomas Dedham",,,,Document,Q8301,,
"18 Henry VIII, June 4; William Garsyngton",,,,Document,Q8301,,
"18 Henry VIII, June 4; Alicia Moore",,,,Document,Q8301,,
"18 Henry VIII, June 4; Thomas Dedham",,,,Document,Q8301,,
"19 Henry VIII, April 25 ?; Thomas Dedham",,,,Document,Q8301,,
"19 Henry VIII, May 2; John Crispe",,,,Document,Q8301,,
"19 Henry VIII, May 2; Thomas Andrewe",,,,Document,Q8301,,
"23 Henry VIII, April 17; Thomas Archer",,,,Document,Q8301,,
"25 Henry VIII, May 15; Edward Purdy",,,,Document,Q8301,,
"27 Henry VIII, June 9; John Coterell",,,,Document,Q8301,,
"29 Henry VIII, October 24; John Harvy, Gent.",,,,Document,Q8301,,
"29 Henry VIII, October 24; Edward Saunders",,,,Document,Q8301,,
"29 Henry VIII, October 24; John Lynne",,,,Document,Q8301,,
"30 Henry VIII, October 21; Edward Saunders",,,,Document,Q8301,,
"31 Henry VIII, November 4; William Page (Signed by Rychard Ryche, Chancellor of Court of Augmentations)",,,,Document,Q8301,,
"33 Henry VIII, April 27; Richard Cotterell",,,,Document,Q8301,,
"33 Henry VIII, April 27; John Lyn",,,,Document,Q8301,,
"33 Henry VIII, May 11; Robert Terree de Burgate",,,,Document,Q8301,,
"36 Henry VIII, April 25; Thomas Bugge",,,,Document,Q8301,,
"1 Edward VI, October 26; 1. John Hoberd de Botysdale 2. John Smyth alias Ede",,,,Document,Q8301,,
"3 Edward VI, October 3; Robert Marten",,,,Document,Q8301,,
"4 Edward VI, October 2; Thomas Bugg",,,,Document,Q8301,,
"5 Edward I, September 28; John Corbold",,,,Document,Q8301,,
"1&2 Philip and Mary, October 8; Richard Cotterell 1554",,,,Document,Q8301,,
"2&3 Philip and Mary, October 3; Thomas Colton",,,,Document,Q8301,,
"3&4 Philip and Mary, September 17; Robert Burlyngham",,,,Document,Q8301,,
"2 Elizabeth, 21 October; Alicia Lynne",,,,Document,Q8301,,
"15 Elizabeth, March 25; John Typtot",,,,Document,Q8301,,
"27 Elizabeth, September 16; Robert Miles",,,,Document,Q8301,,
"41 Elizabeth, October 3; Henry Roughte",,,,Document,Q8301,,
"41 Elizabeth, October 3; John Browne son and heir of John Brown, deceased.",,,,Document,Q8301,,
"41 Elizabeth, October 3; Marion Mortimer",,,,Document,Q8301,,
"41 Elizabeth, October 3; Marion Banister",,,,Document,Q8301,,
"41 Elizabeth, October 3; 1. Barberia Browne 2. John Browne",,,,Document,Q8301,,
"42 Elizabeth, October 1; 1. Barbaria Browne 2. John Browne",,,,Document,Q8301,,
"42 Elizabeth, October 1; John Sewell",,,,Document,Q8301,,
33-35 Henry VIII,,,,Document,Q8301,,
2-3 Henry IV,,,,Document,Q8301,,
12-13 Henry IV,,,,Document,Q8301,,
24 Henry VII (View of Copyholders),,,,Document,Q8301,,
26 Henry VIII (Sullyes in Reydon only; Extent),,,,Document,Q8301,,
(Rental),,,,Rent;Document,Q5029;Q8031,,
(Rental; Paper),,,,Rent;Document,Q5029;Q8031,,
Undated; Particular,,,,Document,Q8301,,
Undated; Abstract of Title,,,,Document,Q8301,,
Post 17 Elizabeth; Concerning Strays,,,,Document,Q8301,,
Undated; Rental,,,,Rent;Document,Q5029;Q8031,,
Post 41 Elizabeth; Rental,,,,Rent;Document,Q5029;Q8031,,
14 Henry VII or VIII; Bill for Repairs of Whersted Hall,,,,Bill,Q39226,,
14 Henry VII or VIII; Bill for Repair of Reydon Mill,,,,Bill,Q39226,,
8-9 Henry VIII; Steward's Account of Repairs at Reydon,,,,Accounts,Q7851,,
"21 Henry VIII, October 2; Particular of lands of Johanne, Brigit, Anne and Mary Bures",,,,Document,Q8301,,
36 Henry VIII; Bill for Repairs done at Reydon Mill,,,,Bill,Q39226,,
"37 Henry VIII, September 29; Account for Half year at Reidon",,,,Accounts,Q7851,,
4&5 Philip and Mary; Woodsales Account for Reydon,,,,Accounts,Q7851,,
1563; Memorandum on holding courts,,,,Memorandum,Q20496,,
Undated; Abstract of Title for Acketon (Parchment),,,,Document,Q8301,,
39 Henry VI - 1 Edward IV,,,,Document,Q8301,,
1-2 Edward IV,,,,Document,Q8301,,
2-3 Edward IV,,,,Document,Q8301,,
3-4 Edward IV,,,,Document,Q8301,,
4-5 Edward IV,,,,Document,Q8301,,
5-6 Edward IV,,,,Document,Q8301,,
6-7 Edward IV,,,,Document,Q8301,,
7-8 Edward IV,,,,Document,Q8301,,
8-9 Edward IV,,,,Document,Q8301,,
9-10 Edward IV,,,,Document,Q8301,,
10-11 Edward IV,,,,Document,Q8301,,
11-12 Edward IV,,,,Document,Q8301,,
17-18 Edward IV,,,,Document,Q8301,,
18-19 Edward IV,,,,Document,Q8301,,
38 Henry VIII - 1 Edward VI (Paper),,,,Document,Q8301,,
Undated (Firmal),,,,Document,Q8301,,
"23 Henry VIII, Nov. 13 (Rental and Firmal)",,,,Rent;Document,Q5029;Q8031,,
"23 Henry VIII, Nov. 13 (Rental and Firmal; Paper with Parchment Cover)",,,,Rent;Document,Q5029;Q8031,,
"10 Henry VIII, 9 June; John Grene",,,,Document,Q8301,,
"14 Henry VIII, October 30; John Grene",,,,Document,Q8301,,
"2 Elizabeth, August 6; William and Robert Brett",,,,Document,Q8301,,
"13 Elizabeth, October 9; Thomas Brett",,,,Document,Q8301,,
5-6 Henry VI,,,,Document,Q8301,,
16-17 Henry VI,,,,Document,Q8301,,
23-24 Henry VI,,,,Document,Q8301,,
13-14 Edward IV,,,,Document,Q8301,,
Undated; Steward's Account,,,,Accounts,Q7851,,
Undated; Survey of lands acquired from Duke of Norfolk in exchange for manor cf Brissingham,,,,Property survey,Q8394,,
Undated; Memorandum,,,,Memorandum,Q20496,,
Undated; Customel,,,,Document,Q8301,,
"9 Elizabeth, May 12; Survey or Particular",,,,Property survey,Q8394,,
"Particular of the lands in Shyrlockes assigned by Sir Thomas Cornwalys to Sir Nicholas Bacon, Lord Keeper, 1568",,,,Document,Q8301,,
Woodsales Account,,,,Accounts,Q7851,,
Undated; Survey; With Receipt for Henry Cornwalleis 27 September 1587,,,,Property survey,Q8394,,
"Steward's Bill of ""repracons""",,,,Bill,Q39226,,
Undated; Abstract of Title for Sir Edmund Bacon,,,,Document,Q8301,,
1599; Woodsales Account,,,,Accounts,Q7851,,
Undated; Memorandum of lands (Richard Shyrlok),,,,Memorandum,Q20496,,
Undated; Rental fragment,,,,Rent;Document,Q5029;Q8031,,
Undated; Rental of Bongey,,,,Rent;Document,Q5029;Q8031,,
Undated; Plat (colored) of Shirlokkes,,,,Document,Q8301,,
Undated; Woodsales Account,,,,Accounts,Q7851,,
Undated; Steward's Bill,,,,Bill,Q39226,,
9 Henry V - I Henry VI,,,,Document,Q8301,,
1-2 Henry VI,,,,Document,Q8301,,
7-8 Henry VI,,,,Document,Q8301,,
9-10 Henry VI,,,,Document,Q8301,,
13-14 Henry VI,,,,Document,Q8301,,
15-16 Henry VI,,,,Document,Q8301,,
17-18 Henry VI,,,,Document,Q8301,,
19-20 Henry VI,,,,Document,Q8301,,
21-22 Henry VI,,,,Document,Q8301,,
30-31 Henry VI,,,,Document,Q8301,,
32-33 Henry VI,,,,Document,Q8301,,
34-35 Henry VI,,,,Document,Q8301,,
38-39 Henry VI,,,,Document,Q8301,,
21-22 Edward IV,,,,Document,Q8301,,
35 Henry VIII; Rental of William Bakon,,,,Rent;Document,Q5029;Q8031,,
Post 37 Henry VIII; Abstract of Title of Asteley from the Feudary Books of the Exchequer,,,,Document,Q8301,,
"Post 38 Henry VIII; ""Presidents for felling of Tymber""",,,,Document,Q8301,,
Undated; Value of Sir William Butts lands,,,,Document,Q8301,,
"Charges for Repair of Thornage Myll, 1575",,,,Document,Q8301,,
"Steward's Allowances Account for Studye, 1586",,,,Accounts,Q7851,,
"Bayliff's receipt for wethers & Ra""Ms"", 1586",,,,Receipt,Q5981,,
"Memorandum re: Robert Pownser's Keeping Sheep, 1586",,,,Memorandum,Q20496,,
Account of Rent Issuinge out of the manor of Eggemere,,,,Accounts,Q7851,,
Woodsales Account of Melton and Eggefel,,,,Accounts,Q7851,,
"32 Elizabeth, September 29; Bailiff's Account for Melton & Eggfeld",,,,Accounts,Q7851,,
"32 Elizabeth, Woodsales Account of Eggfeld",,,,Accounts,Q7851,,
"Post 314 Elizabeth Survey of the ""landes of the demeanes lately graunted out of the lordes handes""",,,,Property survey,Q8394,,
Edggfeld Woodsales Account,,,,Accounts,Q7851,,
Steward's Allowances Account for Studdie,,,,Accounts,Q7851,,
13 Henry VIII (Rental),,,,Rent;Document,Q5029;Q8031,,
"21 Edward III, June 12; Christopher, son and heir of Hugh Meppelle",,,,Document,Q8301,,
"29 Edward III, December 10; John and Katherine Lipsom",,,,Document,Q8301,,
"33 Edward III, October 23; Robert _____?",,,,Document,Q8301,,
"37 Edward III, September 26; Nicholas March",,,,Document,Q8301,,
"18 Richard II, 12 March; Elias _____?",,,,Document,Q8301,,
"4 Henry V, December 12; John Weston",,,,Document,Q8301,,
Undated; Robert Cosler,,,,Document,Q8301,,
"10 Henry VIII, May 25; John and Margaret Eglyn",,,,Document,Q8301,,
"33 Henry VIII, March 22; Henry Brandon",,,,Document,Q8301,,
"6 Elizabeth, June 3; Henry Dennye (Paper) Note in English on Verso re: descent of manor from Duke of Norfolk",,,,Document,Q8301,,
"6 Elizabeth, June 3, Copy of Surrender of Sir Denny's Lands to the Lord Keeper",,,,Document,Q8301,,
"42 Elizabeth, October 23; Thomas Sharlowe, Gent.",,,,Document,Q8301,,
11-12 Richard II,,,,Document,Q8301,,
13-14 Richard II,,,,Document,Q8301,,
14-15 Richard II,,,,Document,Q8301,,
15-16 Richard II,,,,Document,Q8301,,
"Undated; Rectory of Dyklebourne; Particular (for Mr. Bacon, Collector, Court of Augmentations)",,,,Document,Q8301,,
"1588, September 29; Culford; Balyve's Account of Corne Rent, 1588",,,,Accounts,Q7851,,
32 Elizabeth; Riborough; Steward's Account,,,,Accounts,Q7851,,
"Culford ?; Steward's Account, 1590",,,,Accounts,Q7851,,
Riborough; Steward's Account,,,,Accounts,Q7851,,
"Culford ?; Steward's Account, 1598",,,,Accounts,Q7851,,
"2, 5, 6 Edward VI",,,,Document,Q8301,,
"22 Elizabeth, Trinity, Michaelmas",,,,Document,Q8301,,
"27 Elizabeth, Trinity; 27-28 Elizabeth, Michaelmas; 28 Elizabeth, Hillary",,,,Document,Q8301,,
"28 Elizabeth, Pasche",,,,Document,Q8301,,
"28 Elizabeth, Trinity",,,,Document,Q8301,,
"29 Elizabeth, Hillary",,,,Document,Q8301,,
"29 Elizabeth, Pasche, Trinity",,,,Document,Q8301,,
"29-30 Elizabeth, Michaelmas",,,,Document,Q8301,,
"30 Elizabeth, Hillary, Trinity",,,,Document,Q8301,,
"30-31 Elizabeth, Michaelmas",,,,Document,Q8301,,
"31 Elizabeth, Pache",,,,Document,Q8301,,
"31 Elizabeth, Trinity",,,,Document,Q8301,,
"34 Elizabeth, Hillary, Pasche, Michaelmas",,,,Document,Q8301,,
"35 Elizabeth, Pasche, Trinity",,,,Document,Q8301,,
"Undated (Rental; Paper, with Parchment cover on verso of which is half of legal document involving Wingfeld College)",,,,Rent;Document,Q5029;Q8031,,
36 Henry VI (Arrearages of Bailiff's Account; Paper),,,,Accounts,Q7851,,
21-22 Henry VII,,,,Document,Q8301,,
Post 35 Henry VIII (Paper),,,,Document,Q8301,,
Temps Edward VI?(Paper),,,,Document,Q8301,,
Temps Edward VI (Paper),,,,Document,Q8301,,
12-13 Henry VI,,,,Document,Q8301,,
"14 Richard II, June 11; Adam and Katherine Howard (Huntynfeld)",,,,Document,Q8301,,
Undated; Simon Joliff (No place),,,,Document,Q8301,,
17-18 Edward III,,,,Document,Q8301,,
25-26 Edward III,,,,Document,Q8301,,
28-29 Edward III,,,,Document,Q8301,,
36-37 Edward III,,,,Document,Q8301,,
38-39 Edward III,,,,Document,Q8301,,
39-40 Edward III,,,,Document,Q8301,,
3-4 Richard II,,,,Document,Q8301,,
6-7 Richard II,,,,Document,Q8301,,
9-10 Richard II,,,,Document,Q8301,,
12-13 Richard II,,,,Document,Q8301,,
16-17 Richard II,,,,Document,Q8301,,
17-18 Richard II,,,,Document,Q8301,,
18-19 Richard II,,,,Document,Q8301,,
19-20 Richard II,,,,Document,Q8301,,
20-21 Richard II,,,,Document,Q8301,,
21-22 Richard II,,,,Document,Q8301,,
22-23 Richard II,,,,Document,Q8301,,
15-16 Edward IV,,,,Document,Q8301,,
18 Edward IV (Nativity John Baptist Michaelmas),,,,Document,Q8301,,
22 Edward IV - 1 Richard III,,,,Document,Q8301,,
1-2 Henry VII,,,,Document,Q8301,,
2-3 Henry VII,,,,Document,Q8301,,
3-4 Henry VII,,,,Document,Q8301,,
4-5 Henry VII,,,,Document,Q8301,,
5-6 Henry VII,,,,Document,Q8301,,
6-7 Henry VII,,,,Document,Q8301,,
7-8 Henry VII,,,,Document,Q8301,,
8-9 Henry VII,,,,Document,Q8301,,
9-10 Henry VII,,,,Document,Q8301,,
10-11 Henry VII,,,,Document,Q8301,,
11-12 Henry VII,,,,Document,Q8301,,
12-13 Henry VII,,,,Document,Q8301,,
13-14 Henry VII,,,,Document,Q8301,,
14-15 Henry VII,,,,Document,Q8301,,
15-16 Henry VII,,,,Document,Q8301,,
17-18 Henry VII,,,,Document,Q8301,,
23-24 Henry VII (with Wythingset als. Wetheryngsette),,,,Document,Q8301,,
21-22 Henry VIII (Wetheryngsette and Hecham),,,,Document,Q8301,,
33-34 Henry VIII,,,,Document,Q8301,,
"15-16 Henry VII; Toowaters, Parish of Hemla""Ms""ted, Herts (Robert Bures)",,,,Document,Q8301,,
Undated; Bryssingham; Particular,,,,Document,Q8301,,
"1575, February 15; ""The libertyes of Gle""Ms""ford which the Busshopp of Ely claymathe"", 1575",,,,Document,Q8301,,
"39 Elizabeth, July; Gislingham and Goldingham; Extent (Parchment)",,,,Document,Q8301,,
Undated; No Place; Rental Fragment,,,,Rent;Document,Q5029;Q8031,,
"Undated; Colne, Essex; Survey (Parchment)",,,,Property survey,Q8394,,
11-13 John de Northwold Abbot (18-19 Ed I),,,,Document,Q8301,,
19-20 Edward III (Chamberlain's Account),,,,Accounts,Q7851,,
32-33 Edward III (Chamberlain's Account),,,,Accounts,Q7851,,
7 William Cratfeld Abbot (20 Rd II),,,,Document,Q8301,,
30-31 Edward I or III(Cellerer's Account),,,,Accounts,Q7851,,
Undated (Verso has note concerning William Rede),,,,Document,Q8301,,
Undated,,,,Document,Q8301,,
35 Henry VIII (Paper),,,,Document,Q8301,,
On the Account,,,,Accounts,Q7851,,
1589; On the Account,,,,Accounts,Q7851,,
40 Henry III(Feast St. Peter ad Vincula),,,,Document,Q8301,,
46-47 Henry III (St. Michael to St. Mary Magdalena),,,,Document,Q8301,,
46-47 Henry III (St. Michael to St. Mary Magdalena) (Visus),,,,Document,Q8301,,
48-49 Henry III (St. Michael to St. Peter ad Vincula),,,,Document,Q8301,,
52 Henry III (St. Scholasticus to St. Margaret),,,,Document,Q8301,,
52-53 Henry III (St. Margaret to St. Margaret),,,,Document,Q8301,,
55-56 Henry III (St. Margaret to St. Margaret),,,,Document,Q8301,,
56-57 Henry III (St. Margaret to St. Margaret,,,,Document,Q8301,,
57 Henry III - 1 Edward I (St. Margaret to St. Margaret),,,,Document,Q8301,,
10-11 Edward I (St. Margaret to St. Margaret),,,,Document,Q8301,,
11-12 Edward I (St. Margaret to St. Margaret),,,,Document,Q8301,,
18-19 Edward I (St. Margaret to St. Margaret),,,,Document,Q8301,,
19-20 Edward I (St. Margaret to St. Margaret),,,,Document,Q8301,,
20-21 Edward I (St. Margaret to St. Margaret),,,,Document,Q8301,,
23-24 Edward I (Michaelmas to Michaelmas),,,,Document,Q8301,,
24-25 Edward I,,,,Document,Q8301,,
27-28 Edward I,,,,Document,Q8301,,
29-30 Edward I,,,,Document,Q8301,,
30-31 Edward I,,,,Document,Q8301,,
32-33 Edward I,,,,Document,Q8301,,
33-34 Edward I,,,,Document,Q8301,,
34-35 Edward I,,,,Document,Q8301,,
1 Edward II,,,,Document,Q8301,,
1-2 Edward II,,,,Document,Q8301,,
2-3 Edward II,,,,Document,Q8301,,
3-4 Edward II,,,,Document,Q8301,,
6-7 Edward II,,,,Document,Q8301,,
8-9 Edward II,,,,Document,Q8301,,
10-11 Edward II,,,,Document,Q8301,,
12-13 Edward II,,,,Document,Q8301,,
13-14 Edward II,,,,Document,Q8301,,
14-15 Edward II,,,,Document,Q8301,,
15-16 Edward II,,,,Document,Q8301,,
17-18 Edward II,,,,Document,Q8301,,
18-19 Edward II,,,,Document,Q8301,,
19-20 Edward II,,,,Document,Q8301,,
