name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Sarūrī, Ismāʻīl ibn Pīr Muḥammad",former owner,سرورى، اسماعيل بن پير محمد،,,,,,,,human,Ismāʻīl ibn Pīr Muḥammad Sarūrī,Q124130520,Q28047
"Raz̤avī, Mīr Ghulām Ḥusayn",author,رضوى، مير غلام حسين,,,,,,,human,Mīr Ghulām Ḥusayn Raz̤avī,Q124130516,Q28046
"Sayyid ʻAbd al-Taqī ibn Mīrzā ʻAbd al-Samīʻ al-Ḥusaynī al-Mūsavī al-Shīrāzī, active 1828",scribe,سيد عبد التقى بن ميرزا عبد السميع الحسينى الموسوى الشيرازى، active 1828،,,,,,,,human,Sayyid ʻAbd al-Taqī ibn Mīrzā ʻAbd al-Samīʻ al-Ḥusaynī al-Mūsavī al-Shīrāzī,Q124130521,Q28045
"Lāhūrī, Imām al-Dīn ibn Luṭf Allāh",author,لاهوري، امام الدين بن لطف الله,,,,,,,human,Imām al-Dīn ibn Luṭf Allāh Lāhūrī,Q124130491,Q28044
"Qūshjī, ʻAlī ibn Muḥammad, -1474 or 1475",author,قوشجى، على بن محمد، -1474 or 1475,http://id.loc.gov/authorities/names/nr90029107,,,,,,human,Ali Qushji,Q423644,Q3203
"Ibn Abī Zayd al-Qayrawānī, ʻAbd Allāh ibn ʻAbd al-Raḥmān, active 10th century",author,ابن ابي زيد القيرواني، عبد الله بن عبد الرحمن، active 10th century,http://id.loc.gov/authorities/names/n82235929,,,,,,human,Ibn Abi Zayd al-Qayrawani,Q5984167,Q27888
"Maghribī, Muḥyī al-Dīn, -approximately 1281",author,مغربي، محيي الدين، -approximately 1281,,,,,,,human,Muhyi al-Dīn al-Maghribī,Q2474377,Q28024
"Āz̲ar Baygdilī, Luṭf ʻAlī ibn Āqā Khān, 1721 or 1722-1780 or 1781",author,"آذر بىگدلى، لطف على بن آقا خان،, 1721 or 1722-1780 or 1781",,,,,,,human,Azar Bigdeli,Q4116548,Q28026
"Muṣliḥ al-Dīn al-Lārī, Muḥammad ibn Ṣalāḥ, -1571 or 1572",author,مصلح الدين اللاري، محمد بن صلاح، -1571 or 1572,,,,,,,human,Al-Larí,Q16162398,Q28021
"Muḥammad Amīn ibn Ibrāhīm, active 1683",scribe,محمد امين بن ابراهيم، active 1683،,,,,,,,human,Muḥammad Amīn ibn Ibrāhīm,Q124130499,Q28022
"Birjandī, ʻAbd al-ʻAlī ibn Muḥammad ibn Ḥusayn, active 16th century",author,برجندى، عبد العلى بن محمد بن حسين، active 16th century,http://id.loc.gov/authorities/names/nr93001807,,,,,,human,ʿAbd-al-ʿAlī Ibn-Muḥammad al Birǧandī,Q114413753,Q457
Aḥmad al-Mudarris,former owner,احمد المدرس،,,,,,,,human,Aḥmad al-Mudarris,Q114242427,Q40091
"Sunbulī, Muḥammad Darvīsh Nūr al-Dīn, active 1862",former owner,سنبلى، محمد درويش نور الدين، active 1862,,,,,,,human,Muḥammad Darvīsh Nūr al-Dīn Sunbulī,Q114242498,Q41731
"Fenâî, Laʻlî Meḥmed",author,فنائى، لعلى محمد,,,,,,,human,Laʻlî Meḥmed Fenâî,Q113826477,Q40642
Nūr al-Dīn Darvīsh,former owner,نور الدين درويش،,,,,,,,human,Nūr al-Dīn Darvīsh,Q114242540,Q41352
"Sunbulī, Muḥammad Darvīsh Nūr al-Dīn, active 1862",former owner,سنبلي، محمد درويش نور الدين، active 1862,,,,,,,human,Muḥammad Darvīsh Nūr al-Dīn Sunbulī,Q114242498,Q41731
"İbrahim Efendi, 1589-1654",author,ابراهيم افندى، 1589-1654,,,,,,,human,Ibrahim Efendi,Q6073533,Q40941
"Darvīsh Abū Bakr ibn ʻUthmān, active 1792",scribe,درويش ابو بكر بن عثمان، active 1792,,,,,,,human,Darvīsh Abū Bakr ibn ʻUthmān,Q114242432,Q40502
"Khākiyānī, Darvīsh Aḥmad, active 1801",former owner,خاكيانى، درويش احمد، active 1801,,,,,,,human,Darvīsh Aḥmad Khākiyānī,Q114242465,Q41065
"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, 1627 or 1628-approximately 1699",author,مجلي، محمد باقر بن محمد تقي، 1627 or 1628-approximately 1699,,,,,,,human,Muhammad Baqir Majlisi,Q755939,Q28037
"Iṣfahānī, Jaʻfar ibn Muḥammad, active 1800",scribe,اصفهاني، جعفر بن محمد، active 1800،,,,,,,,human,Jaʻfar ibn Muḥammad Iṣfahānī,Q124130475,Q28038
"Abū al-Fatḥ ibn Abī al-Ḥasan, al-Sāmirī, active 1355",author,ابو الفتح بن ابي الحسن، السامري، active 1355,,,,,,,human,Abu l-Fath,Q3603860,Q28056
"Ibn Nāṣir al-Darʻī, Aḥmad ibn Muḥammad, 1647-1717",author,ابن ناصر الدرعي، احمد بن محمد، 1647-1717,,,,,,,human,Ahmed ibn Nasir,Q4696101,Q28057
"Ṣāyiqī, Maqdūd ibn ʻUmar",scribe,صايقي، مقدود بن عمر،,,,,,,,human,Maqdūd ibn ʻUmar Ṣāyiqī,Q124130555,Q28058
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,ابن هشام، عبد الله بن يوسف، 1309-1360,http://id.loc.gov/authorities/names/n82220489,,,,,,human,Ibn Hisham Al-Ansari,Q6538102,Q3796
Saʻīd ibn al-Shaykh Aḥmad,former owner,سعيد بن الشيخ احمد،,,,,,,,human,Saʻīd ibn al-Shaykh Aḥmad,Q124130523,Q28059
"Dawraqī, Masʻūd ibn Ḥusayn",scribe,دورقي، مسعود بن حسين،,,,,,,,human,Masʻūd ibn Ḥusayn al-Dawraqī,Q124130451,Q28060
"Ibn al-Kharrāṭ, ʻAbd al-Ḥaqq ibn ʻAbd al-Raḥmān, 1116 or 1117-1185",author,ابن الخراط، عبد الحق بن عبد الرحمن، 1116 or 1117-1185,http://id.loc.gov/authorities/names/nr92014850,,,,,,human,Ibn al-Kharrāṭ,Q12222548,Q12297
"Gottheil, Richard J. H. 1862-1936",former owner,,,,,,,,human,Richard James Horatio Gottheil,Q372586,Q27977
"Gray, Louis H. 1875-1955",former owner,,,,,,,,human,Louis Herbert Gray,Q6687378,Q27976
"Kāzarūnī, Muḥammad ibn Shadīd",scribe,كازروني، محمد بن شديد,,,,,,,human,Muḥammad ibn Shadīd Kāzarūnī,Q124130490,Q27926
Aḥmad ibn Muṣṭafá,former owner,احمد بن مصطفى,,,,,,,human,Aḥmad ibn Muṣṭafá,Q124130446,Q27927
Muḥammad ʻĀrif Bīr Miʻmārān,former owner,محمد عارف بير معماران,,,,,,,human,Muḥammad ʻĀrif Bīr Miʻmārān,Q124130504,Q27928
Omar Khayyam,author,عمر خيام,,,,,,,human,Omar Khayyám,Q35900,Q27967
"Muḥammad ʻAbd al-Subḥān, active 1688",scribe,محمد عبد السبحان، active 1688,,,,,,,human,Muḥammad ʻAbd al-Subḥān,Q124130501,Q27968
"Jibrīl, Zayn al-Dīn Muḥammad, active 15th century-16th century",author,"جبريل، زين الدين محمد, active 15th century-16th century",,,,,,,human,Zayn al-Dīn Muḥammad Jibrīl,Q124130482,Q27969
Muḥammad ʻAwwād ibn Ḥusayn Afandī,former owner,محمد عواد بن حسين افندي,,,,,,,human,Muḥammad ʻAwwād ibn Ḥusayn Afandī,Q124130503,Q27970
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?",author,تفتازاني، مسعود بن عمر، 1322-1389?,,human,Taftazani,Q764947,DSNAME1768,Q12298,,,,
"Jabartī, Maḥmūd ibn Ḥusayn ibn ʻAbd Allāh",scribe,جبرتي، محمود بن حسين بن عبد الله,,,,,,,human,Maḥmūd ibn Ḥusayn ibn ʻAbd Allāh Jabartī,Q124130479,Q27974
"Birgivî Mehmet Efendi, approximately 1522-1573",author,"بركوي, محمد إفندي، approximately 1522-1573",,,,,,,human,Imam Birgivi,Q167660,Q12361
"Kâtip Boşnāḳ Ibrāhīm ibn Aḥmet, active 1726",scribe,كاتب بشناق ابراهيم ابن احمد، active 1726,,,,,,,human,Kâtip Boşnāḳ Ibrāhīm ibn Aḥmet,Q124130488,Q27978
Emîr Süleyman,former owner,,,,,,,,human,Süleyman Çelebi,Q1095044,Q27979
"Bukhārī, Muḥammad ibn Ismāʻīl, 810-870",author,بخاري، محمد بن اسماعيل، 810-870,http://id.loc.gov/authorities/names/n81055666,,,,,,human,Muḥammad ibn Ismaeel al-Bukhārī,Q241026,Q12270
Mūbid Jamshīd Pashūtan Hurmazdʹyār Jāmāsp Sanjānah,scribe,موبد جمشيد پشوتن هرمزديار جاماسپ سنجانه,,,,,,,human,Mūbid Jamshīd Pashūtan Hurmazdʹyār Jāmāsp Sanjānah,Q124130507,Q27959
"Ashburner, Manookjee Sorabjee",former owner,,,,,,,,human,Manookjee Sorabjee Ashburner,Q124130445,Q27961
"Modi, Jivanji Jamshedji, Sir, 1854-1933",former owner,,,,,,,,human,Jivanji Jamshedji Modi,Q6203454,Q27960
"Vella, Giuseppe, -1815",author,,http://id.loc.gov/authorities/names/n91103428,,,,,,human,Giuseppe Vella,Q1658837,Q27889
"Fārūqī, Fatḥ Allāh ibn Muṣṭafá ibn ʻAbd al-Shakūr, active approximately 16th century-17th century",author,فاروقى، فتح الله بن مصطفى بن عبد الشکور، active approximately 16th century-17th century,,,,,,,human,Fatḥ Allāh ibn Muṣṭafá ibn ʻAbd al-Shakūr Fārūqī,Q114242419,Q40633
"Anṭākī, Dāʼūd ibn ʻUmar, -1599",author,انطاكي، داود بن عمر، -1599,,,,,,,human,Dawud al-Antaki,Q6768027,Q28051
"Qāsī, ʻAbd al-Laṭīf ibn Aḥmad, active 1713",scribe,قاسي، عبد اللطيف بن احمد، active 1713،,,,,,,,human,ʻAbd al-Laṭīf ibn Aḥmad al-Qāsī,Q124130514,Q28052
"Nāʻimat, Ilyās ibn Yūsuf, active 1798",former owner,ناعمت، الياس بن يوسف، active 1798،,,,,,,,human,Ilyās ibn Yūsuf Nāʻimat,Q124130511,Q28053
"Bassett, James, 1834-1906",former owner,,,,,,,,human,James Bassett,Q6129463,Q18646
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسى، نصير الدين محمد بن محمد، 1201-1274,http://id.loc.gov/authorities/names/n82136884,,,,,,human,Nasir al-Din al-Tusi,Q302835,Q2837
"Ṭūsī, Muḥammad Bāqir ibn Muḥammad Jaʻfar",scribe,طوسي، محمد باقر بن محمد جعفر،,,,,,,,human,Ibn Muḥammad Jaʻfar Muḥammad Bāqir al-Sharīf al-Naṣīr al-Ṭūsī,Q124130557,Q28030
"Jamālī, Faḍīl ibn ʻAlī, active 1551",author,جمالي، فضيل بن علي، active 1551,,,,,,,human,Faḍīl ibn ʻAlī Jamālī,Q124130480,Q28031
"ʻAbd al-Karīm ibn ʻAlī ibn Ramaḍān, active approximately 1551",scribe,عبد الكريم بن علي بن رمضان، active approximately 1551،,,,,,,,human,ʻAbd al-Karīm ibn ʻAlī ibn Ramaḍān,Q124130539,Q28032
"Muḥammad al-Amīn, active 1785",scribe,محمد الامين، active 1785،,,,,,,,human,Muḥammad al-Amīn,Q114242534,Q28033
"Ḥāfiẓ Ibrāhīm ibn Muṣṭafá, active 1812",scribe,حافظ ابراهيم بن مصطفى، active 1812,,,,,,,human,Ḥāfiẓ Ibrāhīm ibn Muṣṭafá,Q124130552,Q28039
"Bhāskarācārya, 1114-",author,"باسکراکاریا, 1114-",,,,,,,human,Bhāskara II,Q213385,Q27895
Surkhāb,author,سرخاب,,,,,,,human,Surkhāb,Q114242497,Q27899
"Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436",author,"قاضي‌زاده، موسى بن محمد, -approximately 1436",http://id.loc.gov/authorities/names/nr90001949,,,,,,human,Qāḍī Zāda al-Rūmī,Q1386256,Q3209
"Autolycus, of Pitane, approximately 360 B.C.-approximately 290 B.C.",author,,,human,Autolycus of Pitane,Q451390,DSNAME3109,Q27896,,,,
Euclid,author,,http://id.loc.gov/authorities/names/n50043341,,,,,,human,Euclid,Q8747,Q3166
"Āmulī, Rukn ibn Sharaf al-Dīn, active 1456",author,"آملى، رکن بن شرف الدىن, active 1456",,,,,,,human,Rukn ibn Sharaf al-Dīn Āmulī,Q114242429,Q27892
"Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235",author,"ابن الفارض، عمر بن علي, 1181 or 1182-1235",,,,,,,human,Ibn al-Farid,Q203142,Q12320
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360",author,"ابن هشام، عبد الله بن يوسف, 1309-1360",http://id.loc.gov/authorities/names/n82220489,,,,,,human,Ibn Hisham Al-Ansari,Q6538102,Q3796
"Rajbānī, Muṣṭafā ibn Salīm ibn ʻAbd al-Qādir",former owner,رجباني، مصطفا بن سليم بن عبد القادر,,,,,,,human,Muṣṭafā ibn Salīm ibn ʻAbd al-Qādir Rajbānī,Q114242507,Q27897
"Shanawānī, Abū Bakr ibn Ismāʻīl, 1551 or 1552-1610 or 1611",author,شنواني، ابو بكر بن اسماعيل، 1551 or 1552-1610 or 1611,,,,,,,human,Abū Bakr ibn Ismāʻīl Shanawānī,Q28715208,Q27920
"Būsnawī, Ḥusayn",scribe,بوسنوي، حسين,,,,,,,human,Ḥusayn Būsnawī,Q113818240,Q27915
"Iṣfahānī, Muḥammad",scribe,اصفهاني، محمد,,,,,,,human,Muḥammad Iṣfahānī,Q114242513,Q27916
"Turkumānī, Kamāl al-Dīn, active 1354",author,تركماني، كمال الدين، active 1354,,,,,,,human,Kamāl al-Dīn Turkumānī,Q124130532,Q27912
"Khuwārizmī, Ḥusām ibn Fakhr al-Dīn",scribe,خوارزمي، حسام بن فخر الدين,,,,,,,human,Ḥusām ibn Fakhr al-Dīn Khuwārizmī,Q124130486,Q27913
"ʻAlawī, ʻAlī",scribe,علوى، على,,,,,,,human,ʻAlī ʻAlawī,Q124130541,Q27925
"Theodosius, active 1st century B.C.",author,,,,,,,,human,Theodosius of Bithynia,Q1266186,Q27893
"Khayābānī, Muḥammad ʻAlī al-Tabrīzī",scribe,تبريزي، محمد علي,,human,Muḥammad ʻAlī al-Tabrīzī Khayābānī,Q132752861,DSNAME8140,Q75558,,,,
"Ibn Ḥabīb al-Ḥalabī, Badr al-Dīn al-Ḥasan ibn ʻUmar, 1310-1377",author,ابن حبيب الحلبي، بدر الدين الحسن بن عمر، 1310-1377,,,,,,,human,Ibn Habib al-Halabi,Q42298972,Q27923
"Ghazzī, Aḥmad ibn Qāsim, -1575",author,غزي، احمد بن قاسم، -1575,,,,,,,human,Aḥmad ibn Qāsim Ghazzī,Q124130455,Q27924
"Vehbi, approximately 1719-1809",author,وهبي، approximately 1719-1809,,,,,,,human,Sünbülzade Vehbi,Q2382139,Q27929
ʻAlī ʻĀs̜iḳ Ṣāfī,scribe,علي عاشق صافي,,,,,,,human,ʻAlī ʻĀs̜iḳ Ṣāfī,Q124130547,Q27930
"Tabrīzī, ʻAlāʼ al-Dīn, active 1602",scribe,تبريزى، علاء الدين، active 1602،,,,,,,,human,Alaeddin Tabrizi,Q5772284,Q28025
"Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405",author,مكودي، عبد الرحمن بن علي، -1404 or 1405,,,,,,,human,ʿAbd-ar-Raḥmān Ibn-ʿAlī al- Makkūdī,Q60827863,Q12370
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,ابن الجزري، محمد بن محمد، 1350-1429,,,,,,,human,Ibn al-Jazari,Q4120093,Q12415
"Tatavī, Muḥammad Fāz̤il ibn Abū al-Faz̤l, active 1698",scribe,تتوى، محمد فاضل بن ابو الفضل، active 1698،,,,,,,,human,Muḥammad Fāz̤il ibn Abū al-Faz̤l Tatavī,Q114242496,Q41743
"Jahānʹābādī, ʻAbd al-Rashīd",former owner,جهان‌آبادى، عبد الرشيد،,,,,,,,human,ʻAbd al-Rashīd Jahānʹābādī,Q114242447,Q40975
"Qādirī, Muḥammad, active 17th century",author,قادري، محمد، active 17th century,,human,Muḥammad Qādirī,Q132752862,DSNAME8141,Q75559,,,,
"Niẓāmī Bākharzī, ʻAbd al-Vāsiʻ, -1503 or 1504",author,نظامى باخرزى، عبد الواسع، -1503 or 1504,,human,ʻAbd al-Vāsiʻ Niẓāmī Bākharzī,Q132752863,DSNAME8142,Q75560,,,,
"Ibn Ghāzī, Muḥammad ibn Aḥmad, 1437 or 1438-1513",author,ابن غازي، محمد بن احمد، 1437 أو 1438-1513,,,,,,,human,Ibn Ghazi al-Miknasi,Q10299689,Q27944
"ʻAbd al-Qādir ibn Aḥmad, active 1747",scribe,عبد القادر بن احمد، active 1747،,,,,,,,human,ʻAbd al-Qādir ibn Aḥmad,Q124130540,Q27945
"Gunābādī, Muẓaffar ibn Muḥammad Qāsim, -1621 or 1622",author,گنابادى، مظفر بن محمد قاسم، -1621 or 1622,,,,,,,human,Muẓaffar ibn Muḥammad Qāsim Gunābādī,Q124130458,Q27946
Qusṭanṭīn ibn Lūdūlf,former owner,قسطنطين بن لودولف,,,,,,,human,Qusṭanṭīn ibn Lūdūlf,Q114242510,Q27914
"Kafʻamī, Ibrāhīm ibn ʻAlī, 1436 or 1437-1499 or 1500",author,كفعمي، ابراهيم بن علي، 1436 or 1437-1499 or 1500,,,,,,,human,al-Kafʻamī,Q12181714,Q27906
Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,scribe,محمد هادي بن ميرزا عرب الشيرازي,,,,,,,human,Muḥammad Hādī ibn Mīrzā ʻArab al-Shīrāzī,Q114242536,Q27907
"Mullā ʻAbbās Zīvarī, -1898",former owner,ملا عباس زيوري، -1898,,,,,,,human,Mullā ʻAbbās Zīvarī,Q114242539,Q27908
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,http://id.loc.gov/authorities/names/n82136884,,,,,,human,Nasir al-Din al-Tusi,Q302835,Q2837
"Ṣāḥibdād, Sayyid ʻImād al-Dīn ibn Sayyid Mubārak",scribe,صاحب‌داد، سيد عماد الدىن بن سيد مبارک,,,,,,,human,Sayyid ʻImād al-Dīn ibn Sayyid Mubārak Ṣāḥibdād,Q114242503,Q27890
"Mobed Sohrab, Son of Peshotan",scribe,,,,,,,,human,Mobed Sohrab,Q124130497,Q28003
"Sibṭ al-Māridīnī, Badr al-Dīn Muḥammad ibn Muḥammad, 1423-",author,سبط المارديني، بدر الدين محمد بن محمد، 1423-,,,,,,,human,Sibt al-Maridini,Q7507290,Q12506
Rajab ʻAlī Beg,author,رجب علی بیگ,,,,,,,human,Rajab ʻAlī Beg Surūr,Q7512157,Q27894
"ʻInāyat Allāh, -approximately 1671",author,عناية الله، -approximately 1671,,,,,,,human,Shaikh Inayat Allah Kamboh,Q4212231,Q27985
"Narḫīzāde, Muḥammed Muṣīb, active 1720",author,,,,,,,,human,Muḥammed Muṣīb Narḫīzāde,Q124130508,Q27963
"Ḥāfiẓ, active 14th century",author,حافظ، active 14th century,,,,,,,human,Hafez,Q6240,Q10870
"Theodosius, active 1st century B.C.",author,"ثاوذوسيوس, active 1st century B.C.",,,,,,,human,Theodosius of Bithynia,Q1266186,Q27893
"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,,,,,,,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411,Q12408
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221?",author,"جغميني، محمود بن محمد, -1221?",,human,Jaghmini,Q4060361,DSNAME788,Q3189,,,,
"Wahbī, Muḥammad",scribe,وهبي، محمد،,,,,,,,human,Muḥammad Wahbī,Q124130534,Q27919
"Ghazzī, Muḥammad ibn Qāsim, 1454 or 1455-1512 or 1513",author,غزي، محمد بن قاسم، 1454 or 1455-1512 or 1513,http://id.loc.gov/authorities/names/nr91027556 http://id.loc.gov/authorities/names/nr91027556 http://viaf.org/viaf/sourceID/LC%7cnr91027556,,,,,,human,Ghazzī,Q25454625,Q12487
"Ibn al-Habrah, Saʻd ibn Surūd, active 1675",scribe,ابن الهبرة، سعد بن سرود، active 1675,,,,,,,human,Saʻd ibn Surūd al-shahīr bi-Ibn al-Habrah,Q124130467,Q27975
"Amīr Khusraw Dihlavī, approximately 1253-1325",author,امير خسرو دهلوى، approximately 1253-1325,,,,,,,human,Amir Khosrow,Q207817,Q18702
"ʻAṭṭār, Muḥammad Amīn",former owner,عطار، محمد امين,,,,,,,human,Muḥammad Amīn ʻAṭṭār,Q114242484,Q27898
Taqī al-Dīn Naṣr,scribe,تقي الدين نصر,,,,,,,human,Taqī al-Dīn Naṣr al-Ḥanafī,Q124130531,Q27942
Naʻīm,former owner,نعيم،,,,,,,,human,Naʻīm,Q124130510,Q27943
"Jawād al-Baghdādī, Jawād ibn Saʻd, -1654 or 1655",author,جواد البغدادي، جواد بن سعد، -1654 أو 1655,,,,,,,human,Jawād ibn Saʻd Jawād al-Baghdādī,Q124130481,Q27947
"Ismāʻīl ibn Ṣāliḥ, active 1779",scribe,اسماعيل بن صالح، active 1779،,,,,,,,human,Ismāʻīl ibn Ṣāliḥ,Q124130472,Q27982
