genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Detached leaves,aat,,,,,detached leaves,http://vocab.getty.edu/aat/300379890,Q2954
Poems,aat,,,,,poems,http://vocab.getty.edu/aat/300026451,Q273
Paintings (visual works),aat,http://vocab.getty.edu/aat/300033618,,,,paintings (visual works),http://vocab.getty.edu/aat/300033618,Q265
Qur'anic boards,aat,,,,,Qur'anic boards,http://vocab.getty.edu/aat/300262573,Q26917
Writing tablets (information artifacts),aat,,,,,writing tablets (information artifacts),http://vocab.getty.edu/aat/300262572,Q26945
Prayers (literary works),aat,,,,,prayers (literary genre),http://vocab.getty.edu/aat/300026452,Q3062
Declarations,aat,http://vocab.getty.edu/aat/300167036,,,,declarations,http://vocab.getty.edu/aat/300167036,Q26897
Albums (books),aat,,,,,albums (books),http://vocab.getty.edu/aat/300026690,Q27466
Manuscripts,lcgft,http://id.loc.gov/authorities/genreForms/gf2022026088,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
