File,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
20250226-titles-chicago-csv-rosenthal-rose.csv,Sentence in tithe dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Letter on legacy,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Name testamentary commissioner,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture of sister,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Cessation of legal claims,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Judicial sentence,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land exchange,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renewal of lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Claim to inheritance,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land forfeit* reinvestiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Citations in land dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Notary Mondino's records,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Law on officials' theft,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renunciation. reinvestiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Memo on land sale* dispute,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale for debt,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create procurator for tithes,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public declaration of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Loan confession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale as per will,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renunciation of rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Petition to confirm ownership,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public call for heirs,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale by ruler,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale by lord,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of inheritance,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confirmation of possession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renunciation * reinvestiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of land rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public sale of land for debt,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Restructure deposit obligation,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,ArbitratIon sentence,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public sale of mill for debt,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Petition to buy land from lord,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create business partership,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Debt confession* payment,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Suit for return of dowry,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confirmation of land rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Legal opinion on ownership,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Arbitrate patrimonial dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Arbitration sentence-cf. 1151,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land exchange with ruler,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Commission of dispute-cf. 1155,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Donation to mother,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confirmation of investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of legal rights,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renounce land rights for debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Debt confession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Suit to recover seized legacy,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Authorization* land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive debt payment,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale to resolve dispute,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land transfer as per will,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale as per testament,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Executors sell  land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge receipt of loan,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Patrimony dispute -- cf. 1157,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive cows in soccida,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Postpone compromise -- cf. 1179,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payments for lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Transfer of land rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture after sale,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Patrimonial dispute -- cf. 1181,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Brothers dispute land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of shop,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Execute promise to sell land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknow1edge reception of loan,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Inventory of wards' goods,,,,Inventory,Q5073,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Disposition of inheritance,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge deposit of money,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Mandate to pay,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Investiture with mill,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Compromise between communes,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Order to pay debt to heirs,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Arbitration between communes,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale: dowry restitution,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Emancipation* land transfer,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public announcement of 1217,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dispute over gallows,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale by commissioners,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land  investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Ducal confirmation of donation,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale -- cf. 1221,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confirm land sale -- cf. 1221,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Ratification of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of debt -- cf. 1248,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale -- cf. 1219,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renewal of investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of dotal land,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Announcement of land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Legitimation of land in sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Absolution in inheritance case,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Elect prior of hospital,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of debt -- cf. 1235,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payment for debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confirmation of land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale by executors,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment as per arbitration,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receipt of customs income,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Arbitration in loan dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dispute over inheritance* dowry,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Judicial commission,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create business partnership,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Negotiations and land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Reinvestiture with tithes,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Repayment of deposit by wife,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Exchange of dowry lands,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale by heirs,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of legal debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confession of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive animals in soccida,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of arbiter's sentence,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of mill,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Criminal sentence,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land donation,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of tithes,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create procurator -- cf. 592,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dispute inheritance of dowry,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Communes dispute lands,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale to pay fine,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of taxes,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confession of investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Promise to sell land for dowry,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dowry confession -- cf. 1306,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dispute between officials,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Agreement to keep accounts,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf. 43,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale -- cf. 41,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Execute promise to pay mother,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Nominate guardian for minors,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Division of inheritance,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Election of arbitors,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of inheritance,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale between heirs,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Appeal of judicial sentence,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Petition to repair wall,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land donation to augment dowry,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of land and tithes,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Arbitration in land dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sue surety for debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create dowry from legacy,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Heir sells partnership rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Repayment of loan,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Grant benefice in commendation,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Lawsuit for debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf. 74O,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sentence in border dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale -- cf. 1334,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land donation to aunt-cf. 274,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Compromise in accounts dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Invest with shop,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Codicil,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Donation to nephew -- cf. 265,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land transfer* reinvestiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf. 1347,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf. 1346,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Reform of convent,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Execute mandate to sell land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge payment for lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Deposit of money -- cf.  91,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renewal of  investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confer benefice,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renewal. reinvestiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Debt sentence,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of fine,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Tenants sue owner,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf.  77,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Debt dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Hearing on inheritance,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Inventory of patrimony,,,,Inventory,Q5073,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Debt payment,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Name procurator to pay debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Debt payment -- cf.  99,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Absolution of debt -- cf.  69,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land exchabnge,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Ratify land sale -- cf.  75. 77,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale as per promise,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land transfer for rent,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of confiscated lands,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payment for land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sentence of episcopal court,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Confess obligation -- cf. 75,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Affrancation of lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sale of cows,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sell* reinvest land rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sen* reinvest land rights,,,,Document,Q8301,,
