name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Farnham, Henry Maxwell, Baron, 1799-1868",former owner,,,,,,,,human,"Henry Maxwell, 7th Baron Farnham",Q5725625,Q2868
"Piccolomini, Matteo",author,,,,,,,,human,Matteo Piccolomini,Q116192718,Q8103
"Piccolomini, Batista",author,,,,,,,,human,Batista Piccolomini,Q116520380,Q8194
Carthusians,author,,,,,,,,organization,Carthusian Order,Q220979,Q41958
Chartreuse Saint-Sixte de Rettel,former owner,,,,,,,,organization,Chartreuse Saint-Sixte de Rettel,Q1674329,Q20310
Florence (Italy). Priorista,author,,,,,,,,organization,Priori (Florence),Q116706694,Q7317
"Adimari, Lionardo di Paolo",former owner,,,,,,,,human,Lionardo di Paolo Adimari,Q116235269,Q7318
"Carafa, Carlo, approximately 1517-1561",author,,,,,,,,human,Carlo Carafa,Q1041979,Q3829
"Piccolomini, Matteo d'Alessandro d'Andrea Todeschini",author,,,,,,,,human,Matteo d'Alessandro d'Andrea Todeschini Piccolomini,Q116569748,Q8229
"Bernardus, Paschualis",author,,,,,,,,human,Paschualis Bernardus,Q116250824,Q8401
Gerallus,scribe,,,,,,,,human,Gerallus,Q116328666,Q8402
"Burchard, of Mount Sion, -1285",author,,http://id.loc.gov/authorities/names/n2004063569,,,,,,human,Burchard of Mount Sion,Q4998199,Q7592
"Peregrinus, de Sancto Vito",scribe,,,,,,,,human,Peregrinus de Sancto Vito,Q116506005,Q7593
Arrigucci family,author,,,,,,,,organization,Arrigucci family,Q116712171,Q8240
"Canal, Bernardo",author,,,,,,,,human,Bernardo Canal,Q116172546,Q5153
"Fugger, Marcus, 1529-1597",former owner,,http://id.loc.gov/authorities/names/n82089479,,,,,,human,Markus Fugger,Q115254,Q472
"Dloss, Edwin",former owner,,,,,,,,human,Edwin Dloss,Q113818857,Q474
"Heilbrun, G",former owner,,,,,,,,human,G. Heilbrun,Q114242441,Q473
"Heinrich, von Langenstein, approximately 1325-1397",author,,,,,,,,human,Henry of Langenstein,Q71997,Q7891
Borgia (Family : active 14th century-18th century),author,,,,,,,,organization,House of Borgia,Q237599,Q3827
"Medici, Bivigliano de'",author,,,,,,,,human,Bivigliano de' Medici,Q116454937,Q5490
"Medici, Francesca de'",author,,,,,,,,human,Francesca de' Medici,Q116192570,Q5500
"Francesco, Ghilo di",author,,,,,,,,human,Ghilo di Francesco,Q116327741,Q8311
"Gonzaga, Ferrante, 1507-1557",author,,http://id.loc.gov/authorities/names/n96074230,,,,,,human,Ferrante Gonzaga,Q693603,Q7040
"Ruffo, Francesco di Andrea",scribe,,,,,,,,human,Francesco di Andrea Ruffo,Q116574512,Q3752
"Medico, Alessandro di Nicolo",scribe,,,,,,,,human,Alessandro di Nicolo Medico,Q116453207,Q3751
"Cron, B. S",former owner,,http://id.loc.gov/authorities/names/no2016075605,,,,,,human,B.S. Cron,Q116074537,Q3753
"Abbey, J. R. 1896-1969",former owner,,http://id.loc.gov/authorities/names/nr94014439,,,,,,human,John Roland Abbey,Q6255470,Q3754
"Gregory XIII, Pope, 1502-1585",author,,,,,,,,human,Gregory XIII,Q83029,Q8408
"Peres, Gonzalo, de Cartagena",author,,,,,,,,human,Gonzalo Peres de Cartagena,Q116519725,Q7043
"Mawāhidī, Abū ʻAbd al-Raḥmān Yaʻqūb ibn Ayyūb, active 1350-1389",author,مواهدي، ابو عبد الرحمن يعقوب بن ايوب. كان حيا 1350-1389,http://id.loc.gov/authorities/names/no2021032187,,,,,,human,Abū ʻAbd al-Raḥmān Yaʻqūb ibn Ayyūb Mawāhidī,Q116460016,Q3281
Ibrāhīm Ibn al-Ḥusn,scribe,ابراهيم ابن الحسن،,,,,,,,human,Ibrāhīm Ibn al-Ḥusn,Q116417782,Q3282
"Love, Nicholas",author,,,,,,,,human,Nicholas Love,Q7025802,Q4400
"Speidell, John, active 1600-1634",author,,http://id.loc.gov/authorities/names/n85355592,,,,,,human,John Speidell,Q15984704,Q2859
"Darker, John",scribe,,http://id.loc.gov/authorities/names/n84121117,,,,,,human,John Darker,Q116074819,Q2860
"Winsor, Jacob",former owner,,,,,,,,human,Jacob Winsor,Q116649701,Q2861
Societas Sanctae Annae,author,,,,,,,,organization,"Society of Saint Anne (Malogoszcz, Poland)",Q116709199,Q5124
"Hurtado de Mendoza, Diego, 1503-1575",author,,,,,,,,human,Diego Hurtado de Mendoza,Q2297287,Q7640
Arles (France),author,,,,,,,,organization,Arles,Q48292,Q8072
"Paganthus, L",former owner,,,,,,,,human,L. Paganthus,Q116486982,Q7657
"Pio da Carpi, Rodolfo, 1500-1564",author,,,,,,,,human,Rodolfo Pio da Carpi,Q799838,Q2869
"Agnese, Battista, active 16th century",author,,,,,,,,human,Battista Agnese,Q612967,Q2838
"Compeggio, Tommaso, 1483-1564",former owner,,,,,,,,human,Tommaso Compeggio,Q116319861,Q2840
"Giovio, Paolo, 1483-1552",former owner,,http://id.loc.gov/authorities/names/n82154669,,,,,,human,Paolo Giovio,Q437543,Q2839
"Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537",author,,,,,,,,human,Giovanni d'Andrea di Nanni Todeschini Piccolomini,Q116520425,Q5114
"Piccolomini, Andrea di Nanni Todeschini",author,,,,,,,,human,Andrea Piccolomini Todeschini,Q60615311,Q8216
"Luscinius, Ottmar, 1487-1537",author,,,,,,,,human,Ottmar Luscinius,Q97447,Q4401
"Altemps, Giovanni Angelo, duca di Gallese, -1620",former owner,,http://id.loc.gov/authorities/names/nr99016327,,,,,,human,Giovanni Angelo Altemps,Q55225064,Q3181
"Allan, Henry",former owner,,http://id.loc.gov/authorities/names/nb2004302701,,,,,,human,Henry Allan,Q116064463,Q3182
"Allan, Samuel",former owner,,,,,,,,human,Samuel Allan,Q116172594,Q3183
"Arrigucci, Federico",author,,,,,,,,human,Federico Arrigucci,Q116235914,Q7045
"Apel, Nikolaus, 1482-1545",author,,,,,,,,human,Nikolaus Apel,Q28004827,Q7065
"Salzperg, Joannes",former owner,,,,,,,,human,Joannes Salzperg,Q116250295,Q7066
"Rosinus, Stephan, 1470-1548",former owner,,,,,,,,human,Stephan Rosinus,Q55902867,Q7067
"Guillaume, de Lorris, active 1230",author,,http://id.loc.gov/authorities/names/n50018450,,,,,,human,Guillaume de Lorris,Q544959,Q7918
"Piccolomini, Tengoccio d'Enea de",author,,,,,,,,human,Tengoccio d'Enea de Piccolomini,Q116520530,Q8190
"Ricci, Piero de",author,,,,,,,,human,Piero de Ricci,Q116192722,Q5497
"Antonio di Domenice, di Ciacco",author,,,,,,,,human,Antonio di Domenice di Ciacco,Q116235870,Q5101
"Chasles, M. 1793-1880",former owner,,,,,,,,human,Michel Chasles,Q318067,Q7929
"Hilton, Walter, -1396",author,,,,,,,,human,Walter Hilton,Q2213072,Q7051
"Montalvo, Antonio",author,,,,,,,,human,Antonio di. Montalvo,Q97066340,Q5503
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221?",author,جغميني، محمود بن محمد، ؟d. -1221,,,,,,,human,Jaghmini,Q4060361,Q3189
Muḥammad Nāṣir al-Dawlah,former owner,"محمد ناصر الدولة, ǂe former owner",,,,,,,human,Muḥammad Nāṣir al-Dawlah,Q116486771,Q3190
"Mannelli, Nicolo",author,,,,,,,,human,Nicolo Mannelli,Q116453041,Q7041
"Pucci, Lorenzo, 1458-1530 or 1531",author,,http://id.loc.gov/authorities/names/n2020025110,,,,,,human,Lorenzo Pucci,Q745434,Q4411
"Firmin-Didot, Ambroise, 1790-1876",former owner,,,,,,,,human,Ambroise Firmin Didot,Q2842379,Q17673
"Gougy, Lucien, 1863-1931",former owner,,,human,Lucien Gougy,Q89484729,DSNAME1556,Q7920,,,,
"Soderini, Francesco, 1453-1524",author,,,,,,,,human,Francesco Soderini,Q2420669,Q8312
"Maḥmūd bin Nāṣir, active 1665",former owner,محمود بن ناصر، active 1665،,,,,,,,human,Maḥmūd bin Nāṣir,Q116453003,Q3748
Zāwiyah al-Nāṣiriyah,former owner,,http://id.loc.gov/authorities/names/no2007068112,,,,,,human,Zāwiyah al-Nāṣiriyah,Q116649436,Q3749
"Cattani, Alberto",author,,,,,,,,human,Alberto Cattani,Q116269885,Q5134
"Vimercati Sozzi, Paolo, 1801-1883",former owner,,http://id.loc.gov/authorities/names/no2017163771,,,,,,human,Paolo Vimercati Sozzi,Q65010835,Q7653
Siena (Italy). Council,author,,,,,,,,organization,Siena,Q2751,Q8111
"Bigod, Roger, Earl of Norfolk, -1221",author,,,,,,,,human,"Roger Bigod, 2nd Earl of Norfolk",Q3438704,Q386
"Grinke, Paul",former owner,,http://id.loc.gov/authorities/names/no2006031805,,,,,,human,Paul Grinke,Q113864039,Q387
"Dunash ibn Tamim, active 10th century",author,"دنش بن تميم, active 10th century",,,,,,,human,Dunash ibn Tamim,Q357940,Q3236
Biblioteca Malvezzi-Medici,former owner,,,,,,,,organization,Malvezzi de' Medici,Q116694909,Q7930
"Alessandro, da Sassoferrato, Cardinal",author,,,,,,,,human,Alessandro da Sassoferrato,Q116235361,Q7315
"Colonne, Guido delle, active 13th century",author,,,,,,,,human,Guido delle Colonne,Q1248842,Q1957
"Woodward, William Harrison, 1856-1941",former owner,,,,,,,,human,William Harrison Woodward,Q47876566,Q7904
"Gomes, Rafael",former owner,,,,,,,,human,Rafael Gomes,Q116172452,Q3214
"Richmond, Carleton R.",former owner,,,,,,,,human,Carleton Rubira Richmond,Q116572039,Q3217
"Schiller, Henri",former owner,,,,,,,,human,Henri Schiller,Q116579075,Q3216
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294,,,,,,,human,Safi al-Din al-Urmawi,Q980179,Q461
Persius,author,,,,,,,,human,Persius,Q332785,Q7636
"Bergin, Thomas Goddard, 1904-1987",former owner,,,,,,,,human,Thomas G. Bergin,Q1725378,Q7637
"Machiavelli, Niccolò di Giovanni",author,,,,,,,,human,Niccolò di Giovanni Machiavelli,Q114242520,Q433
"Platearius, Matthaeus, -1161",author,,http://id.loc.gov/authorities/names/n84120682,,,,,,human,Matthaeus Platearius,Q6789787,Q3230
"Chrewczer, Pangracius",former owner,,,,,,,,human,Pangracius Chrewczer,Q116272350,Q3231
"Chrewczer, Cristoferus",former owner,,,,,,,,human,Cristoferus Chrewczer,Q116272340,Q3232
Caesareum Societatis Jesu Collegium Viennense,former owner,,http://id.loc.gov/authorities/names/n96045386,,,,,,organization,Caesareum Societatis Jesu Collegium Viennense,Q116710545,Q3233
Della Rovere family,author,,,,,,,,organization,House of della Rovere,Q327194,Q4361
Perugia (Italy). Podestà,author,,,,,,,,organization,Podestà of Perugia,Q87450169,Q7885
"Johannes, de Novara",scribe,,,,,,,,human,Johannes de Novara,Q116181638,Q7886
Castino (Italy),author,,,,,,,,organization,Castino,Q19920,Q7574
"Merles, Francois de",author,,,,,,,,human,Francois de Merles,Q116486417,Q5126
"Murianus, Hieronymus",scribe,,,,,,,,human,Hieronymus Murianus,Q116486880,Q5128
"Ravenoldus, Johannes Betrus",former owner,,,,,,,,human,Johannes Betrus Ravenoldus,Q116571762,Q5129
"Michieli, Gabriel",former owner,,,,,,,,human,Gabriel Michieli,Q116453275,Q5130
"Mela, Pomponius",author,,http://id.loc.gov/authorities/names/n80139084,,,,,,human,Pomponius Mela,Q297515,Q3770
"Bonius, Antonio de",former owner,,,,,,,,human,Antonio de Bonius,Q116269481,Q3771
"Piccolomini, Giovanni",author,,,,,,,,human,Giovanni Piccolomini,Q940630,Q8107
"Pinelli, Noel, 1881-1970",former owner,,,,,,,,human,Noël Pinelli,Q3345869,Q2863
"Grimaldi, Girolamo, Cardinal, -1543",author,,,,,,,,human,Cardinal Girolamo Grimaldi,Q110422587,Q4374
Siena (Italy). Governatore,author,,,,,,,,organization,Stato Nuovo of Siena,Q28671073,Q7328
"Feiss, Paul Louis, 1875-1952",former owner,,,human,Paul Louis Feiss,Q102427026,DSNAME1497,Q7658,,,,
"Laurie, James",former owner,,,,,,,,human,James Laurie,Q116181679,Q7659
Catholic Church. Diocese of Toul (France),author,,,,,,,,organization,Prince-Bishopric of Toul,Q328001,Q8077
"Nicolaus, le Sane",scribe,,,,,,,,human,Nicolaus le Sane,Q116486965,Q8078
"Guillelmus Brito, active 13th century",author,,http://id.loc.gov/authorities/names/nr00014579,,,,,,human,William Brito,Q15430845,Q7648
"Hātifī, -1520 or 1521",author,هاتفى، -1520 يا 1521,,,,,,,human,Hatefi,Q2820926,Q3801
Brousses (Seigneury),author,,,,,,,,organization,Seigneury de Brousses,Q116694949,Q7297
Fraternità di Santa Maria di Portico di Camollia,author,,,,,,,,organization,Santa Maria in Portico a Fontegiusta,Q3674136,Q8211
"Lambert, Frederick Arthur Heygate, 1857-1929",former owner,,,,,,,,human,Frederick Arthur Heygate Lambert,Q116452905,Q7055
"Aqsarāʼī, Muḥammad ibn Muḥammad, active 14th century",author,اقسرائي، محمد بن محمد، active 14th century,http://id.loc.gov/authorities/names/nr2001006661,,,,,,human,Muḥammad ibn Muḥammad Aqsarāʼī,Q116235892,Q3246
"Astarābādī, ʻAlī ibn Kamāl al-Dīn Maḥmūd",scribe,استرابادي، علي بن كمال الدين محمود،,,,,,,,human,ʻAlī ibn Kamāl al-Dīn Maḥmūd Astarābādī,Q116250121,Q3247
"ʻAbd al-Fattāḥ al-Qāṭin, active 1698",former owner,عبد الفتاح القاطن، active 1698,,,,,,,human,ʻAbd al-Fattāḥ al-Qāṭin,Q116250311,Q3251
"Ismāʻīl ibn al-Ḥājj ʻĪsá Jurayj al-Muhannā, active 1781",former owner,اسماعيل بن الحاج عيسى جريج المهنى، active 1781,,,,,,,human,Ismāʻīl ibn al-Ḥājj ʻĪsá Jurayj al-Muhannā,Q116487112,Q3249
"ʻAbd Allāh al-Asṭawānī, active 1824",former owner,عبد الله الاسطواني، active 1824،,,,,,,,human,ʻAbd Allāh al-Asṭawānī,Q116649165,Q3250
"al-Ḥājj ʻAbd al-Qādir ibn al-Sayyid ʻAbd Allāh al-Asṭawānī, active 1846",former owner,الحاج عبد القادر بن السيد عبد الله الاسطواني، active 1846،,,,,,,,human,al-Ḥājj ʻAbd al-Qādir ibn al-Sayyid ʻAbd Allāh al-Asṭawānī,Q116649271,Q3248
Uguccioni family,author,,,,,,,,organization,Uguccioni family,Q116710057,Q8242
Venice (Republic : To 1797). Doge (1501-1521 : Loredan),author,,http://id.loc.gov/authorities/names/no2013091846,,,,,,human,Leonardo Loredan,Q250210,Q3768
"Bordon, Benedetto, 1450-1530",illuminator,,,,,,,,human,Benedetto Bordone,Q2041910,Q3769
"Stella, Giovanni Pietro, 16th century",former owner,,,,,,,,,,,
"Davenport, Christopher John",author,,,,,,,,human,Christopher John Davenport,Q116323885,Q4360
