genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Calendars,lcgft,,Calendars,http://id.worldcat.org/fast/1423764,Q5901,,,
"Manuscripts, Latin--15th century",,,,,,"Manuscripts, Latin;Fifteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962,Q210;Q154
"Manuscripts, German--15th century",,,"Manuscripts, German;Fifteenth century",http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/923962,Q142;Q154,,,
Prayers (literary works),aat,http://vocab.getty.edu/aat/300026452,,,,prayers (literary genre),http://vocab.getty.edu/aat/300026452,Q3062
prayers (literary works),aat,(CStmoGRI)aatgf300026452,,,,prayers (literary genre),http://vocab.getty.edu/aat/300026452,Q3062
Acrostics (Poetry),lcgft,http://id.loc.gov/authorities/genreForms/gf2014026214,Acrostics (Poetry),http://id.worldcat.org/fast/1921571,Q6861,,,
Acrostics (Poetry),fast,http://id.worldcat.org/fast/1921571,Acrostics (Poetry),http://id.worldcat.org/fast/1921571,Q6861,,,
Dirges,aat,http://vocab.getty.edu/aat/300262814,dirges,http://vocab.getty.edu/aat/300262814,Q19882,,,
Prayers,aat,http://vocab.getty.edu/aat/300400521,,,,prayers (literary genre),http://vocab.getty.edu/aat/300026452,Q3062
Hebrew alphabet,aat,,Hebrew alphabet,http://vocab.getty.edu/aat/300256146,Q11435,,,
