name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
Bet din tsedeḳ London ṿeha-medinah (Great Britain),former owner,,,,,,,,organization,Bet din tsedeḳ London ṿeha-medinah,Q116694897,Q2857
"Mosheh ben Yaʹaḳov, 11th century",author,,,human,Moses ibn Ezra,Q719393,DSNAME8534,Q76649,,,,
"Almosnino, Moses ben Baruch, approximately 1515-approximately 1580",author,,,,,,,,human,Moses Almosnino,Q6915684,Q3221
"Luzio, Chaim",scribe,,,,,,,,human,Chaim Luzio,Q116486393,Q3222
"Ashkenazi, Peretz ben Yehuda Mintz",former owner,,,,,,,,human,Peretz ben Yehuda Mintz Ashkenazi,Q116250351,Q3224
"Kuzi, Yitzhak Nahum",former owner,,,,,,,,human,Yitzhak Nahum Kuzi,Q116452995,Q3223
Dropsie College for Hebrew and Cognate Learning,former owner,,,,,,,,organization,Dropsie College for Hebrew and Cognate Learning,Q65088719,Q3785
"Yefet ben Daṿid, -1057",scribe,,,human,Yefet ben Daṿid,Q133849445,DSNAME8594,Q76711,,,,
"Avicenna, 980-1037",author,,,,,,,,human,Avicenna,Q8011,Q2845
"Halberstam, S. J. 1832-1900",former owner,,,,,,,,human,Solomon Joachim Halberstam,Q2895410,Q3728
"Judith Montefiore College (Ramsgate, England)",former owner,,,,,,,,organization,Judith Lady Montefiore College,Q63149357,Q3730
"David ben Hezekiah, active 11th century",author,,,human,David ben Hezekiah,Q133849446,DSNAME8595,Q76712,,,,
"Bonn, Mordekhai ben Jakob ha-levi",author,מדרכי בן יאקב הלוי מבון,,,,,,,,,,
"Lamm, Louis, 1871-1943",former owner,,,human,Louis Lamm,Q56450599,DSNAME8596,Q76713,,,,
"Judah, ha-Levi, active 12th century",author,,,human,Judah Halevi,Q299200,DSNAME8597,Q76714,,,,
"Trani, Joseph ben Moses, 1568-1639",author,,,human,Joseph Trani,Q633076,DSNAME8598,Q76715,,,,
"Moussaieff, Shlomo",former owner,,,human,Shlomo Moussaieff,Q7499597,DSNAME8599,Q76716,,,,
"Anav, Jehiel ben Jekuthiel ben Benjamin, active 13th century",author,,,human,Jehiel ben Jekuthiel ben Benjamin Anav,Q133849447,DSNAME8600,Q76717,,,,
Hippocrates,author,,,,,,,,human,Hippocrates,Q5264,Q40889
"Baḳi, Shimshon Eliʻezer, 17th century",author,"באקי, שמשון אליעזר, המאה ה-17",,,,,,,,,,
"Toaff, Ariel, 1942-",former owner,"טואף, אריאל, בעלים קודמים",,human,Ariel Toaff,Q659340,DSNAME8535,Q76650,,,,
"Abraham ben Moses ben Maimon, 1186-1237",author,,,human,Abraham ben Moses ben Maimon,Q2874503,DSNAME8601,Q76718,,,,
"Yaʻaḳov ben Aharon ben Shelomoh, ha-Kohen",scribe,,,,,,,,,,,
"Sulzberger, Mayer, 1843-1923",former owner,,http://id.loc.gov/authorities/names/n85830512,,,,,,human,Mayer Sulzberger,Q6797076,Q3784
"Einhorn, Yizhak",former owner,,,human,Yizhak Einhorn,Q133849448,DSNAME8602,Q76719,,,,
"Ibn Migash, Joseph ben Meir, ha-Levi, 1077-1141",author,,,human,Joseph ibn Migash,Q958361,DSNAME8536,Q76651,,,,
"Cassett, Louis N",former owner,,,,,,,,human,Louis N. Cassett,Q116269877,Q3812
"Saʻadia ben Joseph, 882-942",author,,,,,,,,human,Saadia Gaon,Q328748,Q42761
"Efraim ben Shemarya, approximately 980-approximately 1060",scribe,,,human,Efrayim ben Shemaryah,Q120300869,DSNAME8603,Q76720,,,,
"Yeshuʹah ben Dunash ben Mosheh, 12th century",author,,,,,,,,,,,
Mardukh ben Musi,author,,,human,Mardukh ben Musi,Q133849449,DSNAME8604,Q76721,,,,
"Israeli, Isaac ben Joseph, active 14th century",author,,http://id.loc.gov/authorities/names/no98095964,,,,,,human,Isaac Israeli ben Joseph,Q2916353,Q3740
"Dessauer, M. 1842-1895",former owner,,,,,,,,human,Moritz Dessauer,Q904363,Q3741
Országos Rabbiképző-Intézet (Hungary),former owner,,http://id.loc.gov/authorities/names/n84235372,,,,,,organization,Budapest University of Jewish Studies,Q285382,Q3742
Shimʻon ben Süsskind,author,שמעון בן זיסקינד,,,,,,,,,,
"Modaʻi, Ḥayim",author,,,human,Ḥayim Modaʻi,Q6677692,DSNAME8537,Q76652,,,,
"Milhaud, ʻImanuʼel ben Gad de",scribe,"דמילייאב, עמנואל בן גד",,,,,,,,,,
"Albaradani, Joseph, approximately 925-approximately 999",author,,,human,Joseph Albaradani,Q133849450,DSNAME8605,Q76722,,,,
Shimshon ben Gavriʼel,scribe,"שמשון בן גביאל, מעתיק",,,,,,,human,Shimshon ben Gavriʼel,Q116619791,Q3807
"Cohen, Abraham, 1887-1951",former owner,,,,,,,,human,Abraham Cohen,Q4668808,Q3808
"Francesco III Gonzaga, Duke of Mantua, 1540-1550",author,,,,,,,,human,"Francesco III Gonzaga, Duke of Mantua",Q715234,Q2836
"Schoenberg, Lawrence J",former owner,,,,,,,,human,Lawrence J. Schoenberg,Q107542788,Q383
"Adret, Solomon ben Abraham, 1235-1310",author,,,human,Shlomo ben Aderet,Q982170,DSNAME8538,Q76653,,,,
Marqah,author,,,human,Marqah,Q48734457,DSNAME8539,Q76654,,,,
"Sulzberger, Mayer, 1843-1923",former owner,,http://id.loc.gov/authorities/names/n85830512,,,,,,human,Mayer Sulzberger,Q6797076,Q3784
Yitsḥaḳ ben Aharon Sigilmasi,author,,,human,Yitsḥaḳ ben Aharon Sigilmasi,Q133849451,DSNAME8606,Q76723,,,,
"Rashi, 1040-1105",author,,,,,,,,human,Rashi,Q26456,Q42289
"Milhaud, Mosheh de",author,"דימילייאב, משה",,,,,,,,,,
"Monteles, Avraham de",former owner,"דמונטיליץ, אברהם",,,,,,,,,,
Munaja ibn Ṣadaqah,author,,,,,,,,,,,
"Ibn Gabirol, active 11th century",author,,,,,,,,human,Solomon ibn Gabirol,Q239355,Q42325
"Sacro Bosco, Joannes de, active 1230",author,,,,,,,,human,Johannes de Sacrobosco,Q433841,Q391
"Finzi, Mazliah",former owner,,,,,,,,human,Mazliah Finzi,Q116326568,Q3758
"Abraham ben Isaac, of Narbonne, approximately 1110-1179",author,,,human,Abraham ben Isaac of Narbonne,Q133849452,DSNAME8607,Q76724,,,,
"Nathan ben Jehiel, of Rome, 1035-approximately 1110",author,,,,,,,,human,Nathan ben Jehiel,Q1803572,Q75728
"Yoshayah ben Neḥemyah, ha-Ḥazan",author,,,human,Yoshayah ben Neḥemyah ha-Ḥazan,Q133849453,DSNAME8608,Q76725,,,,
"Abisha ben Pinhas, -1376",author,,,,,,,,,,,
"Samuel ben Hophni, -1013",author,,,human,Samuel ben Hofni,Q457187,DSNAME8540,Q76655,,,,
"Milhaud, Imanuel ben Gad de",scribe,"דמילייאב, עמנואל בן גד",,,,,,,,,,
"Abraham ben Meshullam, of Sant'Angelo",scribe,,,,,,,,human,Abraham ben Meshullam of Sant'Angelo,Q124426309,Q3733
"Luzzatto, Samuel David, 1800-1865",former owner,,,,,,,,human,Samuel David Luzzatto,Q1391533,Q3734
"Shelomoh ben Eliyah, ha-Melamed, active 13th century",author,,,human,Shelomoh ben Eliyah ha-Melamed,Q133849454,DSNAME8609,Q76726,,,,
Abu Mantsur,author,,,,,,,,,,,
"Bonfils, Immanuel ben Jacob, active 14th century",author,,,,,,,,human,Immanuel Bonfils,Q354517,Q419
"Gallico, Joseph ben Isaac, 16th century",scribe,,,,,,,,human,Joseph ben Isaac Gallico,Q113857019,Q420
"Sassoon, David Solomon, 1880-1942",former owner,,,,,,,,human,David Solomon Sassoon,Q16130133,Q421
"Stanitz, John D",former owner,,http://id.loc.gov/authorities/names/no89002502,,,,,,human,John D. Stanitz,Q114242546,Q377
"ʻAmram ben Yosef ibn al-Nagid, 12th/13th century",author,,,,,,,,,,,
"Albalag, Isaac, active 13th century",author,,,human,Isaac Albalag,Q1673485,DSNAME8610,Q76727,,,,
"Al-Sanjary, Shelomo Suleiman",author,,,,,,,,human,Shelomo Suleiman Al-Sanjary,Q112107387,Q75808
"Avraham ben Eliyah, ish Romi",scribe,,,human,Avraham ben Eliyah,Q133849455,DSNAME8611,Q76728,,,,
"Halfon ben Menasse, active 1100-1138",scribe,,,,,,,,,,,
"Nataf, Yosef ben Yeshuʻa",author,,,,,,,,,,,
"Yaḥya, Avraham, 17th century",author,"יחיעא, אברהם, המאה ה-17",,,,,,,,,,
"Farissol, Abraham ben Mordecai, approximately 1451-approximately 1525",author,,http://id.loc.gov/authorities/names/n81021901,,,,,,human,Abraham ben Mordecai Farissol,Q329975,Q3760
"Finzi, Joseph ben Abraham",scribe,,,,,,,,human,Joseph ben Abraham Finzi,Q116326546,Q3761
"Szajkowski, Zosa, 1911-1978",former owner,"שייקאווסקי, ז., 1911־1978",,human,Zosa Szajkowski,Q3576130,DSNAME8541,Q76656,,,,
"Urbino, Yeḥiʼel Menaḥem ben Avraham",scribe,"אורבינו, יחיאל מנחם בן אברהם",,,,,,,,,,
"Norza, Leon",former owner,,,,,,,,,,,
"Daw, Mrs",author,,,,,,,,,,,
"Kanzi, Yitsḥaḳ",author,,,human,Yitsḥaḳ Kanzi,Q133849456,DSNAME8612,Q76729,,,,
"Segre, Joshua, -1797",author,,,,,,,,human,Joshua Benzion Segre,Q124361852,Q75717
"Winestine, Norman, 1895-1986",former owner,,,human,Norman Winestine,Q133849457,DSNAME8613,Q76730,,,,
"David ben Abraham Maimuni, 1222 or 1223-1300",author,,,human,David HaNagid,Q6126127,DSNAME8614,Q76731,,,,
"Saʻadia ben Joseph, 882-942",author,"סעדיה, 882־942",,,,,,,human,Saadia Gaon,Q328748,Q42761
Pinḥas ben Isaac,author,,,,,,,,,,,
"Kimhi, David, approximately 1160-approximately 1235",author,,,,,,,,human,David Kimhi,Q733619,Q42153
"Alguadez, Meir ben Solomon, active 1390-1410",author,,,,,,,,human,Meir ben Solomon Alguadez,Q111981544,Q3727
"Rabbinovicz, Raphael Nathan Nata, 1835-1888",former owner,,,,,,,,human,Raphael Nathan Nata Rabinowitz,Q2131393,Q3729
"Ibn Ezra, Abraham ben Meïr, 1089-1164",author,,,,,,,,human,Abraham ibn Ezra,Q270670,Q40069
"Shelomoh ben Yosef, Ḥaver",author,,,human,"Shelomoh ben Yosef, Ḥaver",Q133849458,DSNAME8615,Q76732,,,,
"Mevorakh ben Natan, active 12th century",scribe,,,human,Mevorakh ben Natan,Q133849459,DSNAME8616,Q76733,,,,
Shemuʾel ben Hoshaʻna,author,,,human,Shemuʾel ben Hoshaʻna,Q133849460,DSNAME8617,Q76734,,,,
"Avraham ben Tamim, al-Raḥbi",author,,,human,Avraham ben Tamim,Q133849461,DSNAME8618,Q76735,,,,
"Sassoon, David Solomon, 1880-1942",former owner,,,,,,,,human,David Solomon Sassoon,Q16130133,Q421
"Jacob ben Asher, approximately 1269-approximately 1340",author,,,,,,,,human,Jacob ben Asher,Q1376849,Q3813
"Yosef, ha-Kohen",author,,,,,,,,,,,
"Ben Yijû, Abraham, active 12th century",author,,,human,Abraham Ben Yijû,Q133849462,DSNAME8619,Q76736,,,,
"Levi ben Gershom, 1288-1344",author,,,,,,,,human,Gersonides,Q353633,Q75627
Avraham ben ʻAlon,former owner,אברהם בן עלון,,human,Avraham ben ʻAlon,Q133849464,DSNAME8620,Q76737,,,,
"Ṿizman, Zakhuv Yaʻaḳov ben Khalifah",former owner,"ויזמאן, יעקב זאכוב בן כליפה",,,,,,,,,,
"Hazote, Elie",former owner,,,,,,,,,,,
Hilel ben Eli,scribe,,,,,,,,,,,
"Mendoza, Francisco de, -1566",author,,,,,,,,human,Francisco Mendoza de Bobadilla,Q662239,Q40678
"Stuart de Rothesay, Charles Stuart, Baron, 1779-1845",former owner,,http://id.loc.gov/authorities/names/no95015418,,,,,,human,"Charles Stuart, 1st Baron Stuart de Rothesay",Q275110,Q41725
"Lea, Henry Charles, 1825-1909",former owner,,http://id.loc.gov/authorities/names/n50041341,,,,,,human,Henry Charles Lea,Q325867,Q3816
"Josephus, Flavius",author,,,,,,,,human,Josephus,Q134461,Q466
"Alfasi, Isaac ben Jacob, 1013-1103",author,,,,,,,,human,Isaac Alfasi,Q523491,Q75661
"Naḥmanides, approximately 1195-approximately 1270",author,,,,,,,,human,Nahmanides,Q355455,Q75620
"Masina, Meir, 17th century",author,,,,,,,,,,,
"Ibn Ghiyyat, Isaac, 1038-1089",author,,,human,Isaac ibn Ghiyyat,Q2909247,DSNAME8542,Q76657,,,,
Ḥibat Allah,author,,,,,,,,,,,
"Ephraim, Benjamin Veitel, 1742-1811",author,"בנימין בן פייטל, מבערלין",,human,Benjamin Veitel Ephraim,Q817717,DSNAME8543,Q76658,,,,
"Hai ben Sherira, 939-1038",author,,,,,,,,human,Hai Gaon,Q982194,Q75591
"Abraham bar Hiyya Savasorda, approximately 1065-approximately 1136",author,,http://id.loc.gov/authorities/names/n50057585,,,,,,human,Abraham bar Hiyya,Q31439,Q3736
Università di Padova,author,,,organization,University of Padua,Q193510,DSNAME8621,Q76762,,,,
"Castelli, Rocco Maria",scribe,,,,,,,,,,,
"Natan-Noṭe ben David, (Ożarów, Poland)",author,"נתן-נטע בן דוד, מאוזארוב",,,,,,,,,,
"Ḳarpi, Shelomoh Yosef b. Natan",author,"קארפי, שלמה יוסף בן נתן",,,,,,,,,,
"Delpuget, Eliyahu, 17th century",scribe,"דאלפוגייט, אליהו, המאה ה-17",,,,,,,,,,
"Daṿid ben Eliyahu Raḥamim, mi-bet Shoḥeṭ Bavli",scribe,,,,,,,,,,,
"Nissim ben Jacob ben Nissim ibn Shahin, active 11th century",author,,,human,Nissim ben Jacob,Q690381,DSNAME8622,Q76738,,,,
Yannai,author,,,human,Yanai,Q454433,DSNAME8544,Q76659,,,,
"Japheth ben Ali, ha-Levi, active 10th century",author,,,human,Yefet ben Ali,Q194803,DSNAME8623,Q76739,,,,
"Wood, Casey A. 1856-1942",former owner,,,human,Casey Albert Wood,Q2751498,DSNAME8545,Q76660,,,,
"Solomon ben Judah, -1051",author,,,human,Solomon Ben Judah Gaon,Q107084483,DSNAME8624,Q76740,,,,
"Levi, Yosef, 18th century",author,"לוי, יוסף, המאה ה-18",,,,,,,,,,
"Levi, David, active 19th century",former owner,"לוי, דוד, המאה ה-19",,,,,,,,,,
ʹOvadyah,author,,,,,,,,,,,
"Josephus, Flavius",author,,,,,,,,human,Josephus,Q134461,Q466
"Lomer, Petrus",scribe,,,,,,,,human,Petrus Lomer,Q114242519,Q467
"Hahn, Franz Joseph von, 1699-1747",former owner,,,,,,,,human,Franz Josef von Hahn,Q55131021,Q468
"Gladstone, W. E. 1809-1898",former owner,,,,,,,,human,William Ewart Gladstone,Q160852,Q469
"Fano, Menahem Azariah da, 1548-1620",author,,,,,,,,human,Menahem Azariah da Fano,Q1402747,Q75577
"Maimonides, Moses, 1135-1204",author,"בן מיימון, משה, 1135־1204",http://id.loc.gov/authorities/names/n78096039 http://id.loc.gov/authorities/names/n78096039 http://viaf.org/viaf/sourceID/LC%7cn78096039,,,,,,human,Moshe ben Maimon,Q127398,Q12310
"Yeḥezḳel ben ʻAli, ha-Kohen, active 11th century",author,,,human,Yeḥezḳel ben ʻAli ha-Kohen,Q133849465,DSNAME8625,Q76741,,,,
"Ben ʹAmram, 9th/10th century",author,,,,,,,,,,,
"Ferdinando I, Grand-Duke of Tuscany, 1549-1609",author,,http://id.loc.gov/authorities/names/n88019319,,,,,,human,Ferdinando I de' Medici,Q297483,Q3164
"Ginori Conti, Piero, 1865-1939",former owner,,http://id.loc.gov/authorities/names/n87132030,,,,,,human,Piero Ginori Conti,Q3903260,Q3165
"Hananel ben Samuel, active 13th century",author,"חננאל בן שמואל, המאה ה־13",,human,Chananel ben Shmuel,Q85998071,DSNAME8626,Q76742,,,,
"Yehudah ben Eliyahu, ha-Zaḳen",author,,,human,Yehudah ben Eliyahu ha-Zaḳen,Q133849466,DSNAME8627,Q76743,,,,
"Cassuto, Alfonso, 1910-1990",former owner,,,,,,,,human,Alfonso Cassuto,Q111547141,Q7081
"Sarfati, Joseph ben Moses, active approximately 1400-1450",author,,,,,,,,human,Joseph ben Moses Sarfati,Q116577244,Q2858
"Hirschel, Solomon, 1761-1842",former owner,,,,,,,,human,Solomon Hirschell,Q2299213,Q2855
"Ibn Ezra, Isaac, active 12th century",author,,,human,Isaac ibn Ezra,Q16340145,DSNAME8628,Q76744,,,,
"Solis-Cohen, Solomon, ǂd 1857-1948",former owner,,,human,Solomon Solis-Cohen,Q18912080,DSNAME8629,Q76745,,,,
"Leeche, John, 14th century",former owner,,,,,,,,human,John Leeche,Q114242515,Q422
"Barker-Benfield, B. C",former owner,,,,,,,,human,B.C. Barker-Benfield,Q113817294,Q423
"Lanthony Priory (Gloucestershire, England)",former owner,,,,,,,,organization,Llanthony Priory,Q3397679,Q424
"Daṿid ben Shekhanya, active 11th century",author,,,human,Daṿid ben Shekhanya,Q133849467,DSNAME8630,Q76746,,,,
"Nigrin, Mosheh, active 16th century",author,"Nigrin, Mosheh, active 16th century",,human,Mosheh Nigrin,Q118915574,DSNAME8546,Q76661,,,,
"Abū al-Fatḥ ibn Abī al-Ḥasan, al-Sāmirī, active 1355",author,,,,,,,,human,Abu l-Fath,Q3603860,Q28056
"Rozanes, Yosef, 15th century",author,,,,,,,,,,,
"Karo, Joseph ben Ephraim, 1488-1575",author,"קארו, יוסף בן אפרים, 1488-1575",,,,,,,human,Joseph ben Ephraim Karo,Q467148,Q75747
"Daṿid, Naśi, 12th century",author,,,,,,,,,,,
"Nisim ben Benaya, 11th/12th century",author,,,,,,,,,,,
Salamah ben Musa ben Yitsḥaḳ,author,,,human,Salamah ben Musa ben Yitsḥaḳ,Q133849468,DSNAME8631,Q76747,,,,
"Colker, Marvin L",former owner,,,,,,,,human,Marvin-L. Colker,Q55623907,Q40453
"Stevens-Cox, James",former owner,,,human,James Stevens-Cox,Q120691965,DSNAME8547,Q76662,,,,
"Elhanan ben Shemariah, -1026",author,,,human,Elhanan ben Shemariah,Q133849469,DSNAME8632,Q76748,,,,
"Segel, Aharon Mosheh Zalman, Ortsrabbiner (Friedrichstadt), active 1730?-1770?",author,"סגל, אהרן משה זלמן, רב-קהלה (פרידריכשטאט), חי ?1770-1730?",,,,,,,,,,
"Tsevi-Hirsch ben Elḥanan, (Altona), active 1770",author,"צבי-הירש בן אלחנן, (אלטונא), חי 1770",,,,,,,,,,
"Sanches, António Nunes Ribeiro, 1699-1783",author,,,human,António Nunes Ribeiro Sanches,Q611232,DSNAME8548,Q76663,,,,
"Danūkh, Saʻīd",former owner,,,,,,,,human,Saʻīd Danūkh,Q116323226,Q2846
"ʹAli ben Yeḥezḳel, ha-Kohen, 11th century",author,,,,,,,,,,,
"Halfon ben Manasse, active 1100-1138",scribe,,,human,Halfon ben Manasse,Q133849470,DSNAME8633,Q76749,,,,
"Vesalius, Andreas, 1514-1564",author,,,human,Andreas Vesalius,Q170267,DSNAME8549,Q76664,,,,
"Friemann, Avraham",author,"פריעמנן, אברהם",,,,,,,,,,
Rabbis of the Jewish Community of Jerusalem,author,,,,,,,,,,,
"Yosef ben Shelomoh, ha-Kohen, active 11th century",scribe,,,human,Yosef ben Shelomoh ha-Kohen,Q133849471,DSNAME8634,Q76750,,,,
"Ibn Avitor, Joseph ben Isaac ben Shtnash, active 10th century-11th century",author,,,human,Joseph ibn Abitur,Q551536,DSNAME8635,Q76751,,,,
"Vincenzo I Gonzaga, Duke of Mantua, 1562-1612",author,,,,,,,,human,Vincenzo Gonzaga,Q452580,Q2867
"Labbey-de-Billy, Nicolas-Antoine, 1753-1825",former owner,,http://id.loc.gov/authorities/names/no2011112789,,,,,,human,Nicolas Antoine Labbey de Billy,Q60840320,Q3259
"Yitsḥaḳ ben Benvenishti, active 12th century",author,,,human,Yitsḥaḳ ben Benvenishti,Q133849472,DSNAME8636,Q76752,,,,
Tsevi ben Lavi,author,,,,,,,,,,,
"Valabrègne, Yitsḥaḳ de",author,"דוואלברינוה, יצחק",,,,,,,,,,
"Shelomoh ben Shemuʹel, ha-Dayan",scribe,,,,,,,,,,,
"Seʻadyah ben Hilel, ha-Leṿi",former owner,,,human,Seʻadyah ben Hilel ha-Leṿi,Q133849473,DSNAME8637,Q76753,,,,
"Hananel ben Ḥushiʼel, -1055 or 1056",author,,,human,Chananel ben Chushiel,Q1061624,DSNAME8638,Q76754,,,,
"Jaffe, Zev Wolff",author,"יפה, זאב וואלף",,,,,,,,,,
Yeḥiʾel ben Yehudah,scribe,,,,,,,,,,,
"Cordovero, Moses ben Jacob, 1522-1570",author,,,,,,,,human,Moses ben Jacob Cordovero,Q733598,Q67669
"Eliyah ben Shelomoh, active 11th century",author,,,human,Eliyah ben Shelomoh,Q133849474,DSNAME8639,Q76755,,,,
Ḥayim ben ʻAmar,author,,,human,Ḥayim ben ʻAmar,Q133849475,DSNAME8640,Q76756,,,,
"Monteles, Yosef de",former owner,"דמונטיליץ, יוסף",,,,,,,,,,
