name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Jacobus, de Mutina",scribe,,,,,,,,human,Jacobus de Mutina,Q123274777,Q16504
Jacques Rosenthal (Firm),former owner,,,,,,,,organization,Jacques Rosenthal,Q114667678,Q837
"Draper, William, Sir, 1721-1787",former owner,,,,,,,,human,William Draper,Q2249648,Q16505
"Bonet, Honoré, active 1378-1398",author,,http://id.loc.gov/authorities/names/n87878545,,,,,,human,Honorat Bovet,Q570021,Q7599
"Moris, V.C",scribe,,,,,,,,,,,
"Caxton, William, approximately 1422-1491 or 1492",former owner,,http://id.loc.gov/authorities/names/n79007370,,,,,,human,William Caxton,Q94608,Q40418
"Sonnyng, William",former owner,,,,,,,,,,,
"Sonnyng, John",former owner,,,,,,,,,,,
"Wall, Thomas, 1504-1536",former owner,,,human,Thomas Wall,Q98137446,DSNAME8576,Q76688,,,,
"Spelman, Henry, Sir, 1564?-1641",former owner,,,,,,,,human,Henry Spelman,Q1035378,Q41702
"Macro, Cox, -1767",former owner,,,human,Cox Macro,Q18559710,DSNAME8643,Q76759,,,,
"Patteson, John, 1755-1833",former owner,,,human,John Patteson,Q6252141,DSNAME8577,Q76689,,,,
"Gurney, Hudson, 1775-1864",former owner,,,human,Hudson Gurney,Q5928688,DSNAME8578,Q76690,,,,
"Gurney, J. H. 1848-1922",former owner,,,human,John Henry Gurney Jr.,Q6238813,DSNAME8579,Q76691,,,,
"Gurney, Q. E. 1883-",former owner,,,human,Quinton Edward Gurney,Q133839475,DSNAME8580,Q76692,,,,
"Lydgate, John, 1370?-1451?",author,,,,,,,,human,John Lydgate,Q662063,Q16506
"Dodesham, Stephen",scribe,,,,,,,,human,Stephen Doddesham,Q123274753,Q16507
"Lyle, Robert, active 15th century",former owner,,,,,,,,human,Robert Lyle,Q123274788,Q16508
"Lyle, Mariota",former owner,,,,,,,,human,Mariota Lyle,Q123274787,Q16509
"Swyntoun, John",former owner,,,,,,,,human,John Swyntoun,Q123274817,Q16510
"Campbell, Duncan, active 16th century-17th century",former owner,,,,,,,,human,Duncan Campbell,Q123274734,Q16511
"Breadalbane, John Campbell, Earl of, 1762-1834",former owner,,,,,,,,human,"John Campbell, 1st Marquess of Breadalbane",Q6224956,Q16512
"Allard, Joseph-Félix",former owner,,,,,,,,human,Joseph-Félix Allard,Q116785090,Q1581
Saint Allyre (Abbey),former owner,,,,,,,,organization,Abbaye de Saint-Alyre,Q2820668,Q16513
"William H. Robinson, Ltd",former owner,,,,,,,,organization,William H. Robinson Ltd.,Q116786331,Q1594
"John, of Saxony, active 1327-1355",author,,,,,,,,human,John of Saxony,Q3768498,Q16514
"Ambrose, Saint, Bishop of Milan, -397",author,,,,,,,,human,Ambrose,Q43689,Q3766
"Barbaro, Francesco, 1390-1454",former owner,,,,,,,,human,Francesco Barbaro,Q712032,Q16515
"Collegio di San Barnaba (Milan, Italy)",former owner,,,,,,,,organization,San Barnaba Church,Q24277,Q16516
Laurence Witten (Firm),former owner,,,,,,,,human,Laurence Claiborne Witten II,Q6500535,Q1810
"Ege, Otto F",former owner,,http://id.loc.gov/authorities/names/no99020371,,,,,,human,Otto Ege,Q7109575,Q808
"Hangest, Robert de",former owner,,,,,,,,human,Robert de Hangest,Q116785131,Q1620
"Brölemann, Henri August",former owner,,,,,,,,human,Henri Auguste Brölemann,Q116785149,Q1621
"Duschnes, Philip C",former owner,,,,,,,,human,Philip C. Duschnes,Q67614357,Q16517
"Cathédrale Saint-Pierre (Beauvais, France)",former owner,,,,,,,,organization,Beauvais Cathedral,Q513300,Q1619
"Niccolò, di Giacomo, approximately 1330-1403",illuminator,,,,,,,,human,Niccolò di Giacomo,Q55993115,Q16518
"Certosa dello Spirito Santo (Lucca, Italy)",former owner,,,,,,,,organization,"Certosa di Farneta, Province of Lucca",Q944749,Q16519
"Hoepli (Firm : Milan, Italy)",former owner,,,organization,Hoepli,Q3786216,DSNAME8581,Q76705,,,,
Leo S. Olschki (Firm),former owner,,,,,,,,organization,Leo S. Olschki Editore,Q3229594,Q1817
"Birago, Giovan Pietro, active 1471-1513",illuminator,,,,,,,,human,Giovanni Pietro Birago,Q1901175,Q16521
Nicolas Rauch S.A,former owner,,,,,,,,organization,Nicolas Rauch,Q72938126,Q16522
"Maestro di Gerona, active approximately 1260-approximately 1290",illuminator,,,,,,,,human,Master of Gerona,Q112509654,Q1629
"Sandbergs Bokhandel, Stockholm",former owner,,,,,,,,organization,Sandbergs Bokhandel,Q123285065,Q16523
Branners Bibliofile Antikvariat,former owner,,,,,,,,organization,Branners Bibliofile Antikvariat,Q123285051,Q16524
Renzo Rizzi libri antichi (Firm),former owner,,,,,,,,organization,Renzo Rizzi libri antichi,Q123285064,Q16525
"Cortese, Cristoforo, approximately 1367-approximately 1445",illuminator,,,human,Cristoforo Cortese,Q21207630,DSNAME4026,Q40471,,,,
Leonardo Lapiccirella (Firm),former owner,,,,,,,,organization,Leonardo Lapiccirella,Q123285057,Q16526
"Ball, John Henry",former owner,,,,,,,,human,Henry John Ball,Q17512924,Q16527
"Ball, John Brayfield",former owner,,,,,,,,human,John Brayfield Ball,Q123274725,Q16528
"Lucas, Sydney Edward",former owner,,,,,,,,human,Sydney Edward Lucas,Q123274786,Q16529
"Kaiser, Minerva",former owner,,,,,,,,human,Minerva Kaiser,Q123274779,Q16530
England and Wales. Sovereign (1547-1553 : Edward VI),author,,,,,,,,organization;human,Kingdom of England;Edward VI of England,Q179876;Q83229,Q42625;Q16531
Winifred A. Myers (Autographs) Ltd,former owner,,,,,,,,organization,Winifred A. Myers Autographs Ltd,Q125716633,Q1658
"Davnay, John, active approximately 1600",author,,,,,,,,human,John Davnay,Q123274745,Q16532
"Cleseby, John, active 1426",author,,,,,,,,human,John Cleseby,Q123274740,Q16533
"Hawkeslowe, Johanna, senior, active 1518",author,,,,,,,,human,Johanna Hawkeslowe (Sr.),Q123274774,Q16534
"Woodward, Margaret F",former owner,,,,,,,,human,Margaret F. Woodward,Q123274823,Q16535
Bruce P. Ferrini (Firm),former owner,,,,,,,,organization,Bruce P. Ferrini,Q123283916,Q16536
"Alfen, Philip Joseph van, 1894-1969",former owner,,,human,Philip van Alfen,Q108815052,DSNAME8644,Q76760,,,,
Phillip J. Pirages (Firm),former owner,,,,,,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,Q1127
Philadelphia Rare Books & Manuscripts Company,former owner,,,,,,,,organization,Philadelphia Rare Books & Manuscripts Company,Q123285062,Q16537
"Guerrier, Edith, 1870-1958",former owner,,,,,,,,human,Edith Guerrier,Q5338557,Q16538
"Gourley, William Boyle, 1856-1935",former owner,,,,,,,,human,William Boyle Gourley,Q123274768,Q16539
"Abbe, Dorothy",former owner,,,,,,,,human,Dorothy Abbe,Q123274719,Q16540
"Serra, Pedro de, active 1314",author,,,,,,,,human,Pedro de Serra,Q123274813,Q16541
"Gomar, Berenguer, active 1314",scribe,,,,,,,,human,Berenguer Gomar,Q123274767,Q16542
"John, of Wales, active 13th century",author,,,,,,,,human,John of Wales,Q981494,Q16543
"Ellis, Arthur M. 1875-1932",former owner,,,,,,,,human,Arthur M. Ellis,Q94418291,Q16544
Mayfair Rare Books and Manuscripts,former owner,,,,,,,,organization,Mayfair Rare Books and Manuscripts,Q123285061,Q16545
"Bening, Simon, 1483 or 1484-1561",illuminator,,,,,,,,human,Simon Bening,Q928015,Q16546
"Juana, la Loca, Queen of Castile, 1479-1555",former owner,,,,,,,,human,Juana I of Castile,Q171136,Q4376
R. Stora & Company,former owner,,,,,,,,organization,R. Stora and Company,Q73705455,Q16547
Valerius Maximus,author,,,,,,,,human,Valerius Maximus,Q379991,Q1847
"Duprat, Antoine, 1463-1535",former owner,,,,,,,,human,Antoine Duprat,Q371678,Q16548
"Coudray, Charles Lenormand du",former owner,,,human,Charles Lenormand du Coudray,Q123274784,DSNAME2344,Q16645,,,,
"Beatty, Alfred Chester, Sir, 1875-1968",former owner,,,,,,,,human,Alfred Chester Beatty,Q1387981,Q439
"Conde, José Antonio, 1765-1820",former owner,,,,,,,,human,José Antonio Conde,Q2362149,Q16549
Château d'Anet,former owner,,,,,,,,organization,Château d'Anet,Q2032524,Q16550
Don Nicholaus of the Cistercian Order,illuminator,,,,,,,,human,Don Nicholaus of the Cistercian Order,Q123274755,Q16551
Francesco da Costello,illuminator,,,,,,,,human,Francesco da Castello,Q19402977,Q16552
Second Master of the San Sisto Choirbooks,illuminator,,,,,,,,human,Second Master of the San Sisto Choirbooks,Q123274812,Q16553
"Affaticati, Benedetto",former owner,,,,,,,,human,Benedetto Affaticati,Q123274720,Q16554
"Cavaleri, Michael",former owner,,,,,,,,human,Michele Cavaleri,Q60841316,Q16555
"Cernuschi, Enrico",former owner,,,,,,,,human,Enrico Cernuschi,Q95323201,Q16556
"San Sisto (Church : Piacenza, Italy)",former owner,,,,,,,,organization,"San Sisto, Piacenza",Q1687296,Q16557
"McKenna, John D., of Plainfield, New Jersey",former owner,,,,,,,,human,John D. McKenna,Q123274797,Q16558
Philip C. Duschnes (Firm),former owner,,,,,,,,organization,Philip C. Duschnes Rare Books & First Editions,Q129546551,Q39174
"Matteo, da Milano, active 1492-1523",illuminator,,,,,,,,human,Matteo da Milano,Q3299644,Q16559
Master of the Graduals of San Salvatore in Pavia,illuminator,,,,,,,,human,Master of the Graduals of San Salvatore in Pavia,Q123274794,Q16560
First Master of the Choir Books,illuminator,,,,,,,,human,First Master of the Choir Books,Q123274759,Q16561
"Kann, Maurice",former owner,,,,,,,,human,Maurice Kann,Q3300968,Q16562
"Forrer, Robert, 1866-1947",former owner,,,,,,,,human,Robert Forrer,Q119493,Q16563
"Hess, Julius",former owner,,,,,,,,human,Julius Hess,Q123274775,Q16564
"Alamanni, Tommaso Giovanni, active 16th century",author,,,,,,,,human,Tommaso Giovanni Alamanni,Q123274721,Q16565
"Woodward, Thomas, active 17th century",former owner,,,,,,,,human,Thomas Woodward,Q63410216,Q16566
"Bonaventure, Saint, Cardinal, approximately 1217-1274",author,,,,,,,,human,Bonaventure,Q43746,Q1935
"Franciscan Convent (Montepulciano, Italy)",former owner,,,,,,,,organization,San Francesco,Q3689542,Q16567
"Pseudo-Joachim, of Fiore",author,,,,,,,,human,Pseudo-Joachim of Fiore,Q19587867,Q16568
"Calcondila, Demetrio, 1423-1511",author,,,,,,,,human,Dimitrios Chalkokondyles,Q983661,Q16569
"Nicholas, Della Torre",scribe,,,,,,,,human,Nicholas Della Torre,Q123274804,Q16570
"Freeman, Gladys",former owner,,,,,,,,human,Gladys Freeman,Q75280425,Q16571
"Plimpton, George A. 1855-1936",former owner,,,,,,,,human,George Arthur Plimpton,Q5536449,Q16572
"Reichner, Herbert, 1899-1971",former owner,,,,,,,,human,Herbert Reichner,Q27229630,Q1554
"Marie, de Albano",former owner,,,,,,,,human,Marie de Albano,Q123274791,Q16573
"Marie Cleophe, de Sollario",former owner,,,,,,,,human,Marie Cleophe de Sollario,Q123274790,Q16574
"Martini, J",former owner,,,,,,,,human,J. Martini,Q115960451,Q16575
"Griscom, Acton",former owner,,,,,,,,human,Acton Griscom,Q56177963,Q16576
"Gottschalk, Paul, 1880-",former owner,,,,,,,,human,Paul Gottschalk,Q72937167,Q16577
"Lathrop C. Harper, Inc",former owner,,,,,,,,organization,"Lathrop C. Harper, Inc.",Q116785327,Q1640
Eleanor of Mohun,former owner,,,,,,,,human,Eleanor of Mohun,Q123274756,Q16578
"Sowter, E. M",former owner,,,,,,,,human,E. M. Sowter,Q113016263,Q16579
"Aldegati, Marcantonio, active 14th century",author,,,,,,,,human,Marcantonio Aldegati,Q89579883,Q16580
"Gonzaga, Francesco, 1444-1483",former owner,,,,,,,,human,Francesco Gonzaga,Q112659,Q16581
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,,,,,,human,Walter Sneyd,Q62619661,Q891
"Budé, Jean, 1430-1501",former owner,,,human,Jean Budé,Q3171023,DSNAME2280,Q16582,,,,
"Le Gualès de Mézaubran, Gilberte, 1892-1970",former owner,,,,,,,,human,Gilberte le Gualès de Mézaubran,Q123274783,Q16583
"Felice, Matteo, active 1467-1493",illuminator,,,,,,,,human,Matteo Felice,Q85719073,Q16584
"De Fouar, Beatrice",former owner,,,,,,,,human,Beatrice de Fouar,Q123274749,Q16585
"Foresi, Bastiano, 1424-1488",scribe,,,,,,,,human,Bastiano Foresi,Q18945082,Q16586
"De Marinis, T",former owner,,,,,,,,human,Tammaro De Marinis,Q3980638,Q1903
"Frost, H. Harvey",former owner,,,,,,,,human,Henry Harvey Frost,Q63158037,Q16587
"Bartlett, F. W., Mrs",former owner,,,,,,,,human,Mrs. F. W. Bartlett,Q123274726,Q16588
"Antonio, di Niccolò di Lorenzo di Domenico, 1445-1527",illuminator,,,,,,,,human,Antonio di Niccolò di Lorenzo di Domenico,Q104804731,Q16589
"Hoe, Robert, 1839-1909",former owner,,,,,,,,human,Robert Hoe III,Q3663034,Q438
"La Vallière, Louis César de LaBaume LeBlanc de, 1708-1780",former owner,,http://id.loc.gov/authorities/names/n94101565,,,,,,human,Louis César de La Baume Le Blanc,Q1158739,Q7919
"d'Hézy, Bernard",former owner,,,,,,,,,,,
"Frost, Henry Harvey",former owner,,,,,,,,human,Henry Harvey Frost,Q63158037,Q16587
"Cooper, E. P. F",former owner,,,,,,,,human,E. P. F. Cooper,Q123274742,Q16591
Van Dalem,former owner,,,,,,,,human,Van Dalem,Q123274820,Q16592
Charlier de Namur,former owner,,,,,,,,human,Charlier de Namur,Q123274739,Q16593
"Laing, Guilelmus",former owner,,,,,,,,human,Guilelmus Laing,Q123274781,Q16594
"Chesterfield, Edwyn Francis Scudamore-Stanhope, 10th Earl of, 1854-1933",former owner,,,,,,,,human,"Edwyn Scudamore-Stanhope, 10th Earl of Chesterfield",Q5346967,Q16595
"Hugo, Argentinensis, approximately 1210-approximately 1270",author,,,,,,,,human,Hugh Ripelin of Strasburg,Q1635599,Q6073
Venice (Republic : to 1797). Doge (1523-1538 : Gritti),author,,,,,,,,organization,Andrea Gritti,Q345506,Q5113
"Grasolorrius, Petrus",scribe,,,,,,,,human,Petrus Grasolorrius,Q123274770,Q16596
"Spinelli, Benetto",former owner,,,,,,,,human,Benetto Spinelli,Q123274815,Q16597
"Zane, Hieronymus",former owner,,,,,,,,human,"Zane, Hieronymus",Q123274824,Q16598
"Chandon de Briailles, Raoul, 1850-1908",former owner,,,,,,,,human,Raoul Chandon de Briailles,Q123274738,Q16599
Hotel Druot,former owner,,,,,,,,organization,Hôtel Drouot,Q3145483,Q16600
Davis & Orioli (Firm),former owner,,,,,,,,organization,Davis & Orioli,Q120869256,Q16601
"John F. Fleming, Incorporated",former owner,,,,,,,,organization,John F. Fleming,Q94274404,Q16602
"Minnis, Katherine",former owner,,,,,,,,,,,
Masters of the Wouter Grauwert,illuminator,,,,,,,,organization,Masters of the Wouter Grauwert,Q123285060,Q16604
"Herp, Hendrik, approximately 1400-1477",former owner,,,,,,,,human,Hendrik Herp,Q473002,Q16605
"Gibson, Francis, active 17th century",former owner,,,,,,,,human,Francis Gibson,Q123274765,Q16606
"Fry, Muriel Agnes, active 20th century",former owner,,,,,,,,human,Muriel Agnes Fry,Q123274762,Q16607
"Laurentius van der Torqel, active 16th century",former owner,,,,,,,,human,Laurentius van der Torqel,Q123274782,Q16608
Otto Haas (Firm),former owner,,,,,,,,organization,Otto Haas,Q1595206,Q16609
"Weil, Ernst, 1891-1965",former owner,,,,,,,,human,Ernst Weil,Q64995013,Q16610
"Masters of the Zwolle Bible, 1460-1480",illuminator,,,human,Masters of the Zwolle Bible,Q123274796,DSNAME2310,Q16611,,,,
"Beresford Hope, A. J. B 1820-1887",former owner,,,,,,,,human,Alexander Beresford Hope,Q1739864,Q16612
"Martinus Nijhoff (Firm : Hague, Netherlands)",former owner,,,organization,Martinus Nijhoff,Q1905756,DSNAME2312,Q16613,,,,
Pseudo-Bede,author,,,,,,,,human,Pseudo-Bede,Q33243380,Q16614
La Bibliofila,former owner,,,,,,,,organization,Libreria la Bibliofila,Q123285058,Q16674
"Boccardi, Giovanni di Giuliano, 1460-1529",illuminator,,,,,,,,human,Giovanni Boccardi,Q3766845,Q16615
"Sigismondi, Sigismondo de', -1525",scribe,,,,,,,,human,Sigismondo de' Sigismondi,Q120691934,Q16616
"Gage, Thomas",former owner,,,,,,,,human,Thomas Gage,Q581935,Q16617
"Crawford, William Horatio, 1815?-1888",former owner,,,,,,,,human,William Horatio Crawford,Q84471454,Q1798
"Busch, Rudolf",former owner,,,,,,,,human,Rudolf Busch,Q20812628,Q1868
"Sigmundt, Eduard von",former owner,,,,,,,,human,Eduard von Sigmundt,Q123274814,Q16618
"Feisenberger, H.A",former owner,,,,,,,,human,Hellmut Albert Feisenberger,Q55682647,Q16619
"Eisemann, Heinrich",former owner,,,,,,,,human,Heinrich Eisemann,Q72936970,Q16620
"Forti, Vittorio",former owner,,,,,,,,human,Vittorio Forti,Q123274760,Q16621
"Eugene IV, Pope, 1383-1447",author,,http://id.loc.gov/authorities/names/n79068430,,,,,,human,Eugene IV,Q167561,Q12923
Gregorius de Crema,scribe,,,,,,,,human,Gregorius de Crema,Q123274771,Q16622
"Rodd, Thomas, 1796-1849",former owner,,,,,,,,human,Thomas Rodd,Q18672648,Q16623
