subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Holy Roman Empire--History--Early works to 1800,0,a--x--v,,Europe--Holy Roman Empire;History;Early works,http://id.worldcat.org/fast/1205344;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q4317;Q6879;Q300,,,
"Manuscripts, Italian",fast,a,(OCoLC)fst01008378,"Manuscripts, Italian",http://id.worldcat.org/fast/1008378,Q269,,,
Popes,fast,a,(OCoLC)fst01071262,,,,Popes,http://id.worldcat.org/fast/1071262,Q7160
Europe--Holy Roman Empire,fast,a--z,(OCoLC)fst01205344,Europe--Holy Roman Empire,http://id.worldcat.org/fast/1205344,Q4317,,,
Italy--Florence,fast,a--z,(OCoLC)fst01204699,,,,Italy--Florence,http://id.worldcat.org/fast/1204699,Q3604
Rome (Empire),fast,a,(OCoLC)fst01204885,,,,Rome (Empire),http://id.worldcat.org/fast/1204885,Q3038
"Manuscripts, Latin (Medieval and modern)--France--Paris",0,a--z--z,,"Manuscripts, Latin (Medieval and modern);France--Paris",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1205283,Q10783;Q27297,,,
"Manuscripts, Medieval--France--Paris",0,a--z--z,,"Manuscripts, Medieval;France--Paris",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205283,Q325;Q27297,,,
France--Paris,fast,a--z,(OCoLC)fst01205283--http://id.worldcat.org/fast/1205283,France--Paris,http://id.worldcat.org/fast/1205283,Q27297,,,
"Illumination of books and manuscripts, Gothic--Belgium--Mons",0,a--z--z,,"Illumination of books and manuscripts, Gothic;Belgium--Mons",http://id.worldcat.org/fast/967296;http://id.worldcat.org/fast/1206359,Q8371;Q12585,,,
"Manuscripts, Latin (Medieval and modern)--Belgium--Mons",0,a--z--z,,"Manuscripts, Latin (Medieval and modern);Belgium--Mons",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1206359,Q10783;Q12585,,,
"Manuscripts, Medieval--Belgium--Mons",0,a--z--z,,"Manuscripts, Medieval;Belgium--Mons",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206359,Q325;Q12585,,,
Belgium--Mons,fast,a--z,http://id.worldcat.org/fast/1206359,Belgium--Mons,http://id.worldcat.org/fast/1206359,Q12585,,,
"Illumination of books and manuscripts, Gothic--Belgium--Tournai",0,a--z--z,,"Illumination of books and manuscripts, Gothic;Belgium--Tournai",http://id.worldcat.org/fast/967296;http://id.worldcat.org/fast/1215914,Q8371;Q48507,,,
"Manuscripts, Latin (Medieval and modern)--Belgium--Tournai",0,a--z--z,,"Manuscripts, Latin (Medieval and modern);Belgium--Tournai",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1215914,Q10783;Q48507,,,
"Manuscripts, Medieval--Belgium--Tournai",0,a--z--z,,"Manuscripts, Medieval;Belgium--Tournai",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1215914,Q325;Q48507,,,
Scholasticism--Early works to 1800,0,a--v,,,,,Scholasticism;Early works,http://id.worldcat.org/fast/1106919;http://id.worldcat.org/fast/1411636,Q4887;Q300
Theology--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh93009683,,,,Theology;Early works,http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1411636,Q4290;Q300
Scholasticism,fast,a,(OCoLC)fst01106919--http://id.worldcat.org/fast/1106919,,,,Scholasticism,http://id.worldcat.org/fast/1106919,Q4887
Theology,fast,a,(OCoLC)fst01149559--http://id.worldcat.org/fast/1149559,,,,Theology,http://id.worldcat.org/fast/1149559,Q4290
"Illumination of books and manuscripts, Italian--15th century",0,a--y,,"Illumination of books and manuscripts, Italian;Fifteenth century",http://id.worldcat.org/fast/967315;http://id.worldcat.org/fast/923962,Q38503;Q154,,,
"Pastoral poetry, Latin--Early works to 1800",0,a--v,,"Pastoral poetry, Latin;Early works",http://id.worldcat.org/fast/1054657;http://id.worldcat.org/fast/1411636,Q4816;Q300,,,
"Illumination of books and manuscripts, Italian",fast,a,(OCoLC)fst00967315,"Illumination of books and manuscripts, Italian",http://id.worldcat.org/fast/967315,Q38503,,,
"Pastoral poetry, Latin",fast,a,(OCoLC)fst01054657,,,,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657,Q4816
Italy,fast,a,(OCoLC)fst01204565,,,,Italy,http://id.worldcat.org/fast/1204565,Q249
1400 - 1499,fast,a,,,,,,,
"Manuscripts, Latin (Medieval and modern)--Austria",0,a--z,,,,,"Manuscripts, Latin (Medieval and modern);Austria",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204901,Q10783;Q2798
"Manuscripts, Medieval--Austria",0,a--z,,,,,"Manuscripts, Medieval;Austria",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204901,Q325;Q2798
In Coena Domini bulls--Early works to 1800,0,a--v,,In Coena Domini bulls;Early works,http://id.worldcat.org/fast/968330;http://id.worldcat.org/fast/1411636,Q7693;Q300,,,
Christian heresies--Early works to 1800,0,a--v,,,,,Christian heresies;Early works,http://id.worldcat.org/fast/1727964;http://id.worldcat.org/fast/1411636,Q4837;Q300
"Manuscripts, Latin (Medieval and modern)--Germany",0,a--z,,,,,"Manuscripts, Latin (Medieval and modern);Germany",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1210272,Q10783;Q3032
Christian heresies,fast,a,(OCoLC)fst01727964,,,,Christian heresies,http://id.worldcat.org/fast/1727964,Q4837
In Coena Domini bulls,fast,a,(OCoLC)fst00968330,,,,In Coena Domini bulls,http://id.worldcat.org/fast/968330,Q7693
"Manuscripts, Latin (Medieval and modern)--Spain",0,a--z,,,,,"Manuscripts, Latin (Medieval and modern);Spain",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204303,Q10783;Q343
Spain,fast,a,(OCoLC)fst01204303,,,,Spain,http://id.worldcat.org/fast/1204303,Q343
"Illumination of books and manuscripts, Gothic--Spain",0,a--z,,"Illumination of books and manuscripts, Gothic;Spain",http://id.worldcat.org/fast/967296;http://id.worldcat.org/fast/1204303,Q8371;Q343,,,
"Manuscripts, Medieval--Germany",0,a--z,,,,,"Manuscripts, Medieval;Germany",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210272,Q325;Q3032
"France--History--Francis I, 1515-1547--Sources",0,a--x--y--v,,France;History;Sources,http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q152;Q6879;Q2769,,,
Turenne (Viscounty)--History--Sources,0,a--x--v,,Europe--Turenne (Viscounty);History;Sources,http://id.worldcat.org/fast/1203747;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q48508;Q6879;Q2769,,,
Gloucestershire (England)--History--16th century--Sources,0,a--x--y--v,,England--Gloucestershire;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1207541;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q16359;Q6879;Q335;Q2769,,,
"Kingston upon Thames (London, England)--History--16th century--Sources",0,a--x--y--v,,England--Kingston upon Thames;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1695302;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q48509;Q6879;Q335;Q2769,,,
Suffolk (England)--History--16th century--Sources,0,a--x--y--v,,England--Suffolk;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1212535;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q201;Q6879;Q335;Q2769,,,
