signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNotes,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link,dsItemID
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 22","manuscript containing Castle Hours # 5, Use of Paris",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,,,,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic -- textualis quadrata,Q1473289|Q397,"Castle Hours # 5, Use of Paris",Book of hours|Castle Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68739,,Q131863645,Q995265,DS16524,MS 22,MS 22,https://iiif.archive.org/iiif/3/BMC_MS22/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69265,https://openn.library.upenn.edu/Data/0003/html/BMC_MS22.html,https://catalog.digital-scriptorium.org/entity/Q69264
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 23","manuscript containing Book of Hours, Use of Le Mans (""Leighton Hours"")",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic -- textualis,Q1473289|Q397,"Book of Hours, Use of Le Mans (""Leighton Hours"")",Book of hours|Leighton Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68746,,Q131863647,Q995265,DS16525,MS 23,MS 23,https://iiif.archive.org/iiif/3/BMC_MS23/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69268,https://openn.library.upenn.edu/Data/0003/html/BMC_MS23.html,https://catalog.digital-scriptorium.org/entity/Q69267
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 49","manuscript containing Epistulae; De Clementia; Sermo de corpore Christi; Meditationes; Epistula de morte S. Hireronymi; De quatuor virtutibus; Epistula ad Cyrillum; Epistula ad Augustinum, etc.",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1400,1450,https://catalog.digital-scriptorium.org/entity/Q860|https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Humanistic,Q397,"Epistulae; De Clementia; Sermo de corpore Christi; Meditationes; Epistula de morte S. Hireronymi; De quatuor virtutibus; Epistula ad Cyrillum; Epistula ad Augustinum, etc.",Epistulae,https://catalog.digital-scriptorium.org/entity/Q38387,Q2054|Q1241114|Q44248|Q88173173|Q67406296|Q7254413|Q105570740|Q1995114,,Q995265,DS16549,MS 49,MS 49,,https://catalog.digital-scriptorium.org/entity/Q69340,https://openn.library.upenn.edu/Data/0003/html/BMC_MS49.html,https://catalog.digital-scriptorium.org/entity/Q69339
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 52",manuscript containing Traite de la vanite des choses mondaines,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q122|https://catalog.digital-scriptorium.org/entity/Q136,,,Script: Gothic--cursiva,Q1473289|Q14185,Traite de la vanite des choses mondaines,Traite de la vanite des choses mondaines,https://catalog.digital-scriptorium.org/entity/Q68761,Q131740027,,Q995265,DS16552,MS 52,MS 52,https://iiif.archive.org/iiif/3/BMC_MS52/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69349,https://openn.library.upenn.edu/Data/0003/html/BMC_MS52.html,https://catalog.digital-scriptorium.org/entity/Q69348
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 53",manuscript containing Libro de optimo imperatore,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1460,1480,,,,Script: Humanistic Cursive,Q397,Libro de optimo imperatore,Libro de optimo imperatore,https://catalog.digital-scriptorium.org/entity/Q68762,Q373042,,Q995265,DS16553,MS 53,MS 53,https://iiif.archive.org/iiif/3/BMC_MS53/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69352,https://openn.library.upenn.edu/Data/0003/html/BMC_MS53.html,https://catalog.digital-scriptorium.org/entity/Q69351
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 55",manuscript containing Epistulae; Adversus Vigilantium; and De Perpetua virginitate beatae mariae adversus Helvidium,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,,,Script: Scribe: Johannes Tyrolf|Script: Hybrida,Q397|Q35497,Epistulae; Adversus Vigilantium; and De Perpetua virginitate beatae mariae adversus Helvidium,Epistulae,https://catalog.digital-scriptorium.org/entity/Q38387,Q44248,,Q995265,DS16555,MS 55,MS 55,https://iiif.archive.org/iiif/3/BMC_MS55/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69358,https://openn.library.upenn.edu/Data/0003/html/BMC_MS55.html,https://catalog.digital-scriptorium.org/entity/Q69357
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 56",manuscript containing Middle Dutch Prayer Book,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q651,,,Script: Written in a late gothic bookhand by at least two scribes,Q397|Q178806,Middle Dutch Prayer Book,Prayer book,https://catalog.digital-scriptorium.org/entity/Q1486,,,Q995265,DS16556,MS 56,MS 56,https://iiif.archive.org/iiif/3/BMC_MS56/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69361,https://openn.library.upenn.edu/Data/0003/html/BMC_MS56.html,https://catalog.digital-scriptorium.org/entity/Q69360
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 57","manuscript containing Antonius de Vercellis, Tractatus de virtutibus",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1400,1500,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Gothic--cursiva,Q397,"Antonius de Vercellis, Tractatus de virtutibus",Tractatus de virtutibus,https://catalog.digital-scriptorium.org/entity/Q68763,Q3619212,,Q995265,DS16557,MS 57,MS 57,https://iiif.archive.org/iiif/3/BMC_MS57/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69364,https://openn.library.upenn.edu/Data/0003/html/BMC_MS57.html,https://catalog.digital-scriptorium.org/entity/Q69363
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 47",manuscript containing al-Mazāmīr al-muqaddasah.,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,,,,,Q131863662,,Script: Written in New Style in black ink; pointed.,Q13955,al-Mazāmīr al-muqaddasah.,Psalms,https://catalog.digital-scriptorium.org/entity/Q5972,,,Q995265,DS16558,BV 47,BV 47,,https://catalog.digital-scriptorium.org/entity/Q69367,https://openn.library.upenn.edu/Data/0003/html/bv_047.html,https://catalog.digital-scriptorium.org/entity/Q69366
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 49",manuscript containing Subḥat al-abrār.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,Q131863664,,Script: Written in nastaʻlīq in black ink; pointed.,Q9168,Subḥat al-abrār.,,,,,Q995265,DS16560,BV 49,BV 49,,https://catalog.digital-scriptorium.org/entity/Q69373,https://openn.library.upenn.edu/Data/0003/html/bv_049.html,https://catalog.digital-scriptorium.org/entity/Q69372
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 50",manuscript containing Gulistān.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,Q131863665,,Script: Written in nastaʻlīq in black ink; pointed.,Q9168,Gulistān.,Gulistan,https://catalog.digital-scriptorium.org/entity/Q3702,,,Q995265,DS16561,BV 50,BV 50,,https://catalog.digital-scriptorium.org/entity/Q69376,https://openn.library.upenn.edu/Data/0003/html/bv_050.html,https://catalog.digital-scriptorium.org/entity/Q69375
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 51",manuscript containing Khamsah.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,Q131863666,,Script: Written in nastaʻlīq in black ink; pointed.,Q9168,Khamsah.,Khamsa,https://catalog.digital-scriptorium.org/entity/Q18558,,,Q995265,DS16562,BV 51,BV 51,,https://catalog.digital-scriptorium.org/entity/Q69379,https://openn.library.upenn.edu/Data/0003/html/bv_051.html,https://catalog.digital-scriptorium.org/entity/Q69378
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 52",manuscript containing al-Qurʼān.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q3079,Q131863668,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955,al-Qurʼān.,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q995265,DS16563,BV 52,BV 52,,https://catalog.digital-scriptorium.org/entity/Q69382,https://openn.library.upenn.edu/Data/0003/html/bv_052.html,https://catalog.digital-scriptorium.org/entity/Q69381
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 53",manuscript containing Devotional book.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q2822,Q20111137,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955,Devotional book.,Devotional book,https://catalog.digital-scriptorium.org/entity/Q3720,,,Q995265,DS16564,BV 53,BV 53,,https://catalog.digital-scriptorium.org/entity/Q69385,https://openn.library.upenn.edu/Data/0003/html/bv_053.html,https://catalog.digital-scriptorium.org/entity/Q69384
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 54",manuscript containing Hādhā kitāb sharḥ Mashāriq.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q3079,Q131863670,,Script: Written in nastaʻlīq in black ink; pointed.,Q13955|Q9168,Hādhā kitāb sharḥ Mashāriq.,Commentary on Mashāriq al-anwār,https://catalog.digital-scriptorium.org/entity/Q55176,,,Q995265,DS16565,BV 54,BV 54,,https://catalog.digital-scriptorium.org/entity/Q69388,https://openn.library.upenn.edu/Data/0003/html/bv_054.html,https://catalog.digital-scriptorium.org/entity/Q69387
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 55",manuscript containing Vaṣiyyet.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q3079,Q131863671,,"Script: Written in naskh in black ink; pointed, vocalized.",Q36730,Vaṣiyyet.,Vasiyetname,https://catalog.digital-scriptorium.org/entity/Q7538,,,Q995265,DS16566,BV 55,BV 55,,https://catalog.digital-scriptorium.org/entity/Q69391,https://openn.library.upenn.edu/Data/0003/html/bv_055.html,https://catalog.digital-scriptorium.org/entity/Q69390
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 57",manuscript containing Sīrat al-Nabī Muḥammad.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,Q131863672,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955,Sīrat al-Nabī Muḥammad.,Life of Muhammad,https://catalog.digital-scriptorium.org/entity/Q55105,,,Q995265,DS16568,BV 57,BV 57,,https://catalog.digital-scriptorium.org/entity/Q69397,https://openn.library.upenn.edu/Data/0003/html/bv_057.html,https://catalog.digital-scriptorium.org/entity/Q69396
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 58",manuscript containing Calligraphic album.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q3079,,,"Script: Larger lines written in thuluth and smaller lines written in naskh in black ink; pointed, vocalized.",Q13955,Calligraphic album.,Calligraphy,https://catalog.digital-scriptorium.org/entity/Q39902,Q131863673,,Q995265,DS16569,BV 58,BV 58,,https://catalog.digital-scriptorium.org/entity/Q69400,https://openn.library.upenn.edu/Data/0003/html/bv_058.html,https://catalog.digital-scriptorium.org/entity/Q69399
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 62",manuscript containing Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,Q131863674,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955|Q9168,Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,Dala'il al-Khayrat,https://catalog.digital-scriptorium.org/entity/Q18568,,,Q995265,DS16571,BV 62,BV 62,,https://catalog.digital-scriptorium.org/entity/Q69406,https://openn.library.upenn.edu/Data/0003/html/bv_062.html,https://catalog.digital-scriptorium.org/entity/Q69405
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 65",manuscript containing Shāhnāmah.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q138,,,Script: Written in nastaʻlīq in black ink; pointed.,Q9168,Shāhnāmah.,Shahnameh,https://catalog.digital-scriptorium.org/entity/Q18627,Q43459,,Q995265,DS16572,BV 65,BV 65,,https://catalog.digital-scriptorium.org/entity/Q69409,https://openn.library.upenn.edu/Data/0003/html/bv_065.html,https://catalog.digital-scriptorium.org/entity/Q69408
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 67",manuscript containing Syriac-English dictionary.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,,,,Q1860|Q33538,Syriac-English dictionary.,Syriac-English dictionary,https://catalog.digital-scriptorium.org/entity/Q68764,,,Q995265,DS16573,BV 67,BV 67,,https://catalog.digital-scriptorium.org/entity/Q69412,https://openn.library.upenn.edu/Data/0003/html/bv_067.html,https://catalog.digital-scriptorium.org/entity/Q69411
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 68",manuscript containing al-Ḥawḍ.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q3657,,,"Script: Written in maghribī in dark brown ink; pointed, vocalized.",Q34152,al-Ḥawḍ.,Islamic texts,https://catalog.digital-scriptorium.org/entity/Q27729,Q592255,,Q995265,DS16574,BV 68,BV 68,,https://catalog.digital-scriptorium.org/entity/Q69415,https://openn.library.upenn.edu/Data/0003/html/bv_068.html,https://catalog.digital-scriptorium.org/entity/Q69414
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 69",manuscript containing Muṣḥaf jalīl fīhi ....,Q87167,https://catalog.digital-scriptorium.org/entity/Q33,,,,,Q131863675,,Script: Written in New Style in black ink; pointed.,Q13955,Muṣḥaf jalīl fīhi ....,Religious texts,https://catalog.digital-scriptorium.org/entity/Q5037,,,Q995265,DS16575,BV 69,BV 69,,https://catalog.digital-scriptorium.org/entity/Q69418,https://openn.library.upenn.edu/Data/0003/html/bv_069.html,https://catalog.digital-scriptorium.org/entity/Q69417
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 70",manuscript containing al-Qurʼān.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955,al-Qurʼān.,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,,Q995265,DS16576,BV 70,BV 70,,https://catalog.digital-scriptorium.org/entity/Q69421,https://openn.library.upenn.edu/Data/0003/html/bv_070.html,https://catalog.digital-scriptorium.org/entity/Q69420
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 71",manuscript containing Devotional book.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,,,"Script: Written in naskh in black ink; pointed, vocalized.",Q13955|Q9168,Devotional book.,Devotional book,https://catalog.digital-scriptorium.org/entity/Q3720,,,Q995265,DS16577,BV 71,BV 71,,https://catalog.digital-scriptorium.org/entity/Q69424,https://openn.library.upenn.edu/Data/0003/html/bv_071.html,https://catalog.digital-scriptorium.org/entity/Q69423
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 72",manuscript containing Tables for the risings and settings of the moon and planets.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,,,,Script: Written in nastaʻlīq in black and red ink; pointed.,Q13955|Q9168,Tables for the risings and settings of the moon and planets.,Astronomical text,https://catalog.digital-scriptorium.org/entity/Q38381,,,Q995265,DS16578,BV 72,BV 72,,https://catalog.digital-scriptorium.org/entity/Q69427,https://openn.library.upenn.edu/Data/0003/html/bv_072.html,https://catalog.digital-scriptorium.org/entity/Q69426
"Bryn Mawr, Pennsylvania, Bryn Mawr College, BV 201",manuscript containing Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,,,,https://catalog.digital-scriptorium.org/entity/Q3652,,,"Script: Written in maghribī in brown ink; pointed, vocalized.",Q13955,Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār.,Dala'il al-Khayrat,https://catalog.digital-scriptorium.org/entity/Q18568,Q1775944,,Q995265,DS16579,BV 201,BV 201,,https://catalog.digital-scriptorium.org/entity/Q69430,https://openn.library.upenn.edu/Data/0003/html/bv_201.html,https://catalog.digital-scriptorium.org/entity/Q69429
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 25","manuscript containing Book of Hours, Use of Rome (""Marquand Hours"")",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1475,1499,https://catalog.digital-scriptorium.org/entity/Q134|https://catalog.digital-scriptorium.org/entity/Q1287,,,Script: Gothic--rotunda,Q397,"Book of Hours, Use of Rome (""Marquand Hours"")",Book of hours|Marquand Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68748,,Q131863649|Q112416683|Q117093|Q5354255|Q123518716,Q995265,DS16527,MS 25,MS 25,https://iiif.archive.org/iiif/3/BMC_MS25/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69274,https://openn.library.upenn.edu/Data/0003/html/BMC_MS25.html,https://catalog.digital-scriptorium.org/entity/Q69273
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 26","manuscript containing Book of Hours, Use of Rome (""Mongan Hours"")",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1440,1460,https://catalog.digital-scriptorium.org/entity/Q126|https://catalog.digital-scriptorium.org/entity/Q651|https://catalog.digital-scriptorium.org/entity/Q1243|https://catalog.digital-scriptorium.org/entity/Q10829|https://catalog.digital-scriptorium.org/entity/Q19905,,,Script: Gothic -- textualis semi-quadrata,Q397,"Book of Hours, Use of Rome (""Mongan Hours"")",Book of hours|Mongan Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68749,,Q16980093|Q19997505,Q995265,DS16528,MS 26,MS 26,https://iiif.archive.org/iiif/3/BMC_MS26/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69277,https://openn.library.upenn.edu/Data/0003/html/BMC_MS26.html,https://catalog.digital-scriptorium.org/entity/Q69276
"Bryn Mawr, Pennsylvania, Bryn Mawr College, MS 27","manuscript containing Book of Hours, Use of Sarum (""Streeter-Piccard Hours"")",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1430,1450,https://catalog.digital-scriptorium.org/entity/Q126|https://catalog.digital-scriptorium.org/entity/Q1243,,,Script: Gothic -- semi-quadrata,Q1473289|Q397,"Book of Hours, Use of Sarum (""Streeter-Piccard Hours"")",Book of hours|Streeter-Piccard Hours,https://catalog.digital-scriptorium.org/entity/Q795|https://catalog.digital-scriptorium.org/entity/Q68750,,Q7382919|Q6172302,Q995265,DS16529,MS 27,MS 27,https://iiif.archive.org/iiif/3/BMC_MS27/manifest.json,https://catalog.digital-scriptorium.org/entity/Q69280,https://openn.library.upenn.edu/Data/0003/html/BMC_MS27.html,https://catalog.digital-scriptorium.org/entity/Q69279
