subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Physics,a,0,http://id.loc.gov/authorities/subjects/sh85101653,Physics,http://id.worldcat.org/fast/1063025,Q195,,,
"Chemistry, Organic",a,0,http://id.loc.gov/authorities/subjects/sh85023022,"Chemistry, Organic",http://id.worldcat.org/fast/853501,Q48876,,,
Electricity,a,0,http://id.loc.gov/authorities/subjects/sh85042065,Electricity,http://id.worldcat.org/fast/906253,Q48877,,,
French language--19th century,a--y,0,,French language;Nineteenth century,http://id.worldcat.org/fast/934333;http://id.worldcat.org/fast/1037841,Q4305;Q3538,,,
Sufis--India--Biography--Early works to 1800,a--z--v--v,0,,Sufis;India;Biographies;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11475;Q26595;Q3051;Q300,,,
Sufism--Terminology,a--x,0,,,,,Sufism;Terminology,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1423880,Q11239;Q11125
Christianity,a,0,http://id.loc.gov/authorities/subjects/sh85025219,Christianity,http://id.worldcat.org/fast/859599,Q5915,,,
Judaism,a,0,,Judaism,http://id.worldcat.org/fast/984280,Q4197,,,
Falconry,a,0,http://id.loc.gov/authorities/subjects/sh85046957,Falconry,http://id.worldcat.org/fast/919992,Q4908,,,
Persian language--Dictionaries,a--v,0,http://id.loc.gov/authorities/subjects/sh2007002370,Persian language;Dictionaries,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826,Q11515;Q3041,,,
"Sufi poetry, Persian--Early works to 1800",a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85129656,"Sufi poetry, Persian;Early works",http://id.worldcat.org/fast/1137242;http://id.worldcat.org/fast/1411636,Q48793;Q300,,,
"Sufi poetry, Persian",a,fast,(OCoLC)fst01137242,"Sufi poetry, Persian",http://id.worldcat.org/fast/1137242,Q48793,,,
Islam--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008104957,,,,Islam;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q3549;Q300
Pharmacy--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008109179,,,,Pharmacy;Early works,http://id.worldcat.org/fast/1060285;http://id.worldcat.org/fast/1411636,Q4788;Q300
Therapeutics--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2010116470,,,,Therapeutics;Early works,http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1411636,Q12677;Q300
Alchemy,a,0,http://id.loc.gov/authorities/subjects/sh85003265,Alchemy,http://id.worldcat.org/fast/804245,Q3005,,,
Sufi chants,a,0,http://id.loc.gov/authorities/subjects/sh86007312,Sufi chants,http://id.worldcat.org/fast/1137202,Q48878,,,
Imams (Shiites)--Prayers and devotions--Early works to 1800,a--v--v,0,,Imams (Shiites);Prayers and devotions;Early works,http://id.worldcat.org/fast/967650;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q48780;Q3052;Q300,,,
Islam--Doctrines--Early works to 1800,a--x--v,0,,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11301;Q300
Shiites--Early works to 1800,a--v,0,,,,,Shiites;Early works,http://id.worldcat.org/fast/1115976;http://id.worldcat.org/fast/1411636,Q39087;Q300
Sufi chants--Early works to 1800,a--v,0,,Sufi chants;Early works,http://id.worldcat.org/fast/1137202;http://id.worldcat.org/fast/1411636,Q48878;Q300,,,
Traditional medicine--Early works to 1800,a--v,0,,,,,Traditional medicine;Early works,http://id.worldcat.org/fast/1153974;http://id.worldcat.org/fast/1411636,Q3048;Q300
Chiites--Ouvrages avant 1800,a--v,6,,Shiites;Early works,http://id.worldcat.org/fast/1115976;http://id.worldcat.org/fast/1411636,Q39087;Q300,,,
Chant soufi--Ouvrages avant 1800,a--v,6,,Sufi chants;Early works,http://id.worldcat.org/fast/1137202;http://id.worldcat.org/fast/1411636,Q48878;Q300,,,
Soufisme--Doctrines--Ouvrages avant 1800,a--x--v,6,,Sufism--Doctrines;Early works,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q11235;Q300,,,
Islam--Doctrines,a--x,fast,,,,,Islam--Doctrines,http://id.worldcat.org/fast/979787,Q11301
Shiites,a,fast,,Shiites,http://id.worldcat.org/fast/1115976,Q39087,,,
Sufi chants,a,fast,,Sufi chants,http://id.worldcat.org/fast/1137202,Q48878,,,
Traditional medicine,a,fast,,,,,Traditional medicine,http://id.worldcat.org/fast/1153974,Q3048
Prophets in the Qurʼan--Early works to 1800,a--v,0,,Prophets in the Qurʼan;Early works,http://id.worldcat.org/fast/1861125;http://id.worldcat.org/fast/1411636,Q48242;Q300,,,
Persian poetry--Collections,a--v,0,,Persian poetry;Collections,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1424032,Q3582;Q48879,,,
"Turkey--History--Ottoman Empire, 1288-1918--Early works to 1800",a--x--y--v,0,,,,,Turkey;History;1288-1918;Early works,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355456;http://id.worldcat.org/fast/1411636,Q4294;Q6879;Q18297;Q300
Rohilkhand (India)--History,a--x,0,,India--Rohilkhand;History,http://id.worldcat.org/fast/1225147;http://id.worldcat.org/fast/958235,Q48880;Q6879,,,
Jammu and Kashmir (India)--History--Early works to 1800,a--x--v,0,,India--Jammu and Kashmir;History;Early works,http://id.worldcat.org/fast/1207110;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q18321;Q6879;Q300,,,
Persian language--Dictionaries--Early works to 1800,a--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85100070,Persian language;Encyclopedias and dictionaries;Early works,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1411636,Q11515;Q175;Q300,,,
Arabic language--Dictionaries--Persian--Early works to 1800,a--x--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85006306,,,,Arabic language;Encyclopedias and dictionaries;Persian language;Early works,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q2953;Q175;Q11515;Q300
Turkish language--Dictionaries--Persian--Early works to 1800,a--x--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85138883,Turkish language;Encyclopedias and dictionaries;Persian language;Early works,http://id.worldcat.org/fast/1159411;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q11148;Q175;Q11515;Q300,,,
Syriac language--Dictionaries--Persian--Early works to 1800,a--x--x--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85131708,Syriac language;Encyclopedias and dictionaries;Persian language;Early works,http://id.worldcat.org/fast/1141324;http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1411636,Q18313;Q175;Q11515;Q300,,,
Divination,a,0,http://id.loc.gov/authorities/subjects/sh85038589,,,,Divination,http://id.worldcat.org/fast/895747,Q26839
Sufis,a,0,http://id.loc.gov/authorities/subjects/sh85129659,Sufis,http://id.worldcat.org/fast/1137253,Q11475,,,
Sufis--Genealogy,a--x,0,,Sufis;Genealogy,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/939652,Q11475;Q38912,,,
Traditional medicine,a,0,http://id.loc.gov/authorities/subjects/sh85083164,Traditional medicine,http://id.worldcat.org/fast/1153974,Q3048,,,
Questions and answers,a,0,http://id.loc.gov/authorities/subjects/sh85109826,Questions and answers,http://id.worldcat.org/fast/1085701,Q48881,,,
"Riddles, Persian",a,0,http://id.loc.gov/authorities/subjects/sh87001470,"Riddles, Persian",http://id.worldcat.org/fast/1097696,Q48773,,,
Urdu poetry--Early works to 1800,a--v,0,,Urdu poetry;Early works,http://id.worldcat.org/fast/1162838;http://id.worldcat.org/fast/1411636,Q48769;Q300,,,
Battles--Pictorial works--Specimens,a--v--v,0,,Battles;Pictorial works;Specimens,http://id.worldcat.org/fast/828915;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48882;Q240;Q239,,,
Courts and courtiers--Mogul Empire--Pictorial works--Specimens,a--z--v--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85033582,Courts and courtiers;India--Mughal Empire;Pictorial works;Specimens,http://id.worldcat.org/fast/881829;http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q38917;Q48762;Q240;Q239,,,
Landscapes--Pictorial works--Specimens,a--v--v,0,,Landscapes;Pictorial works;Specimens,http://id.worldcat.org/fast/1735625;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48883;Q240;Q239,,,
Muslim scholars--Pictorial works--Specimens,a--v--v,0,,Muslim scholars;Pictorial works;Specimens,http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q11224;Q240;Q239,,,
Rustam (Legendary character)--Pictorial works--Specimens,a--v--v,0,,Rustam (Legendary character);Pictorial works;Specimens,http://id.worldcat.org/fast/1748817;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q39072;Q240;Q239,,,
Schools--Pictorial works--Specimens,a--v--v,0,,Schools;Pictorial works;Specimens,http://id.worldcat.org/fast/1107958;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48884;Q240;Q239,,,
Chasse--Ouvrages illustrés--Spécimens,a--v--v,6,,Hunting;Illustrated works;Specimens,http://id.worldcat.org/fast/964162;http://id.worldcat.org/fast/1423873;http://id.worldcat.org/fast/1423861,Q26870;Q294;Q239,,,
Battles,a,fast,,Battles,http://id.worldcat.org/fast/828915,Q48882,,,
Courts and courtiers,a,fast,,,,,Courts and courtiers,http://id.worldcat.org/fast/881829,Q38917
Hunting,a,fast,,,,,Hunting,http://id.worldcat.org/fast/964162,Q26870
Landscapes,a,fast,,Landscapes,http://id.worldcat.org/fast/1735625,Q48883,,,
Muslim scholars,a,fast,,,,,Muslim scholars,http://id.worldcat.org/fast/1731774,Q11224
Schools,a,fast,,Schools,http://id.worldcat.org/fast/1107958,Q48884,,,
"Muḥammad, Prophet, d. 632--Isrā and Miʻrāj--Poetry",a;c;d--x--v,0,,Isra' and Mi`raj of the Prophet Muhammad;Poetry,http://id.worldcat.org/fast/1353433;http://id.worldcat.org/fast/1423828,Q48885;Q247,,,
Mysticism--Islam--Poetry,a--x--v,0,,Mysticism--Islam;Poetry,http://id.worldcat.org/fast/1031643;http://id.worldcat.org/fast/1423828,Q27457;Q247,,,
Generative organs--Diseases--Early works to 1800,a--x--v,0,,Generative organs--Diseases;Early works,http://id.worldcat.org/fast/939900;http://id.worldcat.org/fast/1411636,Q48886;Q300,,,
Islam,a,0,http://id.loc.gov/authorities/subjects/sh85068390,Islam,http://id.worldcat.org/fast/979776,Q3549,,,
"Iran--History--Qajar dynasty, 1794-1925",a--x--y,0,,Iran;History,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235,Q16384;Q6879,,,
Iran--Histoire--1794-1925 (Dynastie des Qādjārs),a--x--y,6,,Iran;History,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235,Q16384;Q6879,,,
1794-1925,a,fast,,,,,,,
"Portraits, Mughal Empire",a,0,http://id.loc.gov/authorities/subjects/sh85105210,"Portraits, Mogul Empire",http://id.worldcat.org/fast/1072379,Q48887,,,
Mogul Empire--Kings and rulers,a--x,0,,India--Mughal Empire;Kings and rulers,http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/987694,Q48762;Q305,,,
India--History--1526-1765,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85064913,India;History,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235,Q26595;Q6879,,,
Persian language and literature--Poetry,a--x,0,,Persian language;Persian literature;Poetry,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1058528;http://id.worldcat.org/fast/1067691,Q11515;Q3612;Q38833,,,
Theology--Sufism,a--x,0,,Theology;Sufism,http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1137257,Q4290;Q11239,,,
Naqshabandīyah--History--15th century--Sources,a--x--y--v,0,,Naqshabandīyah;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1032725;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q48270;Q6879;Q154;Q2769,,,
Poésie persane--15e siècle,a--y,6,,Persian poetry;Fifteenth century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/923962,Q3582;Q154,,,
Naqshabandīyah,a,fast,,,,,Naqshabandīyah,http://id.worldcat.org/fast/1032725,Q48270
Islam--History--Early works to 1800,a--x--v,0,,,,,Islam;History;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q3549;Q6879;Q300
Kings and rulers--Iran--Early works to 1800,a--z--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85072413,Kings and rulers;Iran;Early works,http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q305;Q16384;Q300,,,
Islam--Histoire--Ouvrages avant 1800,a--x--v,6,,Islam;History;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q3549;Q6879;Q300,,,
Iran--Histoire--651-1501--Ouvrages avant 1800,a--x--y--v,6,,Iran;History;Early works,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q16384;Q6879;Q300,,,
640-1500,a,fast,,,,,,,
Muslims--Biography--Dictionaries--Early works to 1800,a--v--v--v,0,,Muslims;Biographies;Dictionaries;Early works,http://id.worldcat.org/fast/1031029;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636,Q11528;Q3051;Q3041;Q300,,,
Muslim scholars--Islamic Empire--Biography--Early works to 1800,a--z--v--v,0,,Muslim scholars;Islamic Empire;Biographies;Early works,http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11224;Q11211;Q3051;Q300,,,
Musulmans--Biographies--Dictionnaires anglais--Ouvrages avant 1800,a--v--v--v,6,,Muslims;Biographies;Dictionaries;Early works,http://id.worldcat.org/fast/1031029;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636,Q11528;Q3051;Q3041;Q300,,,
Savants musulmans--Empire islamique--Biographies--Ouvrages avant 1800,a--z--v--v,6,,Muslim scholars;Islamic Empire;Biographies;Early works,http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11224;Q11211;Q3051;Q300,,,
Muslims,a,fast,,,,,Muslims,http://id.worldcat.org/fast/1031029,Q11528
Islamic Empire--Biography--Early works to 1800,a--v--v,0,,Islamic Empire;Biographies;Early works,http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11211;Q3051;Q300,,,
Sufis--Biography--Early works to 1800,a--v--v,0,,,,,Sufis--Biography;Biographies;Early works,http://id.worldcat.org/fast/1426722;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11201;Q3051;Q300
Soufis--Biographies--Ouvrages avant 1800,a--v--v,6,,Sufis;Biographies;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11475;Q3051;Q300,,,
Saints musulmans--Biographies--Ouvrages avant 1800,a--v--v,6,,,,,Muslim saints;Biographies;Early works,http://id.worldcat.org/fast/1030977;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11264;Q3051;Q300
Imams (Shiites),a,fast,(OCoLC)fst00967650,Imams (Shiites),http://id.worldcat.org/fast/967650,Q48780,,,
"Riddles, Persian",a,fast,,"Riddles, Persian",http://id.worldcat.org/fast/1097696,Q48773,,,
Polo,a,0,,Polo,http://id.worldcat.org/fast/1070244,Q48888,,,
Poésie persane--14e siècle,a--y,6,,Persian poetry;Fifteenth century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/923962,Q3582;Q154,,,
Polo,a,6,,Polo,http://id.worldcat.org/fast/1070244,Q48888,,,
Polo,a,fast,,Polo,http://id.worldcat.org/fast/1070244,Q48888,,,
"Medicine, Arab--13th century",a--y,0,,"Medicine, Arab;Thirteenth century",http://id.worldcat.org/fast/1015186;http://id.worldcat.org/fast/1150138,Q2778;Q245,,,
Persian language--Verb--Early works to 1800,a--x--v,0,,Persian language--Verb;Early works,http://id.worldcat.org/fast/1058518;http://id.worldcat.org/fast/1411636,Q48889;Q300,,,
Persian literature--Early works to 1800,a--v,0,,Persian literature;Early works,http://id.worldcat.org/fast/1058528;http://id.worldcat.org/fast/1411636,Q3612;Q300,,,
Arabic language--Morphology--Early works to 1800,a--x--v,0,,,,,Arabic language--Morphology;Morphology;Early works,http://id.worldcat.org/fast/812380;http://id.worldcat.org/fast/1026452;http://id.worldcat.org/fast/1411636,Q11191;Q11598;Q300
Arabic language--Dictionaries--Early works to 1800,a--v--v,0,,,,,Arabic language;Dictionaries;Early works,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636,Q2953;Q3041;Q300
Hadith--Commentaries,a--v,0,http://id.loc.gov/authorities/subjects/sh91004145--(uri) http://id.loc.gov/authorities/subjects/sh91004145,,,,Hadith--Commentaries,http://id.worldcat.org/fast/950119,Q11472
Islamic philosophy,a,0,http://id.loc.gov/authorities/subjects/sh85100934--(uri) http://id.loc.gov/authorities/subjects/sh85100934,Islamic philosophy,http://id.worldcat.org/fast/1730358,Q3016,,,
Sufism,a,0,http://id.loc.gov/authorities/subjects/sh85129660--(uri) http://id.loc.gov/authorities/subjects/sh85129660,,,,Sufism,http://id.worldcat.org/fast/1137257,Q11239
Sufis--India--Biography--Early works to 1800,a--z--v--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85129659,Sufis;India;Biographies;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11475;Q26595;Q3051;Q300,,,
Hadith,a,fast,(OCoLC)fst00950112,,,,Hadith,http://id.worldcat.org/fast/950112,Q3581
India,a,fast,(OCoLC)fst01210276,,,,India,http://id.worldcat.org/fast/1210276,Q26595
Islam--Customs and practices,a--x,0,,Islam--Customs and practices,http://id.worldcat.org/fast/979785,Q11380,,,
"Manuscripts, Panjabi--New Jersey--Princeton",a--z--z,0,,"Manuscripts, Panjabi;New Jersey--Princeton",http://id.worldcat.org/fast/1008461;http://id.worldcat.org/fast/1204939,Q48758;Q11460,,,
Free will and determinism--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,,,,Free will and determinism--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/933973;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11439;Q3549;Q300
Love--Early works to 1800,a--v,0,,,,,Love;Early works,http://id.worldcat.org/fast/1002769;http://id.worldcat.org/fast/1411636,Q11289;Q300
Marriage--Early works to 1800,a--v,0,,,,,Marriage;Early works,http://id.worldcat.org/fast/1010443;http://id.worldcat.org/fast/1411636,Q3553;Q300
Death--Religious aspects--Islam--Qurʼanic teaching,a--x--x--x,0,,,,,Death--Religious aspects;Islam;Death--Religious aspects--Islam--Qurʼanic teaching,http://id.worldcat.org/fast/888649;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1860457,Q4811;Q3549;Q11146
Hanafites--Early works to 1800,a--v,0,,,,,Hanafites;Early works,http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/1411636,Q3580;Q300
Islamic law--Interpretation and construction--Early works to 1800,a--x--v,0,,,,,Islamic law--Interpretation and construction;Early works,http://id.worldcat.org/fast/979955;http://id.worldcat.org/fast/1411636,Q3635;Q300
Salat,a,0,,Salat,http://id.worldcat.org/fast/1103765,Q39075,,,
Arabic language--Dictionaries--Persian,a--v--x,0,http://id.loc.gov/authorities/subjects/sh2009115202,Arabic language;Dictionaries;Persian language,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1058466,Q2953;Q3041;Q11515,,,
Islamic occultism,a,0,http://id.loc.gov/authorities/subjects/sh85093823,,,,Islamic occultism,http://id.worldcat.org/fast/1730354,Q2773
India--History--17th century,a--x--y,0,,India;History;Seventeenth century,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,Q26595;Q6879;Q2771,,,
"Folk literature, Persian",a,0,http://id.loc.gov/authorities/subjects/sh85049794,"Folk literature, Persian",http://id.worldcat.org/fast/929239,Q48890,,,
Arabic alphabet,a,0,http://id.loc.gov/authorities/subjects/sh85006297,Arabic alphabet,http://id.worldcat.org/fast/812259,Q11300,,,
Games,a,0,http://id.loc.gov/authorities/subjects/sh85052948,Games,http://id.worldcat.org/fast/937529,Q48891,,,
Agriculture--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2007100872,,,,Agriculture;Early works,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1411636,Q326;Q300
"Riddles, Turkish",a,0,http://id.loc.gov/authorities/subjects/sh86007737,"Riddles, Turkish",http://id.worldcat.org/fast/1097731,Q48892,,,
Drunkenness (Islamic law),a,0,http://id.loc.gov/authorities/subjects/sh85039790,Drunkenness (Islamic law),http://id.worldcat.org/fast/899101,Q48893,,,
Drinking of alcoholic beverages--Religious aspects--Islam,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019002466,Drinking of alcoholic beverages--Religious aspects--Islam,http://id.worldcat.org/fast/898231,Q48805,,,
India--History--1000-1765,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85064912,India;History,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235,Q26595;Q6879,,,
