subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Qayṣarī, Aḥmad Bahtajī--Teachings",0,a--x,,"Qayṣarī, Aḥmad Bahtajī;Teachings",http://id.worldcat.org/fast/1678450;http://id.worldcat.org/fast/1355128,Q26634;Q27078,,,
"Hamza Efendi, active 17th century. Risālah fī ḥaqq al-bayʻ wa-al-shirāʼ",0,a;d;t,,,,,,,
"Muḥammad, Prophet, -632--Poetry--Early works to 1800",0,a;c;d--v--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,,,,"Muḥammad, Prophet, -632;Poetry;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q3639;Q247;Q300
"Yunus Emre, -1320?--Criticism and interpretation--Early works to 1800",0,a;d--x--v,(uri) http://id.loc.gov/authorities/names/n80162682--(uri) http://viaf.org/viaf/sourceID/LC%7cn80162682,"Yunus Emre, -1320?;Criticism and interpretation;Early works",http://id.worldcat.org/fast/1859556;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q12594;Q292;Q300,,,
"Ghazzālī, 1058-1111. Jannat al-asmāʼ",0,a;d;t,,,,,,,
"Niyazî, 1617 or 1618-1693 or 1694--Criticism and interpretation--Early works to 1800",0,a;d--x--v,(uri) http://id.loc.gov/authorities/names/n85327238--(uri) http://viaf.org/viaf/sourceID/LC%7cn85327238,"Niyazî, 1617 or 1618-1693 or 1694;Criticism and interpretation;Early works",http://id.worldcat.org/fast/1838193;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q11243;Q292;Q300,,,
"Muḥammad, Prophet, -632",fast,a;c;d,(OCoLC)fst01836298--(uri) http://id.worldcat.org/fast/fst01836298,,,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Fattāḥī, -approximately 1448. Ḥusn va dil",0,a;d;t,,,,,,,
Gulistān (Saʻdī),fast,a,,Gulistān (Saʻdī),http://id.worldcat.org/fast/1361914,Q11356,,,
"Saʻdī. Gulistān.--Introduction--Criticism, Textual",0,a;t--n--x,,"Gulistān (Saʻdī);Criticism, Textual",http://id.worldcat.org/fast/1361914;http://id.worldcat.org/fast/883762,Q11356;Q4282,,,
"Sezaî, 1669-1738. Poetry.--Selections",0,a;d;t--k,,Excerpts,http://id.worldcat.org/fast/1692837,Q3547,,,
"Saʻdī. Gulistān--Criticism, Textual",0,a;t--x,,"Gulistān (Saʻdī);Criticism, Textual",http://id.worldcat.org/fast/1361914;http://id.worldcat.org/fast/883762,Q11356;Q4282,,,
"ʻAṭṭār, Farīd al-Dīn, -approximately 1230. Pandnāmah",0,a;d;t,http://id.loc.gov/authorities/names/n99004013,"Pandnāmah (ʻAṭṭār, Farīd al-Dīn)",http://id.worldcat.org/fast/1374416,Q11601,,,
Masjid al-Ḥarām--History--17th century,0,a--x--y,,Masjid al-Ḥarām;History;Seventeenth century,http://id.worldcat.org/fast/560924;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,Q26868;Q6879;Q2771,,,
Masjid al-Ḥarām,fast,a,,Masjid al-Ḥarām,http://id.worldcat.org/fast/560924,Q26868,,,
"Muḥammad, Prophet, -632--Poetry",0,a;c;d--v,,,,,"Muḥammad, Prophet, -632;Poetry",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828,Q3639;Q247
Qurʼan--Commentaries,0,a--v,,,,,Qurʼan;Commentaries,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723,Q11441;Q2812
Coran--Commentaires,6,a--v,,Qurʼan;Commentaries,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723,Q11441;Q2812;Q2812,,,
Qurʼan,fast,a,,,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
Qurʼan. Sūrat Yāsīn,0,a;p,http://id.loc.gov/authorities/names/n84006561,Qurʼan. Sūrat Yāsīn,http://id.worldcat.org/fast/1842939,Q27017,,,
"Qurʼan. Sūrat al-Baqarah,--256--Commentaries--Early works to 1800",0,a;p--n--v--v,,Qurʼan. Sūrat al-Baqarah;Commentaries;Early works,http://id.worldcat.org/fast/1842891;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11399;Q2812;Q300,,,
Qurʼan. Sūrat al-Baqarah,fast,a;p,,,,,Qurʼan. Sūrat al-Baqarah,http://id.worldcat.org/fast/1842891,Q11399
"Süleyman I, Sultan of the Turks, 1494 or 1495-1566",0,a;b;c;d,http://id.loc.gov/authorities/names/n80056904,,,,"Süleyman I, Sultan of the Turks, 1494 or 1495-1566",http://id.worldcat.org/fast/1849701,Q4311
"Qurʼan. Sūrat al-Baqarah,--255--Commentaries",0,a;p--n--v,,Qurʼan. Sūrat al-Baqarah;Commentaries,http://id.worldcat.org/fast/1842891;http://id.worldcat.org/fast/1423723,Q11399;Q2812,,,
"Qurʼan--Language, style",0,a--x,http://id.loc.gov/authorities/subjects/sh85072971,,,,Qurʼan;Literary style,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1136323,Q11441;Q11357
"ʻAbd al-Qādir al-Jīlānī, -1166--Early works to 1800",0,a;d--v,,,,,"ʻAbd al-Qādir al-Jīlānī, -1166;Early works",http://id.worldcat.org/fast/1803094;http://id.worldcat.org/fast/1411636,Q11271;Q300
Qurʼan--Recitation,0,a--x,,,,,Qurʼan;Recitations,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407,Q11441;Q11514
Coran--Récitation,6,a--x,,Qurʼan;Recitations,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407,Q11441;Q11514;Q11514,,,
Ṭarīqah al-Muḥammadīyah (Birgivı̂ Mehmet Efendi),fast,a,,Ṭarīqah al-Muḥammadīyah (Birgivî Mehmet Efendi),http://id.worldcat.org/fast/1379104,Q26935,,,
"Birgivî Mehmet Efendi, approximately 1522-1573. Ṭarīqah al-Muḥammadīyah",0,a;d;t,,Ṭarīqah al-Muḥammadīyah (Birgivî Mehmet Efendi),http://id.worldcat.org/fast/1379104,Q26935,,,
Dīvān (Ḥāfiẓ),fast,a,(OCoLC)fst01365498,,,,Dīvān (Ḥāfiẓ),http://id.worldcat.org/fast/1365498,Q48952
"Ḥāfiẓ, active 14th century. Dīvān",0,a;d;t,,,,,Dīvān (Ḥāfiẓ),http://id.worldcat.org/fast/1365498,Q48952
"Jāmī, 1414-1492. Muʻammayāt asmāʾ al-ḥusná",0,a;d;t,,,,,,,
"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296? Burdah",0,a;d;t,http://id.loc.gov/authorities/names/n92075027,,,,"Burdah (Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd)",http://id.worldcat.org/fast/1362420,Q38619
"Muḥammad, Prophet, -632--Character--Early works to 1800",0,a;c;d--x--v,,"Muḥammad, Prophet, -632;Character;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/852264;http://id.worldcat.org/fast/1411636,Q3639;Q18340;Q300,,,
"Muḥammad, Prophet, -632--Poetry--Early works to 1800",0,a;c;d--x--v,,,,,"Muḥammad, Prophet, -632;Poetry;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q3639;Q247;Q300
"Şefik Mehmet Efendi, Masrafzade, -1715. Şefikname",0,a;c;d;t,,,,,,,
Rebellion (Turkey : 1703),fast,a;c;d,(OCoLC)fst01354201,Rebellion (Turkey : 1703),http://id.worldcat.org/fast/1354201,Q7677,,,
"Chataghali, Ali Efendi, 1691",0,a;d,,,,,,,
"Çarbin, Ahmet, 17th century. Nazm-i leʾāl",0,a;d;t,,,,,,,
"Birgivî Mehmet Efendi, approximately 1522-1573. Vasiyetnâme",0,a;d;t,,Vasiyetnâme (Birgivî Mehmet Efendi),http://id.worldcat.org/fast/2059643,Q12648,,,
"Qurʼan--Criticism, interpretation, etc.--Early works to 1800",0,a--x--v,,,,,Qurʼan;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q11441;Q292;Q300
"Ḥāfiẓ, active 14th century. Dīvān",0,a;d;t,http://id.loc.gov/authorities/names/n79135749,,,,Dīvān (Ḥāfiẓ),http://id.worldcat.org/fast/1365498,Q48952
Dīvān (Ḥāfiẓ),fast,a,,,,,Dīvān (Ḥāfiẓ),http://id.worldcat.org/fast/1365498,Q48952
Saʻdī. Gulistān,0,a;t,http://id.loc.gov/authorities/names/no2018028709,,,,Gulistān (Saʻdī),http://id.worldcat.org/fast/1361914,Q11356
"Nazhmiddin Kubro, 1145 or 1146-1221. Uṣūl al-ʻasharah",0,a;d;t,,,,,,,
"Firishtah, Muḥammad Qāsim Hindū Shāh Astarābādī. Dīvān",0,a;t,,,,,,,
"Jazūlī, Muḥammad ibn Sulaymān, -1465. Dalāʼil al-khayrāt",0,a;d;t,,"Dalāʼil al-khayrāt (Jazūlī, Muḥammad ibn Sulaymān)",http://id.worldcat.org/fast/1912949,Q12682,,,
"Muḥammad, Prophet, -632--Early works to 1800",0,a;c;d--v,,,,,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636,Q3639;Q300
"Jazūlī, Muḥammad ibn Sulaymān, d. 1465. Dalāʾil al-khayrāt",0,a;d;t,,"Dalāʼil al-khayrāt (Jazūlī, Muḥammad ibn Sulaymān)",http://id.worldcat.org/fast/1912949,Q12682,,,
"Muḥammad, Prophet, -632",0,a;c;d,http://id.loc.gov/authorities/names/n79130881,,,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Abū Bakr, Caliph, -634--Poetry--Early works to 1800",0,a;c;d--v--v,(uri) http://id.loc.gov/authorities/names/n50036870--(uri) http://viaf.org/viaf/sourceID/LC%7cn50036870,"Abū Bakr, Caliph, -634;Poetry;Early works",http://id.worldcat.org/fast/1803225;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q8365;Q247;Q300,,,
"Ibn Zaydūn, Aḥmad ibn ʻAbd Allāh, 1003 or 1004-1071. Risālah al-hazalīyah",0,a;d;t,,,,,,,
"Muḥammad, Prophet, -632--Family--Biography--Early works to 1800",0,a;c;d--x--v--v,,,,,"Muḥammad, Prophet, -632;Families;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q3051;Q300
Shahada--Early works to 1800,0,a--v,,Profession of faith (Islam);Early works,http://id.worldcat.org/fast/1078436;http://id.worldcat.org/fast/1411636,Q48843;Q300,,,
"Jārabardī, Aḥmad ibn al-Ḥusayn, -1346. Mughnī fī ʻilm al-naḥw",0,a;d;t,,,,,,,
"Napoleon I, Emperor of the French, 1769-1821",0,a;b;c;d,http://id.loc.gov/authorities/names/n79054933,"Napoleon I, Emperor of the French, 1769-1821",http://id.worldcat.org/fast/35482,Q11540,,,
Qurʼan--Early works to 1800,0,a--v,,,,,Qurʼan;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411636,Q11441;Q300
"Jalāl al-Dīn Rūmī, Maulana, 1207-1273. Poems",0,a;c;d;t,,"Poems (Jalāl al-Dīn Rūmī, Maulana)",http://id.worldcat.org/fast/1790072,Q11360,,,
"Ūshī, ʻAlī ibn ʻUthmān, active 12th century. Badʼ al-amālī",0,a;d;t,http://id.loc.gov/authorities/names/no2017131407,,,,"Badʼ al-amālī (Ūshī, ʻAlī ibn ʻUthmān)",http://id.worldcat.org/fast/2057880,Q11575
Adam (Biblical figure)--Islamic interpretations,0,a;c--x,http://id.loc.gov/authorities/subjects/sh96010968,Islamic interpretations of Adam,http://id.worldcat.org/fast/1353429,Q11381,,,
Turkey Ordu. Sür'atçiyan Ocaĝı--Early works to 1800,0,a;b;b--v,,Early works,http://id.worldcat.org/fast/1411636,Q300,,,
"Muḥammad, Prophet, -632--Family--Early works to 1800",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,,,,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q300
"Muḥammad, Prophet, -632--Genealogy--Early works to 1800",0,a;c;d--x--v,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Genealogy;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q3639;Q38912;Q300,,,
"Muḥammad, Prophet, -632",fast,a;c;d,(OCoLC)fst01836298,,,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Süleyman Neş'et, 1735 or 1736-1807 or 1808. Tufan-i marifet",0,a;d;t,,,,,,,
"Ibn al-Naḥwī, Yūsuf ibn Muḥammad, approximately 1041-1119 or 1120. Munfarijah",0,a;d;t,http://id.loc.gov/authorities/names/no2017038467,,,,"Munfarijah (Ibn al-Naḥwī, Yūsuf ibn Muḥammad)",http://id.worldcat.org/fast/2058137,Q11470
"Ḥusayn ibn ʻAlī, -680--Death and burial--Early works to 1800",0,a;d--x--v,,"Ḥusayn ibn ʻAlī, -680;Death and burial of a person;Early works",http://id.worldcat.org/fast/1825184;http://id.worldcat.org/fast/1185273;http://id.worldcat.org/fast/1411636,Q42452;Q7747;Q300,,,
"Ḥusayn ibn ʻAlī, -680",fast,a;d,,,,,"Ḥusayn ibn ʻAlī, -680",http://id.worldcat.org/fast/1825184,Q42452
"Battle of Karbalāʼ (Karbalāʼ, Iraq : 680)",fast,a;c;d,(OCoLC)fst01710069,"Battle of Karbalāʼ (Karbalāʼ, Iraq : 680)",http://id.worldcat.org/fast/1710069,Q48801,,,
"Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar, -1265. Hidāyat al-ḥikmah",0,a;d;t,,,,,,,
Gulistān (Saʻdī),fast,a,(OCoLC)fst01361914,Gulistān (Saʻdī),http://id.worldcat.org/fast/1361914,Q11356,,,
"Ḥāfiẓ, 14th cent. Dīvān",0,a;d;t,,Dīvān (Ḥāfiẓ),http://id.worldcat.org/fast/1365498,Q48952,,,
"Avicenna, 980-1037. Qaṣidah rūḥānīyah",0,a;d;t,,,,,,,
"Ziya Paşa, 1825-1880. Harabat. Vol. 1--Criticism and interpretation",0,a;d;t;p--x,,Criticism and interpretation,http://id.worldcat.org/fast/1198648,Q292,,,
"Namık Kemal, 1840-1888. Correspondence",0,a;d;t,,Correspondence (Namık Kemal),http://id.worldcat.org/fast/1912815,Q27343,,,
"Ahmet Mithat, 1844-1912. Üss-i inkılab--Criticism and interpretation",0,a;d;t--x,,Criticism and interpretation,http://id.worldcat.org/fast/1198648,Q292,,,
"Ahmet Mithat, 1844-1912--Correspondence",0,a;d--v,,"Ahmet Mithat, 1844-1912;Correspondence",http://id.worldcat.org/fast/140133;http://id.worldcat.org/fast/2003288,Q7969;Q5829,,,
"Ahmet Mithat, 1844-1912",fast,a;d,,"Ahmet Mithat, 1844-1912",http://id.worldcat.org/fast/140133,Q7969,,,
Correspondence (Namık Kemal),fast,a,,Correspondence (Namık Kemal),http://id.worldcat.org/fast/1912815,Q27343,,,
"Rāghib, Muḥammad, 1698 or 1699-1762 or 1763. Correspondence",0,a;d;t,,"Rāghib, Muḥammad, 1698 or 1699-1762 or 1763",http://id.worldcat.org/fast/1843047,Q12635,,,
"Mehmet Daniş, -1837--Correspondence",0,a;d--v,,"Mehmet Daniş, -1837;Correspondence",http://id.worldcat.org/fast/1834215;http://id.worldcat.org/fast/2003288,Q27280;Q5829,,,
"Mehmet Daniş, -1837",fast,a;d,(OCoLC)fst01834215,"Mehmet Daniş, -1837",http://id.worldcat.org/fast/1834215,Q27280,,,
"Rāghib, Muḥammad, 1698 or 1699-1762 or 1763",fast,a;d,(OCoLC)fst01843047,"Rāghib, Muḥammad, 1698 or 1699-1762 or 1763",http://id.worldcat.org/fast/1843047,Q12635,,,
"Farazdaq, approximately 641-approximately 728. Qaṣīdat Imām Zayn al-ʻĀbidīn",0,a;d;t,,,,,,,
"Zayn al-ʻĀbidīn ʻAlī ibn al-Ḥusayn, -710",0,a;d,http://id.loc.gov/authorities/names/n84007864,"Zayn al-ʻĀbidīn ʻAlī ibn al-Ḥusayn, -710?",http://id.worldcat.org/fast/1859740,Q48162,,,
"Ghazzālī, 1058-1111. Kīmiyāʾ al-Saʻādah. Faṣl 5",0,a;d;t;p,,,,,,,
"Timur, 1336-1405--Early works to 1800",0,a;d--v,,,,,"Timur, 1336-1405;Early works",http://id.worldcat.org/fast/4660;http://id.worldcat.org/fast/1411636,Q3513;Q300
Qurʼan--Recitation--Early works to 1800,0,a--x--v,,,,,Qurʼan;Recitations;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407;http://id.worldcat.org/fast/1411636,Q11441;Q11514;Q300
"Muḥammad, Prophet, -632--Family--Early works to 1800",0,a;c;d--x--v,,,,,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,Q3639;Q5939;Q300
"Ūshī, ʻAlī ibn ʻUthmān, active 12th century. Badʼ al-amālī",0,a;d;t,,,,,"Badʼ al-amālī (Ūshī, ʻAlī ibn ʻUthmān)",http://id.worldcat.org/fast/2057880,Q11575
Crimean War (1853-1856),fast,a;d,(OCoLC)fst00883120,Crimean War (1853-1856),http://id.worldcat.org/fast/883120,Q4852,,,
Qurʼan--Commentaries--Early works to 1800,0,a--v--v,,,,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11441;Q2812;Q300
"Nasreddin, Hoca, active 13th century--Fiction",0,a;c;d--v,,"Nasreddin, Hoca, active 13th century;Fiction",http://id.worldcat.org/fast/1947247;http://id.worldcat.org/fast/1423787,Q11564;Q3039,,,
"Nasreddin, Hoca, active 13th century",fast,a;c;d,,"Nasreddin, Hoca, active 13th century",http://id.worldcat.org/fast/1947247,Q11564,,,
Qurʼan--Recitation,0,a--x,http://id.loc.gov/authorities/subjects/sh85072984,,,,Qurʼan;Recitations,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407,Q11441;Q11514
"Abū al-Jaysh, Muḥammad ibn Ḥusayn, -1228 or 1229. ʻArūḍ al-Andalusī",0,a;d;t,http://id.loc.gov/authorities/names/no2019099731,,,,"ʻArūḍ al-Andalusī (Abū al-Jaysh, Muḥammad ibn Ḥusayn)",http://id.worldcat.org/fast/2058679,Q11185
"Kāshgharī, Sadīd al-Dīn, active 13th century? Munyat al-muṣallī wa-ghunyat al-mubtadiʼ",0,a;d;t,http://id.loc.gov/authorities/names/n98950789,"Munyat al-muṣallī wa-ghunyat al-mubtadiʼ (Kāshgharī, Sadīd al-Dīn)",http://id.worldcat.org/fast/1369619,Q11419,,,
"Ṣaghānī, al-Ḥasan ibn Muḥammad, 1181-1252. Mashāriq al-anwār",0,a;d;t,http://id.loc.gov/authorities/names/n99054349,"Mashāriq al-anwār (Ṣaghānī, al-Ḥasan ibn Muḥammad)",http://id.worldcat.org/fast/1393374,Q11346,,,
"Imāmʹzādah, Muḥammad ibn Abī Bakr, 1097 or 1098-1177 or 1178. Shirʻat al-Islām",0,a;d;t,,,,,,,
Qurʼan. Sūrat al-Fātiḥah--Commentaries--Early works to 1800,0,a;p--v--v,,,,,Qurʼan. Sūrat al-Fātiḥah;Commentaries;Early works,http://id.worldcat.org/fast/1842895;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11465;Q2812;Q300
"Akif Paşa, 1787-1845",0,a;d,http://id.loc.gov/authorities/names/n84182542,"Akif Paşa, 1787-1845",http://id.worldcat.org/fast/141268,Q11269,,,
"Pertev Paşa, 1785-1837",0,a;d,http://id.loc.gov/authorities/names/n84182534,"Pertev Paşa, 1785-1837",http://id.worldcat.org/fast/141266,Q11534,,,
"Baṭṭāl, Abū Muḥammad ʻAbd Allāh, -740--Fiction",0,a;d--v,,"Baṭṭāl, Abū Muḥammad ʻAbd Allāh, -740;Fiction",http://id.worldcat.org/fast/1807067;http://id.worldcat.org/fast/1423787,Q26605;Q3039,,,
"Badʼ al-amālī (Ūshī, ʻAlī ibn ʻUthmān)",fast,a,,"Badʼ al-amālī (Ūshī, ʻAlī ibn ʻUthmān)",http://id.worldcat.org/fast/2057880,Q11575,,,
"Ūshī, ʻAlī ibn ʻUthmān, active 12th century. Badʼ al-amālī.--Selections",0,a;d;t--k,,"Badʼ al-amālī (Ūshī, ʻAlī ibn ʻUthmān);Excerpts",http://id.worldcat.org/fast/2057880;http://id.worldcat.org/fast/1692837,Q11575;Q3547,,,
"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661--Quotations",0,a;c;d--v,,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661;Quotations",http://id.worldcat.org/fast/1804105;http://id.worldcat.org/fast/1423792,Q11345;Q5944,,,
"Yazıcıoğlu Mehmet, -1451. Muhammediye",0,a;d;t,http://id.loc.gov/authorities/names/n2015037921,Muhammediye (Yazıcıoğlu Mehmet),http://id.worldcat.org/fast/2059431,Q6916,,,
"Muḥammad, Prophet, -632--In literature--Congresses",0,a;c;d--x--v,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639,,,
"Vefa, Şeyh, d. 1490. Ruzname-yi Şeyh Vefa",0,a;c;d;t,,,,,,,
