name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Goodhart, Howard Lehman, 1884?-1951",former owner,,,human,Howard Lehman Goodhart,Q105341227,DSNAME8062,Q68766,,,,
"Mésenge, Pierre, ?-ca. 1521",author,,,human,Pierre Mésenge,Q131863643,DSNAME8077,Q68781,,,,
"Bolongaro, Pietro",former owner,,,human,Pietro Antonio Crevenna,Q55902726,DSNAME3864,Q40309,,,,
"Johnes, Thomas, 1748-1816",former owner,,,,,,,,human,Thomas Johnes,Q7791344,Q41024
"Gordan, Phyllis Walter Goodhart",former owner,,,human,Phyllis Walter Goodhart Gordan,Q112583937,DSNAME8064,Q68768,,,,
"Nicolaus, Salernitanus, active 12th century",author,,,human,Nicholas of Salerno,Q16611687,DSNAME8078,Q68782,,,,
"Orosius, Paulus",author,,,,,,,,human,Orosius,Q311456,Q41371
"Riccio, Camillo, 1838-1899",former owner,,,human,Camillo Riccio,Q114729678,DSNAME8079,Q68783,,,,
"Laurus, Antonius",former owner,,,human,Antonio Lauro,Q27841651,DSNAME8080,Q68784,,,,
"Calderino, Domizio, 1447-1478",author,,,human,Domizio Calderini,Q16550450,DSNAME7971,Q68581,,,,
"Derschau, Hans Albrecht, Freiherr von, 1754-1824",former owner,,,human,Hans Albrecht von Derschau,Q55843668,DSNAME4077,Q40522,,,,
"Haddon Hindley, Sir John",former owner,,,human,John Hindley,Q18534845,DSNAME8081,Q68785,,,,
"Peter, of Limoges, -1306",author,,,human,Peter of Limoges,Q23619774,DSNAME8082,Q68786,,,,
"de Lucedio, Ogerius",author,,,human,Oglerio di Lucedio,Q3881214,DSNAME3081,Q27870,,,,
"Publilius, Syrus, active 1st century B.C.",author,,,human,Publilius Syrus,Q363375,DSNAME8083,Q68787,,,,
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,,,,,,human,Seneca,Q2054,Q6126
Pseudo-Seneca,author,,,human,Pseudo-Seneca,Q67406296,DSNAME5091,Q41536,,,,
"John Chrysostom, Saint, -407",author,,http://id.loc.gov/authorities/names/n80001460,,,,,,human,John Chrysostom,Q43706,Q6124
Pseudo-Bernardus,author,,,human,Pseudo Bernard of Clairvaux,Q114242512,DSNAME283,Q896,,,,
"Hugh, of Saint-Victor, 1096?-1141",author,,,,,,,,human,Hugh of Saint Victor,Q317554,Q1511
"Basil, Saint, Bishop of Caesarea, approximately 329-379",author,,,,,,,,human,Basil of Caesarea,Q44258,Q20081
"Newcastle, Henry Pelham Fiennes Pelham Clinton, Duke of, 1785-1851",former owner,,http://id.loc.gov/authorities/names/n88108973,,,,,,human,"Henry Pelham-Clinton, 4th Duke of Newcastle",Q2034202,Q7294
"Wynham, William",former owner,,,human,William Wynham,Q131863644,DSNAME8084,Q68788,,,,
"Gordon, Phyllis Walter Goodhart",former owner,,,human,Phyllis Walter Goodhart Gordan,Q112583937,DSNAME8064,Q68768,,,,
"Gordon, John Dozier",former owner,,,human,John Dozier Gordan,Q109853955,DSNAME8066,Q68770,,,,
"Castle, Ethelinda Schaefer",former owner,,,human,Ethelinda Schaefer Castle,Q131863645,DSNAME8085,Q68789,,,,
"Broulin, Guilberto",former owner,,,human,Guilberto Broulin,Q131863646,DSNAME8086,Q68790,,,,
"Borthwick, John (1824-1907)",former owner,,,human,"John Borthwick, 14th of Crookston",Q75444527,DSNAME8087,Q68791,,,,
"Leighton, Gertrude",former owner,,,human,Gertrude Leighton,Q131863647,DSNAME8088,Q68792,,,,
"Lawrence, Marion, 1901-",former owner,,,human,Marion Lawrence,Q19754033,DSNAME8089,Q68793,,,,
"Grobe, Elizabeth M.",former owner,,,human,Elizabeth M. Grobe,Q131863648,DSNAME8090,Q68794,,,,
"Porri-Carcani, Marchese",former owner,,,human,Marchese Porri-Carcani,Q131863649,DSNAME8091,Q68795,,,,
"Frasconi, Carlo Francesco, 1754-1836",former owner,,,human,Carlo Francesco Frasconi,Q112416683,DSNAME8092,Q68796,,,,
"Marquand, Allan, 1853-1924",former owner,,,human,Allan Marquand,Q117093,DSNAME8093,Q68797,,,,
"Marquand, Eleanor Cross, 1873-1950",former owner,,,human,Eleanor Cross Marquand,Q5354255,DSNAME8094,Q68798,,,,
"Delanoy, Eleanor Marquand",former owner,,,human,Eleanor Marquand,Q123518716,DSNAME8095,Q68799,,,,
"Mongan, Agnes",former owner,,,human,Agnes Mongan,Q16980093,DSNAME8096,Q68800,,,,
"Mongan, Elizabeth",former owner,,,human,Elizabeth Mongan,Q19997505,DSNAME8097,Q68801,,,,
"Streeter, Ruth, 1895-1990",former owner,,,human,Ruth Cheney Streeter,Q7382919,DSNAME8098,Q68802,,,,
"Piccard, Jeannette, 1895-1981",former owner,,,human,Jeannette Piccard,Q6172302,DSNAME8099,Q68803,,,,
"Gray, Howard",former owner,,,human,Howard Gray,Q131863650,DSNAME8100,Q68804,,,,
"Chew, Samuel C. (Samuel Claggett), 1888-1960",former owner,,,human,Samuel Claggett Chew,Q105355879,DSNAME8063,Q68767,,,,
"Chew, Lucy Evans",former owner,,,human,Lucy Evans Chew,Q131863651,DSNAME8101,Q68805,,,,
"Chew, Samuel C. (Samuel Claggett), 1888-1960",former owner,,,human,Samuel Claggett Chew,Q105355879,DSNAME8063,Q68767,,,,
Abbé [Dourout],former owner,,,,,,,,,,,
"Williams, Edward H.",former owner,,,human,Edward H. Williams,Q15995588,DSNAME8102,Q68806,,,,
"Havens, Ida M.",former owner,,,human,Ida M. Havens,Q131863652,DSNAME8103,Q68807,,,,
"Havens, W. Paul, Jr. (Walter Paul), 1911-1992",former owner,,,human,Walter Paul Havens,Q131863653,DSNAME8065,Q68769,,,,
"Havens, Walter Paul, Jr., 1911-1992",former owner,,,human,Walter Paul Havens,Q131863653,DSNAME8065,Q68769,,,,
"Innocent III, Pope, 1160 or 1161-1216",author,,,,,,,,human,Innocent III,Q128076,Q1933
"Motion, Laura Hurd",former owner,,,human,Laura Hurd Motion,Q131863654,DSNAME8104,Q68808,,,,
"Ambrose, Saint, Bishop of Milan, -397",author,,,,,,,,human,Ambrose,Q43689,Q3766
"Tanis, James, 1928-2015",former owner,,,human,James Tanis,Q131863655,DSNAME8105,Q68809,,,,
"Tanis, Florence",former owner,,,human,Florence Tanis,Q131863656,DSNAME8106,Q68810,,,,
"Bracciolini, Poggio, 1380-1459",author,,,,,,,,human,Poggio Bracciolini,Q318254,Q40332
"Einhard, approximately 770-840",author,,,human,Einhard,Q154526,DSNAME8107,Q68811,,,,
"Alcuin, 735-804",author,,,,,,,,human,Alcuin,Q154332,Q1543
"Canonici, Matteo Luigi 1727-1805",former owner,,,human,Matteo Luigi Canonici,Q55226394,DSNAME277,Q890,,,,
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,,,,,,human,Walter Sneyd,Q62619661,Q891
"Gordan, John D., 1907-1968",former owner,,,human,John Dozier Gordan,Q109853955,DSNAME8066,Q68770,,,,
"Manetti, Giannozzo, 1396-1459",author,,,human,Giannozzo Manetti,Q1234681,DSNAME8108,Q68812,,,,
"Bracciolini, Poggio, 1380-1459",author,,,,,,,,human,Poggio Bracciolini,Q318254,Q40332
"Bruni, Leonardo, 1369-1444",author,,,,,,,,human,Leonardo Bruni,Q314488,Q1924
"Gordan, John Dozier Jr.",former owner,,,human,John Dozier Gordan,Q109853955,DSNAME8066,Q68770,,,,
"Bruni, Leonardo, 1369-1444",author,,,,,,,,human,Leonardo Bruni,Q314488,Q1924
"Phillipps, Thomas, Sir, 1792-1872",former owner,,http://id.loc.gov/authorities/names/n50078542,,,,,,human,Thomas Phillipps,Q2147709,Q385
"Rowe, Louis Thompson",former owner,,,human,Louis Thompson Rowe,Q111178043,DSNAME8109,Q68813,,,,
"di Luni, Pietro",former owner,,,human,Pietro,Q3903619,DSNAME8110,Q68814,,,,
"Bruni, Leonardo, 1369-1444",author,,,,,,,,human,Leonardo Bruni,Q314488,Q1924
"Gaspare, da Verona, approximately 1400-1474",author,,,human,Gaspare da Verona,Q19515261,DSNAME4261,Q40706,,,,
"Libri, Guillaume?, 1803-1869",former owner,,,human,Guglielmo Libri Carucci dalla Sommaja,Q1251586,DSNAME109,Q382,,,,
"Gordon, Phyllis Goodhart",former owner,,,human,Phyllis Walter Goodhart Gordan,Q112583937,DSNAME8064,Q68768,,,,
"Marsuppini, Carlo, 1398-1453",author,,,human,Carlo Marsuppini,Q1042297,DSNAME3950,Q40395,,,,
"Petrarca, Francesco, 1304-1374.",author,,,,,,,,human,Petrarch,Q1401,Q16486
"Gordan, Phyllis Goodhart",former owner,,,human,Phyllis Walter Goodhart Gordan,Q112583937,DSNAME8064,Q68768,,,,
"Jerome, Saint, -419 or 420",author,,,,,,,,human,Jerome,Q44248,Q898
"Pseudo-Eusebius, Cremonensis",author,,,human,Pseudo-Eusebius of Cremona,Q88173173,DSNAME8111,Q68815,,,,
Pseudo-Augustinus,author,,,,,,,,human,Pseudo-Augustine,Q1241114,Q1921
Pseudo-Jerome,author,,,human,Pseudo-Jerome,Q7254413,DSNAME5082,Q41527,,,,
"Franciscus, de Mayronis, approximately 1285-approximately 1328",author,,,,,,,,human,Francis of Mayrone,Q1995114,Q40681
"Corbinello, Nanna",former owner,,,human,Nanna Corbinello,Q131863657,DSNAME8112,Q68816,,,,
"Corbinello, Giovan Battista",former owner,,,human,Giovan Battista Corbinello,Q131863658,DSNAME8113,Q68817,,,,
"Bonhomme, Jules",former owner,,,human,Jules Bonhomme,Q17631254,DSNAME8114,Q68818,,,,
"Barthelemy, Jean",author,,,human,Jean Barthélémy,Q131740027,DSNAME8115,Q68819,,,,
"Vaurelha, Frances",former owner,,,human,Frances Vaurelha,Q131863659,DSNAME8116,Q68820,,,,
"De La Tour, M.",former owner,,,human,M. De La Tour,Q131863660,DSNAME8117,Q68821,,,,
Onasander,author,,,,,,,,human,Onasander,Q373042,Q41365
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,,,,,,human,Walter Sneyd,Q62619661,Q891
"Winter, George",former owner,,,human,George Winter,Q131863661,DSNAME8118,Q68822,,,,
Prieuré Saint-Louis (Poissy),former owner,,,organization,Prieuré Saint-Louis de Poissy,Q2212562,DSNAME496,Q1660,,,,
"Antonius, de Vercellis, -1483",author,,,human,Antonius of Vercelli,Q3619212,DSNAME8119,Q68823,,,,
"Buṭrus ibn Yūsuf, active 916",scribe,"بطرس بن يوسف,",,human,Buṭrus ibn Yūsuf,Q131863662,DSNAME8120,Q68824,,,,
"Mettler, Arnold J",former owner,,,human,Arnold Mettler,Q28077318,DSNAME1022,Q4386,,,,
"Goodhart, Howard Lehman, 1884?-1951",former owner,,,human,Howard Lehman Goodhart,Q105341227,DSNAME8062,Q68766,,,,
"Ghazlāwī, Muḥammad, active 1842",former owner,غزلاوي، محمد،,,human,Muḥammad Ghazlāwī,Q131863663,DSNAME8121,Q68825,,,,
"Jāmī, 1414-1492",author,جامى،,,,,,,,human,Jami,Q312458,Q3803
"Kishvarī, Niʻmat Allāh ibn Zayn al-ʻĀbdīn Rūdbārī, active 1529",scribe,كشورى، نعمة الله بن زين العابدين رودبارى،,,human,Niʻmat Allāh ibn Zayn al-ʻĀbdīn Rūdbārī Kishvarī,Q131863664,DSNAME8122,Q68826,,,,
Saʻdī,author,سعدى,,,,,,,human,Saadi,Q170302,Q3799
"Nāmrād, Abū Bakr ibn Tāj al-Dīn, active 1582",scribe,نامراد، ابو بكر بن تاج الدين،,,human,Abū Bakr ibn Tāj al-Dīn Nāmrād,Q131863665,DSNAME8123,Q68827,,,,
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى،,,,,,,,human,Nizami Ganjavi,Q234908,Q16480
"Ḥāfiẓ, Ḥasan, active 15th century",scribe,حافظ، حسن،,,human,Ḥasan Ḥāfiẓ,Q131863666,DSNAME8124,Q68828,,,,
"Ibrāhīm ibn Shāhrukh, Sulṭān, -1435",former owner,"ابراهيم بن شاهرخ,",,human,Ibrahim Sultan,Q3147516,DSNAME8125,Q68829,,,,
"Jūdī, ʻUmar, active 1754",scribe,جودي، عمر،,,human,ʻUmar Jūdī,Q131863668,DSNAME8126,Q68830,,,,
"Usis, Felix",former owner,,,human,Felix Usis,Q131863669,DSNAME8127,Q68831,,,,
"Kūtāhī, Muṣṭafá, active 1771",scribe,كوتاهي، مصطفى، active 1771،,,human,Mustafa Kütahi,Q20111137,DSNAME8128,Q68832,,,,
"Ibn Malak, ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz",author,ابن ملك، عبد اللطيف بن عبد العزيز,,,,,,,human,ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz ibn Malak,Q116418873,Q3794
"Ṣaghānī, al-Ḥasan ibn Muḥammad, 1181-1252",author,صغاني، الحسن بن محمد،,http://id.loc.gov/authorities/names/n84238396 http://id.loc.gov/authorities/names/n84238396 http://viaf.org/viaf/sourceID/LC%7cn84238396,,,,,,human,al-Ḥasan Ibn-Muḥammad Ṣaġānī,Q12186422,Q12314
"Muḥammad ibn Muṣṭafá ibn Muḥammad, active 1753",scribe,محمد بن مصطفى بن محمد،,,human,Muḥammad ibn Muṣṭafá ibn Muḥammad,Q131863670,DSNAME8129,Q68833,,,,
"Birgivî Mehmet Efendi, approximately 1522-1573",author,"بركوى, محمد افندى،",,,,,,,human,Imam Birgivi,Q167660,Q12361
"Ḥasan ibn ʻUthmān, active 1784",scribe,حسن بن عثمان،,,human,Ḥasan ibn ʻUthmān,Q131863671,DSNAME8130,Q68834,,,,
"Ghayṭī, Muḥammad ibn Aḥmad, 1504 or 1505-1573 or 1574",author,غيطي، محمد بن احمد،,,human,Muḥammad ibn Aḥmad Ghayṭī,Q121133932,DSNAME8131,Q68835,,,,
"Saʻdī, Ḥusayn, active 1838",scribe,سعدي، حسين،,,human,Ḥusayn Saʻdī,Q131863672,DSNAME8132,Q68836,,,,
"Riżā, Ḥasan, active 1889",author,رضا، حسن,,human,Ḥasan Riżā,Q131863673,DSNAME8133,Q68837,,,,
"Jazūlī, Muḥammad ibn Sulaymān, 1404-1465",author,جزولي، محمد بن سليمان،,,,,,,,human,Muhammad al-Jazuli,Q1775944,Q18651
"Barbarʹzādah, Muḥammad Amīn",scribe,"بربرزادة، محمد امين,",,human,Muḥammad Amīn Barbarʹzādah,Q131863674,DSNAME8134,Q68838,,,,
Firdawsī,author,فردوسى,,,,,,,human,Ferdowsi,Q43459,Q18691
"Hawzālī, Muḥammad ibn ʻAlī, -1748 or 1749",author,هوزالي، محمد بن علي،,,,,,,,human,Mohammed Awzal,Q592255,Q40851
Saint Catherine (Monastery : Mount Sinai),author,,,organization,Saint Catherine Monastery,Q185362,DSNAME8067,Q68771,,,,
"Thūmā, al-Rāhib, active 950",scribe,ثوما،,,human,al-Rāhib Thūmā,Q131863675,DSNAME8135,Q68839,,,,
