name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Llangattock, John Allan Rolls, Baron , 1837-1912",former owner,,,,,,,,human,"John Rolls, 1st Baron Llangattock",Q1101328,Q27880
"Âli, Mustafa bin Ahmet, 1541-1599",author,عالى، مصطفى بن احمد. 1541-1599,,,,,,,human,Mustafa Âlî,Q3646767,Q54683
"Bolton, John",former owner,,,,,,,,human,John Bolton,Q130387460,Q54689
"Minns, Susan",former owner,,,,,,,,human,Susan Minns,Q97586047,Q20190
"Donatus, Tiberius Claudius",author,,,,,,,,human,Tiberius Claudius Donatus,Q1116711,Q54685
"Richard, of Saint-Laurant, -1174",author,,,,,,,,human,Richard de Saint-Laurent,Q3431370,Q42291
"Hazard, Margaret R., 1834-1895",former owner,,,,,,,,human,Margaret Anna Hazard,Q112810132,Q54687
"Hazard, Rowland, 1829-1898",former owner,,,,,,,,human,Rowland Hazard,Q109858645,Q54688
"Kirkup, Seymour Stocker, 1788-1880",former owner,,,human,Seymour Stocker Kirkup,Q16605428,DSNAME4630,Q41075,,,,
"Wilde, William C. K. 1852-1899",former owner,,,human,Willie Wilde,Q1606342,DSNAME8027,Q68637,,,,
"Marcaldi, Francesco, active 16th century",author,,http://id.loc.gov/authorities/names/no2009086989,,,,,,human,Francesco Marcaldi,Q116453021,Q7330
"Thomson, J., active 1838",former owner,,,human,J. Thomson,Q131856749,DSNAME8028,Q68638,,,,
"Wilde, Richard Henry, 1789-1847",former owner,,,human,Richard Henry Wilde,Q1693934,DSNAME8029,Q68639,,,,
"Wilde, William Cumming, 1823-1861",former owner,,,human,William Cumming Wilde,Q131822034,DSNAME8030,Q68640,,,,
"Bono Giamboni, approximately 1240-approximately 1292",author,,,human,Bono Giamboni,Q3642199,DSNAME8031,Q68641,,,,
"Dante Alighieri, 1265-1321",author,,,,,,,,human,Dante Alighieri,Q1067,Q40500
"Cagnolis, Augustinus de",former owner,,,human,Augustinus de Cagnolis,Q131856750,DSNAME8032,Q68642,,,,
"Silva, Donato Ferdinando Antonio, 1690-1779",former owner,,,human,Donato II Silva,Q3713766,DSNAME8033,Q68643,,,,
"Silva, Ercole, 1756-1840",former owner,,,,,,,,human,Ercole Silva,Q3731214,Q16631
"Minutoli-Tegrimi, Eugenio, Conte",former owner,,,human,Eugenio Minutoli-Tegrimi,Q120869139,DSNAME8034,Q68644,,,,
Appiano family,former owner,,,,,,,,,,,
"Alberti, Leon Battista, 1404-1472",author,,,,,,,,human,Leon Battista Alberti,Q182046,Q40103
"Cora, Luigi",former owner,,,,,,,,human,Luigi Cora,Q102279780,Q20278
"Ovid, 43 B.C.-17 A.D. or 18 A.D.",author,,,,,,,,human,Ovid,Q7198,Q41379
"Siccus, Johannes Baptista",former owner,,,human,Johannes Baptista Siccus,Q131856751,DSNAME8035,Q68645,,,,
"Canonici, Matteo Luigi, 1727-1805",former owner,,,,,,,,human,Matteo Luigi Canonici,Q55226394,Q890
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,,,,,,human,Walter Sneyd,Q62619661,Q891
"Simkhovitch, Vladimir G. 1874-1959",former owner,,,human,Vladimir G. Simkhovitch,Q55946657,DSNAME8036,Q68646,,,,
"Smith, G. D",former owner,,,human,G. D. Smith,Q131856752,DSNAME8037,Q68647,,,,
"Frezzi, Federico, approximately 1346-1416",author,,,human,Federico Frezzi,Q2034402,DSNAME8038,Q68648,,,,
"Qāʼit Bāy, Sultan of Egypt and Syria, -1496",author,قايتباي، سلطان مصر وسوريا،، -1496,,,,,,,human,Qaitbay,Q557847,Q54684
"Peter Damian, Saint, 1007?-1072",author,,,,,,,,human,Peter Damian,Q258369,Q839
"Phillipps, Thomas, Sir, 1792-1872",former owner,,http://id.loc.gov/authorities/names/n50078542,,,,,,human,Thomas Phillipps,Q2147709,Q385
"Savonarola, Girolamo, 1452-1498",author,,,human,Girolamo Savonarola,Q164823,DSNAME4323,Q40768,,,,
"Lalemant, Gabriel",former owner,,,human,Gabriel Lalemant,Q957622,DSNAME8039,Q68649,,,,
"Meerman, Gerard, 1722-1771",former owner,,,,,,,,human,Gerard Meerman,Q15392399,Q7603
"Meerman, Johan, 1753-1815",former owner,,,,,,,,human,Johan Meerman,Q3173480,Q7604
"Black, William Henry, 1808-1872",former owner,,,,,,,,human,William Henry Black,Q18531030,Q40297
"Royer, J. T",former owner,,,human,Jean Theodore Royer,Q34232414,DSNAME8040,Q68650,,,,
"Ogden, W. S",former owner,,,human,W. S. Ogden,Q131856753,DSNAME8041,Q68651,,,,
"Collège de Clermont (Paris, France)",former owner,,,,,,,,organization,Lycée Louis-le-Grand,Q1059546,Q41971
"Pulci, Bernardo",author,,,human,Bernardo Pulci,Q589545,DSNAME8042,Q68652,,,,
"Pulci, Antonia",author,,,human,Antonia Tanini Pulci,Q18945018,DSNAME8043,Q68653,,,,
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,,,,,,human,Seneca,Q2054,Q6126
"McGirr, Newman F., 1877-1952",former owner,,,human,Newman F. McGirr,Q120752898,DSNAME8044,Q68654,,,,
"Govro, Jeanne, active 17th century",former owner,,,human,Jeanne Govro,Q131856754,DSNAME8045,Q68655,,,,
"Lambert, Henri",former owner,,,human,Henri Lambert,Q131856755,DSNAME8046,Q68656,,,,
"Norton, Andrew, of Bristow",author,,,human,Andrew Norton of Bristow,Q131856756,DSNAME8047,Q68657,,,,
"Martini, J",former owner,,,,,,,,human,J. Martini,Q115960451,Q16575
"Vrelant, Guillaume, -1481",author,,,,,,,,human,Willem Vrelant,Q363720,Q1830
"Buturlin, Dmitrīĭ Petrovich, 1763-1829",former owner,,,human,Dmitry Buturlin,Q3712324,DSNAME8048,Q68658,,,,
"Bools, W. E., Esq",former owner,,,human,"W. E. Bools, Esq.",Q131856757,DSNAME8049,Q68659,,,,
"Olschki, Leo S. 1861-1940",former owner,,,,,,,,human,Leo Olschki,Q15051199,Q3215
"Bowes, William Blakiston, 1691-1721",former owner,,,human,William Blakiston Bowes,Q76281944,DSNAME8050,Q68660,,,,
"Bruno Iohannis, de Davantria, active 1446-1454",author,,,human,Bruno Iohannis de Davantria,Q131822035,DSNAME8051,Q68661,,,,
