ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49117,University of Pennsylvania,9949183233503681,Oversize LJS 278,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949183233503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p36w9694p/manifest,"[Deccan, India],",http://vocab.getty.edu/tgn/7001693;http://vocab.getty.edu/tgn/7000198,Deccan;India,A.H. 1004 (1595) or 1054 (1645),1595^1645,16;17,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511,,De materia medica.,"",Kitāb-i Ḥashāyish,کتاب حشايش.,De materia medica,"Manuscripts, Persian|Pictorial works|Illustrated works|Watercolors (paintings)|Herbals (reference sources)|Illustrated works|Codices (bound manuscripts)|Manuscripts, Renaissance|Manuscripts, 16th century",lcsh|fast|fast|aat|aat|lcgft|aat|lcsh|lcsh,http://id.worldcat.org/fast/1008462|http://id.worldcat.org/fast/1423874|http://id.worldcat.org/fast/1423873|http://vocab.getty.edu/aat/300078925|http://vocab.getty.edu/aat/300185352|http://id.worldcat.org/fast/1423873|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1119851,"Manuscripts, Persian|Pictorial works|Illustrated works|watercolors (paintings)|herbals (reference sources)|Illustrated works|codices (bound manuscripts)|Manuscripts, Renaissance|Manuscripts;Sixteenth century","Botany--Pictorial works--Early works to 1800|Medicine, Greek and Roman|Materia medica--Early works to 1800|Medicine, Greek and Roman|Botany|Botany, Medical|Botany, Medical--Early works to 1800|Materia medica",http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1015251|http://id.worldcat.org/fast/1011707;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1015251|http://id.worldcat.org/fast/836869|http://id.worldcat.org/fast/836961|http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1011707,"Botany;Pictorial works;Early works|Medicine, Greek and Roman|Materia medica;Early works|Medicine, Greek and Roman|Botany|Botany, Medical|Botany, Medical;Early works|Materia medica","Dioscorides Pedanius, of Anazarbos",ديسقوريدس. of Anazarbos,"",Q297776,human,Pedanius Dioscorides,"","","","","","","","","","","","",Persian,Q9168,Persian,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,"paper, illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 172 leaves : paper, illustrations ; 400 x 260 mm.",Title supplied by cataloger.|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949183233503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9946458153503681,Oversize LJS 25,https://franklin.library.upenn.edu/catalog/FRANKLIN_9946458153503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3463f/manifest,"[Italy],",http://vocab.getty.edu/tgn/1000080,Italy,[1275-1299?],1275^1299,13,http://vocab.getty.edu/aat/300404505,,Metaphysics,"",Liber metaphisice ; Liber ethicorum,"",Metaphysics;Nicomachean Ethics,"Codices|Manuscripts, Latin|Manuscripts, Medieval",aat|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008422,"codices (bound manuscripts)|Manuscripts, Latin|Manuscripts, Medieval",Metaphysics|Metaphysics--Early works to 1800|Ethics--Early works to 1800|Ethics,http://id.worldcat.org/fast/1018304|http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/915833,Metaphysics|Metaphysics;Early works|Ethics;Early works|Ethics,Aristotle,"","",Q868,human,Aristotle,"","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","parchment, color illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 78 leaves : parchment, color illustrations ; 310 x 220 (190-228 x 123-154) mm bound to 325 x 228 mm.","Ms. codex.|Title for manuscript from titles for predominant works (in explicits, f. 42v and 77v).",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9946458153503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948175023503681,LJS 223,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948175023503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3n00zt9k/manifest,"","","",1510,1510,16,http://vocab.getty.edu/aat/300404510,,"","",Questiones logicales ... etc,"","","Codices (bound manuscripts)|Manuscripts, Renaissance|Commentaries|Diagrams|Treatises|Manuscripts, Latin--16th century|Annotations",aat|lcsh|aat|aat|aat|local|aat,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008472|http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1119851|http://vocab.getty.edu/aat/300026100,"codices (bound manuscripts)|Manuscripts, Renaissance|commentaries|diagrams|treatises|Manuscripts, Latin;Sixteenth century|annotations","Aristotle.--Physics|Aristotle.--Posterior analytics|Aristotle.--De interpretatione|Aristotle.--Categoriae|Aristotle--Criticism and interpretation--Early works to 1800|Dulaert, Johannes|Aristotle|Lefèvre d'Étaples, Jacques,---1536|Lefèvre d'Étaples, Jacques,---1536|Criticism and interpretation|Logic|Physics--Early works to 1800|Physics|Logic--Early works to 1800",http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1356964|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1356595|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1359296|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1357313|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636||http://id.worldcat.org/fast/29885|||http://id.worldcat.org/fast/1198648|http://id.worldcat.org/fast/1002014|http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1063025|http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,Aristotle;Physics (Aristotle)|Aristotle;Posterior analytics (Aristotle)|Aristotle;De interpretatione (Aristotle)|Aristotle;Categoriae (Aristotle)|Aristotle;Criticism and interpretation;Early works||Aristotle|||Criticism and interpretation|Logic|Physics;Early works|Physics|Logic;Early works,"","","","","","","","","","","","","Ungelter, Theodoricus","","",Theodoric Ungelter,Q114242493,human,Latin,Q397,Latin,"","","","","","","paper, color illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 206 leaves : paper, color illustrations ; 270 x 200 (204 x 115) mm bound to 280 x 215 mm.",Title for manuscript from rubric for first work (f. 1r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948175023503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9958895573503681,LJS 236,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958895573503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3wk8z/manifest,"[Italy],",http://vocab.getty.edu/tgn/1000080,Italy,[1450-1499?],1450^1499,15,http://vocab.getty.edu/aat/300404465,,"","",Thesaurus pauperum ... etc,"",Thesaurus pauperum,"Diagrams|Codices|Drawings (visual works)|Prescriptions|Recipes|Manuscripts, Renaissance|Manuscripts, Italian|Manuscripts, Latin",aat|aat|aat|aat|aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300033973|http://vocab.getty.edu/aat/300027231|http://vocab.getty.edu/aat/300027043|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008378|http://id.worldcat.org/fast/1008395,"diagrams|codices (bound manuscripts)|drawings (visual works)|prescriptions|recipes|Manuscripts, Renaissance|Manuscripts, Italian|Manuscripts, Latin","Medicine|Medicine--Early works to 1800|Medicine--Formulae, receipts, prescriptions--Early works to 1800|Medicine--Formulae, receipts, prescriptions",http://id.worldcat.org/fast/1014893|http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014953;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014953,"Medicine|Medicine;Early works|Medicine--Formulae, receipts, prescriptions;Early works|Medicine--Formulae, receipts, prescriptions","John XXI, Pope, -1277","","",Q172916,human,John XXI,"","","","","","","","","","","","","Latin, with one section (f. 267r-272r) and some recipes, notes, and names in Italian",Q397;Q652,Latin;Italian,"","","","","","","paper, illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 233 leaves : paper, illustrations ; 147 x 104 (92-95 x 66-69) mm bound to 147 x 118 mm.",Title for manuscript from explicit for predominant work (f. 101r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9958895573503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9951865503503681,LJS 101,https://franklin.library.upenn.edu/catalog/FRANKLIN_9951865503503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3rd1b/manifest,"","","",850,850,9,http://vocab.getty.edu/aat/300404501,,"","",Periermenias Aristotelis ... etc,"",On interpretation,"Manuscripts, Medieval|Manuscripts, Latin--11th century|Manuscripts, Latin--9th century|Codices|Commentaries|Illuminations (visual works)|Poems|Treatises|Criticism, interpretation, etc|Early works|Specimens|Translations (documents)|Diagrams",lcsh|||aat|aat|aat|aat|aat|fast|fast|fast|aat|aat,http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/908096|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1037854|http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300026451|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1411635|http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1423861|http://vocab.getty.edu/aat/300027389|http://vocab.getty.edu/aat/300015387,"Manuscripts, Medieval|Manuscripts, Latin;Eleventh century|Manuscripts, Latin;Ninth century|codices (bound manuscripts)|commentaries|illuminations (paintings)|poems|treatises|Criticism, interpretation, etc.|Early works|Specimens|translations (documents)|diagrams","Aristotle|Aristotle--Criticism and interpretation--Early works to 1800|Aristotle.--De interpretatione|Illumination of books and manuscripts, Carolingian--Specimens|Logic|Logic--Early works to 1800|Illumination of books and manuscripts, Carolingian|Criticism and interpretation",http://id.worldcat.org/fast/29885|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1359296|http://id.worldcat.org/fast/967267;http://id.worldcat.org/fast/1423861|http://id.worldcat.org/fast/1002014|http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/967267|http://id.worldcat.org/fast/1198648,"Aristotle|Aristotle;Criticism and interpretation;Early works|Aristotle;De interpretatione (Aristotle)|Illumination of books and manuscripts, Carolingian;Specimens|Logic|Logic;Early works|Illumination of books and manuscripts, Carolingian|Criticism and interpretation","Boethius, -524","","",Q102851,human,Boethius,"","","","","","","","","","","","",Latin,Q397,Latin,"Phillipps, Thomas, Sir, 1792-1872|Beck, Helmut, 1919-2001|Saint-Benoît-sur-Loire (Abbey)",||,"",Thomas Phillipps|Helmut Beck|Fleury Abbey,Q2147709|Q94821473|Q956741,human|human|organization,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 64 leaves : parchment ; 204-206 x 172-174 (136-148 x 100-128) mm bound to 219 x 190 mm.,Ms. codex.|Title for manuscript from caption title for predominant work (f. 1v).,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9951865503503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948179063503681,LJS 225,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948179063503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3q643/manifest,"[Rome?, Italy],",http://vocab.getty.edu/tgn/7000874;http://vocab.getty.edu/tgn/1000080,Rome;Italy,[between 1455 and 1458],1455^1458,15,http://vocab.getty.edu/aat/300404465,,"","",Litterarum simulationis liber,"","","Codices (bound manuscripts)|illuminations (visual works)|Manuals (instructional materials)|Treatises|Manuscripts, Latin--15th century|Manuscripts, Italian--15th century|Manuscripts, Renaissance",aat|aat|aat|aat|local|local|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300026395|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008472,"codices (bound manuscripts)|illuminations (paintings)|manuals (instructional materials)|treatises|Manuscripts, Latin;Fifteenth century|Manuscripts, Italian;Fifteenth century|Manuscripts, Renaissance",Cryptography|Cryptography--Early works to 1800|Ciphers--Early works to 1800|Ciphers,http://id.worldcat.org/fast/884552|http://id.worldcat.org/fast/884552;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/861549;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/861549,Cryptography|Cryptography;Early works|Ciphers;Early works|Ciphers,"Zopello, Michele","","",Q114242476,human,Michele Zopello,"Gioacchino, di Giovanni","","",Gioacchino di Giovanni,Q20830652,human,"","","","","","",Latin (f. 1r-5r) and Italian with rubrics in Latin (f. 5v-20r),Q397;Q652,Latin;Italian,"","","","","","","parchment, color illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 20 leaves : parchment, color illustrations ; 223 x 150 (127 x 85) mm bound to 228 x 155 mm.","Title from opening rubric (f. 1r); alternate title, Liber litterarum simulationis et de zifris, from early note inside front cover.|Ms. codex.",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948179063503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9949875283503681,Oversize LJS 231,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949875283503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3cq0n/manifest,"","","",1346,1346,14,http://vocab.getty.edu/aat/300404506,,"","",Statutum habelle communum et terrarum Barge,"","","Codices|Manuscripts, Medieval|Manuscripts, Latin|Laws (documents)",aat|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395|http://vocab.getty.edu/aat/300027894,"codices (bound manuscripts)|Manuscripts, Medieval|Manuscripts, Latin|laws (documents)",Taxation--Italy--Barga|Taxation|Barga (Italy)--History|Tuscany (Italy)--Commerce--Early works to 1800|Tuscany (Italy)--Economic conditions--Early works to 1800|Italy--Barga,http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1235479|http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1235479;http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/869279;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1235479,Taxation;Italy;Italy--Barga|Taxation|Italy--Barga;History|Italy--Tuscany;Commerce;Early works|Italy--Tuscany;Early works|Italy--Barga,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Feltrinelli, Giannalisa|Schoenberg, Lawrence J",|,"",Giannalisa Feltrinelli|Lawrence J. Schoenberg,Q95750251|Q107542788,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 28 leaves : paper ; 297 x 208 (221 x 105) mm bound to 298 x 212 mm.,Title from incipit (f. 3r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949875283503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9958279783503681,Oversize LJS 177,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958279783503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3bk16q7m/manifest,"[Italy],",http://vocab.getty.edu/tgn/1000080,Italy,[1586-1760?],1586^1760,16;17;18,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Paludi Pontine,"","","Manuscripts, European|Accounts|Maps (documents)|Codices|Finding tabs|Hybrid books|Manuscripts, Italian|Manuscripts, Italian|Manuscripts, Italian|Manuscripts, Renaissance|Reports",lcsh|aat|aat|aat|||lcsh|lcsh|lcsh|lcsh|aat,http://id.worldcat.org/fast/1008335|http://vocab.getty.edu/aat/300145802|http://vocab.getty.edu/aat/300028094|http://vocab.getty.edu/aat/300224200|||http://id.worldcat.org/fast/1008378|http://id.worldcat.org/fast/1008378|http://id.worldcat.org/fast/1008378|http://id.worldcat.org/fast/1008472|http://vocab.getty.edu/aat/300027267,"Manuscripts, European|accounts|maps (documents)|codices (bound manuscripts)|||Manuscripts, Italian|Manuscripts, Italian|Manuscripts, Italian|Manuscripts, Renaissance|reports",Rome (Italy).--Maestri delle Strade|Aqueducts--Italy--Rome--Early works to 1800|City planning--Italy--Rome--Early works to 1800|Aqueducts|City planning|Pontine Marshes (Italy)|Sermoneta (Italy)|Cisterna di Latina (Italy)|Italy--Rome,http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/812149;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/862177;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/812149|http://id.worldcat.org/fast/862177|http://id.worldcat.org/fast/1244738|http://id.worldcat.org/fast/1267886|http://id.worldcat.org/fast/1877258|http://id.worldcat.org/fast/1204500,Italy--Rome|Aqueducts;Italy;Italy--Rome;Early works|City planning;Italy;Italy--Rome;Early works|Aqueducts|City planning|Italy--Pontine Marshes|Italy--Sermoneta|Italy--Cisterna di Latina|Italy--Rome,"","","","","","","","","","","","","","","","","","",Italian and Latin,Q652;Q397,Italian;Latin,"Millini, Pietro|North, Frederick, Earl of Guilford, 1766-1827|Phillipps, Thomas, Sir, 1792-1872|Stanitz, John D",|||,"",Pietro Millini|Frederick North|Thomas Phillipps|John D. Stanitz,Q114242487|Q333623|Q2147709|Q114242546,human|human|human|human,parchment and paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109,parchment;paper,Extent: 356 leaves : parchment and paper ; 275 x 205 mm bound to 292 x 215 mm (with folded-out documents and maps up to 427 x 600 mm) +.,Ms. codex.|Title from spine.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9958279783503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9950289983503681,LJS 188,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950289983503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3m05g/manifest,"","","",1540,1540,16,http://vocab.getty.edu/aat/300404510,,"","",Ynstruction of the ephimeredes,"","","Codices|Manuals (instructional materials)|Tables (documents)|Manuscripts, Renaissance|Manuscripts, English--16th century",aat|aat|aat|lcsh|local,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026395|http://vocab.getty.edu/aat/300027364|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008324;http://id.worldcat.org/fast/1119851,"codices (bound manuscripts)|manuals (instructional materials)|tables (documents)|Manuscripts, Renaissance|Manuscripts, English;Sixteenth century",Astronomy--Early works to 1800|Astronomy|Ephemerides--Early works to 1800|Ephemerides,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/913680;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/913680,Astronomy;Early works|Astronomy|Ephemerides;Early works|Ephemerides,"Schöner, Johann, 1477-1547","","",Q62770,human,Johannes Schöner,"","","","","","","","","","","","",Middle English,Q36395,Middle English,"Stanitz, John D|Alleyn, James",|,"",John D. Stanitz|Sir James Alleyn,Q114242546|Q56063918,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 20 leaves : paper ; 188 x 142 (146-156 x 107) mm bound to 196 x 152 mm.,"The first part of Bute MS 13 (f. 1r-46v), including a copy of Chaucer's Treatise on the astrolabe, was purchased after 1988 by Shozo Asahata (Nara, Japan); current location unknown (Kurtz and Voigts).|Ms. codex.|Title from opening rubric (f. 1r).",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950289983503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947469813503681,LJS 23,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947469813503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p38040/manifest,"[France or Flanders],",http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7024097,France;Flanders,[between 1250 and 1275],1250^1275,13,http://vocab.getty.edu/aat/300404505,,De natura rerum.,"",De natura rerum,"",De natura rerum,"Codices|Manuscripts, Medieval|Manuscripts, Latin",aat|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395,"codices (bound manuscripts)|Manuscripts, Medieval|Manuscripts, Latin",Natural history--Pre-Linnean works|Natural history,http://id.worldcat.org/fast/1034268|http://id.worldcat.org/fast/1034268,Natural history|Natural history,"Thomas, de Cantimpré, approximately 1200-approximately 1270","","",Q572799,human,Thomas of Cantimpré,"","","","","","","","","","","","",Latin,Q397,Latin,"Gorman, Pierre Patrick, 1924-","","",Pierre Gorman,Q1671373,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 56 leaves : parchment ; 184 x 132 (138 x 105) mm bound to 185 x 138 mm.,"Transcription, in same modern German hand as notes on front flyleaves and bound in same modern paper binding, boxed with manuscript.|Ms. codex.",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9947469813503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9949945603503681,Oversize LJS 110,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949945603503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p33p8v/manifest,"","","",1358.,1358,14,http://vocab.getty.edu/aat/300404506,,"","",John Elys deed,"","","Deeds|Indentures|Legal documents|Manuscripts, Latin|Manuscripts, Medieval",aat|aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300027249|http://vocab.getty.edu/aat/300027753|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008422,"deeds|indentures|legal documents|Manuscripts, Latin|Manuscripts, Medieval","Elys, John|Beeleye, John de|Beeleye, Margery de|Real property--England--Warwickshire|Real property|Warwickshire (England)--History|England--Warwickshire",|||http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1212375|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1212375;http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1212375,|||Real property;England;England--Warwickshire|Real property|England--Warwickshire;History|England--Warwickshire,"","","","","","","","","","","","","","","","","","",In Latin,Q397,Latin,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment ; 170 x 245 mm.,"",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949945603503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9958589513503681,LJS 195,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958589513503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3qr4nr67/manifest,"[Germany],",http://vocab.getty.edu/tgn/7000084,Germany,[between 1450 and 1499],1450^1499,15,http://vocab.getty.edu/aat/300404465,,"","",Medical miscellany,"","","Codices|Anthologies|Manuscripts, German|Manuscripts, Medieval|Manuscripts, Renaissance",aat|aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026037|http://id.worldcat.org/fast/1008346|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008472,"codices (bound manuscripts)|anthologies|Manuscripts, German|Manuscripts, Medieval|Manuscripts, Renaissance","Medicine--Early works to 1800|Medicine|Medicine--Formulae, receipts, prescriptions--Early works to 1800|Medicine--Formulae, receipts, prescriptions|Medicine, Medieval|Medicine, Medieval|Pigments--Early works to 1800|Plague--Early works to 1800|Plague|Pigments",http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014893|http://id.worldcat.org/fast/1014953;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1014953|http://id.worldcat.org/fast/1015277|http://id.worldcat.org/fast/1015277|http://id.worldcat.org/fast/1063994;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1065045;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1065045|http://id.worldcat.org/fast/1063994,"Medicine;Early works|Medicine|Medicine--Formulae, receipts, prescriptions;Early works|Medicine--Formulae, receipts, prescriptions|Medicine, Medieval|Medicine, Medieval|Pigments;Early works|Plague;Early works|Plague|Pigments","","","","","","","","","","","","","","","","","","","Middle High German, with some Latin",Q837985;Q397,Middle High German;Latin,"Fugger, Ulricus, 1526-1584|Stanitz, John D",|,"",Ulrich Fugger|John D. Stanitz,Q3547961|Q114242546,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 326 leaves : paper ; 148 x 96 (119-124 x 75-80) mm bound to 155 x 116 mm.,Ms. codex.|Title supplied by cataloger.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9958589513503681_marc.xml
