row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value
11,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321909Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997899Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558568Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975187Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145175Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.973971Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128302Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417441Z",Catholic Church. Pope (1471-1484 : Sixtus IV),author,,,,,,human,Sixtus IV,Q163514
12,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321917Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997903Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558577Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975193Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145204Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.973978Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128306Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417457Z","Charles V, King of France, 1338-1380",author,,,Charles V of France,human,Q167782,,,
13,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321920Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997906Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558584Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975211Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145211Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.973982Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128309Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417462Z","Charles VI, King of France, 1368-1422",author,,,Charles VI of France,human,Q160349,,,
14,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321923Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997913Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558590Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975218Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145214Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.973985Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128321Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417475Z","Charles, Duke of Burgundy, 1433-1477",author,,,Charles the Bold,human,Q151120,,,
15,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321929Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997916Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558605Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975225Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145217Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.973996Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128325Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417482Z","Cicero, Marcus Tullius",author,,,,,,human,Cicero,Q1541
16,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321932Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997919Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558611Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975235Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145222Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.974Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128328Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417487Z",Coptic Church,author,,,,,,organization,Coptic Orthodox Church,Q198998
17,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321935Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997925Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558618Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975241Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145225Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.977736Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128340Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417492Z","Curlo, Giacomo, active 1423-1467",scribe,,,Giacomo Curlo,human,Q88467297,,,
18,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321940Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997928Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558628Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975248Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145228Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978439Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128345Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417500Z","Ege, Otto F",former owner,,,,,,human,Otto Ege,Q7109575
19,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321943Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997931Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558635Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975257Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145236Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978448Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128351Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417505Z","Este, Leonello d', 1407-1450",former owner,,,"Leonello d'Este, Marquis of Ferrara",human,Q1379797,,,
20,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321946Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997942Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558641Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975264Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145239Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978452Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128355Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417510Z","Eucherius, of Lyon, Saint, -449",author,,,Eucherius of Lyon,human,Q671419,,,
21,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321951Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997946Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558651Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975270Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145242Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978459Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128358Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417516Z","Eusebius, of Caesarea, Bishop of Caesarea, approximately 260-approximately 340",author,,,,,,human,Eusebius of Caesarea,Q142999
22,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321954Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997949Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558657Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975279Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145248Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128367Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417521Z","Faustus, of Riez, active 5th century",author,,,Faustus of Riez,human,Q2351792,,,
23,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321957Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997957Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558663Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975286Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145251Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978467Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128370Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417526Z","Fogg, Sam",former owner,,,Sam Fogg Rare Books & Manuscripts,organization,Q116189818,,,
24,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321969Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997961Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558672Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975292Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145254Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978472Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128373Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417544Z","Giorgio, d'Alemagna, active 1441-1476",illuminator,,,Giorgio d'Alemagna,human,Q3106916,,,
25,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321972Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997963Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558679Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975326Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145259Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978483Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128383Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417550Z","Gregory I, Pope, approximately 540-604",author,,,,,,human,Gregory I,Q42827
26,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321975Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997970Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558771Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975439Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145261Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978488Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128387Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417555Z","Hauchamps, Jean-Baptiste",author,,,Jean-Baptiste Hauchamps,human,Q123910022,,,
27,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.321980Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997973Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558805Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975449Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145264Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978504Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128392Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417562Z","Hugh, of Saint-Victor, 1096?-1141",author,,,,,,human,Hugh of Saint Victor,Q317554
28,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322009Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997977Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558813Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975462Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145269Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978508Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128411Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417571Z","Isidore, of Seville, Saint, -636",author,,,,,,human,Isidore of Seville,Q166876
29,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322014Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997982Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558820Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975469Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145271Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978513Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128415Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417575Z","Jacobus, de Voragine, approximately 1229-1298",author,,,,,,human,Jacobus de Voragine,Q313460
30,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322017Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997985Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558832Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975475Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145274Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978523Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128420Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417587Z",Livy,author,,,,,,human,Titus Livius,Q2039
31,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322020Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997989Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558838Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975485Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145281Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978527Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128426Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417591Z","Llangattock, John Allan Rolls, Baron , 1837-1912",former owner,,,"John Rolls, 1st Baron Llangattock",human,Q1101328,,,
32,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322025Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.997997Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558847Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975491Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145284Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978530Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128429Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417595Z","Nicholas, of Lyra, approximately 1270-1349",author,,,,,,human,Nicholas of Lyra,Q1969164
33,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322028Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.998001Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558877Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975497Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145287Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978536Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128433Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417605Z","Oglerio, di Lucedio, -1214",author,,,Oglerio di Lucedio,human,Q3881214,,,
34,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T16:50:09.322031Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-02T16:51:54.998006Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-02T16:52:05.558887Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-02T16:52:24.975507Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-02T16:52:42.145291Z | NAME RECON STEP 6: START ORG RECON 2024-01-02T16:56:55.978541Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-02T16:57:24.128438Z | NAME RECON STEP 9: FINALIZED 2024-01-02T17:13:29.417609Z","Paschasius Radbertus, Saint, 786-approximately 860",author,,,Paschasius Radbertus,human,Q654858,,,
