name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī, active 808-842",author,ابو تمام حبيب بن اوس الطائي، active 808-842,,,,,,,human,Abu Tammam,Q1750054,Q12323
"Asadī, al-Ḥusayn ibn Muḍar, active 12th century",scribe,اسدي، الحسين بن مضر، active 12th century,,human,al-Ḥusayn ibn Muḍar Asadī,Q131748439,DSNAME7601,Q68211,,,,
"Khūjah, Muḥammad Aḥmad",scribe,خوجة، محمد احمد,,,,,,,,,,
"Simillāwī, ʻAbd al-Muʻṭī ibn Sālim, -1715",author,سملاوي، عبد المعطي بن سالم، 1715,,,,,,,human,ʻAbd al-Muʻṭī ibn Sālim Simillāwī,Q122947966,Q12324
ʻAlī ibn al-Muqrī,author,علي بن المقري,,,,,,,,,,
"Wāʻiẓ, Muḥammad ibn Salāmah",scribe,واعظ، محمد بن سلامة,,,,,,,,,,
"Ibn al-Rūmī, 836-896",author,ابن الرومي، 836-896,,,,,,,human,Ibn al-Rumi,Q3141116,Q12325
"Maʻmarī, Rabīʻah ibn Muḥammad, active 1009",author,معمري، ربيعة بن محمد، active 1009,,human,Rabīʻah ibn Muḥammad Maʻmarī,Q131398863,DSNAME7602,Q68212,,,,
"Kushājim, Maḥmūd ibn al-Ḥusayn, active 10th century",author,كشاجم، محمود بن الحسين، active 10th century,,human,Maḥmūd ibn al-Ḥusayn Kushājim,Q131398864,DSNAME7603,Q68213,,,,
Ibn al-Maqrūn,scribe,ابن المقرون,,,,,,,,,,
"Abū Firās al-Ḥamdānī, al-Ḥārith ibn Saʻīd, 932-968",author,ابو فراس الحمداني، الحارث بن سعيد، 932-968,,human,Abu Firas al-Hamdani,Q481409,DSNAME7604,Q68214,,,,
"Marṣafī, Muḥammad",scribe,مرصفي، محمد,,,,,,,,,,
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520",author,انصاري، زكريا بن محمد approximately 1423-approximately 1520,http://id.loc.gov/authorities/names/n85197808 http://id.loc.gov/authorities/names/n85197808 http://viaf.org/viaf/sourceID/LC%7cn85197808,,,,,,human,Zakariyya al-Ansari,Q4117458,Q12326
"Khilāf, Muḥammad ibn Muḥammad",scribe,خلاف، محمد بن محمد,,,,,,,,,,
"Abīwardī, Muḥammad ibn Aḥmad, -1113",author,ابيوردي، محمد بن احمد، -1113,,,,,,,human,Muḥammad ibn Aḥmad Abīwardī,Q30088060,Q12327
"Ṭughrāʼī, al-Ḥusayn ibn ʻAlī, 1061 or 1062-1121",author,طغرائي، الحسين بن علي، 1061 or 1062-1121,,,,,,,human,Al-Tughrai,Q4164865,Q12328
"Baḥraq, Muḥammad ibn ʻUmar, 1465-1524",author,"بحرق، محمد بن عمر, 1465-1524",,,,,,,human,Bahraq of Yemen,Q28713152,Q12329
"Ibn Rifāʻah al-Ghazzī, Ibrāhīm ibn Yaḥyá, -1130",author,ابن رفاعة الغزي، ابراهيم بن يحيى، -1130،,http://id.loc.gov/authorities/names/n2011211122,,,,,,human,Ibrāhīm ibn Yaḥyá Ibn Rifāʻah al-Ghazzī,Q122946957,Q12330
"ʻĀdilī, Muḥammad ibn Ṣadaqah, -approximately 1451",author,عادلي، محمد بن صدقة، -approximately 1451,,human,Muḥammad ibn Ṣadaqah ʻĀdilī,Q131398865,DSNAME7605,Q68215,,,,
"Ibn al-Nabīh, ʻAlī ibn Muḥammad, -1222 or 1223",author,ابن النبيه، علي بن محمد، -1222 or 1223,,human,ʿAlī Ibn-Muḥammad Ibn-an-Nabīh,Q6534697,DSNAME7606,Q68216,,,,
"Ḥillī, Rājiḥ ibn Ismāʻīl, 1174 or 1175-1229 or 1230",author,حلي، راجح بن اسماعيل، 1174 or 1175-1229 or 1230,,human,Rājiḥ ibn Ismāʻīl Ḥillī,Q131398866,DSNAME7607,Q68217,,,,
"Sakhāwī, ʻAlī ibn Tāj al-Dīn, active 17th century",scribe,سخاوي، علي بن تاج الدين، active 17th century,,human,ʻAlī ibn Tāj al-Dīn Sakhāwī,Q131748440,DSNAME7608,Q68218,,,,
"Ibn al-Muqarrab, ʻAlī, 1176 or 1177-1231 or 1232",author,ابن المقرب، علي، 1176 or 1177-1231 or 1232,,,,,,,human,Ali bin al Mugrab Al Uyuni,Q4725311,Q12331
"Sukkarī, ʻAbd al-Tawwāb",author,"سكري, عبد التواب",,,,,,,,,,
"Fāwī, Muḥammad Ibrāhīm",scribe,فاوي، محمد ابراهيم,,,,,,,,,,
"Shādhilī, Abū al-Ḥasan ʻAlī ibn ʻAbd Allāh, approximately 1196-1258",author,شاذلي، ابو الحسن علي بن عبد الله approximately 1196-1258,,,,,,,human,Abul Hasan ash-Shadhili,Q2704613,Q41652
"Warrāq, Muḥammad ibn ʻAbd al-ʻAzīz, -1281",author,وراق، محمد بن عبد العزيز، -1281,,human,Muḥammad ibn ʻAbd al-ʻAzīz Warrāq,Q131398867,DSNAME7609,Q68219,,,,
"Ibn al-Qaṣṣār al-Tūnisī, Aḥmad ibn Muḥammad, active 14th century",author,ابن القصار التونسي، احمد بن محمد، active 14th century,,human,Aḥmad ibn Muḥammad Ibn al-Qaṣṣār al-Tūnisī,Q131748441,DSNAME7610,Q68220,,,,
"Farḥūlī, Muḥammad ibn Aḥmad ibn Muḥammad ibn Makīn",scribe,فرحولي، محمد بن احمد بن محمد بن مكين,,,,,,,,,,
"Muṣannifak, ʻAlī ibn Majd al-Dīn Muḥammad, 1400 or 1401-1470 or 1471",author,مصنفك، علي بن مجد الدين محمد، 1400 or 1401-1470 or 1471,,,,,,,human,Ali al-Bistami,Q42343964,Q12332
"Qasṭallānī, Aḥmad ibn Muḥammad, 1447 or 1448-1517 or 1518",author,قسطلاني، احمد بن محمد، 1447 or 1448-1517 or 1518,,,,,,,human,Al-Qastallani,Q2829271,Q12333
"Nūsī, Ṣāliḥ",scribe,نوسي، صالح,,,,,,,,,,
"Ibn Ḥajar al-Haythamī, Aḥmad ibn Muḥammad, approximately 1503-approximately 1566",author,ابن حجر الهيثمي، احمد بن محمد، approximately 1503-approximately 1566,http://id.loc.gov/authorities/names/n82165741,,,,,,human,Ibn Hajar al-Haytami,Q3147445,Q12334
"Bulūkbāshī, Rajab ibn Muḥammad",scribe,بلوكباشي، رجب بن محمد,,,,,,,,,,
"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل، 1641-1731,http://id.loc.gov/authorities/names/n83198301,,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547,Q12278
"Shushtarī, ʻAlī ibn ʻAbd Allāh, 1213 or 1214-1269",author,ششتري، علي بن عبد الله، 1213 or 1214-1269,,,,,,,human,Abu al-Hasan al-Shushtari,Q4118240,Q12335
"Barakāt, Ḥasan ibn Maḥmūd, active 19th century",author,بركات، حسن بن محمود، active 19th century,,human,Ḥasan ibn Maḥmūd Barakāt,Q131398868,DSNAME7611,Q68221,,,,
"Wafā, Muḥammad, 1302 or 1303-1363",author,وفاء، محمد، 1302 or 3-1363,,human,Muḥammad Wafā,Q120599173,DSNAME7612,Q68222,,,,
"Badār al-Ṣaghīr, ʻAlī ibn Aḥmad",scribe,بدار الصغير، علي بن احمد,,,,,,,,,,
"Ṣafadī, Khalīl ibn Aybak, approximately 1297-1363",author,صفدي، خليل بن ايبك، approximately 1297-1363,,,,,,,human,"Ṣafadī, Khalīl ibn Aybak",Q12220160,Q12336
"Rashīdī, ʻAbd al-Raḥmān ibn Muḥammad, active 14th century",author,رشيدي، عبد الرحمن بن محمد، 14th century,,human,ʻAbd al-Raḥmān ibn Muḥammad Rashīdī,Q131748442,DSNAME7613,Q68223,,,,
"Qīrāṭī, Ibrāhīm ibn ʻAbd Allāh, 1326-1379 or 1380",author,قيراطي، ابراهيم بن عبد الله، 1326-1379,,human,Ibrāhīm ibn ʻAbd Allāh Qīrāṭī,Q131398869,DSNAME7614,Q68224,,,,
"Mālikī, Muḥammad ibn Aḥmad, active 15th century",scribe,مالكي، محمد بن احمد، active 15th century,,human,Muḥammad ibn Aḥmad Mālikī,Q131748443,DSNAME7615,Q68225,,,,
"Ibn Ḥijjah al-Ḥamawī, Taqī al-Dīn Abū Bakr ibn ʻAlī, -1434",author,ابن حجة الحموي، تقي الدين ابو بكر بن علي، 1434,,,,,,,human,Ibn Hijjah al-Hamawi,Q12202946,Q12337
"Ibn al-Muqrī, Ismāʻīl ibn Abī Bakr, 1354-1433 or 1434",author,ابن المقري، اسماعيل بن ابي بكر، 1354-1433 or 1434,,,,,,,human,Ismāʻīl ibn Abī Bakr Ibn al-Muqrī,Q28753992,Q54117
"Sammān, Muḥammad ibn ʻAbd al-Raḥmān",scribe,سمان، محمد بن عبد الرحمن,,,,,,,,,,
"Maḥallī, Muḥammad ibn Aḥmad, 1422 or 1423-1485 or 1486",author,محلي، محمد بن احمد، 1422 or 1423-1485 or 1486,,human,Muḥammad ibn Aḥmad Maḥallī,Q131398870,DSNAME7586,Q68196,,,,
"Ibn Khallūf, Aḥmad ibn Abī al-Qāsim, 1425-1493 or 1494",author,ابن خلوف، احمد بن ابي القاسم، -1493 or 1494,,,,,,,human,Shihāb al-Dīn ibn al-Khalūf,Q107178029,Q12338
"Bahnasī, Muḥammad ibn Muḥammad ibn ʻAbd al-Raḥmān, -1592 or 1593",author,بهنسي، محمد بن محمد بن عبد الرحمن، -1592 or 1593,,human,Muḥammad ibn Muḥammad ibn ʻAbd al-Raḥmān Bahnasī,Q131398871,DSNAME7616,Q68226,,,,
"Miṣrī, Ḥasanayn ibn Muḥammad",scribe,مصري، حسنين بن محمد,,,,,,,,,,
"Ḥamīdī, ʻAbd al-Raḥmān ibn Aḥmad ibn ʻAlī",author,حميدي، عبد الرحمن بن احمد بن علي,,,,,,,,,,
"Anbābī, Manṣūr",scribe,انبابي، منصور,,,,,,,,,,
"ʻInāyātī, Aḥmad ibn Aḥmad, 1525 or 1526-1605 or 1606",author,عناياتي، احمد بن احمد، 1525 or 1526-1605 or 1606,,human,Aḥmad ibn Aḥmad ʻInāyātī,Q131398872,DSNAME7617,Q68227,,,,
"Ibn al-Jazarī, Ḥusayn ibn Aḥmad, 1589-1624",author,ابن الجزري، حسين بن احمد، 1589-1624,,human,Ḥusayn ibn Aḥmad Ibn al-Jazarī,Q131398873,DSNAME7618,Q68228,,,,
"Ḥarīrī, Rajab ibn Ḥijāzī",scribe,حريري، رجب بن حجازي,,,,,,,,,,
"Abū al-Mawāhib, Muḥammad ibn Muḥammad, -1627 or 1628",author,ابو المواهب، محمد بن محمد، -1627 or 1628,,human,Muḥammad ibn Muḥammad Abū al-Mawāhib,Q131748444,DSNAME7619,Q68229,,,,
"Ibn Abī Numayy, Aḥmad ibn Masʻūd, -1632 or 1633",author,ابن ابي نمي، احمد بن مسعود، -1632 or 1633,,human,Aḥmad ibn Masʻūd Ibn Abī Numayy,Q131748445,DSNAME7620,Q68230,,,,
"Udkāwī, ʻAbd Allāh ibn ʻAbd Allāh, 1692 or 1693-1770 or 1771",scribe,ادكاوي، عبد الله بن عبد الله، 1692 or 1693-1770 or 1771,,,,,,,human,ʻAbd Allāh ibn ʻAbd Allāh Udkāwī,Q122947968,Q12339
