genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Quarter bindings (Binding),rbbin,,,,,Quarter bindings,http://id.loc.gov/vocabulary/rbmscv/cv00333,Q5846
Témoin,lobt,,,,,témoin,http://w3id.org/lob/concept/5640,Q5919
Gold tooled bindings (Provenance),rbprov,,,,,Gold tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00551,Q5859
Brocade bindings (Binding),rbbin,,,,,Brocade bindings,http://id.loc.gov/vocabulary/rbmscv/cv00449,Q5937
Bookplates (Provenance)--Denmark--20th century,rbprov,,,,,Bookplates;Denmark;Twentieth century,http://id.loc.gov/vocabulary/rbmscv/cv00138;http://id.worldcat.org/fast/1204558;http://id.worldcat.org/fast/1159810,Q5847;Q5848;Q5942
Paste paper bindings (Binding),rbbin,,,,,Paste paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00498,Q5821
Vellum bindings (Bindings),rbbin,,,,,Vellum bindings,http://id.loc.gov/vocabulary/rbmscv/cv00543,Q5878
Personal correspondence,lcgft,,,,,Personal correspondence,http://id.worldcat.org/fast/1919948,Q5912
Poetry,lcgft,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Stamps (Provenance),rbprov,,,,,Stamps,http://id.loc.gov/vocabulary/rbmscv/cv00142,Q3075
Albums (Books),lcgft,,,,,Albums (Books),http://id.worldcat.org/fast/1726784,Q5825
Diced leather bindings (Binding),rbbin,,,,,Diced leather bindings,http://id.loc.gov/vocabulary/rbmscv/cv00507,Q5868
Half bindings (Binding),rbbin,,,,,Half bindings,http://id.loc.gov/vocabulary/rbmscv/cv00332,Q5817
Text guards,lobt,,,,,text guards,http://w3id.org/lob/concept/3697,Q5860
Kapitalbünde,lobt,,,,,Kapitalbünde,http://w3id.org/lob/concept/1406,Q5849
Braided secondary endband sewing,lobt,,,,,braided secondary endband sewing,http://w3id.org/lob/concept/2547,Q5876
Text-hook endleaves,lobt,,,,,text-hook endleaves,http://w3id.org/lob/concept/1662,Q5836
Binders' tickets (Binding)--19th century,rbbin,,,,,Binders' tickets;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00702;http://id.worldcat.org/fast/1037841,Q5842;Q3538
Bookplates (Provenance)--United States--20th century,rbprov,,,,,Bookplates;United States;Twentieth century,http://id.loc.gov/vocabulary/rbmscv/cv00138;http://id.worldcat.org/fast/1204155;http://id.worldcat.org/fast/1159810,Q5847;Q5856;Q5942
Numbers (Provenance),rbprov,,,,,Numbers (Provenance),http://id.loc.gov/vocabulary/rbmscv/cv00020,Q5864
Painted books,rbmscv,,Painted books,http://id.loc.gov/vocabulary/rbmscv/cv01666,Q12662,,,
Certificates,rbmscv,,Certificates,http://id.loc.gov/vocabulary/rbmscv/cv02106,Q11502,,,
Limp bindings,rbmscv,,,,,Limp bindings,http://id.loc.gov/vocabulary/rbmscv/cv00590,Q16312
