genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Manuscripts, Persian-17th century",0,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771,,,
Early works to 1800,,,,,,Early works,http://id.worldcat.org/fast/1411636,"Q300"
Cookbooks,lcgft,,Cookbooks,http://id.worldcat.org/fast/1752725,Q55257,,,
"Manuscripts, French--18h century",lcsh,,"Manuscripts, French;Eighteenth century",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/904058,Q319;Q3024,,,
"Manuscripts, Arabic",lcsh,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,"Q256"
"Manuscripts, Turkish--18th century",lcsh,,,,,"Manuscripts, Turkish;Eighteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/904058,"Q3068;Q3024"
"Manuscripts, Persian--18th century",lcsh,,,,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,"Q255;Q3024"
"Manuscripts, Persian--19th century",lcsh,,,,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,"Q255;Q3538"
"Manuscripts, Arabic--19th century",lcsh,,,,,"Manuscripts, Arabic;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037841,"Q256;Q3538"
"Epic poetry, Arabic",,,"Epic poetry, Arabic",http://id.worldcat.org/fast/913817,Q55258,,,
"Manuscripts, Arabic--18th century",lcsh,,,,,"Manuscripts, Arabic;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/904058,"Q256;Q3024"
"Manuscripts, Persian--17th century",lcsh,,,,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,"Q255;Q2771"
"Manuscripts, Arabic,--19th century",lcsh,,"Manuscripts, Arabic;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037841,Q256;Q3538,,,
"Manuscripts, Arabic--17th century",lcsh,,,,,"Manuscripts, Arabic;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1113663,"Q256;Q2771"
"Manuscripts, Arabic--16th century",lcsh,,,,,"Manuscripts, Arabic;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1119851,"Q256;Q335"
"Manuscripts, Persian",lcsh,,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,"Q255"
Lectures--Germany--Hannover--19th century,rbgenr,,Lectures;Germany--Hannover;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00294;http://id.worldcat.org/fast/1206136;http://id.worldcat.org/fast/1037841,Q55268;Q55266;Q3538,,,
Manuscripts--German,aat,,"manuscripts (documents);German (culture, style, period)",http://vocab.getty.edu/aat/300028569;http://vocab.getty.edu/aat/300111192,Q10789;Q19867,,,
Tabs,aat,,,,,tabs,http://vocab.getty.edu/aat/300234003,"Q38548"
Manuscripts--Spanish,aat,,manuscripts (documents);Spanish (culture or style),http://vocab.getty.edu/aat/300028569;http://vocab.getty.edu/aat/300111215,Q10789;Q19880,,,
Correspondence,aat,,,,,correspondence,http://vocab.getty.edu/aat/300026877,"Q7715"
News,aat,,,,,,,
Reports,aat,,,,,reports,http://vocab.getty.edu/aat/300027267,"Q187"
"Manuscripts, Turkish--17th century",lcsh,,,,,"Manuscripts, Turkish;Seventeenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1113663,"Q3068;Q2771"
Binding components,aat,,,,,binding components,http://vocab.getty.edu/aat/300194225,"Q38435"
Psalters,aat,,,,,psalters (books),http://vocab.getty.edu/aat/300026477,"Q4134"
Notes,aat,,notes (documents),http://vocab.getty.edu/aat/300027200,Q17509,,,
