ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 04,"",,France,"","s. XVI, 1508-1508",1508^1508,16,http://vocab.getty.edu/aat/300404510,false,,"","",[Saint] Cyril of Alexandria Super Evangelium Joannis (1508 Printed Book Leaf,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in wife's memory,"",,"",paper,Extent: One printed book leaf; 265 x 195 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213186.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 05,"",,Italy,"","s. XV, 1450-1465",1450^1465,15,http://vocab.getty.edu/aat/300404465,false,,"","","15th century breviary for feast of August 29,30, September 8","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",parchment,Extent: One leaf; 230 x 164 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213196.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 06,"",,Italy,"","s. XV, 1480-1499",1480^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Bartholomaeus de Sancto Concordio, Summa de Casibus Conscientiae (Incunable Leaf)","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",paper,Extent: One leaf; 150 x 106 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213297.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 26 (LEV a),"",,Italy,"","s. XII(in), 1100-1200",1100^1200,12,http://vocab.getty.edu/aat/300404504,false,,"","",Text for monastic liturgical use (proto-breviary)|Text for monastic liturgical use (proto-breviary),"","",,,,,,"",,"","",,"","",,"","",,Latin|Latin,"","Linda Ehrsam Voigts purchased from Bernard M. Rosenthal in 1975,and given by her in 2012 to the Karen Gould Collection of the Nelson Atkins Museum of Art.","",,"",parchment,Extent: One leaf; 213 x 153 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213305.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 40,"",,"France, Northern","","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, excerpt Hours of the Cross","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Lewis Gould purchased from Galena Books from the Los Angeles Book Fair. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,"",,"","parchment, semi-translucent",Extent: One leaf; 132 x 87.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213588.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 43,"",,"","","s. XIII/XIV, 1250-1350",1250^1350,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,false,,"","","Bible, II Kings 13:5 - II Kings 15:10","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Belonged to Karen Gould (1946-2012); gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,"",,"",translucent parchment,Extent: One leaf; 249 x 180.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213589.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 07,"",,Italy,"","s. XV, 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Horatius Flaccus, Quintus, Opera, with Commentary by Christopher Landinus (Incunable Leaf)","","",,,,,,"",,"","",,"","",,"","",,Latin,"","Purchased by Karen Gould (1946-2012) from Pageant Book and Print Shop, New York. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.","",,"",paper,Extent: One leaf; 260 x 191 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213590.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 08,"",,Italy,"","s. XV, 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Horatius Flaccus, Quintus, Opera, with Commentary by Christophorus Landinus","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. From the collection of Karen Keel Gould (1946-2012). Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",paper,Extent: One leaf; 260 x 191 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213591.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 10,"",,Germany,"","s. XV(ex), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Biblia Veteris et Novi Testamenti,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Unknown. Purchased by Karen Gould (1946-2012) from Pageant Book and Print Shop, New York. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.","",,"",paper,Extent: One incunable leaf; 296 x 211 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213676.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 39,"",,France,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Purchased by John Herbst from Glenn Books, Kansas City, MO. Donated IN 2014 to the Karen Gould Collection, Nelson-Atkins Museum of Art.","",,"",parchment,Extent: One leaf; 228 x 164 mm.,"We are grateful to Brother Thomas, O.S.B. for providing the identification of the text, Patricia Deery Kurtz for the incipit and explicit and to Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213753.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 14,"",,Italy,"","s. XIII, 1225-1275",1225^1275,13,http://vocab.getty.edu/aat/300404505,false,,"","",Stephen Langton Interpretation of Hebrew Names of Bible,"","",,,,,,"",,"","",,"","",,"","",,Hebrew; Latin,"",Unknown. Purchased by Karen Gould (1946-2012). Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",parchment,Extent: One leaf; 324 x 224 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213930.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 38,"",,England,"","s. XIII(in), 1225-1250",1225^1250,13,http://vocab.getty.edu/aat/300404505,false,,"","",Stephen Langton Interpretation of Hebrew Names of Bible,"","",,,,,,"",,"","",,"","",,"","",,Hebrew; Latin,"",Acquired by Karen Gould Fund. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2014 in his wife's memory.,"",,"",parchment,Extent: One leaf; 205 x 149mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213931.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 15,"",,Italy,"","s. XV, 1400-1475",1400^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",parchment,Extent: One leaf; 146 x 108mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213932.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 18,"",,France,"","s. XV, 1400-1475",1400^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Unknown. Possibly to be identified with purchase from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.","",,"",parchment,Extent: One leaf; 210 x 145mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213933.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 20,"",,France,"","s. XV(in), 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Unknown. Apparently purchased from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.","",,"",parchment,Extent: One leaf; 165 x 120mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213934.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 21,"",,Low Countries,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours (Bifolium),"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Unknown. Apparently purchased from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.","",,"",parchment,Extent: Two leaves (bifolium); 161 x 250 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00213940.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 24,"",,France,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",parchment,Extent: One leaf; 121 x 91 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00214043.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 25,"",,Low countries,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Unknown. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,"",,"",parchment,Extent: One leaf; 195 x 139 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00214044.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 28 (LEV c),"",,Italy,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Acquired by Linda Ehrsam Voigts from Bernard M. Rosenthal in 1975, and given by her to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012.","",,"",parchment,Extent: Bifolium; 165 x 128 mm (each leaf.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00214045.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 30 (LEV e),"",,France,"","s. XIV/XV, 1385-1420",1385^1420,14;15,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Acquired by Linda Ehrsam Voigts from Philip Pirages and given by her to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012.,"",,"",parchment,Extent: One leaf; 100 x 76 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B., for providing the identification of the text, and to Patricia Deery Kurtz and Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00214067.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 32,"",,Italy,"","s. XVI(in), 1510-1525",1510^1525,16,http://vocab.getty.edu/aat/300404510,true,,"","",Italian Notarial Loan Record,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Gift of Marilyn Carbonell and David Weinglass, April 2013 and given to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012. Purchased from Eleven Eleven Books, March 2013.","",,"",parchment,Extent: One leaf; recto: ca 245 x 94 mm (uneven.,"We are grateful to Brother Thomas Sullivan, O.S.B., and Eugenio Donadoni of London Christies for providing the identification of the text and to Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00214068.xml
,,,digital-scriptorium,Q1976985,Nelson-Atkins Museum of Art,KG 33,"",,France,"","s. XVI(in), 1500-1515",1500^1515,16,http://vocab.getty.edu/aat/300404510,false,,"","",Book of Hours,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Gift of Marilyn Carbonell and David Weinglass, April 2013 and given to the Karen Gould Collection of the Nelson-Atkins Museum of Art in 2012. Purchased from Eleven Eleven Books, March 2013.","",,"","",Extent: One leaf; 152 x 100 mm.,"We are grateful to Brother Thomas Sullivan, O.S.B for providing the identification of the text and to Linda Ehrsam Voigts for the physical description.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nelsonatkins/mets/ds_50_46_00214069.xml
