ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Halliwell Phillips MS 01,"",https://iiif.archivelab.org/iiif/images_SutroCollectionHalliwellPhillipsMS01_12/manifest.json,"England, Warwickshire",http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008178,England;Warwickshire,"1391, November 29; s. XIV(ex); 1385-1399",1385^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Lease,"",Lease,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Thomas Upton|John Haykyn|William Nichol,"","",Thomas Upton|John Haykyn|William Nichol,Q110332904|Q117324129|Q117324284,human|human|human,Latin,Q397,Latin,"Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889.","","",James Halliwell-Phillipps;Adolph Sutro,Q321691;Q214461,human;human,"","","","Script, 1 leaf: Anglicana with some Secretary features.","Bibliography: William E. Parker. ""Items from the Halliwell-Phillipps Library in Sutro Branch, California State Library."" News Notes of California Libraries41.2 (1946): 249.|1 leaf: Data apud Wolford paruam Jn vigilia Sancti Andree Apostoli.|Incipit, 1 sheet: Anno Regni Regis Richardi Secundi post conquestum quintodecimo.|Explicit, 1 sheet: Omnibus Christi fidelibus ad quos hoc presens scriptum peruenit.|Explicit, 1 sheet: Thomas Page of Wolford Parva gives to Johanna, his wife, and Alice, his daughter, his lands in Wolford Parva after his death; and after their deaths the said lands will pass to his son, William Ingram.|Docket: Thomas Page of Wolford Parva gives to Johanna, his wife, and Alice, his daughter, his lands in Wolford Parva after his death; and after their deaths the said lands will pass to his son, William Ingram.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131125.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Halliwell Phillips MS 02,"",https://iiif.archivelab.org/iiif/images_SutroCollectionHalliwellPhillipsMS02_12/manifest.json,England,http://vocab.getty.edu/tgn/7002445,England,1424; s. XV(1/4); 1400-1425,1400^1425,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889.","","",James Halliwell-Phillipps;Adolph Sutro,Q321691;Q214461,human;human,"","","","Number of scribes, 1 leaf: 1.","Manuscript note: Parker: ""On the reverse is written 'Papers relating to the Office of Arms' in a modern hand.""|Bibliography: William E. Parker. ""Items from the Halliwell-Phillipps Library in Sutro Branch, California State Library."" News Notes of California Libraries41.2 (1946): 249.|1 leaf: 5 docs. on leaf. 1st dated ""die Sabbati in vigilia pasche Anno regni henrici quinti post conquestum vndecimo."" 2d-5th: ""die mercuris proximi post festum annunciacionis beate marie virginis anno regni Regis henrici quinti post conquestum octauo.""|Incipit, 1 leaf: die mercurio proximi post festum annunciacionis beate marie anno regni Regis henrici quinti post conquestum octauo.|Explicit, 1 leaf: Sciant presentes et ffuturi quod nos Ricardus de hallo et hugo de hallo.|Explicit, 1 leaf: 5 documents concerning land in Stratford on Avon, the first dated 11 Henry V; the other 4, 8 Henry V.|Docket: 5 documents concerning land in Stratford on Avon, the first dated 11 Henry V; the other 4, 8 Henry V.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131126.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Halliwell Phillips MS 03,"",https://iiif.archivelab.org/iiif/images_SutroCollectionHalliwellPhillipsMS03_12/manifest.json,"England, Warwickshire",http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008178,England;Warwickshire,"1473, July 25; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","Yngram, Emmote|Yngram, William|Vyncent, Richard, vicar of Wolford","","",Emmote Yngram|William Yngram|Richard Vyncent,Q117351849|Q117338069|Q117324262,human|human|human,Latin,Q397,Latin,"Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889.","","",James Halliwell-Phillipps;Adolph Sutro,Q321691;Q214461,human;human,"","","","Number of scribes, 1 leaf: 1.","Manuscript note: Badly waterstained; partly illegible.|Bibliography: William E. Parker. ""Items from the Halliwell-Phillipps Library in Sutro Branch, California State Library."" News Notes of California Libraries41.2 (1946): 249.|1 leaf: Datum I ffesto Sancti Jacobi apostoli Anno Regni Regis Edwardi quarti post conquestum [illeg.].|1 leaf: Parker states wrongly that text is in English.|Explicit, 1 leaf: Pateat Vniuersis per presentes.|Explicit, 1 leaf: Printed docket from sales catalog: ""Release from Emmote Yngram, of Little Wolford, widow, to William, her son, of lands in Wolford. Wtn. Richard Vyncent, Vicar of Wolford, &c. 13 Edw IV.""|Docket: Printed docket from sales catalog: ""Release from Emmote Yngram, of Little Wolford, widow, to William, her son, of lands in Wolford. Wtn. Richard Vyncent, Vicar of Wolford, &c. 13 Edw IV.""","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131127.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Halliwell Phillips MS 04,"",https://iiif.archivelab.org/iiif/images_SutroCollectionHalliwellPhillipsMS04_12/manifest.json,"England, Warwickshire",http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008178,England;Warwickshire,"1496, January 20; s. XV(ex); 1485-1499|1496, January 20; s. XV(ex); 1485-1499",1485^1499|1485^1499,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,"","",Document|Document,"",|,"",,,,"",,,"","","","","","","","","","","","","","","","","","","Thomas Lye, vicar of Magna Wolford|Thomas Flecher, of Chastleton|Stephen and Alice Cheryton, of Chastleton","","",Thomas Lye|Thomas Flecher|Stephen Cheryton;Alice Cheryton,Q18734943|Q117324231|Q117401229;Q117401302,human|human|human;human,Latin,Q397,Latin,"Mr. James Orchard Halliwell-Phillips; Adolph Sutro (1830-1898), mayor of San Francisco; bought at Sotheby, Wilkinson & Hodge auction, 1-4 July 1889.","","",James Halliwell-Phillipps;Adolph Sutro,Q321691;Q214461,human;human,"","","","Number of scribes, 1 leaf: 1.","Manuscript note: Indentures; both leaves with parchment strips and wax seals.|Bibliography: William E. Parker. ""Items from the Halliwell-Phillipps Library in Sutro Branch, California State Library."" News Notes of California Libraries41.2 (1946): 249.|1 leaf: Left edge tattered affecting ll. 6-13. ""Data apud parua Wolford vicesimo Die juesis [?] Januarij Anno Regni Regis Henrici Septimi post conquestum Anglie duodecimo.""|1 leaf: Copy of text on separate indenture.|Explicit, 1 leaf: Sciant presentes et futures quod Nos Thomas lye.|Explicit, 1 leaf: Sciant presentes et futuri quod Nos Thomas lye.|Explicit, 1 leaf: Printed docket from sales catalog (n. 1260): ""Release (and counterpart) from Thomas Lye, Vicar of Magna Wolford, and Thomas Flecher of Chastleton, to Stephen Cheryton of the same, and Alice, his wife, of lands in Wolford, &c. 12 Hen. VII.""|Docket: Printed docket from sales catalog (n. 1260): ""Release (and counterpart) from Thomas Lye, Vicar of Magna Wolford, and Thomas Flecher of Chastleton, to Stephen Cheryton of the same, and Alice, his wife, of lands in Wolford, &c. 12 Hen. VII.""","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131128.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 021,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts021_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1472, July 3; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Daniel Sarracenus,"","",Daniel Sarracenus,Q117448009,human,"Gerolamo Michele|Pietro Michele|sons of Giacomo Michele|Giacomo Zeno, bishop of Padua","","",Gerolamo Michele|Pietro Michele|Giacomo Michele|Jacopo Zeno,Q117338264|Q117324190|Q117321234|Q26265689,human|human|human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 2.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 92).|1 leaf: Written by another scribe but signed by Daniel Sarracenus.|Incipit, 1 leaf: signo ac nomine meis appositis consuetis in fidem ac testimonium promissorum.|Explicit, 1 leaf: IN Christi nomine domini nostri iesu christi Amen.|Explicit, 1 leaf: At their request, Gerolamo and Pietro Michele, sons of the late Giacomo, are invested by Giacomo Zeno, bishop of Padua, with property (feudeum in Castel Baldo.|Docket: At their request, Gerolamo and Pietro Michele, sons of the late Giacomo, are invested by Giacomo Zeno, bishop of Padua, with property (feudeum in Castel Baldo.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131129.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 031,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts031_12/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"1458, May 5; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document|Document|Document,"",||,"",,,,"",,,"","","","","","","","","","","","",Antoninus de Noventa,"","",Antoninus de Noventa,Q117324347,human,"","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 2.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 93).|1 leaf: Two pieces of parchment pasted together. Contains 3 docs. relating to same transaction.|Explicit, 1 leaf: Property agreement. Padua, 1458, January 11.|Explicit, 1 leaf: Property agreement. Padua, 1458, March 27.|Explicit, 1 leaf: Property Agreement. Padua, 1458, May 5.|Docket: Property agreement. Padua, 1458, January 11.|Docket: Property agreement. Padua, 1458, March 27.|Docket: Property Agreement. Padua, 1458, May 5.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131130.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 040,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts040_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1464, June 8; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Johannes Baptista Filius,"","",Johannes Baptista Filius,Q117448405,human,Paolo Rato|Agostino Squara,"","",Paolo Rato|Agostino Squara,Q117351906|Q117321169,human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 93).|Incipit, 1 leaf: signum meum margini michi scribens consuetum.|Explicit, 1 leaf: IN Christi nomine Amen Anno eiusdem natiuitatis Millesimo quadringentesimo sexagesimo quarto.|Explicit, 1 leaf: Property settlement between ser Paolo Rato and Agostino Squara.|Docket: Property settlement between ser Paolo Rato and Agostino Squara.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131131.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 041,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts041_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1465, October 21; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Luigi de Fano|Antonio Barbarigo,"","",Luigi de Fano|Antonio Barbarigo,Q117352067|Q91909669,human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 93).|Explicit, 1 leaf: Property settlement between ser Luigi de Fano, son of the late Simone, resident of Padua, and ser Antonio Barbarigo, son of the late Gabriele, citizen of Venice.|Docket: Property settlement between ser Luigi de Fano, son of the late Simone, resident of Padua, and ser Antonio Barbarigo, son of the late Gabriele, citizen of Venice.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131132.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 042,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts042_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1441, December 20; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Baldo Michele|Giacomo Michele,"","",Baldo Michele|Giacomo Michele,Q117321240|Q117321234,human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume; damage affecting text.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (pp. 93-94).|Explicit, 1 leaf: Property agreement involving Baldo and Giacomo Michele, sons and heirs of the late Bartolomeo Michele.|Docket: Property agreement involving Baldo and Giacomo Michele, sons and heirs of the late Bartolomeo Michele.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131133.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 043,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts043_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1469, June 30; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p.94).|Explicit, 1 leaf: Promissory note.|Docket: Promissory note.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131134.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 045,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts045_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1469, June 28; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Zapparin family|Gian Francesco de Priolis|Giovanni Antonio Contarini,"","",Zapparin|Gian Francesco de Priolis|Giovanni Antonio Contarini,Q117463760|Q117321248|Q117324100,organization|human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Worm-eaten right edge, affecting text.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p.94).|Explicit, 1 leaf: Sale of property by the Zapparin family to Gian Francesco de Priolis. Mention of Giovanni Antonio Contarini.|Docket: Sale of property by the Zapparin family to Gian Francesco de Priolis. Mention of Giovanni Antonio Contarini.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131135.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 048,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts048_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1497, February 22; s. XV(ex); 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","Dorotea, daughter of Antonio Mella and widow of Giovanni Andrea","","",Dorotea Mella,Q117338254,human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Right edge tatterd, affecting ll. 1, 9-10.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 94).|Explicit, 1 leaf: Act of donation to various persons by Donna Dorotea, daughter of the late ser Antonio Mella, widow of ser Giovanni Andrea.|Docket: Act of donation to various persons by Donna Dorotea, daughter of the late ser Antonio Mella, widow of ser Giovanni Andrea.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131136.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 049,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts049_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1488, February 29; s. XV(4/4); 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Joannes de Caudalonga,"","",Joannes de Caudalonga,Q117448387,human,"","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 94).|Explicit, 1 leaf: Property settlement.|Docket: Property settlement.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131137.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 051,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts051_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1489, November 20; s. XV(4/4); 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Joannes de Caudalonga,"","",Joannes de Caudalonga,Q117448387,human,Hieronymus Barbaro,"","",Hieronymus Barbaro,Q117448335,human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Right edge worm-eaten, affecting text.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 94).|Explicit, 1 leaf: Purchase of property.|Docket: Purchase of property.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131138.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 089,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts089_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1464, June 8; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Zenonus de Tergulina,"","",Zenonus de Tergulina,Q117463758,human,Bartolomeo Rato|Francesco Rato|Antonio Barbarigo,"","",Bartolomeo Rato|Francesco Rato|Antonio Barbarigo,Q117338122|Q117321180|Q91909669,human|human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 96).|Explicit, 1 leaf: Sale of property by Bartolomeo Rato, son of the late Francesco, to Antonio Barbarigo.|Docket: Sale of property by Bartolomeo Rato, son of the late Francesco, to Antonio Barbarigo.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131139.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 098,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts098_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1465, October 14; s. XV(3/4); 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Johannes Antonius filus Francisci de Mirano,"","",Johannes Antonius de Mirano,Q117352035,human,Luigi di Palazuoli|Antonio Barbarigo|Gabriele Barbarigo,"","",Luigi di Palazuoli|Antonio Barbarigo|Gabriele Barbarigo,Q117352075|Q91909669|Q117321220,human|human|human,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume; faint ink.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 96).|Explicit, 1 leaf: Property agreement between Luigi di Palazuoli, citizen of Padua, and Antonio Barbarigo, son of the late Gabriele, citizen of Venice.|Docket: Property agreement between Luigi di Palazuoli, citizen of Padua, and Antonio Barbarigo, son of the late Gabriele, citizen of Venice.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131140.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 121,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts121_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,1409; s. XV(in); 1400-1415,1400^1415,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Jacobus filius condam Adriani de Abbacia policini,"","",Jacobus de Adriani,Q117448374,human,Michele family,"","",Michele,Q117456231,organization,Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Badly wormed, affecting text.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|1 leaf: Month and day missing due to physical loss.|Explicit, 1 leaf: Purchase of property in Castel Baldo involving the Michele family.|Docket: Purchase of property in Castel Baldo involving the Michele family.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131141.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 123,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts123_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1425, February 28; s. XV(1/4); 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","",Antonius filius quondam Bonauenture de Castrobaldo,"","",Antonio di Castrobaldo,Q117404887,human,"","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume; wormed.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|Explicit, 1 leaf: Property agreement.|Docket: Property agreement.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131142.xml
,,,digital-scriptorium,Q5021042,State of California,"",Sutro Collection Italian Manuscripts 125,"",https://iiif.archivelab.org/iiif/images_SutroCollectionItalianManuscripts125_12/manifest.json,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7002997,Italy;Veneto,"1433, December 9; s. XV(2/4); 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,"","",Document,"","","",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","","","","Number of scribes, 1 leaf: 1.","Manuscript note: Extracted from bound volume.|Bibliography: Dennis, George T. ""An Inventory of Italian Notarial Documents in the Sutro Library, San Francisco."" Manuscripta9 (1965): 89-103 (p. 98).|Explicit, 1 leaf: Property agreemtn.|Docket: Property agreemtn.","",2023-06-08T18:15:34-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131143.xml
