row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
55,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 021,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 424 x 271 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131129.xml
56,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 031,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document|Document|Document,,,,,,,,,,,,,,,,,Latin|Latin|Latin,lat|lat|lat,,,,,,parchment,Extent: 1 leaf; 1015 x 291 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131130.xml
57,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 040,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 618 x 284 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131131.xml
58,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 041,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 445 x 266 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131132.xml
59,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 042,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 680 x 353 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131133.xml
60,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 043,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 256 x 194 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131134.xml
61,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 045,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 592 x 206 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131135.xml
62,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 048,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 551 x 124 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131136.xml
63,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 049,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 428 x 248 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131137.xml
64,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 051,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 494 x 200 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131138.xml
65,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 089,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 591 x 221 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131139.xml
66,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 098,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 459 x 189 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131140.xml
67,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 121,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(in), 1400-1415",1400^1415,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 688 x 386 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131141.xml
68,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 123,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(1/4), 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 423 x 140 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131142.xml
69,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 125,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 654 x 279 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131143.xml
70,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 126,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 402 x 223 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131144.xml
71,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 127,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 436 x 261 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131145.xml
72,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 128,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 371 x 154 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131146.xml
73,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 129,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 563 x 163 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131147.xml
74,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 163,,,"Italy, Veneto ?",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(1/4), 1400-1425",1400^1425,15,http://vocab.getty.edu/aat/300404465,false,,,,Document|Document,,,,,,,,,,,,,,,,,Latin|Latin,lat|lat,,,,,,parchment,Extent: 1 leaf; 545 x 154 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131148.xml
75,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 164,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 568 x 237 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131149.xml
76,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 166,,,"Italy, Veneto",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7002997,,"s. XV(2/4), 1425-1450",1425^1450,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 280 x 142 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131150.xml
77,,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 167,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV(in), 1400-1415",1400^1415,15,http://vocab.getty.edu/aat/300404465,false,,,,Document,,,,,,,,,,,,,,,,,Latin,lat,,,,,,parchment,Extent: 1 leaf; 694 x 274 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_12_00131151.xml
78,,,,digital-scriptorium,Q5021042,State of California,CSL v091 B29,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV(2), 1450-1499|s. XV, 1400-1499",1450^1499|1400^1499,15|15,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404465,false,,,,Rhetorica ad Herennium|Summa de casibus conscientiae,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,"In an envelope with the manuscript, the remains of the bookplate of George John Warren Vernon (1803-1866), fifth Baron Veron; CSL accession number 22953.",,,,parchment,Extent: ff. i-iv (front and back flyleaves); 216 x 142 mm. Extent: ff. 1r-191v; 216 x 142 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/csl/mets/ds_50_9_00130836.xml
