ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 043,"",,"Italy, Veneto","","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 256 x 194 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 045,"",,"Italy, Veneto","","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 592 x 206 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 048,"",,"Italy, Veneto","","s. XV(ex), 1485-1499",1485-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 551 x 124 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 049,"",,"Italy, Veneto","","s. XV#^4/4#, 1475-1499",1475-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 428 x 248 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 051,"",,"Italy, Veneto","","s. XV#^4/4#, 1475-1499",1475-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 494 x 200 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 089,"",,"Italy, Veneto","","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 591 x 221 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 098,"",,"Italy, Veneto","","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 459 x 189 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 121,"",,"Italy, Veneto","","s. XV(in), 1400-1415",1400-1415,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 688 x 386 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 123,"",,"Italy, Veneto","","s. XV#^1/4#, 1400-1425",1400-1425,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 423 x 140 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 125,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 654 x 279 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 126,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 402 x 223 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 127,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 436 x 261 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 128,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 371 x 154 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 129,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 563 x 163 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 163,"",,"Italy, Veneto ?","","s. XV#^1/4#, 1400-1425",1400-1425,http://vocab.getty.edu/aat/300404465,false,,"","",Document|Document,"","",,"",,"","",,"","",,"","",,Latin|Latin,"","","",,"",parchment,Extent: 1 leaf; 545 x 154 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 164,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 568 x 237 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 166,"",,"Italy, Veneto","","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 280 x 142 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,Sutro Collection Italian Manuscripts 167,"",,Italy,"","s. XV(in), 1400-1415",1400-1415,http://vocab.getty.edu/aat/300404465,false,,"","",Document,"","",,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: 1 leaf; 694 x 274 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,CSL v091 B29,"",,Italy,"","s. XV(2), 1450-1499|s. XV, 1400-1499",1450-1499|1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Rhetorica ad Herennium|Summa de casibus conscientiae,"","",,"",,"","",,|,"",,|,"",,Latin|Latin,"","In an envelope with the manuscript, the remains of the bookplate of George John Warren Vernon (1803-1866), fifth Baron Veron; CSL accession number 22953.","",,"",parchment,Extent: ff. i-iv (front and back flyleaves); 216 x 142 mm. Extent: ff. 1r-191v; 216 x 142 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q5021042,State of California,CSL v096 C3631,"",,Flanders,"","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Rome","","",,"",,"","",,"","",,"","",,Latin,"",Philip Jacob Grangier (1785); CSL assession number 18294.,"",,"",parchment,Extent: ff. 1r-85v; 170 x 120 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
