ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q1501676,General Theological Seminary,04.B Western Documents,"",,"Italy, Piedmont","","s. XVI(3/4), 1550-1575",1550^1575,16,http://vocab.getty.edu/aat/300404510,true,,"","",Designation of factor,"","",,,,,,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: 1 item; 615 x 433 mm.,We thank Hannah Barker for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148753.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,13 Western,"",,France,"","s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Book of Hours, use of Paris","","",,,,,,"",,"","",,"","",,"","",,"","",Written in France in the fourth quarter of the fifteenth century. The ownership portrait on f. 29 and the feminine forms in several prayers indicate that the book was made for a woman.,"",,"",parchment,Extent: ff. 1-260v; 155 x 110 mm.,We thank Gania Barlow for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148754.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,14 Western,"",,France,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,"","","Written in France (possibly northern?) s. XIV (early in the century according to De Ricci). Obtained by General Theological Seminary in 1912 from Joseph (Giuseppe) Martini (1870-1944), as reported by De Ricci.","",,"",parchment,Extent: ff. 1-392; 236 x 167 mm.,We thank Gania Barlow for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148755.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,16 Western,"",,Germany,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,"","","Armorial bookplate of George Becher Blomfield (1801-1885) on front pastedown. The accompanying description written by the bookseller P.M. Barnard of Tunbridge Wells, England, November 1910; acquired by General Theological Seminary on the Dean Hoffmann Fund.","",,"",parchment,Extent: ff. 1-8v; 265 x 189 mm.,We thank Gania Barlow for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148756.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,18 Western,"",,Switzerland,"","s. XVII(1/4), 1600-1625",1600^1625,17,http://vocab.getty.edu/aat/300404511,true,,"","",Vesperale,"","",,,,,,"",,"","",,"","",,"","",,"","","Written by Iodocus Grebel at Lucerne in 1617. Front pastedown bears a note in pencil: ""bought at Lucerne 21 June 1884;"" and a book seller or dealer description labeled ""110."" Given to GTS by Guild of Scholars in 1948, per typed card and bookplate.","",,"",paper,Extent: pp. 1-358; 165 x 140 mm.,We thank Gania Barlow for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148757.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,04.F Western Documents,"",,"Italy, Tuscany","","s. XVI(2/4), 1525-1550",1525^1550,16,http://vocab.getty.edu/aat/300404510,true,,"","",Designation of procurator,"","",,,,,,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: ff. 1-4v; 290 x 219 mm.,We thank Hannah Barker for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148758.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,01 Western,"",,Germany,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",De tribus diebus|Incipit liber magistri hugonis de operibus trium dierum,"","",,,,,,"",,"","",,"","",,"","",,"","","Sir Thomas Phillipps, his MS 9391.","",,"",parchment,Extent: ff. 1-19v; 205 x 150 mm.,We thank Hannah Barker for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148759.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,09 Western,"",,Undetermined,"","s. XIII(2), 1250-1299",1250^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, N. T., Mark","","",,,,,,"",,"","",,"","",,"","",,"","","Herman C. Hoskier of South Orange NJ (1864-1938), a biblical scholar who purchased it in Macedonia (possibly from the Czech scholar Vladimir Sis, specialized in Macedonian studies, who may have made the note in the upper margin of f. 1, Č29, using a letter of the Czech alphabet) and presented it to General Theological Seminary in 1922.","",,"",parchment,Extent: ff. 1-8v; 201 x 145 mm.,"Information in this descript from: N. Kavrus-Hoffmann, ""Census of Greek Manuscripts in the United States,"" published serially in Manuscripta this manuscript in 51.1 (2007) 61-130, this description on pp. 70-73.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148760.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,19 Western,"",,France,"","s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,,"","",Mémoires sur les choses qui se sont pass?es en France,"","",,,,,,"",,"","",,"","",,"","",,"","","","",,"",paper,Extent: ff. 1-257v; 351 x 221 mm.,We thank Consuelo Dutschke for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148761.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,03 Western,"",,Germany,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Epistles,"","",,,,,,"",,"","",,"","",,"","",,"","","Leander van Ess; Sir Thomas Phillipps, his n. 589 (from ""591"" as first inscribed on the pastedown). On f. i, bookseller slip of the firm of Bull and Auvache, 34 & 35 Hart Street, Bloomsbury, W. C., London, Cat. 358 (October 1911).","",,"",paper,Extent: ff. 1-180v; 315 x 204 mm.,We thank Mary Katherine Hurley for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148762.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,05 Western,"",,Germany,"","s. XV(2), 1450-1499|s. XIV?, 1300-1399",1450^1499|1300^1399,15|14,http://vocab.getty.edu/aat/300404465|http://vocab.getty.edu/aat/300404506,false,,"","",Incipit exposicio regule beati Augustini episcopi secundum fratrem humbertum Magistrum ordinis predicatorum|Rule|Breviary,"","",,,,,,"",,"","",,|,"",,|,"",,"","","Belonged to the Benedictine house of St. Mary's in Huysburg, in Saxony. Not listed for this monastery by Sigrid Krämer, Handschriftenerbe des deutschen Mittelalters(Munich 1990), vol. 1 pp. 369-370.","",,"",paper|parchment,"Extent: ff. 1-177v; 216 x 155 mm. Extent: Front endpapers; 300, ca. x 212, ca. mm.",We thank Mary Katherine Hurley for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148763.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,08 Western,"",,France,"","s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,"","","Four ownership notes on the front pastedown and front flyleaf recto: Mus__?___ Guichardin of Saint-Symphorien-le-Châtel, 1632; Jean Guichardin __?___ of Saint-Symphorien-le-Châtel, 1668; the Rev. J. M. Neale of Sackville College, 1858, who gave it to J. F. Young in 1864.","",,"",parchment,Extent: ff. 1-354v; 96 x 73 mm.,We thank Gania Barlow for her description of this manuscript.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00148764.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,07 Western,"",,Switzerland,"","s. XIV/XV, 1390-1410",1390^1410,14;15,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465,false,,"","",Antiphonal,"","",,,,,,"",,"","",,"","",,"","",,"","","Copied for Sion Abby in Switzerland; the see was originally located in Octodurum, now called Marigny/Martinach, and later moved to Sion (or Sitten in the German spelling of the name). On f. 247v, in the lower margin, in pencil, ""Joannes Aloysius Brochman acceptus anno 1749, mansit usque ad 1757"" (below feast of Agatha; perhaps that being the date of him having been accepted or having left). On the front pastedown, as sticker reading, ""Purchased from the fund bequeathed to the Seminary by Eugene Augustus Hoffman, D.D., Dean, 1879-1902.""","",,"",parchment,Extent: ff. 1-421v; 435 x 315.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00192077.xml
,,,digital-scriptorium,Q1501676,General Theological Seminary,06 Western,"",,Germany,"","s. XVI(4/4), 1575-1599|s. XV, 1400-1499",1575^1599|1400^1499,16|15,http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404465,false,,"","","#tNürnbergishe Chronic von Erbauing der Städt bis 1561#|#tVon dem Bischoff von Wurtzburg von einer schlechter dach#|Bible, O.T.","","",,,,,,"",,"","",,|,"",,|,"",,"","","","",,"",paper|parchment,Extent: ff. 1-101v; 312 x 205. Extent: f. 1r-v; 465 x 320.,"",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/gts/mets/ds_50_23_00214444.xml
