title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Kalpasutra and Kalakacharya Katha,,Jaina Āgama,,Jaina Āgama,Q27847,,
"Munājāt; Shīrāz, Irān",,,,Munājāt,Q48516,,
Anvār-i Suhaylī,,,,,,Anvār-i Suhaylī,Q18469
Legends of the Virgin Mary; Ethiopia,,,,Legends of the Virgin Mary,Q48517,,
Dīvān-i ḥakīm Khāqānī,,,,Dīvān-i ḥakīm Khāqānī,Q48518,,
Dīvān,,Dīvān,,,,Dīwān,Q11912
Kitāb-i gulistān ; Kitāb-i būstān ; Kitāb-i qaṣāyid ; Kitāb-i ṭayyibāt ; Kitāb-i Badāyiʻ ; Kitāb-i mukātabāt ; Fī al-rubāʻīyāt,,,,Arabic texts,Q12258,,
al-Qurʼān; Egypt?,,Qurʼan,,Qur'an,Q12742,,
Mulistān,,,,Gulistān,Q3702,,
Prayer book,,,,,,Prayer book,Q1486
Regole di geometria,,,,Geometry text,Q12727,,
Roman de Brut,,Roman de Brut,,Brut chronicle,Q39915,,
Khamsah-i Niẓāmī-i khaṭṭī,,,,Khamsah-i Niẓāmī-i khaṭṭī,Q48519,,
Kitāb-i Khusraw va Shīrīn; ḥasab al-amr nivishtah shud,,Khusraw va Shīrīn (4Ms. PK6501.K42 1700z),,Khusraw va Shīrīn,Q27727,,
Ghazal,,,,Ghazal,Q27668,,
Pahlavi archive,,,,Pahlavi archive,Q48520,,
Lavāyiḥ; Iran?,,Lavāyiḥ,,Lavāyiḥ,Q48521,,
Rawẓat al-ṣafā; Iran,,Rawz̤at al-ṣafāʼ,,Rawz̤at al-ṣafāʼ,Q48522,,
Specimens of the calligraphy of masters of Nastalik and Shikaste; Iran?,,,,Calligraphy,Q39902,,
Works,,Works (Ms. UCB 157),,,,Works,Q5989
Mahābārāt bih khaṭṭ-i Fārsī; India,,Mahābhārata,,Mahābhārata,Q27688,,
Khāvarʹnāmah; India,,,,Khāvarʹnāmah,Q48523,,
Skandarʹnāmah,,Iskandarnāmah (4Ms. PK6501.I8 1858),,Book of Alexander,Q48524,,
Barguzīdah-i ashʻār; Iran,,,,Barguzīdah-i ashʻār,Q48525,,
"Epitome de la vida del Marques de la Mina, Conde de Pezuela ... Capitan General de los exercitos del rey ...; enrriquecida de sus reflecciones militares, y dos diccionarios de los terminos mas precisos de fortificacion, y artilleria, que deve saver un oficial /",,,,Deeds of the Marquess of Mina,Q48526,,
Apuntamiento reservado sobre las actuales diferencias entre las cortes de España y Portugal hecho en abril de este año de 1776 p[a]ra conocim[ien]to de la conducta de ambos Gavinetes en todo el curso de ellas,,,,Diplomatic text,Q48527,,
"Methodo para enseñar el exercicio, y Cathezismo Militar, para instruccion delos reclutas, sacado de Segundo tomo de las ordenanzas del año 62 por faltar estas al Reg[imen]to Immemorial de Infanteria de Castilla, y añadidas algunas prevenciones particulares, para su enseñanza mantenimiento, y disziplina",,,,Instructions,Q5044,,
"Jesus, Maria y Joseph, reparos que un Catholico Apostolico Romano suplica tengan presenter los que se hallasen con la Historia de Fray Gerundio",,,,Historia del famoso predicador fray Gerundio de Campazas,Q48528,,
Aduertencias sobre los Euangelios que canta la iglesia en las Dominicas de entre las dos Pascuas; y desde la Epiphania del Aduiento : collgidas /,,,,Liturgical text,Q10839,,
Epitaphia imperatoru[m] Romanor[um] ex codice manu scripto Deducta,,,,Epitaph,Q1446,,
"Del linage y succession de los señores y caualleros del appellido de Mendoça dirigido al muy mag[nífi]co s[eñ]or don Fran[cis]co de Mendoça hijo del muy jll[ustre] S[eñ]or d[on] antj[o] de Mendoça uisorrey q[ue] fue de las p[ro]uincias de la Nueua Spaña y del Peru, e[n] las Jndias oçide[n]tales /",,,,Genealogies,Q4350,,
Copia de una carta de Londres escrito por un sacerdote de los que andan trabajando en la conversion de Ynglaterra a un conocido suyo que esta en el Seminario de Sevilla en que le da cuenta del estado presente de la Religion y de algunas martyrios y otros cosas de edificacion. Su fecha es a 8 de Dec. 1612,,,,Letter,Q1454,,
Philis y Demophonte,,,,Phyllis and Demophon,Q48529,,
D. Sebastian Gutierrez de los Rios o el Cerco de Sevilla; poema en cuatro cantos /,,,,Poetry,Q1330,,
Jāmiʼ al-maqāmāt,,,,Jāmiʼ al-maqāmāt,Q48530,,
Dīvan,,,,Dīwān,Q11912,,
Taẕkirah-i Imām Jaʻfar Ṣādiq,,,,Taẕkirah-i Imām Jaʻfar Ṣādiq,Q48531,,
Tārīkh-i dilgushā; Shāhʹnāmah-i nas̲r : [India,,Shāhnāmah,,Shāhnāmah,Q18627,,
Incomplete manuscript on early Islamic history; Iran,,,,Texts on Islamic history,Q48532,,
"Privilegio rodado; Segovia, Spain",,,,Privilege,Q39866,,
Dīwān Ibn Nubātah wa-fīhi Dīwān Ṣafī al-Dīn al-Ḥillī wa-fīhi Dīwān al-Nabīdh,,,,Arabic poetry,Q12007,,
Hadhā kitāb al-Mathnawī-i maʻnawī al-Mawlawī,,Mas̲navī,,Mas̲navī,Q27606,,
Yūsuf va Zulaykhā,,,,,,Yūsuf va Zulaykhā,Q3708
Account book; fragment,,,,Account book,Q3714,,
Antiphonarium Missae; Italy,,Gradual (Ms. UCB 58),,Gradual,Q1121,,
Antiphonarium Officii,,Antiphonary (Ms. UCB 59),,Antiphonary,Q654,,
Fann-i inshā,,,,Fann-i inshā,Q48533,,
La queste del Saint Graal ; La mort de Roi Artur,,Lancelot (Prose cycle),,Roman de Lancelot,Q39153,,
"Miscellanea litteraria, historica, et scientifica",,,,Miscellany,Q3673,,
Horae Beatae Virginis Mariae ad usum Ecclesiae Sarisburiensis; Rouen,,Book of hours (Ms. UCB 138),,Book of hours,Q795,,
Munshaʼāt,,,,Munshaʼāt,Q48534,,
Lancelot,,Lancelot (Prose romance) (Ms. UCB 106),,Roman de Lancelot,Q39153,,
"Biblia Sacra Latina, versio Vulgata; cum epistula S. Hieronymi",,Bible,,Bible,Q661,,
Antiphonarium missae,,Gradual (Ms. UCB 158),,Gradual,Q1121,,
Miscellanea,,,,Miscellany,Q3673,,
Psalter,,Psalter (Ms. UCB 94),,,,Psalter,Q660
Philosophia] /,,Philosophia mundi (Ms. UCB 95),,Philosophia mundi,Q3157,,
La prima guerra Punica ... intra il popolo Romano et i Cartaginesi,,,,The First Punic War,Q48535,,
Pungilingua,,Pungi lingua (Ms. UCB 99),,Pungi lingua,Q48536,,
De consolatione philosophiae,,De consolatione philosophiae (Ms. UCB 100),,,,De consolatione philosophiae,Q2832
"Itinerario, ò, vero Discrittione del regno di Portugallo",,,,Portuguese historical texts,Q48537,,
Miscellanea Germana; Germany,,,,German texts,Q48538,,
Formulae spiritalis intelligentiae,,,,Liber formularum spiritalis intelligentiae,Q48539,,
Liber de miraculis Beatae Mariae Virginis,,,,Miracles of the Virgin,Q39615,,
Les deux amans de Lombardie,,,,Les deux amans de Lombardie,Q48540,,
Liber testium ad defensam mey Johanis [sic] Pauli,,,,Cartulary,Q3686,,
Discurso cerca de los cuentos de la brujas ; Suma de las relaciones de Logroño a cerca de las brujas,,,,Texts on witchcraft,Q48541,,
A brief discoverie of the estate of the kingdomes of Spayne and Portugall; viz. all the Kinges shipping ... all his forces ... all his cleargie and nobilitie ... all his provinces ... besides many other particulars of moment,,,,Property survey,Q8394,,
Safīnah-i ghazal; India,,,,Safīnah-i ghazal,Q48542,,
"Real estate and property documents, 1438-1439",,,,Document concerning property rights,Q5015,,
Salt registers,,,,Salt registers,Q48543,,
Interest register,,,,Interest register,Q48544,,
"Petition, 1474, from Pisan notables to Pope Sixtus IV with papal rescript",,,,Petition,Q8048,,
"Papal dispensation, 1595, allowing the marriage of Genesio de Perini and Catherine de Barisani",,,,Dispensation,Q48545,,
"Notarial documents, 1562-1566",,,,Notarial document,Q5065,,
"Notarial documents, 1596, concerning property in Carladez and Albinhac",,,,Notarial document,Q5065,,
"Notarial document, 1567 May 3, concerning a property transaction in Catalonia",,,,Notarial document,Q5065,,
Notarial documents from the Saône et Loire region,,,,Notarial document,Q5065,,
Record of income received,,,,Documents concerning income,Q48546,,
"Notarial document, 1597 April 27",,,,Notarial document,Q5065,,
"Apologia di Lorenzo di Pier Francesco de Medici nella quale tratta dell'omicidio fatto da lui, nella persona del D. Alessandro primo duca di Firenze",,,,Apologia di Lorenzo di Pier Francesco de Medici,Q48547,,
"Notarial document, 1466 November 26, regarding Jacobus de Oleo de Bononia",,,,Notarial document,Q5065,,
"Notarial documents, 1557-1598, from Sicily",,,,Notarial document,Q5065,,
Bifolium from a hymnary,,,,Hymnal,Q17601,,
"Notarial document, 1419 April 28, between Joanna, Queen of Naples, and James, King of Naples",,,,Notarial document,Q5065,,
Liturgical leaf,,,,Liturgical text,Q10839,,
Collection of miscellaneous liturgical leaves,,,,Liturgical texts,Q6055,,
"Account book, 1597-1637, recording the income of Jacques Paradis",,,,Account book,Q3714,,
"Fragments of Books 4, 5, 6, and 8 of Aristotle's Physics",,Physics,,Physics (Aristotle),Q371,,
"Notarial record, 1497 October 24, of sale between Petrus de Brembilla and Christoforus de Ghisulfis",,,,Notarial document,Q5065,,
"Papal letter, 1632, from Urban VIII",,,,Papal letter,Q48548,,
"Notarial document, 1450",,,,Notarial document,Q5065,,
"Notarial document, 1556 November 17, between the cathedral canons and Francisco Vilar",,,,Notarial document,Q5065,,
Palm leaf fragment of the Abhidhamma,,Tipiṭaka,,Tipiṭaka,Q27703,,
Palm leaf commentary on Dika Dhammacakka,,,,Commentary on Dika Dhammacakka,Q48549,,
Samut khoi,,,,Samut khoi,Q48550,,
Palm leaf manuscript,,,,Palm leaf manuscript,Q48551,,
Midrash Aziri; commentary on the Pentateuch,,,,Bible commentary,Q1433,,
Al Taphsir; commentary on the Pentateuch,,Tafsīr Kitāb al-mabādiʼ,,Bible commentary,Q1433,,
Helek rishon w'aharon meha-Y'aroth d'vash shennikhtav 'al y'de ha-talmid shel Rabbi Jonathan ben N.N. ...,,Yaʻarot devash,,Yaʻarot devash,Q48552,,
Beʼurim shonim ʼal mʼkomoth yʼduʼim bat Talmud,,,,Beʼurim shonim ʼal mʼkomoth yʼduʼim bat Talmud,Q48553,,
Sefer mathematikah yashan w'nadir,,,,Mathematical texts,Q38402,,
Specimens of oriental calligraphy,,,,Calligraphy,Q39902,,
Buddhist sutras,,,,Sutra,Q39398,,
Tezkire-i,,,,Tezkire-i,Q48554,,
Fragments of Lucian of Samosata's Timon,,Timon,,Timon,Q48555,,
Fragment of a translation of Aristotle's On the soul,,De anima,,Disputations on de anima,Q7821,,
Fragments of Claudian's On the consulship of Stilcho,,De consulatu Stilichonis,,De consulatu Stilichonis,Q48556,,
"Indenture, 1593 Apr. 10, between Sir Walter Raleigh and John Fitzjames",,,,Indenture,Q8388,,
"Notarial document, 1409 October 20, concerning property sale in Carmignano",,,,Notarial document,Q5065,,
"Notarial document, France, 1540 July 5",,,,Notarial document,Q5065,,
Ordinal leaves,,,,Ordinal,Q40011,,
Fragment of commentary on Thomas Aquinas' Summa theologica,,,,Commentary on Summa theologica,Q48557,,
"Notarial document, 1334 October, concerning the sale of the Villa Pozzuolo",,,,Notarial document,Q5065,,
Fragment of legal treatise dealing with excommunication,,,,Legal text,Q8041,,
Breviary leaves,,,,,,Breviary,Q657
Fragment of lectionary,,,,Lectionary,Q663,,
Fragment from a choir psalter,,,,Psalter,Q660,,
"Notarial document, 1562 July, recording a sale",,,,Notarial document,Q5065,,
Fragment from a Breviary for the feast of St. Anthony of Padua,,,,Breviary,Q657,,
Fragment of Breviary for Advent,,,,Breviary,Q657,,
Leaf from the office of the dead,,,,Office of the dead,Q39648,,
"Notarial document, 1306 April 14, concerning a sale in Sora Cornio",,,,Notarial document,Q5065,,
"Notarial document, 1471 March 26, concerning a property sale in Carpi between Petrus, son of Petrus de Belintani, and Antonio, son of Christoforus de Melonis de Carpo",,,,Notarial document,Q5065,,
"Notarial document, 1520, recording a transaction in Italy",,,,Notarial document,Q5065,,
"Notarial document, 1505 October 5, recording financial transaction in Majorca",,,,Notarial document,Q5065,,
"Letter, 1527, from Hanns Vinsterwalder to Matthäus Lang, the Cardinal Archbishop of Salzburg",,,,Letters,Q5068,,
Manuscript fragments,,,,Text fragment,Q20509,,
Sinhalese ola,,,,Medical texts,Q817,,
Book of Esther,,Bible,,,,Bible;Book of Esther,Q661;Q39133
Meknutʻiwn eōtʻantsʻ tʻghtʻotsʻ katʻughikeaytsʻ,,Meknutʻiwn eōtʻantsʻ tʻghtʻotsʻ katʻughikeaytsʻ,,Bible commentary,Q1433,,
Bālāvatāra,,,,Grammatical text,Q6010,,
Unidentified Tamil palm leaf manuscript fragment,,,,Palm leaf manuscript,Q48551,,
Sinhalese manuscript,,,,Sinhalese manuscript,Q48558,,
Sermones in festis sanctorum,,,,Sermons,Q1400,,
Moralia; libri XXXV,,Moralia in Job (Ms. UCB 162),,Moralia in Job,Q863,,
"L'Alcorano di Macometto, nel qual si contiene la dottrina; la vita, i costumi & le leggi sue /",,Qurʼan,,Qurʼan,Q40044,,
A dialogue on the maridge of Q[ueen] E[lizabeth] /,,,,Orations,Q38343,,
French historical sources and documents,,,,Historical texts,Q7021,,
"Letter, 1586 Oct. 4, France to M. de Poyanne",,,,Letters,Q5068,,
"Auction records of farm products; Rodez, France",,,,Auction records,Q48559,,
"Indenture between Smoyel, a Jew, and Clement, Catholic ecclesiastic; Maribor",,,,Indenture,Q8388,,
Morte dell'illustrissimo Signor Troilo Savelli; Rome,,,,Morte dell'illustrissimo Signor Troilo Savelli,Q48560,,
Audientie magistratus Civit[atis] Castel[li,,,,Legislative acts,Q48561,,
Aurora; Biblia versificata,,,,Aurora,Q7839,,
Miscellanea Sancti Augustini et Sancti Hieronymi,,,,Works of Augustine;Works of Jerome,Q7531;Q38391,,
Registr[um] super compendiu[m] theoloyce [sic] veritatis /,,Compendium theologicae veritatis (Ms. UCB 3),,Theological texts,Q822,,
Sermones dominicales super epistolis et evangeliis,,,,Sermons,Q1400,,
Opusculum pulcherimum de memorie naturalis reparatione,,,,Treatise on mnemonics and memory,Q48562,,
De claustro animae libri IV,,,,De claustro animae,Q19989,,
Libro del seraphico s[an]c[t]o Bonaue[n]tura de tre stati de religiosi,,Religiosorum status triplex,,Religiosorum status triplex,Q39729,,
Vite di Sancti Padri,,Vitae patrum,,Lives of the fathers,Q1429,,
Epistole sugli la morte ed miracoli di S. Gerolamo,,"Epistolae de morte, de magnificentiis, et de miraculis S. Hieronymi",,Epistolae ad familiares,Q19958,,
Evangelium secundum Johannem ; Evangelium secundum Marcum ; Ecclesiasticus,,Bible,,Bible,Q661,,
"Biblia Sacra Latina, versio Vulgata; cum prologis S. Hieronymi et interpretationibus nominum Hebraicorum",,Bible,,Bible,Q661,,
"The New Testament, Wycliffite version",,Bible,,Bible,Q661,,
"Postilla, sive, Commentarius in Libro Ecclesiastico iuxta quadruplicem sensum, litteralem, allegoricum, moralem, anagogicum",,,,Commentary on Ecclesiastes;Biblical commentary,Q38371;Q5980,,
Compendium of biblical topics,,,,Compendium of biblical topics,Q48563,,
Romance del sanctissimo sacramento,,,,Poetry,Q1330,,
Cronica delos reyes catolicos,,,,Cronica de los reyes Catolicos,Q48564,,
Libro del tumbo de este monast[eri]o de Nuestra Senora de Sandoval comen cose año de mill y q[ui]n[ient]o[s] y ochenta y acabose año de ochenta y dos 1582,,,,Libro del tumbo de este monasterio de Nuestra Senora de Sandoval,Q48565,,
Breve trattato di trigonometria cioé misura de triangoli,,,,Mathematical texts,Q38402,,
Libro del Ordine di Sancta Chiara,,,,Libro del Ordine di Sancta Chiara,Q48566,,
"Compendio politico de documentales christianos advertencias q[ue] en recopilacion de paragraphos y aphorissimos hace el paternal amor del Marques de la Mina ásu hijo D. Jayme Miguel de Guzman y Spinola Ramirez de Haro Sexto Conde de Pezuela de las Torres, Cauallero del órden de Calatrava y Coronel de un regim[en]to de dragones en el exercito de Extremadura",,,,Tracts on virtue and other topics,Q27780,,
Venta por el Rey D[o]n Felipe 3o. enfavor de Don Diego Zapata Conde de Barajas de los alcabales y tercias ...,,,,Legal documents,Q3717,,
Reports to the King and Queen of Portugal concerning operations of the Portuguese Atlantic naval squadron,,,,Naval report,Q48567,,
Memorial del hecho en el pleito del Condado de Oliva sobre la publicacion del testamento del Conde don Pedro,,,,Legal documents,Q3717,,
La vie de Theodore Agrippa d'Aubigné ecrite par luy même; eli sur laquelle ont êté dresseés les preuves de son petit fils lors qu'il fur fais cordon bleu. Dissertation sur la Cyropedie de Xenophon,,,,Autobiography,Q39273,,
"Representaciones del Exmo. Sr. Virrey de N[ueva] E[spaña] y la Real Audiencia de México sobre los honores que hacia á esta, y al Arzobispo de s[an]ta Ciudad la Guardia de honor del primero",,,,Letters,Q5068,,
Memorias de Dom Luis da Cunha contem a guerra de 1707 alhe o anno de 1711 em q[ue] ella se acabou e trata do Cazamto de el rey N[uestro] S[e]ñ[o]r Dom João o V.,,,,Historical texts,Q7021,,
Aqui comessa a Chronica del Rey Dom Joaó de boa memoria,,Crónica de D. João I,,Chronicle,Q1475,,
"Idêa da guerra que no anno de 1702 se declarou na Europa, & opprimîo todas as potencias de [illegible; dividida em duas partes ... /",,,,Historical texts,Q7021,,
"Tractados de Paz que se celebrazaõ em Utrecht entre lo Imperador de Alemanha, los serenissimos Reys de Portugal, Castellou, e Sicilia, & oz estados geraes das provincias unidas; com as notas, e observaçoens ... /",,,,Discussion of the Treaty of Utrecht,Q48568,,
"Segunda parte, da cronica del Rey Dom João ho primeiro, continua da aprim[eira] p[ar]te ...",,Crónica de D. João I,,Chronicle,Q1475,,
Manuscrit de Barbentanes,,,,Literary texts,Q5081,,
3a parte de los sumarios de la historia del mundo que escriuio El ho[n]orado Cauallero Lope garcia de Salazar estando preso enla su casa de S. Martin. En que contienen [crossed out: cinco] [added above: seis] libros de los veinte y cinco que compuso. [crossed out: Que acabo Christoual de Mieres. Año de 1492,,Bienandanzas e fortunas,,Bienandanzas e fortunas,Q48569,,
Quatre traités avec deux sermons sur les sujets de politique et de commerce /,,"Four tracts, together with two sermons, on political and commercial subjects",,Political texts;Commercial texts;Sermons,;;Q1400,,
"Breue discorsetto fatto al meglior modo che si puo'intorno alla imitatione, e conformita dell'attioni della beata Vergine Caterina, co[m]parate a quelle del suo, e nostro Redentor Christo Giesu",,,,Life of Saint Catherine of Alexandria,Q20481,,
"Sonetti in lode del felicissimo parto della eccema. signora D[on]a Maria Theresa Caamagno, e Lacy, dignissima consorte di S.E. il Sig[n]or D[o]n Francisco de Lacy ...",,,,Sonnets,Q39799,,
Vida de la Madre Catalina de Cardona,,,,Life of Catalina de Cardona,Q48570,,
Guerra de Cerdena y Sicilia /,,,,Account of the war of the Quadruple Alliance,Q48571,,
En el pleyto que se trata en el Real Consejo supremo de Castilla ...,,,,Legal documents,Q3717,,
Leçons angloises,,,,Grammatical text,Q6010,,
"Memorial genealogico, antiquedad, y origen de la casas que posée el ex[celentísim]o s[eñ]or D[o]n Joaquin Osorio, y Orozco, actual Marques de Olias, y Mortara ... /",,,,Genealogies,Q4350,,
Bartholomaeus Josephus Paschalius in Metaphysica Arist[otel]is,,,,Commentary on Aristotle,Q3120,,
"Garciae Barrionueuo Hispani marchionis Cusani, baronis Oppidi Fuentes & Valdesaz, aequitis ordinis sancti Iacobi, à consilijs status regni Neapolitani. Panegyricus liber illmo. et excellmo. d[omi]no Petro Fernandez à Castro Lemnensium & Andradae comiti, marchioni Sarriae, comiti Villaluae, commendatori de la Zarza ord[ini]s Alcantarae, regi à cubiculo, proregi Neapolitano. Inscriptus ...",,,,Panegyric,Q40012,,
Cronica del rrey do[n] enrique quarto /,,,,Chronicle,Q1475,,
In secundam secundas angelii doctoris S. Thomae Aquinatis priuata stuida & uigilier ex uarijs scriptis elocubrata a. 18. de septiembre de 1571,,,,Commentary on Summa theologica,Q48557,,
Fragment from a Psalter with glosses,,,,Psalter,Q660,,
Fragment from Second Maccabees 6:16-8:18,,Bible,,Bible,Q661,,
Fragment from Hebrews and Acts of the Apostles,,Bible,,Bible,Q661,,
Miniature depicting the adoration of the shepherds,,,,Miniature,Q19998,,
Leaf from a manuscript containing canticles,,,,Canticles,Q48572,,
Leaf from a book of hours containing the text for the commendation of souls,,,,Book of hours,Q795,,
Leaf from a book of hours containing the office of the Holy Cross,,,,Book of hours,Q795,,
Leaf from a book of hours containing the office of the Virgin Mary,,,,Book of hours,Q795,,
Iskandarʹnāmah,,Iskandarnāmah (4Ms. PK6501.I8 1700z),,Book of Alexander,Q48524,,
Tūtīʹnāmah,,Ṭūṭīʹnāmah (4Ms. PK6550.T8 1500z),,Ṭūṭīʹnāmah,Q48573,,
Makhzan al-Asrār,,,,Makhzan al-asrār,Q27799,,
"Javāmiʻ al-ḥikāyāt, Chīn",,Javāmiʻ al-ḥikāyāt va lavāmiʻ al-ravāyāt,,Javāmiʻ al-ḥikāyāt va lavāmiʻ al-ravāyāt,Q48574,,
Gharāyib-i bunyān,,,,Gharāyib-i bunyān,Q48575,,
"Islamic legends and narratives about the Prophet Muhammad, various imams, rulers, saints, and sufis",,,,Legends of Islamic figures,Q48576,,
Narratives on the history of Kashmir,,,,History of Kashmir,Q48577,,
Arabic grammar,,,,Arabic grammatical text,Q27591,,
Niṣāb al-ṣibyān,,Niṣāb al-ṣibyān (4Ms. PK6451.F35.N7 1909),,Niṣāb al-ṣibyān,Q48578,,
"Anecdotes, poems, and personal narratives of a Persian in Kashmir",,,,Travel writings,Q48579,,
Ghazalīyāt,,,,Ghazalīyāt,Q48580,,
Selections from a medical manuscript translated into Chagatai,,,,Medical texts,Q817,,
Munāẓarah-i ʻaql va dawlat,,,,Munāẓarah-i ʻaql va dawlat,Q48581,,
Kitāb-i nal va man,,,,Versified tale,Q48582,,
Batak screenfold manuscript,,,,Screenfold manuscript,Q48583,,
"Notarial document, 1437 June 14, regarding a land transaction in Villasacra",,,,Notarial document,Q5065,,
Parte sesta delle relationi de diversi ambasciatori fatta à molti potentati raccolte et divise in sei volvmi /,,,,Relationi de diversi ambasciatori,Q48584,,
Tratado de los estatutos de limpieza de su iustificacion y de su conueniencia,,,,Treatise on the limpieza de sangre statutes,Q48585,,
Papel de la comp. de Jesu,,,,Documents concerning the Jesuit Order,Q48586,,
"Book of hours, use of Rome",,,,,,Book of hours,Q795
The quintessence of calculation,,Khulāṣat al-ḥisāb (4MS QA33.A48 1664),,Khulāṣat al-ḥisāb,Q27667,,
Brah nibbāna sūtr (Nippean sutr),,,,Brah nibbāna sūtr,Q48587,,
Lpoek Aṅgar Vatt,,,,Construction of Angkor Vat,Q48588,,
Mahāvessantara jātaka (Mahajataka),,,,Mahāvessantara jātaka,Q48589,,
Saṅgāyanā,,,,Saṅgāyanā,Q48590,,
Unidentified Ethiopian [?] manuscript scroll,,,,Ethiopian scroll,Q48591,,
Ordinances and Rule of the Cofradía de la Caridad de Maqueda,,,,Ordinances,Q12786,,
Palm leaf manuscripts,,,,Palm leaf manuscript,Q48551,,
"Document, 1569",,,,Document,Q8301,,
"Deed, 1311 Dec., declaring that Squire En Posat gives in fief to Esteve Sebelia his part of a ""borie"" in the territory of Cauzieiras",,,,Deed,Q1319,,
"Document, 1571, Philip II of Spain",,,,Document,Q8301,,
"Notarial document, 1349, of recognition made by Bernard Garrot (or Garnot) Brémont of Margarit of a house in the Pyjada in the sénéchaussée of Beaucaire, for the annual rent of a setier of wheat",,,,Notarial document,Q5065,,
"Notarial document, 1585",,,,Notarial document,Q5065,,
"Feoffment, 1547 July 8, of Sir John Gage, with livery, of lands in Ringmer Park, East Sussex",,,,Enfeoffment,Q48592,,
"Document, 1386, declaring a moratorium on the debts of Françoise Damose",,,,Legal documents,Q3717,,
"Notarial document, 1470",,,,Notarial document,Q5065,,
"Notarial document, 1496",,,,Notarial document,Q5065,,
"Enfeoffment, 1466 June 24, from Patrick, Lord Graham, of the lands Nether Carlowrie, Scotland",,,,Enfeoffment,Q48592,,
"Enfeoffment, 1571 Oct. 25, concerning Nether Carlowrie, Scotland",,,,Enfeoffment,Q48592,,
Cronecken der Sassen,,Cronecken der Sassen,,Chronicle,Q1475,,
"Document, 1558, recording a grant of property to Edward North, Knight, Lord North",,,,Documents concerning land ownership,Q8045,,
"Indenture, 1591 Aug. 16, for the lease by Thomas Blount to Walter Chamberlain for 20 years of Ashley Wood Copse in the County of Somerset",,,,Indenture,Q8388,,
"Notarial document, 1402 Mar. 27, involving Or de Bignami and his son, Bartholomeus de Bignami",,,,Notarial document,Q5065,,
