ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 2,"",,"England, Possibly south-east.","","s. XI#^2/4#, 1025-1050",1025-1050,http://vocab.getty.edu/aat/300404503,false,,"","",Excerptiones de arte grammatica|Grammar,"","",,"",,"","",,"","",,"","",,"","","Found and first published by Anton Birlinger (1834-1891, of Bonn) who describes it as having been in the possession of Karl Strauven (d. 1886), notary in Düsseldorf; by 1870 acquired by Karl Anton, Fürst von Hohenzollern- Sigmaringen (1811-1885, prime minister of Prussia 1858-62) for the court library at Sigmaringen; bought from there by the bookseller Herbert Reichner (1899-1971), of Stockbridge, Mass., who sold it to the Lilly Library in 1960.","",,"",parchment,"Extent: One fragment, r-v; 201 x 62 mm.","",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 19,"",,"Italy, Lazio?","","s. XII(1), 1100-1150",1100-1150,http://vocab.getty.edu/aat/300404504,false,,"","",Psalter,"","",,"",,"","",,"","",,"","",,"","","Probably the Benedictine monastery of San Domenico in Sora (see below); Ernst F. Detterer (1888-1947), bought in July 1931 from Emil Hirsch, bookseller in Munich; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: ff. 1-108; 271 x 144 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 162,"",,France,"","s. XII#^2/4#, 1125-1150|s. XII#^2/4#, 1125-1150|s. XII#^2/4#, 1125-1150|s. XII#^2/4#, 1125-1150|s. XII#^2/4#, 1125-1150|s. XII#^2/4#, 1125-1150",1125-1150|1125-1150|1125-1150|1125-1150|1125-1150|1125-1150,http://vocab.getty.edu/aat/300404504,false,,"","",Sidonius Apollinaris to Agricola|Letter|De vera religione|De verbis apostolis|De heresis adversus chirstainum fidem|De haeresibus|De haeresibus|Quotations,"","",,"",,"","",,|||||,"",,|||||,"",,"","","Jean-Baptiste Joseph Barrois, of Lille (1784-1855), his 297 (green label on spine); the collection bought in 1849 by Bertram, fourth earl of Ashburnham (1797-1878); the fifth earl’s sale, Sotheby’s, 10 June 1901, lot 33; Quaritch, cat. 211 (January 1902), no. 24, and cat. 290 (June 1910), no. 448; bought by C. L. Ricketts from W. M. Voynich, January 1917, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff. 1r-2r; 220 x 132 mm. Extent: ff. 2v-61r; 220 x 132 mm. Extent: ff. 61v-66r; 220 x 132 mm. Extent: ff. 66v-70r; 220 x 132 mm. Extent: ff. 71v-104v; 220 x 132 mm. Extent: ff. 105r-113v; 220 x 132 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts H: 21,"",,"Italy, Tuscany","","s. XII#^2/4#, 1125-1150",1125-1150,http://vocab.getty.edu/aat/300404504,false,,"","","Bible, Atlantic Bible","","",,"",,"","",,"","",,"","",,"","",C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.,"",,"",parchment,Extent: One cutting; 220 x 306 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 191,"",,England?,"","s. XII(med), 1140-1160|s. XII(med), 1140-1160|s. XII(med), 1140-1160",1140-1160|1140-1160|1140-1160,http://vocab.getty.edu/aat/300404504,false,,"","","Alphabet|De arca Noe morali et mystica|hugonis canonici sancti victoris parisiensis de archa noe pro archa sapientiae cum archa ecclesiae de arch matris gratiae liber primus incipit|Letter to Hugh of St. Victor, refuting Arnulph|Letter to Master William the monk on baptism|Letter to all Christians on the mystery of the incarnation|Letter","","",,"",,"","",,||,"",,||,"",,"","","Earls of Hopetown, at Hopetown House, West Lothian, Scotland, and by descent to John Hope 860-1908, seventh earl, succeeded in 1873, created marquess of Linlithgow in 1902, first Governor General of Australia); his sale, Sotheby’s, 25 February 1889, lot 499, to Ridler; George Dunn (1865-1912); his sale, Sotheby’s, 11 February 1913, lot 535, to Maggs (their cat. 308, 1913, no. 76, and cat. 341, 1914, no. 235); Herschel V. Jones (1861-1928), of Minneapolis, MN; his sale, Anderson, New York, 29 January 1919, lot 1069a, to Martini, with his collation note; bought by C. L. Ricketts from Martini, cat. 15 (1919), no. 10a, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: f. 1r; 205 x 128 mm. Extent: ff. 1v-48v; 204 x 128 mm. Extent: ff. 45v-48v; 204 x 128 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 102,"",,England?,"","s. XII(2), 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",De duodecim abusionibus saeculi|De rota verae et falsae religionis|Incipit prefatio magistri hugonis in libro de rota vere religionis,"","",,"",,"","",,"","",,"","",,"","","Bliss sale, Sotheby’s, 21 August 1858, lots 100 and 119, afterwards Phillipps MSS 15659 and 18133; from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: One leaf; 330 x 233 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 18,"",,France,"","s. XII(2), 1150-1199|s. XII(2), 1150-1199",1150-1199|1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",De vita contemplativa et activa|Sententia ex Augustino delibitae|Confessio|De conceptu virginali et de originali peccatu|De processione Spiritus sancti|Epitaphium petri comestoris|Epitaph|Epitaphium Comitis henrici|Epitaph,"","",,"",,"","",,|,"",,|,"",,"","","François-Nicolas Comynet (1791-1848), no. 168 in the list of manuscripts bought by him in 1825 from the municipality of Auxerre (Liber Prosperi De vita contemplativa, et liber Anselmi De processione Spiritus Sancti; sent by Comynet to the dealer Sylvestre, in Paris; the abbé Joseph-Félix Allard (1795-1831), translator of Tertullian and priest of St-Eustache in Paris, bought probably from Sylvestre and sold, perhaps through Teschener, to Sir Thomas Phillipps (1792-1872), his MS 3735 (Ex Bibliotheca M. Allard; Phillipps sale, Sotheby’s, 23 March 1895, lot 918; Harold Baillie Weaver (d. 1926); his sale, Christie’s, 29 March 1898, lot 483; Laurence Hodson (1864-1933), with his booklabel in Kelmscott type; his sale, Sotheby’s, 5 December 1906, lot 504; Maggs cat. 246 (1909), no. 820; Sotheby’s, 21 July 1913, lot 1077; Maggs cat. 380 (1919), no. 1699, and cat. 542 (1930), no. 46; Edward Duff Balken, of Pittsburg, PA, with his bookplate; George A. Poole (bought from H. P. Kraus, cat. 75, 1955, no. 5), and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: ff. 1r-98v; 273 x 192 mm. Extent: ff. 99r-118r; 273 mm x 192mm mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 205,"",,France,"","s. XII(2), 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Decretumor Concordantia discordantium canonum,"","",,"",,"","",,"","",,"","",,"","","Almost certainly from the Cistercian abbey of Pontigny, and probably from the Volumine uno, Decreta Gratiani no. 153 in the late twelfth century catalogue of Pontigny, no. 100 in the early seventeenth-century catalogue, no. 235 in the catalogue of 1778, no. 7 in the catalogue of 1791, and finally no. 73 in the list prepared after the sequestration of Pontigny at the French Revolution, described there as in-folio atlantico, elegans et completus dismembered probably in Auxerre in the early nineteenth century; John William Bradley (1830-1916), who gave it to C. L. Ricketts in 1913; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One cutting; 200 x 91 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 136,"",,France?,"","s. XII(2), 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Media Glossatura in Epistolas Pauli|Biblical Commentary,"","",,"",,"","",,"","",,"","",,"","","Cistercian abbey of Cambron, north of Mons, Hainault (now in Belgium), founded c. 1148; doubtless the Gilebertus . . . Super Epistolas Paulirecorded at Cambron in 1641 and the gillebertus Super epistolas Sti Pauli Completerecorded at Cambron in 1782 (Sanderus 1641, I, p. 355; Planke 1938, p. 55, no. 168); the abbey was suppressed in 1789 and the monks finally left in 1797; at least 34 manuscripts from Cambron were bought c. 1823 from P. J. De Mat (d. 1828), bookseller in Brussels, by Sir Thomas Phillipps (1792-1872), his MSS 333-62 and 4765-68, together with an unknown number of fragments; from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-6, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: One leaf; 343 x 241 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 98,"",,Netherlands,"","s. XII(2), 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Magna Glossatura in Epistolas Pauli|Biblical Commentary,"","",,"",,"","",,"","",,"","",,"","","Perhaps the Cistercian Abbey of Aulne (founded c. 656, Cistercian in 1147, suppressed 1796), and possibly from the Petrus Longobardus in Paulumrecorded at Aulne in the early seventeenth century (Sanderus 1641, I, p. 239); over 100 manuscripts from Aulne were bought in Brussels c. 1823 by Sir Thomas Phillipps (1792-1872), his MSS 4621-4734, together with an unknown number of fragments; Phillipps MS 29507 (the ‘9’ written over ‘0’, as in Lilly Poole 39); from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 947, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: One leaf; 369 x 252 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 193,"",,"Germany, Rhineland","","s. XII(ex), 1185-1199",1185-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Historia Scholastica|Incipit summa magistri petri manducatoris super literam in lucam|Biblical History,"","",,"",,"","",,"","",,"","",,"","","Premonstratensian abbey of Steinfeld, near Cologne, founded in 1130 and suppressed in 1802, with the contemporary inscription and curse against theft on fol. 1r, liber ecclesie sancte marie de steinfelt Si quis abstulerit anathema sit amen and the late medieval inscription on fol. 158v, Liber Ecclesie Sancte marie virginis in steinfelt(the last two words in slightly paler ink); other inscriptions include the numbers 255 and N. 14 and a note on fol. 1r dated 1447 recording an outbreak of the plague in the houses of Heinrich, count of Nassau, lasting from Michaelmas (29 September, 1446 presum-ably) to the feast of Saint John the Baptist (24 June the following year); Dr. Leander van Ess (1772-1847), of Darmstadt, his no. 26 (label on spine); Sir Thomas Phillipps (1792-1872), bought with the van Ess library in 1824, his MS 409, with his stencilled crest; his sale, Sotheby’s, 9 June 1910, lot 660, to Edwards; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff. 1-158r; 230 x 152 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Poole 39,"",,"Netherlands, Brabant","","s. XII(ex), 1185-1199",1185-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Gregorialis|Anthology,"","",,"",,"","",,"","",,"","",,"","","Cistercian abbey of Villers-en-Brabant, founded from Clairvaux in 1146 and suppressed in 1796; doubtless from the Quarta pars Gregorialis et sermo quidam sancti Bernardilisted in the Villers library catalogue of 1309 (Derolez 2001, p. 219, no.164); part of a group of 20 manuscripts from Villers bought in Brussels c. 1823 by Sir Thomas Phillipps (1792-1872); Phillipps MS 29506 (the ‘9’ written over ‘0’, as in item 21 above); from the collection of specimen leaves formed by Messrs. W. H. Robinson, who bought the residue of the Phillipps library in 1945-46, sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.","",,"",parchment,Extent: One leaf; 357 x 260 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 2,"",,France,"","s. XII(ex), 1185-1199",1185-1199,http://vocab.getty.edu/aat/300404504,false,,"","","Giant Bible, Atlantic Bible","","",,"",,"","",,"","",,"","",,"","","C. L. Ricketts, bought from Barroux, 1930 (with a second fragment, see below); acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One leaf; 519 x 367 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts C: 3,"",,"France?, Champagne?","","s. XII(2), 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Incipit epistola secundi Johannis prima ad parthos|Bible,"","",,"",,"","",,"","",,"","",,"","","C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One cutting; 109 x 112 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 14,"",,England,"","s. XII/XIII, 1190-1210",1190-1210,http://vocab.getty.edu/aat/300404504-http://vocab.getty.edu/aat/300404505,false,,"","","Satires|Describit iter suum ad brundisi, sermo Vus","","",,"",,"","",,"","",,"","",,"","","Recovered from use as a pastedown in Boethius, De consolatione philosophiae Louvain, 1487, bound in Oxford by the binder who used Gibson’s roll XII; Sotheby’s, 5 February 1951, lot 54; Gaston Ruddoff, of Santiago, Chile; acquired from his family by the Lilly Library.","",,"",parchment,Extent: One leaf; 257 x 205 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 20,"",,"Germany, Upper Swabia","","s. XIII(in), 1200-1215",1200-1215,http://vocab.getty.edu/aat/300404505,false,,"","",Magna Glossatura in Psalmost,"","",,"",,"","",,"","",,"","",,"","","Given by Rudolf, priest of Lindau, to a monastery, doubtless the Premonstratensian imperial abbey of Weissenau (founded in 1145, suppressed in 1803), where it was by the time of the eighteenth-century inscription on fol. 1r, Bibliothecę Weissenaw probably one of the two twelfth- to thirteenth-century Psalter commentaries noted by M. Gerbert on his visit to Weissenau in 1760 (Lehmann 1918, p. 408); many manuscripts from Weissenau were appropriated by the last abbot, Bonaventura Brem (1755-1818), who retired to Schloss Liebenau, whence they were bought c. 1842 by Georg von Waldburg-Zeil, S.J. 1823-1866), for the Jesuit College at Fribourg-en-Suisse, but were dispersed in 1854 before the presentation had been made; bound in London, c. 1860; probably not lot 106 in the Savile sale, Sotheby’s, 6 February 1861 (as suggested by de Ricci); Sir Thomas Brooke (1830-1908), by 1891; his sale, Sotheby’s, 24 November 1913, lot 13; bought from W. M. Voynich in January 1917 by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff. 1-288r; 257 x 205 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 9,"",,France,"","s. XIII#^1/4#, 1200-1225",1200-1225,http://vocab.getty.edu/aat/300404505,false,,"","",Acts|Canonical Epistles|Apocalypse,"","",,"",,"","",,"","",,"","",,"","","Perhaps from an institutional library in Chartres dispersed at the French Revolution; Pierre Gélis-Didot (b. 1853), his sale, Paris, Belin-Drouot, 12 April 1897, lot 3; Cecil Mallaby Firth (1878-1931), Egyptologist, with his bookplate; George Dunn (1865-1912), with his booklabel, bought in March 1900, probably from Sydney Cockerell (to judge from Dunn’s pencil note ""S.C.C.""); Dunn sale, Sotheby’s, 11 February 1913, lot 356, to Young; bought the following day by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts collection in 1961.","",,"",parchment,Extent: ff. 1- 160; 331 x 230 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Medieval and Renaissance 15,"",,France,"","s. XIII(1), 1200-1250",1200-1250,http://vocab.getty.edu/aat/300404505,false,,"","","Liber gestorum barlaam et Josaphat|Incipit liber gestorum Barlaam & Iosaphat servorum dei, editus greco sermone a iohanne damasceno|Table of Contents","","",,"",,"","",,"","",,"","",,"","","Franciscan convent of Arras (founded in 1223), with their contemporary inscription on fol. 60v (partly trimmed), ""liber iste fratrum minorum Attrebatensis. qui furatus fuerit non absolvatur nisi eis restituat ablatum"" and, late thirteenth century,""hic est liber fratrom minorum Attrebati""; signature on fols. 1r and 58v, ""De monchaulx"", early sixteenth century (perhaps related to Gilles Moncheaulx, who signed Arras, Bibliothèque municipale, ms 728, in 1565); bound in Ghent by François Duquesne (1830-1902); given to the Lilly Library by Mrs. Thelma Sansberry, 1984.","",,"",parchment,Extent: ff. 1-60; f. 59 and 60 originally blank; 235 x 164 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts C: 1,"",,England,"","s. XIII(med), 1240-1260",1240-1260,http://vocab.getty.edu/aat/300404505,false,,"","","Bible, N.T.","","",,"",,"","",,"","",,"","",,"","",Bought in 1909 by C. L. Ricketts from Tregaskis; acquired by the Lilly Library with the Ricketts Collection in 1961.,"",,"",parchment,Extent: One leaf; 183 x 130 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 189,"",,"Germany, Rhineland","","s. XIII#^2/4#, 1225-1250",1225-1250,http://vocab.getty.edu/aat/300404505,false,,"","",Table of Contents|Vitae sanctorum|Incipit vita beati Materni Coloniensis Archiepiscopi|Saints Lives,"","",,"",,"","",,"","",,"","",,"","","Bought by C. L. Ricketts from Tregaskis, 1923, and acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: One cutting; 381 x 147 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q1079140,"Indiana University, Bloomington",Ricketts 12,"",,Italy,"","s. XII#^3/4#, 1150-1175",1150-1175,http://vocab.getty.edu/aat/300404504,false,,"","",Bible,"","",,"",,"","",,"","",,"","",,"","","V. M. Voynich (1865-1930), Polish revolutionary and bookseller, who gave it to C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.","",,"",parchment,Extent: ff.1-500v; 225 x 154 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
