name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Saffārīnī, Muḥammad ibn Aḥmad, 1702 or 1703-1774",author,,http://id.loc.gov/authorities/names/n85212066,human,Muḥammad ibn Aḥmad al-Saffārīnī,Q12240064
Saint-Benoît-sur-Loire (Abbey),former owner.,,,organization,Fleury Abbey,Q956741
Saint-Bénigne of Dijon,former owner,,,human,Benignus of Dijon,Q652797
Santa María de Benevívere (Monastery : Spain),former owner,,,organization,Monastery of Benevívere,Q6898311
"Sassoon, David Solomon, 1880-1942",former owner.,,,human,David Solomon Sassoon,Q31762617
"Scarella, Stefano",former owner.,,,human,Stefano Scarella,Q64752134
"Schoenberg, Lawrence J",former owner.,,,human,Lawrence J. Schoenberg,Q107542788
"Schöner, Johann, 1477-1547",author,,,human,Johannes Schöner,Q62770
Sedulius (Caelius Sedulius),author,,,human,Coelius Sedulius,Q538564
Seneca,author,,,human,Seneca,Q2054
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,human,Seneca,Q2054
"Sessler, Charles",former owner,,,human,Charles Sessler,Q99399771
Simone Serdini,author,,,human,Simone Serdini,Q27681105
"Sir Thomas Phillipps (1792-1872), his n. 5861",former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillipps, his MS 9391.",former owner,,,human,Thomas Phillipps,Q2147709
"Smith, David Eugene, 1860-1944",former owner.,,,human,David Eugene Smith,Q1174369
"Smith, Edgar F. 1854-1928",former owner.,,,human,Edgar Fahs Smith,Q3047451
"Sohoni, Pushkar",former owner.,,,human,Pushkar Sohoni,Q42666530
Spain. Sovereign (1516-1556 : Charles I),author,,,organization,Spain,Q29
Spain. Sovereign (1556-1598 : Philip II),author,,,organization,Spain,Q29
"St. Audries, Alexander Fuller-Acland-Hood, Baron, 1853-1917",former owner,,,human,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",Q4718909
"St. George, Henry, 1581-1644","former owner.; Phillipps, Thomas, Sir, 1792-1872,former owner.; Fenwick, Thomas FitzRoy Phillipps, 1856-1938,former owner.; Cline Collection.",,,human,Henry St George,Q5728579
"Stuart, William, 1798-1874",former owner,,,human,William Stuart,Q8018938
Suetonius,author,,,human,Suetonius,Q10133
Suetonius (Gaius Suetonius Tranquillus),author,,,human,Suetonius,Q10133
Sulpicius Severus,author,,,human,Sulpicius Severus,Q336704
"Sutherland, George Granville Leveson-Gower, Duke of, 1758-1833",former owner,,,human,"George Leveson-Gower, 1st Duke of Sutherland",Q332722
"Suyūṭī, 1445-1505",author,,http://id.loc.gov/authorities/names/n80081636,human,Jalal al-Din al-Suyuti,Q468432
Swarthmore College,former owner.,,,organization,Swarthmore College,Q1378320
"Sylvester II, Pope, ca. 945-1003",author,,,human,Sylvester II,Q172383
Śaṅkarācārya,author,,,human,Adi Shankara,Q180967
"Tardif, Guillaume, b. 1440",author,,,human,Guillaume Tardif,Q15966959
Terence,author,,,human,Terence,Q172048
Terence,author.,,,human,Terence,Q172048
Thomas Aquinas,author,,,human,Thomas Aquinas,Q9438
Thomas Aquinas (Thomas de Aquino),author,,,human,Thomas Aquinas,Q9438
Thomas of Cantimpré,author,,,human,Thomas of Cantimpré,Q572799
Thomas of Hibernia,author,,,human,Thomas de Hibernia,Q7795478
"Thomas, George C. (George Clifford), 1839-1909",former owner,,,human,George C. Thomas,Q76520101
"Thomas, de Cantimpré, approximately 1200-approximately 1270",author,,,human,Thomas of Cantimpré,Q572799
"Thoresby, Ralph, 1658-1725",former owner,,,human,Ralph Thoresby,Q7288161
"Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955",former owner.,,,human,"Bentley Lyonel John Tollemache, 3rd Baron Tollemache",Q18109261
"Topham, John, 1746-1803",former owner.,,,human,John Topham,Q6261025
Tristano Caracciolo,author,,,human,Tristano Caracciolo,Q1324187
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,,human,Nasir al-Din al-Tusi,Q302835
Valerius Maximus,author,,,human,Valerius Maximus,Q379991
"Varchi, Benedetto, 1503-1565",author,,,human,Benedetto Varchi,Q176833
"Vegio, Maffeo. Poems. Selections. f.202v-204r",author,,,human,Maffeo Vegio,Q1372875
Vergil,author,,,human,Virgil,Q1398
Vergil (Publius Vergilius Maro),author,,,human,Virgil,Q1398
"Vincent, of Beauvais, -1264",author,,,human,Vincent of Beauvais,Q455162
"Vollbehr, Otto H. F. 1869-1946",former owner.,,,human,Otto Vollbehr,Q23906104
Walter of Mortagne,author,,,human,Walter of Mortagne,Q583077
"Warde, Thomas",former owner.,,,human,Thomas Warde,Q76362526
"Watney, Vernon James, 1860-1928",former owner.,,,human,Vernon James Watney,Q75333510
"William, de Brailes, active 13th century",artist,,,human,William de Brailes,Q8020766
"William, of Saint-Thierry, Abbot of Saint-Thierry, approximately 1085-1148?",author,,http://viaf.org/viaf/5724165,human,William of St-Thierry,Q1628129
"Williams, Talcott, 1849-1928",former owner.,,,human,Talcott Williams,Q7679087
"Williams, Theodore, Rev",former owner.,,,human,Theodore Williams,Q96075278
"Wix, Edward",former owner,,,human,Edward Wix,Q5345964
"Wix, Hooker Edward",former owner,,,human,Hooker Wix,Q94365138
"Wix, Samuel",former owner,,,human,Samuel Wix,Q17030345
"Wix, William",former owner,,,human,William Wix,Q21166886
Xenophon,author,,,human,Xenophon,Q129772
"van Ess, Leander, 1772-1847",former owner,,,human,Johann Heinrich van Ess,Q1810643
Ælfric,author,,,human,Ælfric of Eynsham,Q271377
"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,عاملي، بهاء الدين محمد بن حسين، 1547-1621,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عياض بن موسى، 1083-1149,,human,Qadi Ayyad,Q3101035
