ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:12,https://archive.org/details/MC088612_6,https://iiif.archivelab.org/iiif/images_MC088612_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(med); 1440-1460,1440^1460,15,http://vocab.getty.edu/aat/300404465,false,"","",Book of Hours,"",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Other decoration, f. 1r-v: Spaces reserved for one 6-line and many 1-line initials, the latter spaces with guide letters present.|Script, f. 1r-v: Round gothic.|Layout, f. 1r-v: 18 long lines ruled in ink.",f. 1r-v: Latin.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134015.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:13,https://archive.org/details/MC088613_6,https://iiif.archivelab.org/iiif/images_MC088613_6/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XIII(1/4); 1200-1225,1200^1225,13,http://vocab.getty.edu/aat/300404505,false,"","",Bible,"",Bible,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Other decoration, f. 1r-v: One-line initials, alternating in red and blue, begin each chapter.|Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 2 columns of 55 lines; central rule between the columns.",f. 1r-v: Attributed to the Vienna Moralized Bible Workshop.|f. 1r-v: Latin.|f. 1r-v: Contains the epistle of Paul to the Romans 3:7 - 7:5. Modern chapter divisions signaled in margins as faint black ink corrections to earlier red and blue divisions.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134016.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:14,https://archive.org/details/MC088614_6,https://iiif.archivelab.org/iiif/images_MC088614_6/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XV(med); 1440-1460,1440^1460,15,http://vocab.getty.edu/aat/300404465,false,"","",Book of Hours,"",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",French,Q150,French,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 16 long lines ruled in pale red ink.",f. 1r-v: Lower portion repaired with added parchment to complete leaf.|f. 1r-v: Latin.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134017.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:15,https://archive.org/details/MC088615_6,https://iiif.archivelab.org/iiif/images_MC088615_6/manifest.json,Netherlands?,http://vocab.getty.edu/tgn/7016845,Netherlands,s. XV/XVI; 1490-1510,1490^1510,15;16,http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,"","",Book of Hours,"",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Dutch,Q7411,Dutch,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Other decoration, f. 1r-v: Alternating red and blue initials.|Layout, f. 1r-v: 22 long lines ruled in ink.","f. 1r-v: Latin.|f. 1r-v: Part of the litany, mainly as printed in Het getijdenboek van Geert Grote edited by Dr. N. Van Wijk (Leiden: Brill, 1940), p. 152-153.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134018.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:16,https://archive.org/details/MC088616_6,https://iiif.archivelab.org/iiif/images_MC088616_6/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XV(4/4); 1475-1499,1475^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Prayerbook,"",Prayerbook,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",French; Latin,Q150;Q397,French;Latin,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Other decoration, f. 1r-v: Spaces reserved for 2-line initials.|Script, f. 1r-v: Bâtarde.|Layout, f. 1r-v: 20 long lines ruled in pale red ink.",f. 1r-v: Latin.,f. 1r-v: Caption information courtesy of C.W. Dutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134019.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:17,https://archive.org/details/MC088617_6,https://iiif.archivelab.org/iiif/images_MC088617_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. IX(1); 800-850,800^850,9,http://vocab.getty.edu/aat/300404501,false,"","",In Joannis Evangelium Tractatus,"",In Iohannis Evangelium tractatus,"",,,,"",,,Augustine (Aurelius Augustinus),"","",Q8018,human,Augustine of Hippo,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Verona, Biblioteca Comunale, ms. 3034, written in scriptorium of Archdeacon Pacificus; survived as part of a binding repair; acquired in 1991 from P. Pirages. Related item (codex with repairs from same manuscript): ferial Psalter and Hymnal from the Abbey of San Zeno Maggiore, Yale MS 744.","","",Biblioteca civica di Verona;Phillip J. Pirages Fine Books & Manuscripts,Q3639573;Q116790542,organization;organization,"","","","Script, Fragment: Caroline minuscule.|Layout, Fragment: Ruled in dry point.","Fragment: Latin.|Fragment: Contains, on the recto, part of Tractatus LXXVI (printed in the PL 35:1832) and, on the verso, part of Tractatus LXXVII (printed in the PL 35:1833).","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134020.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:18,https://archive.org/details/MC088618_6,https://iiif.archivelab.org/iiif/images_MC088618_6/manifest.json,Germany,http://vocab.getty.edu/tgn/7000084,Germany,"1571, March 25; s. XVI(2); 1550-1599",1550^1599,16,http://vocab.getty.edu/aat/300404510,true,"","",Will?,"",Will,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",German,Q188,German,Acquired in 1990 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","",One item: Formerly folded.|One item: Latin.,"",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134021.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:19,https://archive.org/details/MC088619_6,https://iiif.archivelab.org/iiif/images_MC088619_6/manifest.json,Belgium,http://vocab.getty.edu/tgn/1000063,Belgium,"1298, December 5; s. XIII/XIV; 1290-1310",1290^1310,13;14,http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506,true,"","",Receipt,"",Receipts,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",French,Q150,French,Acquired in 1991 from P. Pirages.,"","",Phillip J. Pirages Fine Books & Manuscripts,Q116790542,organization,"","","","Script, One item: Cursive.","One item: Latin.|Explicit, One item: Jean de Thourotte, châtelain de Thourotte (Oise) and seigneur d'Honnecourt-sur-Escaut (Nord) and of Allibaudieres (Aube) acknowledges receipt of his wages of 37 pounds and 10 sous given him by representatives of the King of France.|Docket: Jean de Thourotte, châtelain de Thourotte (Oise) and seigneur d'Honnecourt-sur-Escaut (Nord) and of Allibaudieres (Aube) acknowledges receipt of his wages of 37 pounds and 10 sous given him by representatives of the King of France.",Riccardo Famiglietti kindly identified persons and places in this document.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134022.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 0886:20,https://archive.org/details/MC088620_6,https://iiif.archivelab.org/iiif/images_MC088620_6/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,"1274, February 2 n.s.; s. XIII(2); 1250-1299",1250^1299,13,http://vocab.getty.edu/aat/300404505,true,"","",Lease,"",Lease,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Ink stamp of Roy G. Fitzgerald (1875-1962); sold at Parke-Bernet (6 November 1963)?; acquired in 1991 from P. Pirages.,"","",Roy G. Fitzgerald;Phillip J. Pirages Fine Books & Manuscripts,Q7372827;Q116790542,human;organization,"","","","","One item: Latin.|One item: In the property exchange, Juliana gives her fief in the parish of Seuilly and in the castellany of Montsoreau to Philippa for an annual rent of 60 sous on the péage of Bizay (Maine-et-Loire). Philippe de Bernezay was apparently the first wife (less possibly the daughter) of Guillaume de Marmande, brother of Bouchard, lord of Marmande, in whose presence this action took place; Bouchard and Guilluame had a sister, Julienne, the other party to the action, who was dame de Bernezay and wife of Aimery Odart.|Explicit, One item: Exchange of property in the presence of Bouchard, lord of Marmande (Vienne, commune de Velleches) and of Trèves (Maine-et-Loire), transacted by Philippa, dame du Coudray, and Juliana, dame de Bernezay.|Docket: Exchange of property in the presence of Bouchard, lord of Marmande (Vienne, commune de Velleches) and of Trèves (Maine-et-Loire), transacted by Philippa, dame du Coudray, and Juliana, dame de Bernezay.",Riccardo Famiglietti kindly identified persons and places in this document.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134023.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:08,https://archive.org/details/MC122008_6,https://iiif.archivelab.org/iiif/images_MC122008_6/manifest.json,Spain,http://vocab.getty.edu/tgn/1000095,Spain,s. XV; 1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Manuscript purchased in Madrid by a former owner (per label); gift in 1959 of Mrs. Monica Franklyn of central New Jersey.,"","",Monica Franklyn,Q116860359,human,"","","","Other decoration, f. 1r-v: 2-line and 1-line initials in red and blue with penwork flourishing respectively in purple and in red.|Script, f. 1r-v: Gothic.|Layout, f. 1r-v: 2 columns of 23 lines ruled in ink.","Manuscript note: Original housing included printed label (with British orthography) suggesting that the full codex dated from the 14th century, was of Carthusian origin and contained nearly 300 leaves.|f. 1r-v: Latin.",C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134024.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1228,https://archive.org/details/MC1228_6,https://iiif.archivelab.org/iiif/images_MC1228_6/manifest.json,"Germany, Lorraine",http://vocab.getty.edu/tgn/7000084;http://vocab.getty.edu/tgn/7024272,Germany;Lorraine,s. XV(2); 1450-1499,1450^1499,15,http://vocab.getty.edu/aat/300404465,false,"","","Psalter, ferial","",Psalter,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin; German,Q397;Q188,Latin;German,"Purchased in Europe by Prof. John A. Anderson (1893-1976); his gift prior to 1952, else donation in 1956 of Mrs. Anderson. Previous manuscript call number: FBX2080.A2 13--.","","",John Anderson,Q3296918,human,"","","","Binding: In limp vellum.|Other decoration, ff. 1-138v: Presently three 7-line painted blue initials on burnished gold grounds (on pages with full border decoration) and nine 4-line painted blue initials (on pages with decorated outside borders).|Script, ff. 1-138v: Gothic.|Layout, ff. 1-138v: Two quires of 6 leaves followed by a singleton, with remaining gatherings of 8 leaves except for final quire of (apparently) 6 leaves; 25 long lines.","Bibliography: Bond and Faye, p. 302 (listed as Horae).|ff. 1-138v: Modern foliation in pencil every ten leaves. Single leaves missing after ff. 13v, 37v, 41v, 51v, 61v, 74v, 121v and 138v.|ff. 1-138v: Latin.|ff. 1-138v: Contains calendar (ff. 1-13v), psalms (ff. 14-130) and canticles (ff. 130v-138v). The calendar includes feasts for six bishops of Metz.",ff. 1-138v: Localization and revised date attribution courtesy of C.W. Dutschke.|ff. 1-138v: Identification of text as ferial Psalter courtesy of C.W. Dutschke.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134025.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:09,https://archive.org/details/MC122009_6,https://iiif.archivelab.org/iiif/images_MC122009_6/manifest.json,England,http://vocab.getty.edu/tgn/7002445,England,"1380, August; s. XIV(2); 1350-1399",1350^1399,14,http://vocab.getty.edu/aat/300404506,true,"","",Deed,"",Deed,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"From a solicitor's office in Halifax; acquired, from a clerk who came to America ca. 1900, by Frederick W. Gnichtel (1860-1950); his gift in 1915.","","",Frederick W. Gnichtel,Q116860314,human,"","","","Script, One item: Anglicana.","Bibliography: Bond and Faye, p. 302.|One item: Date appears as: ""die iovis in Crastino Assumcionis beate virginis Marie Anno Regni Regis Ricardi secundi post conquestum quarto.""|One item: Latin.|Explicit, One item: William the Monk, of Aremes, conveys Moning Newelond, a holding in the manor of Feckenham, to Richard atte Ruding.|Docket: William the Monk, of Aremes, conveys Moning Newelond, a holding in the manor of Feckenham, to Richard atte Ruding.","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134026.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:10,https://archive.org/details/MC122010_6,https://iiif.archivelab.org/iiif/images_MC122010_6/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Decretals,"",Decretals,"",,,,"",,,Gregory IX,"","",Q124831,human,Gregory IX,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Acquired before February 1992 and probably in library for many decades.,"","","","","","","","","Other decoration, Fragment: 2-line initials in red and blue with penwork flourishing in the contrasting color.|Script, Fragment: Gothic.|Layout, Fragment: 2 columns of text and 2 columns of gloss.","Fragment: Upper section of a leaf; notes by several readers in varying levels of cursive gothic script.|Fragment: Latin.|Fragment: Contains parts of Book 5, titulus 20, 21 and 22.",C.W. Dutschke kindly supplied information that made this description possible.,2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134027.xml
,,,digital-scriptorium,Q499451,"Rutgers, The State University of New Jersey","",MC 1220:11,https://archive.org/details/MC122011_6,https://iiif.archivelab.org/iiif/images_MC122011_6/manifest.json,Germany,http://vocab.getty.edu/tgn/7000084,Germany,s. XIV/XV; 1390-1410,1390^1410,14;15,http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465,false,"","",Gradual,"",Gradual,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Acquired from Dr. Erich Junkelmann of Munich, f. 1 in 1930, and f. 2 ca. 1930. Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.","","",Erich Junkelmann,Q30104528,human,"","","","Other decoration, ff. 1-2v: Red and blue initials with penwork flourishing in the contrasting color.|Music, ff. 1-2v: Hufnagel notation on 4-line red staves.|Layout, ff. 1-2v: 10 lines of text and music.","ff. 1-2v: Latin.|ff. 1-2v: According to a Special Collections and University Archives exhibit catalog (1990), the sequence for St. Augustine, ""Interni festi gaudia,"" is attributed to Adam of St. Victor (12th century).","",2023-06-27T15:27:35-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/rutgers/mets/ds_50_6_00134028.xml
