subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
"Barbara, Saint",fast,a;c,http://id.worldcat.org/fast/112129,"Barbara, Saint",http://id.worldcat.org/fast/112129,Q7378
"Barbara, Saint--Prayers and devotions",0,a;c--v,,"Barbara, Saint;Prayers and devotions",http://id.worldcat.org/fast/112129;http://id.worldcat.org/fast/1423909,Q7378;Q3052
"Barbara, Saint--Prayers and devotions.",0,a;c--v,,"Barbara, Saint;Prayers and devotions",http://id.worldcat.org/fast/112129;http://id.worldcat.org/fast/1423909,Q7378;Q3052
"Barbarossa, -1546",0,a;d,,"Barbarossa, -1546",http://id.worldcat.org/fast/1806643,Q38577
"Bardi, Giovanni de', conte di Vernio, 1534-1612",fast,a;c;d,http://id.worldcat.org/fast/260422,"Bardi, Giovanni de', conte di Vernio, 1534-1612",http://id.worldcat.org/fast/260422,Q6950
"Bardi, Giovanni de', conte di Vernio, 1534-1612",0,a;c;d,http://id.loc.gov/authorities/names/n89664705,"Bardi, Giovanni de', conte di Vernio, 1534-1612",http://id.worldcat.org/fast/260422,Q6950
"Bardi, Giovanni de', conte di Vernio, 1534-1612.",0,a;c;d,http://id.loc.gov/authorities/names/n89664705,"Bardi, Giovanni de', conte di Vernio, 1534-1612",http://id.worldcat.org/fast/260422,Q6950
"Bardi, Giovanni de', conte di Vernio, 1534-1612.",fast,a;c;d,http://id.worldcat.org/fast/260422,"Bardi, Giovanni de', conte di Vernio, 1534-1612",http://id.worldcat.org/fast/260422,Q6950
"Barrois, Joseph, approximately 1785-1855",0,a;d,,"Barrois, Joseph, approximately 1785-1855",http://id.worldcat.org/fast/1806866,Q38578
"Bartholomew, of San Concordio, 1262-1347",0,a;c;d,,"Bartholomew, of San Concordio, 1262-1347",http://id.worldcat.org/fast/226171,Q38579
"Bartolomeo, da Petroio, 1488?-1554",fast,a;c;d,http://id.worldcat.org/fast/456145,"Bartolomeo, da Petroio, 1488?-1554",http://id.worldcat.org/fast/456145,Q7392
"Bartolomeo, da Petroio, 1488?-1554",0,a;c;d,http://id.loc.gov/authorities/names/nr00035841,"Bartolomeo, da Petroio, 1488?-1554",http://id.worldcat.org/fast/456145,Q7392
"Bartolomeo, da Petroio, 1488?-1554.",0,a;c;d,http://id.loc.gov/authorities/names/nr00035841,"Bartolomeo, da Petroio, 1488?-1554",http://id.worldcat.org/fast/456145,Q7392
"Bartolomeo, da Petroio, 1488?-1554.",fast,a;c;d,http://id.worldcat.org/fast/456145,"Bartolomeo, da Petroio, 1488?-1554",http://id.worldcat.org/fast/456145,Q7392
"Barzanjī, Jaʻfar ibn Ḥasan, -1763 or 1764. Mawlid al-Nabī",0,a;d;t,,"Mawlid al-Nabī (Barzanjī, Jaʻfar ibn Ḥasan)",http://id.worldcat.org/fast/1389179,Q11154
"Barzanjī, Jaʻfar ibn Ḥasan, -1763 or 1764. Mawlid al-Nabī.",0,a;d;t,,"Mawlid al-Nabī (Barzanjī, Jaʻfar ibn Ḥasan)",http://id.worldcat.org/fast/1389179,Q11154
"Basilica di San Marco (Venice, Italy)",0,a,,"Basilica di San Marco (Venice, Italy)",http://id.worldcat.org/fast/513806,Q38580
Bateman family,0,a,,Bateman family,http://id.worldcat.org/fast/215327,Q38581
"Battiferri degli Ammannati, Laura, 1523-1589",0,a;d,,"Battiferri degli Ammannati, Laura, 1523-1589",http://id.worldcat.org/fast/460882,Q38582
Battle Abbey,0,a,http://id.loc.gov/authorities/names/n50077065,Battle Abbey,http://id.worldcat.org/fast/520551,Q38583
"Battle of Badr (Badr Ḥunayn, Saudi Arabia : 624)",fast,a;c;d,(OCoLC)fst01709746,"Battle of Badr (Badr Ḥunayn, Saudi Arabia : 624)",http://id.worldcat.org/fast/1709746,Q11421
"Battle of Badr (Badr Ḥunayn, Saudi Arabia : 624)",fast,a;c;d,(OCoLC)fst01709746,"Battle of Badr (Badr Ḥunayn, Saudi Arabia : 624)",http://id.worldcat.org/fast/1709746,Q11421
"Battle of Covadonga (Covadonga, Spain : 718)",fast,a;c;d,,"Battle of Covadonga (Covadonga, Spain : 718)",http://id.worldcat.org/fast/881897,Q48218
Baudhāyana,fast,a,http://id.worldcat.org/fast/57764,Baudhāyana,http://id.worldcat.org/fast/57764,Q26888
Baudhāyana,0,a,http://id.loc.gov/authorities/names/n80089829,Baudhāyana,http://id.worldcat.org/fast/57764,Q26888
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286? Anwār al-tanzīl wa-asrār al-taʼwīl",0,a;d;t,http://id.loc.gov/authorities/names/n98952101,"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1369620,Q11452
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286? Anwār al-tanzīl wa-asrār al-taʼwīl.",0,a;d;t,http://id.loc.gov/authorities/names/n98952101,"Anwār al-tanzīl wa-asrār al-taʼwīl (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1369620,Q11452
"Bayezid I, Sultan of the Turks, approximately 1360-1403--Portraits--Specimens",0,a;b;c;d--v--v,,"Bayezid I, Sultan of the Turks, approximately 1360-1403;Portraits;Specimens",http://id.worldcat.org/fast/1807132;http://id.worldcat.org/fast/1423831;http://id.worldcat.org/fast/1423861,Q48933;Q199;Q239
"Bebel, Heinrich, 1472-1518",fast,a;d,http://id.worldcat.org/fast/154251,"Bebel, Heinrich, 1472-1518",http://id.worldcat.org/fast/154251,Q4932
"Bebel, Heinrich, 1472-1518",0,a;d,http://id.loc.gov/authorities/names/n85044526,"Bebel, Heinrich, 1472-1518",http://id.worldcat.org/fast/154251,Q4932
"Bebel, Heinrich, 1472-1518.",0,a;d,http://id.loc.gov/authorities/names/n85044526,"Bebel, Heinrich, 1472-1518",http://id.worldcat.org/fast/154251,Q4932
"Bebel, Heinrich, 1472-1518.",fast,a;d,http://id.worldcat.org/fast/154251,"Bebel, Heinrich, 1472-1518",http://id.worldcat.org/fast/154251,Q4932
"Béla IV, King of Hungary, 1206-1270",0,a;b;c;d,,"Béla IV, King of Hungary, 1206-1270",http://id.worldcat.org/fast/143405,Q38584
Benavides family,fast,a,http://id.worldcat.org/fast/358386,Benavides family,http://id.worldcat.org/fast/358386,Q7192
Benavides family.,fast,a,http://id.worldcat.org/fast/358386,Benavides family,http://id.worldcat.org/fast/358386,Q7192
Benavides family--Drama,0,a--v,,Benavides family;Drama,http://id.worldcat.org/fast/358386;http://id.worldcat.org/fast/1423879,Q7192;Q3010
Benavides family--Drama.,0,a--v,,Benavides family;Drama,http://id.worldcat.org/fast/358386;http://id.worldcat.org/fast/1423879,Q7192;Q3010
"Benedict, Saint, Abbot of Monte Cassino. Regula",0,a;c;t,http://id.loc.gov/authorities/names/n81026379,"Regula (Benedict, Saint, Abbot of Monte Cassino)",http://id.worldcat.org/fast/1357012,Q7145
"Benedict, Saint, Abbot of Monte Cassino. Regula.",0,a;c;t,http://id.loc.gov/authorities/names/n81026379,"Regula (Benedict, Saint, Abbot of Monte Cassino)",http://id.worldcat.org/fast/1357012,Q7145
"Benedict, Saint, Abbot of Monte Cassino. Regula--Commentaries",0,a;c;t--v,,"Regula (Benedict, Saint, Abbot of Monte Cassino);Commentaries",http://id.worldcat.org/fast/1357012;http://id.worldcat.org/fast/1423723,Q7145;Q2812
"Benedict, Saint, Abbot of Monte Cassino. Regula--Commentaries.",0,a;c;t--v,,"Regula (Benedict, Saint, Abbot of Monte Cassino);Commentaries",http://id.worldcat.org/fast/1357012;http://id.worldcat.org/fast/1423723,Q7145;Q2812
"Benedict, Saint, Abbot of Monte Cassino. Regula--Criticism and interpretation",0,a;c;t--x,,"Regula (Benedict, Saint, Abbot of Monte Cassino);Criticism and interpretation",http://id.worldcat.org/fast/1357012;http://id.worldcat.org/fast/1198648,Q7145;Q292
"Benedict, Saint, Abbot of Monte Cassino. Regula--Criticism and interpretation.",0,a;c;t--x,,"Regula (Benedict, Saint, Abbot of Monte Cassino);Criticism and interpretation",http://id.worldcat.org/fast/1357012;http://id.worldcat.org/fast/1198648,Q7145;Q292
"Benedict, Saint, Abbot of Monte Cassino--Early works to 1800",0,a;c--v,,"Benedict, Saint, Abbot of Monte Cassino;Early works",http://id.worldcat.org/fast/33151;http://id.worldcat.org/fast/1411636,Q12615;Q300
"Benedict, Saint, Abbot of Monte Cassino--Early works to 1800.",0,a;c--v,,"Benedict, Saint, Abbot of Monte Cassino;Early works",http://id.worldcat.org/fast/33151;http://id.worldcat.org/fast/1411636,Q12615;Q300
"Benedict, Saint Abbot of Monte Cassino. Regula",0,a;c;t,,"Regula (Benedict, Saint, Abbot of Monte Cassino)",http://id.worldcat.org/fast/1357012,Q7145
"Benedict, Saint Abbot of Monte Cassino. Regula.",0,a;c;t,,"Regula (Benedict, Saint, Abbot of Monte Cassino)",http://id.worldcat.org/fast/1357012,Q7145
Benedictines,fast,a,http://id.worldcat.org/fast/553736,Benedictines,http://id.worldcat.org/fast/553736,Q6908
Benedictines,0,a,http://id.loc.gov/authorities/names/n81012408,Benedictines,http://id.worldcat.org/fast/553736,Q6908
Benedictines.,fast,a,http://id.worldcat.org/fast/553736,Benedictines,http://id.worldcat.org/fast/553736,Q6908
Benedictines.,0,a,http://id.loc.gov/authorities/names/n81012408,Benedictines,http://id.worldcat.org/fast/553736,Q6908
Benedictines--Belgium,0,a--z,,Benedictines;Belgium,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1210278,Q6908;Q16301
Benedictines--Flanders,0,a--z,,Benedictines;Europe--Flanders,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1245991,Q6908;Q4193
Benedictines--Flanders.,0,a--z,,Benedictines;Europe--Flanders,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1245991,Q6908;Q4193
Benedictines--France--Early works to 1800,0,a--z--x,,Benedictines;France;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q6908;Q152;Q300
Benedictines--France--Early works to 1800.,0,a--z--x,,Benedictines;France;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q6908;Q152;Q300
Benedictines--Italy--Manuscripts,0,a--z--x,,Benedictines;Italy;Manuscripts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060,Q6908;Q249;Q331
Benedictines--Italy--Manuscripts.,0,a--z--x,,Benedictines;Italy;Manuscripts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1424060,Q6908;Q249;Q331
Benedictines--Liturgy,0,a--x,,Benedictines;Liturgics,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579,Q6908;Q207
Benedictines--Liturgy.,0,a--x,,Benedictines;Liturgics,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579,Q6908;Q207
Benedictines--Liturgy--Early works to 1800,0,a--x--v,,Benedictines;Liturgics;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1411636,Q6908;Q207;Q300
Benedictines--Liturgy--Early works to 1800.,0,a--x--v,,Benedictines;Liturgics;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1411636,Q6908;Q207;Q300
Benedictines--Liturgy--Manuscripts--Early works to 1800,0,a--x--x--v,,Benedictines;Liturgics;Manuscripts;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q6908;Q207;Q331;Q300
Benedictines--Liturgy--Manuscripts--Early works to 1800.,0,a--x--x--v,,Benedictines;Liturgics;Manuscripts;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q6908;Q207;Q331;Q300
Benedictines--Netherlands--Early works to 1800,0,a--z--v,,Benedictines;Netherlands;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204034;http://id.worldcat.org/fast/1411636,Q6908;Q5863;Q300
Benedictines--Netherlands--Early works to 1800.,0,a--z--v,,Benedictines;Netherlands;Early works,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1204034;http://id.worldcat.org/fast/1411636,Q6908;Q5863;Q300
Benedictines--Privileges and immunities--Texts,0,a--x--v,,Benedictines;Privileges and immunities;Texts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1774297;http://id.worldcat.org/fast/1423705,Q6908;Q3533;Q3066
Benedictines--Privileges and immunities--Texts.,0,a--x--v,,Benedictines;Privileges and immunities;Texts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1774297;http://id.worldcat.org/fast/1423705,Q6908;Q3533;Q3066
Benedictines--Rules,0,a--x,,Benedictines;Rules,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1423857,Q6908;Q4910
Benedictines--Rules--Manuscripts--Texts,0,a--x--x--v,,Benedictines;Rules;Manuscripts;Texts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1423857;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1423705,Q6908;Q4910;Q331;Q3066
Benedictines--Rules--Manuscripts--Texts.,0,a--x--x--v,,Benedictines;Rules;Manuscripts;Texts,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1423857;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1423705,Q6908;Q4910;Q331;Q3066
"Bernardino, da Siena, Saint, 1380-1444--Portraits",0,a;c;d--x,,"Bernardino, da Siena, Saint, 1380-1444;Portraits",http://id.worldcat.org/fast/2411;http://id.worldcat.org/fast/1423831,Q16390;Q199
"Bernardino, da Siena, Saint, 1380-1444--Portraits",0,a;c;d--v,,"Bernardino, da Siena, Saint, 1380-1444;Portraits",http://id.worldcat.org/fast/2411;http://id.worldcat.org/fast/1423831,Q16390;Q199
"Bernardino, da Siena, Saint, 1380-1444--Portraits.",0,a;c;d--x,,"Bernardino, da Siena, Saint, 1380-1444;Portraits",http://id.worldcat.org/fast/2411;http://id.worldcat.org/fast/1423831,Q16390;Q199
"Berry, Jean de France, duc de, 1340-1416--Finance, Personal",0,a;c;d--x,,"Berry, Jean de France, duc de, 1340-1416;Finance, Personal",http://id.worldcat.org/fast/2074;http://id.worldcat.org/fast/924449,Q16335;Q16352
"Berry, Jean de France, duc de, 1340-1416--Finance, Personal.",0,a;c;d--x,,"Berry, Jean de France, duc de, 1340-1416;Finance, Personal",http://id.worldcat.org/fast/2074;http://id.worldcat.org/fast/924449,Q16335;Q16352
"Bēssariōn, Cardinal, 1403-1472",0,a;c;d,,"Bēssariōn, Cardinal, 1403-1472",http://id.worldcat.org/fast/54654,Q38585
"Bèze, Théodore de, 1519-1605",0,a;d,,"Bèze, Théodore de, 1519-1605",http://id.worldcat.org/fast/3311,Q38586
Bhagavadgītā,fast,a,http://id.worldcat.org/fast/1356184,Bhagavadgītā,http://id.worldcat.org/fast/1356184,Q26635
Bhagavadgītā,0,a,http://id.loc.gov/authorities/names/n79142762,Bhagavadgītā,http://id.worldcat.org/fast/1356184,Q26635
Bhagavadgītā--Manuscripts,0,a--v,,Bhagavadgītā;Manuscripts,http://id.worldcat.org/fast/1356184;http://id.worldcat.org/fast/1424060,Q26635;Q331
Bhairava (Hindu deity),0,a;c,http://id.loc.gov/authorities/names/n2019244438,Bhairava (Hindu deity),http://id.worldcat.org/fast/831085,Q26863
Bhairava (Hindu deity),fast,a;c,http://id.worldcat.org/fast/831085,Bhairava (Hindu deity),http://id.worldcat.org/fast/831085,Q26863
Bhāravi. Kirātārjunīya,0,a;t,,Kirātārjunīya (Bhāravi),http://id.worldcat.org/fast/1369338,Q26854
Bhāravi. Kirātārjunīya,0,a;t,http://id.loc.gov/authorities/names/n84162331,Kirātārjunīya (Bhāravi),http://id.worldcat.org/fast/1369338,Q26854
Bhīṣma (Hindu mythological character),0,a;c,http://id.loc.gov/authorities/names/n2016247941,Bhīṣma (Hindu mythological character),http://id.worldcat.org/fast/831179,Q26896
Bhīṣma (Hindu mythological character),fast,a;c,http://id.worldcat.org/fast/831179,Bhīṣma (Hindu mythological character),http://id.worldcat.org/fast/831179,Q26896
Bible,fast,a,(OCoLC)fst01356024--http://id.worldcat.org/fast/1356024,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible,fast,a,(OCoLC)fst01356024,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible,fast,a,,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible,fast,a,http://id.worldcat.org/fast/1356024,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible,0,a,http://id.loc.gov/authorities/names/n00020514,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible.,0,a,http://id.loc.gov/authorities/names/n00020514,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible.,fast,a,http://id.worldcat.org/fast/1356024,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible. Acts,0,a;p,,Bible. Acts,http://id.worldcat.org/fast/1892885,Q16304
Bible. Acts--Commentaries,0,a;p--v,,Bible. Acts;Commentaries,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423723,Q16304;Q2812
Bible. Acts--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Acts;Commentaries;Early works,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q16304;Q2812;Q300
Bible. Acts--Commentaries--Early works to 1800.,0,a;p--x--v,,Bible. Acts;Commentaries;Early works,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q16304;Q2812;Q300
Bible. Acts--Paraphrases--Early works to 1800,0,a;p--x--v,,Bible. Acts;Paraphrases;Early works,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423839;http://id.worldcat.org/fast/1411636,Q16304;Q5830;Q300
Bible. Acts--Paraphrases--Early works to 1800.,0,a;p--x--v,,Bible. Acts;Paraphrases;Early works,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423839;http://id.worldcat.org/fast/1411636,Q16304;Q5830;Q300
Bible. Catholic Epistles--Commentaries,0,a;p--v,,Bible. Catholic Epistles;Commentaries,http://id.worldcat.org/fast/1892888;http://id.worldcat.org/fast/1423723,Q38587;Q2812
Bible. Chronicles,0,a;p,,Bible. Chronicles,http://id.worldcat.org/fast/1892889,Q38588
Bible. Chronicles,fast,a;p,,Bible. Chronicles,http://id.worldcat.org/fast/1892889,Q38588
Bible. Chronicles--Manuscripts--Early works to 1800,0,a;p--v--v,,Bible. Chronicles;Manuscripts;Early works,http://id.worldcat.org/fast/1892889;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q38588;Q331;Q300
"Bible. Corinthians, 2nd",fast,a;p,http://id.worldcat.org/fast/1892892,"Bible. Corinthians, 2nd",http://id.worldcat.org/fast/1892892,Q6872
"Bible. Corinthians, 2nd--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,,"Bible. Corinthians, 2nd;Criticism and interpretation;Early works",http://id.worldcat.org/fast/1892892;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q6872;Q292;Q300
"Bible. Corinthians, 2nd--Criticism, interpretation, etc.--Early works to 1800.",0,a;p--x--v,,"Bible. Corinthians, 2nd;Criticism and interpretation;Early works",http://id.worldcat.org/fast/1892892;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q6872;Q292;Q300
Bible. Daniel--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Daniel;Commentaries;Early works,http://id.worldcat.org/fast/1892893;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38589;Q2812;Q300
Bible. Ecclesiastes,0,a;p,,Bible. Ecclesiastes,http://id.worldcat.org/fast/1892894,Q38590
Bible. Ecclesiastes--Commentaries,0,a;p--v,,Bible. Ecclesiastes;Commentaries,http://id.worldcat.org/fast/1892894;http://id.worldcat.org/fast/1423723,Q38590;Q2812
Bible. Ecclesiasticus,fast,a;p,(OCoLC)fst01808008,Bible. Ecclesiasticus,http://id.worldcat.org/fast/1808008,Q38591
Bible. Ecclesiasticus,0,a;p,,Bible. Ecclesiasticus,http://id.worldcat.org/fast/1808008,Q38591
Bible. Ecclesiasticus--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Ecclesiasticus;Commentaries;Early works,http://id.worldcat.org/fast/1808008;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38591;Q2812;Q300
Bible.--English (Middle English)--Versions--Wycliffe,0,a--l--x--x,http://id.loc.gov/authorities/subjects/sh85013746,Bible;English language--Middle English,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1710955,Q4267;Q38592
Bible.--English (Middle English)--Versions--Wycliffe.,0,a--l--x--x,http://id.loc.gov/authorities/subjects/sh85013746,Bible;English language--Middle English,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1710955,Q4267;Q38592
Bible.--English--Versions,0,a--l--x,http://id.loc.gov/authorities/subjects/sh85013741,Bible;English language,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/910920,Q4267;Q12536
Bible. Epistles,fast,a;p,(OCoLC)fst01892899,Bible. Epistles,http://id.worldcat.org/fast/1892899,Q38595
Bible. Epistles--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Epistles;Commentaries;Early works,http://id.worldcat.org/fast/1892899;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38595;Q2812;Q300
Bible. Epistles of John,0,a;p,,Bible. Epistles of John,http://id.worldcat.org/fast/1892900,Q38593
Bible. Epistles of Paul,fast,a;p,(OCoLC)fst01808029,Bible. Epistles of Paul,http://id.worldcat.org/fast/1808029,Q38594
Bible. Epistles of Paul.--Latin,0,a;p--l,,Bible. Epistles of Paul;Latin language,http://id.worldcat.org/fast/1808029;http://id.worldcat.org/fast/993125,Q38594;Q4170
Bible. Epistles of Paul--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Epistles of Paul;Commentaries;Early works,http://id.worldcat.org/fast/1808029;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38594;Q2812;Q300
Bible. Epistles--Paraphrases,0,a;p--v,,Bible. Epistles;Paraphrases,http://id.worldcat.org/fast/1892899;http://id.worldcat.org/fast/1423839,Q38595;Q5830
Bible. Epistles--Sermons--Early works to 1800,0,a;p--v--v,,Bible. Epistles;Sermons;Early works,http://id.worldcat.org/fast/1892899;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q38595;Q180;Q300
Bible. Esther,fast,a;p,(OCoLC)fst01892901,Bible. Esther,http://id.worldcat.org/fast/1892901,Q16347
Bible. Esther,0,a;p,,Bible. Esther,http://id.worldcat.org/fast/1892901,Q16347
Bible. Esther.--Hebrew,0,a;p--l,,Bible. Esther;Hebrew language,http://id.worldcat.org/fast/1892901;http://id.worldcat.org/fast/954191,Q16347;Q38720
Bible. Esther--Manuscripts--Early works to 1800,0,a;p--x--v,,Bible. Esther;Manuscripts;Early works,http://id.worldcat.org/fast/1892901;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q16347;Q331;Q300
Bible. Esther--Manuscripts--Early works to 1800.,0,a;p--x--v,,Bible. Esther;Manuscripts;Early works,http://id.worldcat.org/fast/1892901;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q16347;Q331;Q300
Bible. Exodus,0,a;p,,Bible. Exodus,http://id.worldcat.org/fast/1892902,Q7989
Bible. Exodus,fast,a;p,,Bible. Exodus,http://id.worldcat.org/fast/1892902,Q7989
Bible. Exodus,fast,a;p,http://id.worldcat.org/fast/1892902,Bible. Exodus,http://id.worldcat.org/fast/1892902,Q7989
Bible. Exodus--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Exodus;Commentaries;Early works,http://id.worldcat.org/fast/1892902;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7989;Q2812;Q300
Bible. Exodus--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. Exodus;Commentaries;Early works,http://id.worldcat.org/fast/1892902;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7989;Q2812;Q300
Bible. Ezekiel,0,a;p,,Bible. Ezekiel,http://id.worldcat.org/fast/1892903,Q38596
Bible. Ezekiel--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Ezekiel;Commentaries;Early works,http://id.worldcat.org/fast/1892903;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38596;Q2812;Q300
Bible. Ezekiel--Sermons,0,a;p--v,,Bible. Ezekiel;Sermons,http://id.worldcat.org/fast/1892903;http://id.worldcat.org/fast/1423904,Q38596;Q180
Bible. Genesis,fast,a;p,,Bible. Genesis,http://id.worldcat.org/fast/1808046,Q7130
Bible. Genesis,fast,a;p,http://id.worldcat.org/fast/1808046,Bible. Genesis,http://id.worldcat.org/fast/1808046,Q7130
Bible. Genesis,0,a;p,http://id.loc.gov/authorities/names/n80017837,Bible. Genesis,http://id.worldcat.org/fast/1808046,Q7130
Bible. Genesis--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Genesis;Commentaries;Early works,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7130;Q2812;Q300
Bible. Genesis--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. Genesis;Commentaries;Early works,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7130;Q2812;Q300
"Bible. Genesis--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,,Bible. Genesis;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q7130;Q292;Q300
"Bible. Genesis--Criticism, interpretation, etc.--Early works to 1800.",0,a;p--x--v,,Bible. Genesis;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q7130;Q292;Q300
"Bible. Genesis--Paraphrases, Italian",0,a;p--v,,Bible. Genesis;Paraphrases,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1423839,Q7130;Q5830
"Bible. Genesis--Paraphrases, Italian.",0,a;p--v,,Bible. Genesis;Paraphrases,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1423839,Q7130;Q5830
Bible. Gospels,fast,a;p,(OCoLC)fst01808065,Bible. Gospels,http://id.worldcat.org/fast/1808065,Q5839
Bible. Gospels,0,a;p,http://id.loc.gov/authorities/names/n79063688,Bible. Gospels,http://id.worldcat.org/fast/1808065,Q5839
Bible. Gospels,fast,a;p,http://id.worldcat.org/fast/1808065,Bible. Gospels,http://id.worldcat.org/fast/1808065,Q5839
Bible. Gospels,0,a;p,,Bible. Gospels,http://id.worldcat.org/fast/1808065,Q5839
Bible. Gospels--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Gospels;Commentaries;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5839;Q2812;Q300
Bible. Gospels--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Gospels;Commentaries;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5839;Q2812;Q300
