genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Illuminated manuscripts--Islamic Empire--14th century,aat,,illuminated manuscripts;Islamic Empire;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/933420,Q4268;Q11211;Q295,,,
Illuminated manuscripts--Islamic Empire--15th century,aat,,,,,illuminated manuscripts;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q4268;Q11211;Q154
Islamic bookbinding--16th century,lcsh,,,,,Islamic bookbinding;Sixteenth century,http://id.worldcat.org/fast/1730288;http://id.worldcat.org/fast/1119851,Q11127;Q335
Slipcases--Islamic empire,aat,,,,,slipcases;Islamic Empire,http://vocab.getty.edu/aat/300200341;http://id.worldcat.org/fast/1244134,Q18319;Q11211
Stamps,rbmscv,,,,,Stamps,http://id.loc.gov/vocabulary/rbmscv/cv00142,Q3075
headpieces (layout features),aat,,,,,headpieces (layout features),http://vocab.getty.edu/aat/300207342,Q11536
illuminated manuscripts,aat,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
"Manuscripts, Turkish.--16th century",lcsh,,"Manuscripts, Turkish;Sixteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1119851,Q3068;Q335,,,
"Manuscripts, Turkish--19th century",lcsh,,,,,"Manuscripts, Turkish;Nineteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1037841,Q3068;Q3538
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
"Manuscripts, Turkish--17th century",lcsh,,,,,"Manuscripts, Turkish;Seventeenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1113663,Q3068;Q2771
"Manuscripts, Turkish",lcsh,,,,,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
Commentaries,fast,(OCoLC)fst01423723,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Early works,fast,(OCoLC)fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Gold tooled bindings,rbmscv,,,,,Gold tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00551,Q5859
Poetry,lcgft,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,fast,(OCoLC)fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481(uri) http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Sprinkled papers (Paper),rbpap,,,,,Sprinkled papers,http://id.loc.gov/vocabulary/rbmscv/cv01920,Q11234
"Manuscripts, Persian",lcsh,,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
diagrams,aat,,,,,diagrams,http://vocab.getty.edu/aat/300015387,Q276
Legends,fast,(OCoLC)fst01423803,,,,Legends,http://id.worldcat.org/fast/1423803,Q5895
Texts,fast,(OCoLC)fst01423705,,,,Texts,http://id.worldcat.org/fast/1423705,Q3066
Commonplace books--Islamic countries--19th century,aat,,,,,commonplace books;Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300027093;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q7696;Q2810;Q3538
"Manuscripts, Persian--16th century",lcsh,,,,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335
Biographies,fast,(OCoLC)fst01919896,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
History,fast,(OCoLC)fst01411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
Sources,fast,(OCoLC)fst01423900,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
Certificates,rbmscv,,,,,Certificates,http://id.loc.gov/vocabulary/rbmscv/cv02106,Q11502
magic squares,aat,,,,,magic squares,http://vocab.getty.edu/aat/300222283,Q11568
Colored papers,rbmscv,,Colored papers,http://id.loc.gov/vocabulary/rbmscv/cv01138,Q11569,,,
Watermarks,rbmscv,,,,,Watermarks,http://id.loc.gov/vocabulary/rbmscv/cv01089,Q5815
Headbands,rbmscv,,,,,Headbands,http://id.loc.gov/vocabulary/rbmscv/cv00453,Q11385
Cloth bindings,rbmscv,,,,,Cloth bindings,http://id.loc.gov/vocabulary/rbmscv/cv00451,Q11478
"Manuscripts, Arabic--12th century",lcsh,,,,,"Manuscripts, Arabic;Twelfth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159791,Q256;Q304
"Manuscripts, Turkish--18th century",lcsh,,,,,"Manuscripts, Turkish;Eighteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/904058,Q3068;Q3024
Autographs,rbmscv,,,,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,Q38431
Indexes,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026112,Indexes,http://id.worldcat.org/fast/1423761,Q11334,,,
holographs (autographs),aat,,,,,holographs (autographs),http://vocab.getty.edu/aat/300028573,Q11544
dictionaries,aat,,,,,dictionaries,http://vocab.getty.edu/aat/300026186,Q2970
Dictionaries,fast,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionnaires,rvmgf,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Devotional literature,lcgft,,,,,Devotional literature,http://id.worldcat.org/fast/1423773,Q38696
poetry,aat,,,,,poetry,http://vocab.getty.edu/aat/300055931,Q11358
Poetry,fast,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poésie,rvmgf,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
illuminations (paintings),aat,,,,,illuminations (paintings),http://vocab.getty.edu/aat/300264522,Q225
Poetry,,,,,,poetry,http://vocab.getty.edu/aat/300055931,Q11358
"Manuscripts, Arabic--Syria--Damascus--18th century",lcsh,,"Manuscripts, Arabic;Syria--Damascus;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/904058,Q256;Q11409;Q3024,,,
Headpieces (layout features)--Islamic countries--18th century,aat,,,,,headpieces (layout features);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q11536;Q2810;Q3024
Illuminated manuscripts--Islamic countries--18th century,aat,,,,,illuminated manuscripts;Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q4268;Q2810;Q3024
"Manuscripts, Arabic--Syria--Aleppo--15th century",lcsh,,,,,"Manuscripts, Arabic;Syria--Aleppo;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1213345;http://id.worldcat.org/fast/923962,Q256;Q54953;Q154
"Manuscripts, Arabic--Syria--Ḥamāh--14th century",lcsh,,,,,"Manuscripts, Arabic;Syria--Ḥamāh;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1216159;http://id.worldcat.org/fast/933420,Q256;Q64099;Q295
"Manuscripts, Arabic--Iraq--Mosul--14th century",lcsh,,"Manuscripts, Arabic;Iraq--Mosul;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1202687;http://id.worldcat.org/fast/933420,Q256;Q64094;Q295,,,
Waqf,lcsh,,Waqf,http://id.worldcat.org/fast/1170323,Q11403,,,
"Manuscripts, Arabic",lcsh,(uri) http://id.worldcat.org/fast/fst01008278,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
"Manuscripts, Arabic--Egypt--Cairo--15th century",lcsh,,,,,"Manuscripts, Arabic;Egypt--Cairo;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/923962,Q256;Q11261;Q154
"Criticism, interpretation, etc",fast,(OCoLC)fst01411635,,,,"Criticism, interpretation, etc.",http://id.worldcat.org/fast/1411635,Q177
"Glossaries, vocabularies, etc",fast,(OCoLC)fst01423786,,,,"Glossaries, vocabularies, etc.",http://id.worldcat.org/fast/1423786,Q3028
Waqf--Books--19th century,lcsh,,,,,Waqf;Books;Nineteenth century,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401;http://id.worldcat.org/fast/1037841,Q11403;Q40000;Q3538
"Manuscripts, Arabic--Saudi Arabia--Mecca--15th century",lcsh,,,,,"Manuscripts, Arabic;Saudi Arabia--Mecca;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204780;http://id.worldcat.org/fast/923962,Q256;Q11321;Q154
Biographies,fast,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Headpieces (layout features)--Islamic countries--17th century,aat,,,,,headpieces (layout features);Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q11536;Q2810;Q2771
Islamic bookbinding--15th century,lcsh,,,,,Islamic bookbinding;Fifteenth century,http://id.worldcat.org/fast/1730288;http://id.worldcat.org/fast/923962,Q11127;Q154
Illuminated title pages--Islamic empire--15th century,,,,,,illuminations (paintings);title pages;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q225;Q20371;Q11211;Q154
"Manuscripts, Arabic--Caucasus--18th century",lcsh,,,,,"Manuscripts, Arabic;Caucasus;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1244425;http://id.worldcat.org/fast/904058,Q256;Q39960;Q3024
"Manuscripts, Arabic--Uzbekistan--Samarqand--15th century",lcsh,,"Manuscripts, Arabic;Uzbekistan--Samarqand;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1210007;http://id.worldcat.org/fast/923962,Q256;Q11433;Q154,,,
Waqf--Books--Turkey--Kütahya--Lala Hüseyin Paşa Mosque--16th century,lcsh,,Waqf;Books;Turkey--Kütahya;Sixteenth century,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401;http://id.worldcat.org/fast/1695379;http://id.worldcat.org/fast/1119851,Q11403;Q40000;Q8122;Q335,,,
Islamic bookbinding,lcsh,,,,,Islamic bookbinding,http://id.worldcat.org/fast/1730288,Q11127
Waqf--Books,lcsh,,,,,Waqf;Books,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401,Q11403;Q40000
Headpieces (layout features)--Islamic Empire--16th century,aat,,,,,headpieces (layout features);Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q11536;Q11211;Q335
Illuminated manuscripts--Islamic Empire--16th century,aat,,,,,illuminated manuscripts;Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q4268;Q11211;Q335
Headpieces (layout features)--Syria--Damascus--18th century,aat,,headpieces (layout features);Syria--Damascus;Eighteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/904058,Q11536;Q11409;Q3024,,,
Illuminated title pages--Islamic Empire--14th century,,,,,,illuminations (paintings);title pages;Islamic Empire;Fourteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/933420,Q225;Q20371;Q11211;Q295
Illuminated title pages--Islamic Empire--15th century,,,,,,illuminations (paintings);title pages;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q225;Q20371;Q11211;Q154
"Manuscripts, Arabic--Iran--Dizfūl--15th century",lcsh,,"Manuscripts, Arabic;Iran--Dizfūl;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1303213;http://id.worldcat.org/fast/923962,Q256;Q8138;Q154,,,
Headpieces (Layout features)--Iran--Dizfūl--15th century,aat,,headpieces (layout features);Iran--Dizfūl;Fifteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1303213;http://id.worldcat.org/fast/923962,Q11536;Q8138;Q154,,,
Illuminated title pages--Iran--Dizfūl--15th century,aat,,illuminations (paintings);title pages;Iran--Dizfūl;Fifteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1303213;http://id.worldcat.org/fast/923962,Q225;Q20371;Q8138;Q154,,,
Illuminated manuscripts--Iran--Dizfūl--15th century,aat,,illuminated manuscripts;Iran--Dizfūl;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1303213;http://id.worldcat.org/fast/923962,Q4268;Q8138;Q154,,,
"Manuscripts, Arabic--Uzbekistan--Bukhoro--16th century",lcsh,,"Manuscripts, Arabic;Uzbekistan--Bukhoro;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1221549;http://id.worldcat.org/fast/1119851,Q256;Q76441;Q335,,,
"Manuscripts, Arabic--Syria--Damascus--Ṣāliḥīyah--15th century",lcsh,,,,,"Manuscripts, Arabic;Syria--Damascus;Syria--Ṣāliḥīyah;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/1282383;http://id.worldcat.org/fast/923962,Q256;Q11409;Q64100;Q154
"Manuscripts, Arabic--Iraq--Baghdad--14th century",lcsh,,,,,"Manuscripts, Arabic;Iraq--Baghdad;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207444;http://id.worldcat.org/fast/933420,Q256;Q48745;Q295
"Manuscripts, Arabic--Saudi Arabia--Mecca--16th century",lcsh,,"Manuscripts, Arabic;Saudi Arabia--Mecca;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204780;http://id.worldcat.org/fast/1119851,Q256;Q11321;Q335,,,
"Manuscripts, Arabic--Turkey--Istanbul--17th century",lcsh,,"Manuscripts, Arabic;Turkey--Istanbul;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204833;http://id.worldcat.org/fast/1113663,Q256;Q4823;Q2771,,,
Headpieces (layout features)--Turkey--Istanbul--17th century,aat,,headpieces (layout features);Turkey--Istanbul;Seventeenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1204833;http://id.worldcat.org/fast/1113663,Q11536;Q4823;Q2771,,,
"Manuscripts, Arabic--20th century",lcsh,,,,,"Manuscripts, Arabic;Twentieth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159810,Q256;Q5942
"Manuscripts, Arabic--Iran--15th century",lcsh,,"Manuscripts, Arabic;Iran;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/923962,Q256;Q16384;Q154,,,
"Manuscripts, Javanese",lcsh,,,,,"Manuscripts, Javanese",http://id.worldcat.org/fast/1008382,Q38992
Trivia and miscellanea,fast,,Trivia and miscellanea,http://id.worldcat.org/fast/1921748,Q26886,,,
impressed watermarks,aat,,,,,impressed watermarks,http://vocab.getty.edu/aat/300028754,Q11482
Embossed papers,rbmscv,,Embossed papers,http://id.loc.gov/vocabulary/rbmscv/cv01281,Q11580,,,
Dictionaries,lcgft,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
