name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Jamal, Sulaymān ibn ʻUmar, -1789 or 1790",author,,http://id.loc.gov/authorities/names/nr90010081,,,,,,human,Sulaimān Ibn-ʿUmar al- Ǧamal al-ʿUǧaili,Q113785768,Q12386
"Nakhjawānī, Niʻmat Allāh ibn Maḥmūd, -1514",author,,,human,Niʻmat Allāh ibn Maḥmūd Nakhjawānī,Q134705509,DSNAME8668,Q101350,,,,
"ʻUlaymī, ʻAbd al-Raḥmān ibn Muḥammad, 1456-approximately 1521",author,,,human,Mujir al-Din,Q2916804,DSNAME8669,Q101351,,,,
"Bakrī, Muḥammad ibn Muḥammad, 1493 or 1494-1545 or 1546",author,,,human,Abu al-Hassan al-Bakri,Q57849599,DSNAME8670,Q101352,,,,
"Ṣafawī, ʻĪsá ibn Muḥammad, 1494 or 1495-1546 or 1547",author,,,human,Qutb al-Din al-Safawi,Q57477040,DSNAME8671,Q101353,,,,
"Adranawī, Ibrāhīm ibn ḥamzah, d. 1557 or 8",author,,,,,,,,,,,
"Abū al-Saʻūd Muḥammad ibn Muḥammad, 1492 or 1493-1574 or 1575",author,,,,,,,,human,Ebussuud Effendi,Q4892993,Q12429
"Abū al-Saʻūd Muḥammad ibn Muḥammad, 1492 or 1493-1574 or 1575",author,,,,,,,,human,Ebussuud Effendi,Q4892993,Q12429
"Ghazzī, Badr al-Dīn Muḥammad ibn Muḥammad, 1499-1577",author,,,,,,,,human,Badr al-Dīn Muḥammad ibn Muḥammad Ghazzī,Q20383593,Q54200
"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763",author,,http://id.loc.gov/authorities/names/nr91027348,,,,,,human,Muḥammad ibn Muṣṭafá Khādimī,Q12178022,Q41064
"Qalyūbī, Shihāb al-Dīn Aḥmad ibn Aḥmad, -1659",author,,,,,,,,human,Syihabuddin al-Qaliyubi,Q16123954,Q12394
"Saʻdī, ʻAbd Allāh, 14th cent",author,,,,,,,,,,,
"Kemalpaşazade, 1468 or 1469-1534",author,,http://id.loc.gov/authorities/names/n85370452 http://id.loc.gov/authorities/names/n85370452 http://viaf.org/viaf/sourceID/LC%7cn85370452,,,,,,human,Ibn Kemal,Q449254,Q12483
"Akhīzādah, ʻAbd al-ḥalīm ibn Muḥammad, d. 1605",author,,,human,Akhī Zādah,Q124747781,DSNAME8672,Q101354,,,,
"Naqāwusī, Aḥmad ibn Saʻīd, 14th cent",author,,,,,,,,,,,
"Ibn Hilāl, Aḥmad ibn ʻUmar, d. 1392 or 3",author,,,human,Aḥmad ibn ʻUmar Ibn Hilāl,Q134705510,DSNAME8673,Q101355,,,,
"Ṭablāwī, Manṣūr, -1606",author,,,human,Manṣūr Ṭablāwī,Q134705511,DSNAME8674,Q101356,,,,
"Hamshīnī, Ismāʻīl ibn Ibrāhīm, 18th cent",author,,,,,,,,,,,
"Khalīlī, Ghars al-Dīn ibn Muḥammad, d. 1647",author,,,,,,,,human,Ghars al-Dīn ibn Muḥammad Khalīlī,Q124771384,Q67779
"Qummī, ʻAlī ibn Ibrāhīm, active 10th century",author,,,human,Ali Ibn Ibrahim Qomi,Q5217718,DSNAME8675,Q101357,,,,
"Sharīf al-Murtaḍá, ʻAlam al-Hudá ʻAlī ibn al-Ḥusayn, 966-1044 or 1045",author,,,human,Sharif al-Murtadha,Q130169,DSNAME8676,Q101358,,,,
"Fayḍ al-Kāshī, Muḥammad ibn Murtaḍá, 1598 or 1599-1680 or 1681",author,,,,,,,,human,Mohsen Fayz Kashani,Q4119490,Q49153
"Tamīmī, Muḥammad ibn Aḥmad, -approximately 990",author,,,human,"Al-Tamimi, the physician",Q27841635,DSNAME8677,Q101359,,,,
"Ghazzālī, 1058-1111",author,,http://id.loc.gov/authorities/names/n82097778,,,,,,human,Al-Ghazali,Q9546,Q12305
"Bāqillānī, Muḥammad ibn al-Ṭayyib, -1013",author,,,human,Al-Baqillani,Q2608002,DSNAME8678,Q101360,,,,
"Ibn Qayyim al-Jawzīyah, Muḥammad ibn Abī Bakr, 1292-1350",author,,http://id.loc.gov/authorities/names/n80138230,,,,,,human,Ibn Qayyim Al-Jawziy,Q119679,Q12460
"Ibn Nūr al-Dīn, Muḥammad ibn ʻAlī, -1422",author,,,human,Muḥammad ibn ʻAlī Ibn Nūr al-Dīn,Q134705512,DSNAME8679,Q101361,,,,
"Rajrājī, ḥasan ibn ʻAlī, d. ca. 1493",author,,,human,Hasan ibn ʻAlī Rajrājī,Q134705514,DSNAME8680,Q101362,,,,
"Khwājakīzādah, Muṣṭafá ibn Muḥammad, d. 1590",author,,,,,,,,,,,
"Hibat Allāh ibn Salāmah, -1019",author,,,,,,,,human,Hibat Allāh ibn Salāmah,Q123581729,Q18751
"ʻAbd Allāh ibn al-ʻAbbās, -688?",author,,,human,Abd Allah ibn Abbas,Q423600,DSNAME8681,Q101363,,,,
"Sijistānī, Muḥammad ibn ʻUzayr, -941 or 942",author,,http://id.loc.gov/authorities/names/n88250931,,,,,,human,Muḥammad ibn ʻUzayr Sijistānī,Q122946980,Q12292
"Ibn ʻAbd al-Kāfī, ʻUmar ibn Muḥammad, 10th/11th cent",author,,,human,ʻUmar ibn Muḥammad Ibn ʻAbd al-Kāfī,Q134705515,DSNAME8682,Q101364,,,,
"Dāmaghānī, Ḥusayn ibn Muḥammad, 1007-1085",author,,,human,Abu Abdullah al-Damighani,Q12240217,DSNAME8683,Q101365,,,,
"Rāghib al-Iṣfahānī, Abū al-Qāsim al-Ḥusayn ibn Muḥammad, -1108 or 1109",author,,,human,Raghib Isfahani,Q4115571,DSNAME8684,Q101366,,,,
"Ayyūbī, ʻAbd Allāh ibn Ṣāliḥ",author,,,human,ʻAbd Allāh ibn Ṣāliḥ Ayyūbī,Q134705516,DSNAME8685,Q101367,,,,
"Jaʻbarī, Ibrāhīm ibn ʻUmar, 1242 or 1243-1331 or 1332",author,,http://id.loc.gov/authorities/names/nr91008254,,,,,,human,al-Jaʻbarī,Q12181566,Q12279
"Ibn al-Labbān, Muḥammad ibn Aḥmad, 1286-1348",author,,http://id.loc.gov/authorities/names/n96903025 http://id.loc.gov/authorities/names/n96903025 http://viaf.org/viaf/sourceID/LC%7cn96903025,,,,,,human,Muḥammad ibn Aḥmad Ibn al-Labbān,Q122946962,Q12428
"Çeteci Pasa, ʻAbd Allāh ibn Ibrāhīm, d. 1760",author,,,,,,,,,,,
"Aḥmadzādah, Abū Bakr",author,,,,,,,,,,,
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194",author,,http://id.loc.gov/authorities/names/n84227571 http://id.loc.gov/authorities/names/n84227571 http://viaf.org/viaf/sourceID/LC%7cn84227571,,,,,,human,Abu-l-Qāsim ibn Fīrruh Shāṭibī,Q12182523,Q12284
"Shāṭibī, Muḥammad ibn al-Qaffāl, 13th cent",author,,,,,,,,,,,
"Sakhāwī, ʻAlī ibn Muḥammad, 1163?-1245",author,,,human,ʻAlī ibn Muḥammad Sakhāwī,Q12190429,DSNAME8686,Q101368,,,,
"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606",author,,http://id.loc.gov/authorities/names/n82091823,,,,,,human,Ali al-Qari,Q2836379,Q12385
"Dānī, ʻUthmān ibn Saʻīd, 981 or 982-1053",author,,http://id.loc.gov/authorities/names/n81003045,,,,,,human,Abū ʿAmr al-Dānī,Q6820659,Q12414
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,,,,,,,,human,Ibn al-Jazari,Q4120093,Q12415
"Dānī, ʻUthmān ibn Saʻīd, 981 or 982-1053",author,,http://id.loc.gov/authorities/names/n81003045,,,,,,human,Abū ʿAmr al-Dānī,Q6820659,Q12414
"Shuʻlah, Muḥammad ibn Aḥmad, 1226-1258",author,,,human,Muḥammad shuʻlah,Q124771292,DSNAME8687,Q101369,,,,
"Abū Shāmah, ʻAbd al-Raḥmān ibn Ismāʻīl, 1203-1267",author,,http://id.loc.gov/authorities/names/n80137503,,,,,,human,Abu-Shama al-Maqdissí,Q481455,Q12293
"Jaʻbarī, Ibrāhīm ibn ʻUmar, 1242 or 1243-1331 or 1332",author,,http://id.loc.gov/authorities/names/nr91008254,,,,,,human,al-Jaʻbarī,Q12181566,Q12279
"ʻImādī, Muḥammad ibn ʻUmar, 14th cent",author,,,,,,,,,,,
"Ibn al-Qāṣiḥ, ʻAlī ibn ʻUthmān, 1316 or 1317-1398 or 1399",author,,,,,,,,human,ʻAlī ibn ʻUthmān Ibn al-Qāṣiḥ,Q16126334,Q12417
"ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 1144-1219",author,,,,,,,,human,ʾAbū al-Baqāʾ al-ʿUkbariyy,Q3535817,Q12348
"Tibrīzī, ʻAbd Allāh, 16th/17th cent",author,,,,,,,,,,,
"Ṭabarsī, al-Faḍl ibn al-Ḥasan, -1153",author,طبرسي، الفضل بن الحسن,,,,,,,human,Shaykh Tabarsi,Q1990225,Q49072
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194",author,شاطبي، القاسم بن فيره,http://id.loc.gov/authorities/names/n84227571 http://id.loc.gov/authorities/names/n84227571 http://viaf.org/viaf/sourceID/LC%7cn84227571,,,,,,human,Abu-l-Qāsim ibn Fīrruh Shāṭibī,Q12182523,Q12284
"Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459",author,محلي، جلال الدين محمد بن احمد,,,,,,,human,Jalaluddin al-Mahalli,Q6758211,Q27965
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520",author,انصاري، زكريا بن محمد,http://id.loc.gov/authorities/names/n85197808 http://id.loc.gov/authorities/names/n85197808 http://viaf.org/viaf/sourceID/LC%7cn85197808,,,,,,human,Zakariyya al-Ansari,Q4117458,Q12326
"Ṭarūdī, Muṣṭafá ibn Aḥmad, -1759",author,طرودي، مصطفى بن احمد,,human,Muṣṭafá ibn Aḥmad Ṭarūdī,Q134705517,DSNAME8688,Q101370,,,,
"İsmail Hakkı, Bursalı, 1653-1724 or 1725",author,إسماعيل حقي، بروسوي، 1653-1724 or 1725,,,,,,,human,İsmail Hakkı Bursevî,Q8084303,Q12427
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286?",author,,,,,,,,human,Al-Baydawi,Q287573,Q12426
"al-Siyālkūtī, ʻAbd al-Ḥakīm ibn Shams al-Dīn, -1657",author,,,human,ʻAbd al-Ḥakīm ibn Shams al-Dīn Siyālkūtī,Q129951519,DSNAME6540,Q54171,,,,
"Wānī, Muḥammad ibn Bisṭām, -1684 or 1685",author,,,human,Muḥammad ibn Bisṭām Wānī,Q134705518,DSNAME8689,Q101371,,,,
"Ṭībī, al-Ḥusayn ibn Muḥammad, -1343",author,,,,,,,,human,al-Ḥusayn ibn Muḥammad Ṭībī,Q16125325,Q67816
"Ṣadr al-Dīn al-Qūnawī, Muḥammad ibn Isḥāq, -1273 or 1274",author,,http://id.loc.gov/authorities/names/n84011667 http://id.loc.gov/authorities/names/n84011667 http://viaf.org/viaf/sourceID/LC%7cn84011667,,,,,,human,Sadr al-Din al-Qunawi,Q770298,Q12447
"Ibn Ghāzī, Muḥammad ibn Aḥmad, 1437 or 1438-1513",author,,,,,,,,human,Ibn Ghazi al-Miknasi,Q10299689,Q27944
"Ṭabarsī, al-Faḍl ibn al-Ḥasan, -1153",author,,,,,,,,human,Shaykh Tabarsi,Q1990225,Q49072
"Suyūrī, al-Miqdād ibn ʻAbd Allāh, -1423",author,,,human,Fazil Miqdad,Q5948121,DSNAME8690,Q101372,,,,
"Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144",author,,,,,,,,human,Al-Zamakhshari,Q482451,Q12315
"Ṭabarsī, al-Faḍl ibn al-Ḥasan, -1153",author,,,,,,,,human,Shaykh Tabarsi,Q1990225,Q49072
"Shirbīnī, Muḥammad ibn Aḥmad, -1570",author,,,human,Al-Khaṭīb ash-Shirbīniy,Q12187052,DSNAME8691,Q101373,,,,
"Fayḍ al-Kāshī, Muḥammad ibn Murtaḍá, 1598 or 1599-1680 or 1681",author,,,,,,,,human,Mohsen Fayz Kashani,Q4119490,Q49153
"Ibn Furāt al-Kūfī, Furāt, active 10th century",author,,,human,Furat Ibn Furat Ibn Ibrahim al-Kufi,Q14945390,DSNAME8692,Q101374,,,,
"ʻAskarī, al-Ḥasan ibn ʻAlī, -874",author,,,human,Hasan al-Askari,Q315920,DSNAME6330,Q49201,,,,
"Qummī, ʻAlī ibn Ibrāhīm, active 10th century",author,,,human,Ali Ibn Ibrahim Qomi,Q5217718,DSNAME8675,Q101357,,,,
"Rashtī, Kāẓim ibn Qāsim, -1843",author,,,human,Kāẓim ibn Qāsim Rashtī,Q134705519,DSNAME8693,Q101375,,,,
"Narāqī, Abū al-Qāsim",author,,,human,Abū al-Qāsim Narāqī,Q134705521,DSNAME8694,Q101376,,,,
"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429",author,,,,,,,,human,Ibn al-Jazari,Q4120093,Q12415
"ʻAwfī, Muḥammad ibn Aḥmad, active 17th century",author,,,human,Muḥammad ibn Aḥmad ʻAwfī,Q134705576,DSNAME8695,Q101377,,,,
"ʻAbd al-Razzāq al-Qāshānī, -1330?",author,,,human,‘Abd al-Razzāq al-Qāshānī,Q11903777,DSNAME5461,Q41906,,,,
"ʻIjlī, Muḥammad ibn Idrīs, -1201?",author,,,human,Muḥammad ibn Manṣūr al-Ḥillī,Q6419135,DSNAME8696,Q101378,,,,
Muhammed bin Vaiz bin Velican Marʻaşî,author,,,human,Muhammed bin Vaiz bin Velican Marʻaşî,Q134705522,DSNAME8697,Q101379,,,,
"Rāghib, Muḥammad, 1698 or 1699-1762 or 1763",author,,,,,,,,human,Koca Ragıp Pasha,Q1584321,Q54819
"Ṭurayḥī, Fakhr al-Dīn, 1571 or 1572-1674 or 1675",author,,,,,,,,human,Fakhr al-Dīn Ṭurayḥī,Q5942448,Q67803
"Dimyāṭī, Aḥmad ibn Muḥammad, -1705",author,,http://id.loc.gov/authorities/names/n88218148 http://id.loc.gov/authorities/names/n88218148 http://viaf.org/viaf/sourceID/LC%7cn88218148,,,,,,human,Aḥmad al-Bannā al-Dimyāṭī,Q105360743,Q12422
"Köprülüzāde, ʻAbd Allāh ibn Muṣṭafá, d. 1735",author,,,,,,,,,,,
"Maghribī, Hāshim ibn Muḥammad, 18th cent",author,,,human,Hāshim ibn Muḥammad Maghribī,Q131398918,DSNAME7787,Q68397,,,,
"Sājaqlīzādah, Muḥammad ibn Abī Bakr, -1737",author,,,,,,,,human,Muḥammad ibn Abī Bakr Sājaqlīzādah,Q131398893,Q68323
"Izmīrī, Muṣṭafá ibn ʻAbd al-Raḥmān, -1743",author,,,human,Muṣṭafá ibn ʻAbd al-Raḥmān Izmīrī,Q134705523,DSNAME8698,Q101380,,,,
"Asqāṭī, Aḥmad ibn ʻŪmar",author,,,,,,,,human,Aḥmad ibn ʻŪmar Asqāṭī,Q131386086,Q64024
"Yūsufzādah ʻAbd Allāh ḥilmī, d. 1753 or 4",author,,,,,,,,human,Yūsufzādah ʻAbd Allāh ḥilmī,Q129951572,Q54204
"Samannūdī, Muḥammad ibn ḥasan, d. 1785",author,,,human,Muḥammad Ibn-Ḥasan as- Samannūdī,Q55884336,DSNAME8699,Q101381,,,,
"Muḥammad Amīn ibn ʻAbd Allāh, d. 1858",author,,,,,,,,,,,
Khayr Allāh ibn Khayr al-Dīn,author,,,,,,,,,,,
"Awānī, Muḥammad ibn Aḥmad, -1161 or 1162",author,,,human,Muḥammad ibn Aḥmad Awānī,Q134705524,DSNAME8700,Q101382,,,,
"ʻAbd Allāh ibn al-ʻAbbās, -688?",author,,,human,Abd Allah ibn Abbas,Q423600,DSNAME8681,Q101363,,,,
"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?",author,,,human,Abu al-Layth al-Samarqandi,Q938348,DSNAME1940,Q12470,,,,
"Bursī, Rajab ibn Muḥammad, active 1372",author,برسي، رجب بن محمد، . active 1372,,,,,,,human,Rajab al-Bursi,Q7285581,Q49196
"Damāwandī, Ibrāhīm ibn Muẓaffar, active 17th century",scribe,دماوندي، ابراهيم بن مظفر، active 17th century,,,,,,,,,,
"Ḥaddādī, Muṣṭafá ibn Ḥasan, active 17th century",scribe,حدادي، مصطفى بن حسن، active 17th century,,,,,,,,,,
"Muṣṭafá ibn Muḥammad Amīn, active 17th century",scribe,مصطفى بن محمد امين، active 17th century,,,,,,,,,,
"Qāḍī Khān, al-Ḥasan ibn Manṣūr al-Ūzjandī al-Farghānī, -1196",author,قاضي خان، الحسن بن منصور الاوزجندي الفرغاني، d. 1196,,,,,,,human,al-Ḥasan ibn Manṣūr al-Ūzjandī al-Farghānī Qāḍī Khān,Q25550086,Q63945
"Fayḍ al-Kāshī, Muḥammad ibn Murtaḍá, 1598 or 1599-1680 or 1681",author,فيض الكاشي، محمد بن مرتضى، 1598 or 9-1680 or 81,,,,,,,human,Mohsen Fayz Kashani,Q4119490,Q49153
"Ibn al-Sharīf al-Jurjānī, Muḥammad ibn ʻAlī, -1434 or 1435",author,ابن الشريف الجرجاني، محمد بن علي، -1434 or 1435,,human,Muḥammad ibn ʻAlī Ibn al-Sharīf al-Jurjānī,Q134705525,DSNAME8701,Q101383,,,,
"Ṭabarsī, al-Faḍl ibn al-Ḥasan, -1153",author,طبرسي، الفضل بن الحسن، -1153,,,,,,,human,Shaykh Tabarsi,Q1990225,Q49072
"Āsikjīʹzādah, Ismāʻīl Ḥaqqī, active 19th century",author,آسكجي زاده، اسماعيل حقي، active 19th century,,human,Ismāʻīl Ḥaqqī Āsikjīʹzādah,Q134705526,DSNAME8702,Q101384,,,,
"Najm al-Dīn Rāzī, ʻAbd Allāh ibn Muḥammad, -1256 or 1257",author,نجم الدين رازي، عبد الله بن محمد، -1256 or 1257,,,,,,,human,Najm al-Din Razi,Q1963396,Q41314
"Ḥanbalī, Muslim ibn Muḥammad, active 13th century",scribe,حنبلي، مسلم بن محمد، active 13th century,,,,,,,,,,
"Maqdisī, Muḥammad ibn ʻAbd al-Wāḥid, 1174-1245",scribe,مقدسي، محمد بن عبد الواحد، 1174-1245,,,,,,,human,Diya al-Din al-Maqdisi,Q5285014,Q67825
"Bukhārī, Saʻīd ibn Muḥammad, active 14th century",scribe,بخاري، سعيد بن محمد، active 14th century,,human,Saʻīd ibn Muḥammad Bukhārī,Q134705527,DSNAME8703,Q101385,,,,
"Bakrī, Muḥammad ibn Muḥammad, 1523 or 1524-1585 or 1586",author,بكري، محمد بن محمد، 1523 or 1524-1585 or 1586,,human,Muḥammad ibn Muḥammad Bakrī,Q125494508,DSNAME8704,Q101386,,,,
"Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad, active 12th century",author,,,,,,,,human,Siraj ud-Din Muhammad ibn Abd ur-Rashid Sajawandi,Q52742567,Q41619
"Iskāfī, Muḥammad ibn ʻAbd Allāh, -1029",author,,,human,Muḥammad ibn ʻAbd Allāh Iskāfī,Q28715082,DSNAME8705,Q101387,,,,
"Thaʻlabī, Aḥmad ibn Muḥammad, -1035",author,,,,,,,,human,Abu Ishaq al-Tha'labi,Q3015226,Q12423
"Wāḥidī, Abū al-Ḥasan ʻAlī ibn Aḥmad, -1075 or 1076",author,,http://id.loc.gov/authorities/names/n85821906,,,,,,human,Wāḥidī Nīsābūrī,Q12227985,Q12291
"Baghawī, al-Ḥusayn ibn Masʻūd, -1117?",author,,,human,Al-Baghawi,Q48210,DSNAME1766,Q12296,,,,
"Baghawī, al-Ḥusayn ibn Masʻūd, -1117?",author,,,human,Al-Baghawi,Q48210,DSNAME1766,Q12296,,,,
"Nasafī, ʻUmar ibn Muḥammad, 1068?-1142",author,,,,,,,,human,Abu Hafs Omar al-Nasafi,Q5701959,Q12466
"Fārisī, ʻUmar ibn ʻAbd al-Raḥmān, d. 1344",author,,,human,ʻUmar ibn ʻAbd al-Raḥmān Fārisī,Q134705528,DSNAME8706,Q101388,,,,
"Akmal al-Dīn al-Bābartī, Muḥammad ibn Maḥmūd, 1310 or 1311-1384 or 1385",author,,http://id.loc.gov/authorities/names/nr91037636 http://id.loc.gov/authorities/names/nr91037636 http://viaf.org/viaf/sourceID/LC%7cnr91037636,,,,,,human,Akmal al-Din al-Babarti,Q12180143,Q12482
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?",author,,,,,,,,human,Taftazani,Q764947,Q12298
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?",author,,,,,,,,human,Taftazani,Q764947,Q12298
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,,,,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
"Khaṭībʹzādah, Muḥammad ibn Ibrāhīm, d. 1495",author,,,,,,,,human,Muḥammad ibn Ibrāhīm Khaṭībʹzādah,Q12210645,Q63954
"Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī, approximately 1116-1201",author,,http://id.loc.gov/authorities/names/n84008731,,,,,,human,Abu'l-Faraj ibn al-Jawzi,Q731866,Q12290
"Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 1150-1210",author,,,,,,,,human,Fakhr al-Din al-Razi,Q333703,Q3207
"Nazhmiddin Kubro, 1145 or 1146-1221",author,,,human,Najmuddin Kubra,Q1797377,DSNAME8707,Q101389,,,,
"Muntajab al-Hamadhānī, -1245 or 1246",author,,,human,Muntajab al-Hamadhānī,Q134705529,DSNAME8708,Q101390,,,,
"Kawāshī, Aḥmad ibn Yūsuf, d. 1281",author,,,human,Alkawāshy,Q124744233,DSNAME8709,Q101391,,,,
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286?",author,,,,,,,,human,Al-Baydawi,Q287573,Q12426
"Ṭarasūsī, Muṣṭafá ibn ḥamzah, d. 1466 or 7",author,,,,,,,,,,,
"Hüsrev, Molla, -1480",author,,http://id.loc.gov/authorities/names/n88218446 http://id.loc.gov/authorities/names/n88218446 http://viaf.org/viaf/sourceID/LC%7cn88218446,,,,,,human,Molla Hüsrev,Q12244864,Q12321
"Amāsī, Yūsuf ibn ʻAbd Allāh, -1591 or 1592",author,,,,,,,,human,Yūsuf ibn ʻAbd Allāh Amāsī,Q131386041,Q63939
"Anṣārī, Zakarīyā ibn Muḥammad, approximately 1423-approximately 1520",author,,http://id.loc.gov/authorities/names/n85197808 http://id.loc.gov/authorities/names/n85197808 http://viaf.org/viaf/sourceID/LC%7cn85197808,,,,,,human,Zakariyya al-Ansari,Q4117458,Q12326
"Ṣāliḥī, Muḥammad ibn Yūsuf, -1536",author,,,,,,,,human,Muḥammad ibn Yūsuf Ṣāliḥī,Q20422900,Q63973
"Qarabāghī, Muḥammad ibn ʻAlī, -1535 or 1536",author,,http://id.loc.gov/authorities/names/no2006104905,,,,,,human,Muḥammad ibn ʻAlī Qarabāghī,Q114242406,Q41544
"ʻIṣām al-Asfarāyīnī, Ibrāhīm ibn Muḥammad, 1468 or 1469-1538 or 1539",author,,,,,,,,human,Ibrāhīm ibn Muḥammad ʻIṣām al-Asfarāyīnī,Q25452064,Q12363
"ʻIṣām al-Asfarāyīnī, Ibrāhīm ibn Muḥammad, 1468 or 1469-1538 or 1539",author,,,,,,,,human,Ibrāhīm ibn Muḥammad ʻIṣām al-Asfarāyīnī,Q25452064,Q12363
"Saʻdī Chalabī, Saʻd Allāh ibn ʻĪsá, -1538 or 1539",author,,,,,,,,human,Saʻd Allāh ibn ʻĪsá Saʻdī Chalabī,Q131386095,Q63950
"Kurdī, ʻAbd Allāh ibn Muḥammad, d. 1654",author,,,,,,,,,,,
"Kawākibī, Muḥammad ibn Ḥasan, 1609-1685",author,,,,,,,,human,Alkawākiby,Q125099110,Q63960
"Shaykhʹzādah, Muḥammad ibn Muṣṭafá, -1544 or 1545",author,,,,,,,,human,Muḥammad ibn Muṣṭafá Shaykhʹzādah,Q129951506,Q54161
"Khalkhālī, Ḥusayn al-Ḥusaynī, -1605",author,,,,,,,,human,Ḥusayn al-Ḥusaynī Khalkhālī,Q131398924,Q68411
"Barwajī, Ṣibghat Allāh ibn Rūḥ Allāh, d. 1606 or 7",author,,,,,,,,,,,
"Shirwānī, Muḥammad al-Amīn ibn Ṣadr al-Dīn, -1626 or 1627",author,,,,,,,,human,al-Shirwānī,Q16118418,Q41661
"Siyālkūtī, ʻAbd al-Ḥakīm ibn Shams al-Dīn, -1656",author,,,,,,,,human,ʻAbd al-Ḥakīm ibn Shams al-Dīn Siyālkūtī,Q129951519,Q54171
"Muḥammad ibn al-Luqaymī, 18th cent",author,,,human,Al-Luqaimi,Q55603464,DSNAME8710,Q101392,,,,
"Jarmakī, Abū Bakr ibn al-Ṭāhir, 18th cent",author,,,,,,,,,,,
"İsmail Hakkı, Bursalı, 1653-1724 or 1725",author,,,,,,,,human,İsmail Hakkı Bursevî,Q8084303,Q12427
"Imāmzādah, Aḥmad ibn ʻUthmān, 18th/19th cent",author,,,,,,,,,,,
"Tīrawī, ʻAbd Allāh ibn Muḥammad, d. 1833 or 4",author,,,,,,,,,,,
"Dīrīnī, ʻAbd al-ʻAzīz, 1215-approximately 1295",author,,,,,,,,human,ʻAbd al-ʻAzīz Dīrīnī,Q120599073,Q12360
"Rāzī, Muḥammad ibn Abī Bakr, active 1261",author,,http://id.loc.gov/authorities/names/n82240060,,,,,,human,Muḥammad Ibn-Abī-Bakr ar- Rāzī,Q12240061,Q18664
