row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
11,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.741009100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Ex Bibliotheca monasterii Amorbach ordinis sancti Benedicti""; nearly illegible stamp, ""Furst Leiningen Hofbibliothek""; stamp, ""J. S. Norton M. D.""; Hermann Collitz.",former owner,,,,,
12,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.741009100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Ex dono William Glanvill"" (7 May 1640) on f. 102.",former owner,,,,,
13,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Ex libris Biard"" (f. 1r). ; Bequest of Charles Sumner, 1874",former owner,,,,,
14,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Fragment 506356"" written in pencil on recto. Acquired by the Bancroft Library UC Berkeley from Bernard M. Rosenthal (March 1964). Previous call number f2MS A2M2 1300:13.",former owner,,,,,
15,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Gamuctius de Gamuctis sic de Sancto Giminiano"", (s. XV/XVI); George A. Plimpton (1855-1936).",former owner,,,,,
16,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Georg Friedrich Creuzer (1771-1858), of Heidelberg""; acquired in 1886 from Caspar Rene Gregory.",former owner,,,,,
17,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Homo hominibus 1874"" with entwined O and M (bookplate, inside upper cover). Sold by Bernard M. Rosenthal, Inc. (New York), 1961",former owner,,,,,
18,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Iohannes Causby,"" s. XV, in lower margin.",former owner,,,,,
19,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Iste libellus est fratrum Sancte Crucis in Altonemore prope Eecklus"" showing s. XV ownership by Hohenbusch near Aachen; Leander van Ess (1772-1847); acquired by UTS in 1838.",former owner,,,,,
20,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Iste liber est domini philippi alleap(?)"", 15th century (f. 1r, lower margin); ""817"", 19th(?) century pencil (f. 1r, upper margin); purchased from Boesen in 1959.",former owner,,,,,
21,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""J__uris___ C__onsultus___ Johannis de Sitonis a Scotia Mediolanensis"" (s. XVIII); Carlo Morbio (1811-1881); Prince Baldassare Boncompagni Ludovisi (1821-1894); George A. Plimpton (1855-1936).",former owner,,,,,
22,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Jacobus halthorne notarius"" (s. XVI(in)), who may also have copied the texts on ff. 104-105; Charles Butler (1821-1910); George A. Plimpton (1855-1936).",former owner,,,,,
23,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.057169300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Johan C. Jackson 1853"" inscribed on f. 2r; ""Sir Alexander Campbell 1883-4"" on f. iv; E. H. Van Ingen; John Frederick Lewis, Philadelphia.",former owner,,,,,
24,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""John Meade"" owned the book in the early sixteenth century. By the middle of the eighteenth century, it belonged to Sir Robert Smyth, Baronet, of Isfield, Sussex whose armorial bookplate is on the front pastedown (Rietstap, vol. 5, pl. 319); his sale, Sotheby's, 10 April 1809, lot 893 to Richard Heber (1773-1833). Heber's price annotations are written on Smyth's bookplate; notes regarding the authorship of Piers Plowman on f. i may also be Heber's. Heber sale, pt. XI by Evans, 10 February 1836, lot 973 to Payne for Sir Thomas Phillipps; Phillipps MS 8231. In modern pencil on the front pastedown, the Phillipps shelfmark, ""a47.297."" Acquired privately by Henry E. Huntington through A. S. W. Rosenbach in 1923.",former owner,,,,,
25,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""K. Aux. Coustiaulx"" stamped in gold on binding (Katherine Auxcouteaux?). R.L. Stuart collection (no. 13864), bequeathed 1892.",former owner,,,,,
26,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Leonardi boni quondam Inghi""; Campofregoso ownership in 1462; monastic ownership in 1473; Giuseppe Beltramelli of Bergamo (1734-1816); Guglielmo Libri (1802-1869); Sir Thomas Phillipps (1792-1872), his n. 16291; George A. Plimpton (1855-1936).",former owner,,,,,
27,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""MS 195"" written in paper on front pastedown of each volume; acquired by the Robbins Collection in 1997 or 98.",former owner,,,,,
28,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Marii Caetani Aglioti Pauli F.,"" ca. 1650; Richard Heber (1773-1833); Friedrich Ludwig von Keller (1799-1860); George A. Plimpton (1855-1936).",former owner,,,,,
29,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Michelangello""?, s. XVI; Agapitus Gidettus, s. XVII; ""Liber Albertani""?, s. XVII?; George A. Plimpton (1855-1936).",former owner,,,,,
30,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""No. 601A"" in an unidentified English dealer's catalogue, possibly Tregaskis ; John Frederick Lewis, Philadelphia",former owner,,,,,
31,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""P__?___ A. D. m. ccclviiii. die xxvi. nou.""; ""Stephani Bo__?___""; Giovanni Aurispa (1376-1459); Federico Patteta (1867-1945); George A. Plimpton (1855-1936).",former owner,,,,,
32,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Pertinet ad P. Amandum Ruepp(?) O.P."" 18th(?) century",former owner,,,,,
33,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Philippi Monti,"" f. 1; Cardinal Domenico Passionei (1682-1761); Sidney Graves Hamilton (1855-1916); his sale, Sotheby's (25 July 1917, lot 10) to Dobell. Date of acquisition by Bancroft Library UC Berkeley unrecorded. Formerly t2MS BX885 B6.",former owner,,,,,
34,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Presbiter dominus bernardinus ? de la mot//,"" s. XV, on inside front cover; gift, 1943, of Henry Rogers Benjamin and Beatrice Benjamin Cartwright from the collection of their late father, William Evarts Benjamin.",former owner,,,,,
35,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Pro ecclesia Zevenensi,"" s. XVII.",former owner,,,,,
36,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Roggerus Clari Iudex""; George A. Plimpton (1855-1936).",former owner,,,,,
37,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Samoth Senohi"" (i.e. ""Thomas Jones""), England, s. XVI; leaves survived as a binding scrap; George A. Plimpton (1855-1936).",former owner,,,,,
38,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""Sr M v h Ao"" (Brigittine nun); Hermann Collitz; purchased from the Linguistic Society of America, 1946.",former owner,,,,,
39,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.742007200Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.058171300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.701423300Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.199818700Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.448617100Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.370664900Z","""T.S.R."" as a stamped monogram on f. 188v; probably G. Libri sale (London, 28 March 1859 n. 279); Sir Thomas Phillipps; his MS 16693; Wilfrid M. Voynich (1927); Leroy Crummer (1927); presented by Mrs. Crummer to the School of Medicine in 1934.",former owner,,,,,
