name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Conradus, de Brundelsheim, -1321",author,,,,,,,,human,Konrad von Brundelsheim,Q96358542,Q6103
"Cavalca, Domenico, -1342",author,,,,,,,,human,Domenico Cavalca,Q3712952,Q6104
"Martini, Giuseppe, 1870-1944",former owner,,http://id.loc.gov/authorities/names/nr99009017,,,,,,human,Giuseppe Martini,Q98834332,Q1497
"Augustine, of Hippo, Saint, 354-430",author,,,,,,,,human,Augustine of Hippo,Q8018,Q1515
"Gregory IX, Pope, approximately 1170-1241",author,,,,,,,,human,Gregory IX,Q124831,Q1942
"Hieronymus, Johannis, de Florentia, ca. 1387 - 1454",author,,,,,,,,human,Johannis Hieronymus,Q120442566,Q6105
"Gallus, Abbot of Königssaal, active approximately 1370",author,,,,,,,,human,Gallus,Q55936638,Q6106
"Mandeville, John, Sir",author,,,,,,,,human,John Mandeville,Q24766,Q6114
"Porphyry, approximately 234-approximately 305",author,,,,,,,,human,Porphyry,Q203445,Q3781
Aristotle,author,,,,,,,,human,Aristotle,Q868,Q395
"Owens, Alpha Loretta, 1877-1965",former owner,,,,,,,,human,Alpha Loretta Owens,Q120442576,Q6108
"Peter Riga, approximately 1140-1209",author,,http://id.loc.gov/authorities/names/n87118179,,,,,,human,Petrus Riga,Q556117,Q6085
Chartreuse de Montrieux,former owner,,,,,,,,organization,Chartreuse de Montrieux-le-Vieux,Q2961270,Q6086
"Jacobus de Lausanne, active 1303-1322",author,,,,,,,,human,James of Lausanne,Q19663889,Q6084
"Versor, Johannes, -approximately 1485",author,,,,,,,,human,John Versor,Q1698538,Q6109
"Révérend du Mesnil, E. 1832-1895",former owner,,,,,,,,human,Edmond Révérend du Mesnil,Q55672340,Q6116
"Abbaye Saint-Sulpice (Ain, France)",former owner,,,,,,,,organization,Abbaye de Saint-Sulpice,Q1572876,Q6117
"Hieronymus, de Canonicis, active 1472",scribe,,,,,,,,human,Hieronymus de Canonicis,Q120442565,Q6131
"Bracciolini, Giovan Battista, 1440-1470",author,,,,,,,,human,Giovan Battista Bracciolini,Q3766057,Q6132
"Ridolfini, Rinaldo",former owner,,,,,,,,human,Rinaldo Ridolfini,Q120442581,Q6133
"North, Frederick, Earl of Guilford, 1766-1827",former owner,,,,,,,,human,"Frederick North, 5th Earl of Guilford",Q333623,Q405
"Heber, Richard, 1773-1833",former owner,,,,,,,,human,Richard Heber,Q4502479,Q6134
"Petrus, de Isolella",author,,,,,,,,human,Petrus de Isolella,Q120442577,Q6135
"Beroaldo, Filippo, 1453-1505",author,,,,,,,,human,Filippo Beroaldo,Q3071870,Q6083
Pseudo-Phalaris,author,,,,,,,,human,Pseudo-Phalaris,Q101173400,Q826
"Antonius, de Bozollo",scribe,,,,,,,,human,Antonius de Bozollo,Q117338088,Q827
"Nicoluccio, di Ascoli",author,,,,,,,,human,Nicoluccio di Ascoli,Q120442574,Q6107
"Tresham, Thomas, Sir",former owner,,,,,,,,human,Thomas Tresham II,Q7794558,Q6146
"Legrand, Jacques, approximately 1365-1415",author,,,,,,,,human,Jacques Legrand,Q56320064,Q6151
"Sextus, Pythagoreus",author,,,,,,,,human,Sextus the Pythagorean,Q11949632,Q6087
"Isidore, of Seville, Saint, -636",author,,http://id.loc.gov/authorities/names/n80139470,,,,,,human,Isidore of Seville,Q166876,Q428
"Jerome, Saint, -419 or 420",author,,,,,,,,human,Jerome,Q44248,Q898
"Eusebius, of Cremona, Saint, -approximately 423",author,,,,,,,,human,Eusebius of Cremona,Q24013788,Q6088
"Lactantius, approximately 240-approximately 320",author,,,,,,,,human,Lactantius,Q209102,Q6089
"Guillaume, de Lanicia, -approximately 1310",author,,,,,,,,human,Guillaume de Lanicia,Q64032846,Q426
"Victor, Sextus Aurelius",author,,,,,,,,human,Aurelius Victor,Q275606,Q6090
"Ess, Leander van, 1772-1847",former owner,,,,,,,,human,Johann Heinrich van Ess,Q1810643,Q1514
Kölner Kartause,former owner,,,,,,,,organization,Cologne Charterhouse,Q291014,Q6081
"Jacobus, de Benevento, active 1255-1271",author,,,,,,,,human,Iacopo da Benevento,Q3791438,Q6091
"Hugh, of Saint-Cher, Cardinal, approximately 1200-1263",author,,,,,,,,human,Hugh of Saint-Cher,Q1365254,Q6092
"William, de Montibus, approximately 1140-1213",author,,,,,,,,human,William de Montibus,Q18535021,Q6093
"Hugh, of Balma, active 13th century",author,,,,,,,,human,Hugh of Balma,Q15090859,Q6094
"Lena, suor active 1500",scribe,,,,,,,,human,Lena suor,Q120442572,Q6095
"Turazza, Domenico, 1813-1892",former owner,,,,,,,,human,Domenico Turazza,Q3713276,Q6096
Xenophon,author,,,,,,,,human,Xenophon,Q129772,Q6097
"Wandel, Gudrun, 1882-1976",former owner,,,,,,,,human,Gudrun Wandel,Q120442590,Q6098
"Wandel, Sigurd, 1875-1947",former owner,,,,,,,,human,Sigurd Wandel,Q18716256,Q6099
"Barzizza, Gasparino, approximately 1360-1431",author,,,,,,,,human,Gasparinus de Bergamo,Q1236187,Q6100
"Cherubino da Spoleto, Franciscan",author,,,,,,,,human,Cherubino da Spoleto,Q18945146,Q6101
"Angelo, Simone d', frater, active 1486",author,,,,,,,,human,Simone d' Angelo,Q120442552,Q6102
"Appeldorn, Herman, -1473",scribe,,,,,,,,human,Herman Appeldorn,Q120442553,Q6079
"Ranshaw, Robert, 1836-1924",former owner,,,,,,,,human,Robert Ranshaw,Q120442579,Q6080
"Compagnia de disciplinati della misericordia del Salvatore (Florence, Italy)",author,,,,,,,,organization,Compagnia de disciplinati della misericordia del Salvatore,Q120442742,Q6150
"Zonaras, Joannes, active 12th century",author,,,,,,,,human,John Zonaras,Q32052,Q6140
Martial,author,,,,,,,,human,Martial,Q2098,Q6136
"Pliny, the Younger",author,,,,,,,,human,Pliny the Younger,Q168707,Q6137
"Tiraboschi, Jacopo, active 1470-1479",scribe,,,,,,,,human,Jacopo Tiraboschi,Q120442587,Q6138
"Thorpe, Thomas, 1791-1851",former owner,,,,,,,,human,Thomas Thorpe,Q94353688,Q1822
"Baillie-Weaver, Harold, 1860-1926",former owner,,,,,,,,human,Harold Baillie Weaver,Q18821788,Q1582
"Gibson-Carmichael, Thomas David, Baron Carmichael, 1859-1926",former owner,,,,,,,,human,"Thomas Gibson-Carmichael, 1st Baron Carmichael",Q2424246,Q6139
"Ochino, Bernardino, 1487-1564",author,,,,,,,,human,Bernardino Ochino,Q822924,Q6141
"Caresini, Rafaino, 1314?-1390",author,,,,,,,,human,Rafaino Caresini,Q41568536,Q6142
"Bonaventure, Saint, Cardinal, approximately 1217-1274",author,,,,,,,,human,Bonaventure,Q43746,Q1935
"Alexander VI, Pope, 1431-1503",author,,http://id.loc.gov/authorities/names/n50058829,,,,,,human,Alexander VI,Q108316,Q3818
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D",author,,http://id.loc.gov/authorities/names/n79004229,,,,,,human,Seneca,Q2054,Q6126
"Cicero, Marcus Tullius",author,,http://id.loc.gov/authorities/names/n79032166,,,,,,human,Cicero,Q1541,Q1813
"Ascherson, Charles Stephen, 1877-1945",former owner,,,,,,,,human,Charles Stephen Ascherson,Q51376234,Q3815
Virgil,author,,http://id.loc.gov/authorities/names/n79014062,,,,,,human,Virgil,Q1398,Q6128
"Caracciolo, Tristano, approximately 1435-1528",author,,,,,,,,human,Tristano Caracciolo,Q1324187,Q6122
"Ruffo, Giordano, -1256",author,,,,,,,,human,Giordano Ruffo,Q3106874,Q6130
"Augustinus, de Ancona, -1328",author,,,,,,,,human,Augustinus Triumphus,Q2871655,Q6074
"Baldung, Johannes, active 1465-1514",scribe,,,,,,,,human,Johannes Baldung,Q120442554,Q6075
"Putnam, Samuel H. 1834?-",former owner,,,,,,,,human,Samuel H. Putnam,Q120442578,Q6076
"Getz, Milton E., Mrs",former owner,,,,,,,,human,Estelle Getz,Q113015599,Q6077
"Prediger (Schwäbisch Gmünd, Germany)",former owner,,,,,,,,organization,Prediger (Schwäbisch Gmünd),Q1751370,Q6078
"Colonne, Guido delle, active 13th century",author,,,,,,,,human,Guido delle Colonne,Q1248842,Q1957
"Taylor, Virginia, 1898-1983",former owner,,,,,,,,human,Virginia Taylor,Q120442586,Q6152
"Broomall, Henry Lewis, 1860-1930",former owner,,,,,,,,human,Henry Lewis Broomall,Q120442557,Q6153
"Diego de Carrione, Fernando, active approximately 1470",author,,,,,,,,human,Fernando Diego de Carrione,Q120442559,Q6127
"Nider, Johannes, approximately 1380-1438",author,,,,,,,,human,Johannes Nider,Q66836,Q6125
Reichskartause Buxheim,former owner,,,,,,,,organization,Buxheim Charterhouse,Q460224,Q832
"Aureolus, Petrus, approximately 1280-1322",author,,,,,,,,human,Petrus Aureolus,Q1383191,Q6082
Compagnia del Gonfalone de Roma,author,,,,,,,,organization,Compagnia del Gonfalone de Roma,Q120442743,Q6063
"Jacobus, de Burgo Sancti Sepulcri, active 1380",author,,,,,,,,human,Jacobus de Burgo,Q120442568,Q6129
Florence (Italy),author,,,,,,,,organization,Florence,Q2044,Q6062
"Walterus de Valle, active 15th century",scribe,,,,,,,,human,Walterus de Valle,Q120442589,Q6118
"Barresi, Matteo, marchese di Pietraperzia, -1531 or 1532",former owner,,,,,,,,human,Matteo Barresi,Q120442555,Q6119
"Gallo, Paolo, active 16th century-17th century",former owner,,,,,,,,human,Paolo Gallo,Q120442561,Q6120
Pseudo-Abdias,author,,,,,,,,human,Abdias of Babylon,Q2821315,Q6121
"John Chrysostom, Saint, -407",author,,http://id.loc.gov/authorities/names/n80001460,,,,,,human,John Chrysostom,Q43706,Q6124
"Grosseteste, Robert, 1175?-1253",author,,,,,,,,human,Robert Grosseteste,Q256541,Q6143
"Alciati, Andrea, 1492-1550",author,,,,,,,,human,Andrea Alciato,Q464471,Q6144
"Guarini, Battista, 1538-1612",author,,,,,,,,human,Giovanni Battista Guarini,Q542039,Q6145
"Aelfric, Abbot of Eynsham",author,,,,,,,,human,Ælfric of Eynsham,Q271377,Q1550
"Burgh, Hubert de, -1243",author,,,,,,,,human,"Hubert de Burgh, 1st Earl of Kent",Q1381324,Q6157
"Lancaster, Edmund, Earl of, 1245-1296",author,,,,,,,,human,Edmund Crouchback,Q447802,Q6154
"Gwenllian, 1282-1337",author,,,human,Gwenllian of Wales,Q469952,DSNAME1276,Q6155,,,,
Walerand ap Adam,author,,,,,,,,human,Walerand ap Adam,Q114242491,Q6156
"Hakesalt, Henry",author,,,,,,,,human,Henry Hakesalt,Q113864323,Q6162
"Faber, Abraham",author,,,,,,,,human,Abraham Faber,Q67198306,Q6158
"Daffyd, ap Philip",author,,,,,,,,human,Daffyd ap Philip,Q120442558,Q6159
"Jennings, Kenneth J. ""Bud"", 1930-2019",former owner,,,,,,,,human,"Kenneth J. ""Bud"" Jennings",Q120442570,Q6163
"Dati, Gregorio, 1362-1436",author,,,,,,,,human,Gregorio Dati,Q3776498,Q6123
Spain. Sovereign (1556-1598 : Philip II),author,,,,,,,,organization;human,Spain;Philip II of Spain,Q29;Q34417,Q392;Q17780
