subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Astrology--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2007100969,,,,Astrology;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636,"Q258;Q300"
Arabic language--Inflection--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2009115217,,,,Arabic language--Inflection;Early works,http://id.worldcat.org/fast/812360;http://id.worldcat.org/fast/1411636,"Q11359;Q300"
Fatwas,0,a,http://id.loc.gov/authorities/subjects/sh85047475,,,,Fatwas,http://id.worldcat.org/fast/921976,"Q11267"
Divination--Islamic countries--Early works to 1800,0,a--z--v,,,,,Divination;Islamic countries;Early works,http://id.worldcat.org/fast/895747;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636,"Q26839;Q2810;Q300"
Islam--Miscellanea--Early works to 1800,0,a--v--v,,,,,Islam;Miscellanea;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1353832;http://id.worldcat.org/fast/1411636,"Q3549;Q11293;Q300"
"Medicine, Arab--Formulae, receipts, prescriptions--Early works to 1800",0,a--v--v,,"Medicine, Arab;Prescriptions, formulae, receipts, etc.;Early works",http://id.worldcat.org/fast/1015186;http://id.worldcat.org/fast/1424054;http://id.worldcat.org/fast/1411636,Q2778;Q3042;Q300,,,
Turkish letters--Early works to 1800,0,a--v,,Turkish letters;Early works,http://id.worldcat.org/fast/1746752;http://id.worldcat.org/fast/1411636,Q54945;Q300,,,
Persian letters--Early works to 1800,0,a--v,,,,,Persian letters;Early works,http://id.worldcat.org/fast/1058523;http://id.worldcat.org/fast/1411636,"Q48771;Q300"
Islam--Doctrines--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh87000152,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,"Q11301;Q300"
Islam--Customs and practices--Early works to 1800,0,a--x--v,,,,,Islam--Customs and practices;Early works,http://id.worldcat.org/fast/979785;http://id.worldcat.org/fast/1411636,"Q11380;Q300"
"Qurʼan--Criticism, interpretation, etc.--Early works to 1800",0,a--x--v,,"Qurʼan;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q11441;Q177;Q300,,,
Islam--Coutumes et pratiques--Ouvrages avant 1800,6,a--x--v,,,,,Islam--Customs and practices;Early works,http://id.worldcat.org/fast/979785;http://id.worldcat.org/fast/1411636,"Q11380;Q300"
Islam--Customs and practices,fast,a--x,,,,,Islam--Customs and practices,http://id.worldcat.org/fast/979785,"Q11380"
Turkish poetry,0,a,,,,,Turkish poetry,http://id.worldcat.org/fast/1159504,"Q18296"
Land tenure--Law and legislation--Turkey--Early works to 1800,0,a--x--z--v,,Land tenure--Law and legislation;Turkey;Early works,http://id.worldcat.org/fast/991383;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q38973;Q4294;Q300,,,
Land use--Law and legislation--Turkey--Early works to 1800,0,a--x--z--v,,Land use--Law and legislation;Turkey;Early works,http://id.worldcat.org/fast/991514;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q16268;Q4294;Q300,,,
Land tenure (Islamic law)--Early works to 1800,0,a--v,,Land tenure (Islamic law);Early works,http://id.worldcat.org/fast/991424;http://id.worldcat.org/fast/1411636,Q11402;Q300,,,
Leases (Islamic law),0,a,http://id.loc.gov/authorities/subjects/sh85075559,Leases (Islamic law),http://id.worldcat.org/fast/995068,Q27306,,,
Loans (Islamic law),0,a,http://id.loc.gov/authorities/subjects/sh87001948,Loans (Islamic law),http://id.worldcat.org/fast/1001066,Q26714,,,
Taxation (Islamic law),0,a,http://id.loc.gov/authorities/subjects/sh85132872,Taxation (Islamic law),http://id.worldcat.org/fast/1143990,Q54950,,,
Waqf,0,a,http://id.loc.gov/authorities/subjects/sh90006168,Waqf,http://id.worldcat.org/fast/1170323,Q11403,,,
Salat,0,a,http://id.loc.gov/authorities/subjects/sh00008529,,,,Salat,http://id.worldcat.org/fast/1103765,"Q39075"
Prayer--Islam,0,a--x,http://id.loc.gov/authorities/subjects/sh85106123,,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,"Q11135"
Astronomical instruments--Early works to 1800,0,a--v,,,,,Astronomical instruments;Early works,http://id.worldcat.org/fast/819641;http://id.worldcat.org/fast/1411636,"Q2809;Q300"
Astronomy--Early works to 1800,0,a--v,,,,,Astronomy;Early works,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636,"Q166;Q300"
"Astronomy, Arab--Tables--Early works to 1800",0,a--v--v,,,,,"Astronomy, Arab;Tables;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1423914;http://id.worldcat.org/fast/1411636,"Q3035;Q18329;Q300"
"Letter writing, Persian--Early works to 1800",0,a--v,,,,,"Letter writing, Persian;Early works",http://id.worldcat.org/fast/996745;http://id.worldcat.org/fast/1411636,"Q48787;Q300"
Timekeeping--Early works to 1800,0,a--v,,,,,Timekeeping;Early works,http://id.worldcat.org/fast/1151204;http://id.worldcat.org/fast/1411636,"Q11354;Q300"
Commerce--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,Commerce--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/869309;http://id.worldcat.org/fast/1411636,Q11319;Q300,,,
Economics--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,Economics--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/902190;http://id.worldcat.org/fast/1411636,Q8012;Q300,,,
Faith (Islam)--Early works to 1800,0,a--v,,,,,Faith (Islam);Early works,http://id.worldcat.org/fast/919954;http://id.worldcat.org/fast/1411636,"Q11466;Q300"
God (Islam)--Early works to 1800,0,a--v,,,,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,"Q11509;Q300"
Interest (Islamic law)--Early works to 1800,0,a--v,,Interest (Islamic law);Early works,http://id.worldcat.org/fast/976152;http://id.worldcat.org/fast/1411636,Q12645;Q300,,,
Pillars of Islam--Early works to 1800,0,a--v,,Pillars of Islam;Early works,http://id.worldcat.org/fast/1064104;http://id.worldcat.org/fast/1411636,Q11592;Q300,,,
Sales (Islamic law)--Early works to 1800,0,a--v,,Sales (Islamic law);Early works,http://id.worldcat.org/fast/1103815;http://id.worldcat.org/fast/1411636,Q54951;Q300,,,
Sunnites--Doctrines--Early works to 1800,0,a--x--v,,Sunnites;Islam--Doctrines;Early works,http://id.worldcat.org/fast/1138714;http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11483;Q11301;Q300,,,
Worship (Islam)--Early works to 1800,0,a--v,,Worship (Islam);Early works,http://id.worldcat.org/fast/1181460;http://id.worldcat.org/fast/1411636,Q54952;Q300,,,
Metaphysics,0,a,,Metaphysics,http://id.worldcat.org/fast/1018304,Q277,,,
Ontology,0,a,,Ontology,http://id.worldcat.org/fast/1045995,Q7698,,,
Creation (Islam),0,a,,Creation (Islam),http://id.worldcat.org/fast/882392,Q11434,,,
God (Islam),0,a,,,,,God (Islam),http://id.worldcat.org/fast/944142,"Q11509"
Turkey--History--1683-1829,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85138813,Turkey;History,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/958235,Q4294;Q6879,,,
Turkey--History--19th century,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85138821,Turkey;History;Nineteenth century,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q4294;Q6879;Q3538,,,
Turkey--Politics and government--19th century,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85138843,Turkey;Politics and government;Nineteenth century,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1919741;http://id.worldcat.org/fast/1037841,Q4294;Q4927;Q3538,,,
"Turkey--History--Selim III, 1789-1807",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85138820,Turkey;History;1789-1807,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355754,Q4294;Q6879;Q10785,,,
Turkish literature--19th century,0,a--y,http://id.loc.gov/authorities/subjects/sh85138892,Turkish literature;Nineteenth century,http://id.worldcat.org/fast/1159487;http://id.worldcat.org/fast/1037841,Q54939;Q3538,,,
Turkish poetry--19th century,0,a--y,http://id.loc.gov/authorities/subjects/sh85138899,Turkish poetry;Nineteenth century,http://id.worldcat.org/fast/1159504;http://id.worldcat.org/fast/1037841,Q18296;Q3538,,,
Metaphysics--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008107714,,,,Metaphysics;Early works,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1411636,"Q277;Q300"
Ontology--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2010104408,,,,Ontology;Early works,http://id.worldcat.org/fast/1045995;http://id.worldcat.org/fast/1411636,"Q7698;Q300"
God (Islam)--Doctrines--Early works to 1800,0,a--x--v,,,,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,"Q11509;Q300"
Creation (Islam)--Early works to 1800,0,a--v,,,,,Creation (Islam);Early works,http://id.worldcat.org/fast/882392;http://id.worldcat.org/fast/1411636,"Q11434;Q300"
Dervishes--Conduct of life--Early works to 1800,0,a--x--v,,Dervishes;Conduct of life;Early works,http://id.worldcat.org/fast/891104;http://id.worldcat.org/fast/874563;http://id.worldcat.org/fast/1411636,Q11531;Q4792;Q300,,,
Sufism--Rituals--Early works to 1800,0,a--x--v,,Sufism--Rituals;Early works,http://id.worldcat.org/fast/1137268;http://id.worldcat.org/fast/1411636,Q54934;Q300,,,
Hadith--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh86008156,,,,Hadith;Early works,http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411636,"Q3581;Q300"
Sufism--Rituals,0,a--x,http://id.loc.gov/authorities/subjects/sh86007313,Sufism--Rituals,http://id.worldcat.org/fast/1137268,Q54934,,,
Naqshabandīyah--History,0,a--x,,Naqshabandīyah;History,http://id.worldcat.org/fast/1032725;http://id.worldcat.org/fast/958235,Q48270;Q6879,,,
Naqshabandīyah members--Bulgaria,0,a--z,,Naqshabandīyah members;Bulgaria,http://id.worldcat.org/fast/1032728;http://id.worldcat.org/fast/1212489,Q48786;Q4886,,,
Naqshabandīyah--Doctrines,0,a--x,,Naqshabandīyah;Sufism--Doctrines,http://id.worldcat.org/fast/1032725;http://id.worldcat.org/fast/1137260,Q48270;Q11235,,,
Poésie soufie turque--18e siècle,6,a--y,,"Sufi poetry, Turkish;Eighteenth century",http://id.worldcat.org/fast/1137248;http://id.worldcat.org/fast/904058,Q54935;Q3024,,,
"Medicine, Arab",0,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,"Q2778"
"Medicine, Turkish--Early works to 1800",0,a--v,,Early works,http://id.worldcat.org/fast/1411636,Q300,,,
Medicine--Islamic Empire--Early works to 1800,0,a--z--v,,Medicine;Islamic Empire;Early works,http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q234;Q11211;Q300,,,
Médecine arabe,6,a,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778,,,
Médecine--Empire islamique--Ouvrages avant 1800,6,a--z--v,,Medicine;Islamic Empire;Early works,http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q234;Q11211;Q300,,,
Medicine,fast,a,,,,,Medicine,http://id.worldcat.org/fast/1014893,"Q234"
"Medicine, Arab",fast,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,"Q2778"
"Prophets--Charts, diagrams, etc.--Early works to 1800",0,a--v--v,,"Prophets;Charts, diagrams, etc.;Early works",http://id.worldcat.org/fast/1079211;http://id.worldcat.org/fast/1423732;http://id.worldcat.org/fast/1411636,Q18325;Q38448;Q300,,,
