genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Psalters,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026080,,,,Psalters,http://id.worldcat.org/fast/1922512,Q38533
Illuminatedmanuscripts,aat,http://vocab.getty.edu/aat/300265483,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Gothic scripts,aat,http://vocab.getty.edu/aat/300195226,,,,Gothic scripts,http://vocab.getty.edu/aat/300195226,Q16360
Books of hours,rbmscv,,,,,Books of hours,http://id.loc.gov/vocabulary/rbmscv/cv01037,Q38439
Bookhands,aat,http://vocab.getty.edu/aat/300200668,,,,book hands,http://vocab.getty.edu/aat/300200668,Q48502
Commentaries,fast,(OCoLC)fst01423723,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Dictionaries,fast,(OCoLC)fst01423826,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Notarial documents,aat,http://vocab.getty.edu/aat/300164785,,,,notarial documents,http://vocab.getty.edu/aat/300164785,Q2777
History,fast,(OCoLC)fst01411628http://id.worldcat.org/fast/1411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
Sources,fast,(OCoLC)fst01423900http://id.worldcat.org/fast/1423900,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
manuscripts (documents),aat,(CStmoGRI)aatgf300028569,,,,manuscripts (documents),http://vocab.getty.edu/aat/300028569,Q10789
History,fast,(OCoLC)fst01411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
Annals and chronicles,lcgft,,,,,Annals and chronicles,http://id.worldcat.org/fast/1919892,Q336
Manuscripts,lcgft,,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
Illuminatedmanuscripts,aat,(CStmoGRI)aatgf300265483http://vocab.getty.edu/aat/300265483,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
illuminated manuscripts,aat,(CStmoGRI)aatgf300265483,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Sermons,lcgft,,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
Cursive scripts,aat,,cursive scripts,http://vocab.getty.edu/aat/300375118,Q48503,,,
Texts,fast,(OCoLC)fst01423705,,,,Texts,http://id.worldcat.org/fast/1423705,Q3066
Psalters,lcgft,,,,,Psalters,http://id.worldcat.org/fast/1922512,Q38533
illuminatedmanuscripts,aat,(CStmoGRI)aatgf300265483,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Prayers and devotions,fast,(OCoLC)fst01423909,,,,Prayers and devotions,http://id.worldcat.org/fast/1423909,Q3052
Armorial stamps,rbmscv,,,,,Armorial stamps,http://id.loc.gov/vocabulary/rbmscv/cv00139,Q16391
Encyclopedias,lcgft,,,,,Encyclopedias,http://id.worldcat.org/fast/1423798,Q38469
Flap bindings,rbmscv,,,,,Flap bindings,http://id.loc.gov/vocabulary/rbmscv/cv00468,Q5826
Illegible markings,rbmscv,,,,,Illegible markings,http://id.loc.gov/vocabulary/rbmscv/cv00159,Q16287
miniatures (paintings),aat,,,,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Ink stamps,rbmscv,,,,,Ink stamps,http://id.loc.gov/vocabulary/rbmscv/cv00246,Q16275
Poetry,lcgft,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Prayers,lcgft,,,,,Prayers,http://id.worldcat.org/fast/1939841,Q38528
Prayer books,rbmscv,,,,,Prayer books,http://id.loc.gov/vocabulary/rbmscv/cv01759,Q38527
Lacquered bindings,rbmscv,,,,,Lacquered bindings,http://id.loc.gov/vocabulary/rbmscv/cv00578,Q27295
Miniatures (Illuminations),gmgpc,,,,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Masnavis,lcgft,,,,,Masnavis,http://id.worldcat.org/fast/1922465,Q12520
Epic poetry,lcgft,,,,,Epic poetry,http://id.worldcat.org/fast/1726596,Q38472
Sermons,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026051,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
Psalms,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026079,Psalms,http://id.worldcat.org/fast/1922511,Q108685,,,
processionals,aat,,,,,processionals,http://vocab.getty.edu/aat/300395571,Q38530
Graduals (Service books),lcgft,http://id.loc.gov/authorities/genreForms/gf2014026842,,,,Graduals (Service books),http://id.worldcat.org/fast/1920168,Q16317
Missals (Service books),lcgft,http://id.loc.gov/authorities/genreForms/gf2014026941,,,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
Service books (Music),lcgft,http://id.loc.gov/authorities/genreForms/gf2014027085,,,,Service books (Music),http://id.worldcat.org/fast/1920350,Q10819
Commentaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2025026014,Commentaries,http://id.worldcat.org/fast/1423723,Q2812,,,
Caroline minuscule,aat,,,,,Caroline minuscule,http://vocab.getty.edu/aat/300195207,Q10803
Martyrologies,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026033,,,,Martyrologies,http://id.worldcat.org/fast/1922463,Q66749
book hands,aat,,,,,book hands,http://vocab.getty.edu/aat/300200668,Q48502
documentary scripts,aat,,,,,documentary scripts,http://vocab.getty.edu/aat/300200828,Q26827
Shelf marks,rbmscv,,,,,Shelf marks,http://id.loc.gov/vocabulary/rbmscv/cv00268,Q16356
homiliaries,aat,,,,,homiliaries,http://vocab.getty.edu/aat/300211641,Q4140
Armenian alphabet,aat,,Armenian alphabet,http://vocab.getty.edu/aat/300400698,Q108686,,,
psalms,aat,,,,,psalms,http://vocab.getty.edu/aat/300379856,Q3641
graduals,aat,,,,,graduals,http://vocab.getty.edu/aat/300026462,Q4165
humanistic scripts,aat,,,,,humanistic scripts,http://vocab.getty.edu/aat/300210204,Q10824
Manicules,rbmscv,,,,,Manicules,http://id.loc.gov/vocabulary/rbmscv/cv00248,Q5909
Legal instruments,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026355,,,,Legal instruments,http://id.worldcat.org/fast/1774279,Q27390
notarial documents,aat,,,,,notarial documents,http://vocab.getty.edu/aat/300164785,Q2777
Deeds,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026193,,,,Deeds,http://id.worldcat.org/fast/1774263,Q38455
Blind stamps,rbmscv,,,,,Blind stamps,http://id.loc.gov/vocabulary/rbmscv/cv00225,Q48501
