ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,digital-scriptorium,Q49210,New York University,Fragment 003,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","","","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",Extent: f. 1r-v; 130 x 103.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 004,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Sermons,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",Extent: f. 1r-v; 199 x 120.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 005,"",,England,"","s. XII, 1100-1199",1100-1199,http://vocab.getty.edu/aat/300404504,false,,"","","Bible, N. T. , glossed","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 94 x 87.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 006,"",,Engalnd,"","s. XVI(2), 1550-1599",1550-1599,http://vocab.getty.edu/aat/300404510,false,,"","","","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 62 x 215.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 007,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Scriptum super Sententiis,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",Extent: ff. 1-2v; 275 x 217.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 008 and Fragment 009,"",,Italy,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Decretum,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: ff. 1-2v; 300 x 215.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 016,"",,England,"","s. XIV#^1/4#, 1300-1325",1300-1325,http://vocab.getty.edu/aat/300404506,false,,"","",Chronicle,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",Extent: f. 1.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 010,"",,England,"","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,true,,"","",Sureties for peaceable behavior,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r; f. 1v blank; 60 x 230.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 011,"",,"England, Sussex","","s. XIII#^3/3#, 1260-1299",1260-1299,http://vocab.getty.edu/aat/300404505,false,,"","",Notes of fines,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 66 x 231 mm.,"We are very grateful to Dr. Mary L. Robertson and to Sir John H. Baker for their help in identifying the documents in this series: NYU Fragments 11, 12, 13, 19, 20. In addition, the class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 012,"",,"England, Dorset","","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,true,,"","",Notes of fines,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 137 x 215 mm.,"We are very grateful to Dr. Mary L. Robertson and to Sir John H. Baker for their help in identifying the documents in this series: NYU Fragments 11, 12, 13, 19, 20.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 013,"",,"England, Leicestershire and Rutland","","","",,false,,"","",Notes of fines,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 105 x 216 mm.,"We are very grateful to Dr. Mary L. Robertson and to Sir John H. Baker for their help in identifying the documents in this series: NYU Fragments 11, 12, 13, 19, 20.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 014,"",,"","","","",,false,,"","",text 1,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 017,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Sermo de spiritu sancto,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",paper,Extent: f. 1 (recto only; is pasted down to a sheet of paper.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 018,"",,England,"","s. XV#^2/4#, 1425-1450",1425-1450,http://vocab.getty.edu/aat/300404465,false,,"","",Order for peaceable behavior,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1 recto; verso is blank.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 019,"",,"England, Kent","",1400-1499,1400-1499,http://vocab.getty.edu/aat/300404465,true,,"","",Notes of fines,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 105 x 194 mm.,"We are very grateful to Dr. Mary L. Robertson and to Sir John H. Baker for their help in identifying the documents in this series: NYU Fragments 11, 12, 13, 19, 20.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 020,"",,"England,  Leicestershire and Staffordshire","","s. XV#^1/4#, 1400-1425",1400-1425,http://vocab.getty.edu/aat/300404465,true,,"","",Notes of fines,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 110 x 198 mm.,"We are very grateful to Dr. Mary L. Robertson and to Sir John H. Baker for their help in identifying the documents in this series: NYU Fragments 11, 12, 13, 19, 20.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 021,"",,England,"","s. XVI(1), 1500-1550",1500-1550,http://vocab.getty.edu/aat/300404510,false,,"","",Writ of Praecipe,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1; reverse is blank except for notes.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 022,"",,England,"","s. XV#^4/4#, 1475-1499|s. XV#^4/4#, 1475-1499",1475-1499|1475-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Writ of Praecipe|Writ of Praecipe,"","",,"",,"","",,|,"",,|,"",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"","",Extent: f. 1; reverse is blank. Extent: f. 1; reverse is blank.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 024,"",,Italy,"","s. XII(2), 1150-1199",1150-1199,http://vocab.getty.edu/aat/300404504,false,,"","",Homeliarum in Ezechielem,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v; 121 x 90.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 050,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Graecismus,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 60,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Theological material,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 059,"",,England,"","s. XV(2), 1450-1499",1450-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Theological material,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 058,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",De vita christiana,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 057,"",,England,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Canon law,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v (but verso is illegible.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 104,"",,England,"","s. XV(med), 1440-1460",1440-1460,http://vocab.getty.edu/aat/300404465,false,,"","",Recipe against worms|For the Wormes,"","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",paper,Extent: f. 1r; verso blank.,"This description could not have been written without the expertise and kind help of Prof. Paul Acker, who has worked on this fragment for his volume of the Index of Middle English Prose.",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q49210,New York University,Fragment 099,"",,England,"","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","","","","",,"",,"","",,"","",,"","",,"","","This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).","",,"",parchment,Extent: f. 1r-v.,"This description could not have been written without the expertise and kind help of Prof. Paul Acker, who has worked on this fragment for his volume of the Index of Middle English Prose.",2022-02-08T17:47:33-05:00,2021-10-01
